,Saint Kitts and Nevis,Belize,Burundi,Melanesia,Niue,Cameroon,Burkina Faso,Comoros,Sudan (former),Dominican Republic,Philippines,South Sudan,Martinique,Benin,United Republic of Tanzania,Ethiopia,Kenya,Liberia,Japan,Sao Tome and Principe,Togo,Venezuela (Bolivarian Republic of),Papua New Guinea,Antigua and Barbuda,New Caledonia,Guyana,Samoa,Barbados,Democratic Republic of the Congo,Sudan,American Samoa,Nigeria,Tonga,Saint Lucia,Haiti,Costa Rica,Guinea,Cuba,Guadeloupe,Dominica,Fiji,Chad,Rwanda,Wallis and Futuna Islands,Ethiopia PDR,Congo,Gabon,Cayman Islands,Central African Republic,Mauritania,Germany,Côte d'Ivoire,Colombia,Mali,Jamaica,Solomon Islands,Trinidad and Tobago,Puerto Rico,Polynesia,Panama,Saint Vincent and the Grenadines,Portugal,Brazil,Ghana,Grenada,Nicaragua
2003,2.0,90.0,1800.0,22544.0,133.0,36595.0,2955.0,750.0,57000.0,3558.0,5700.0,-1.0,820.0,166921.0,1350.0,28380.0,952.0,2362.0,8870.0,257.0,57967.0,6462.0,17000.0,18.0,1444.0,210.0,559.0,91.0,19409.0,-1.0,492.0,2828000.0,368.0,180.0,33396.0,1001.0,2000.0,9296.0,750.0,604.0,700.0,25836.0,2100.0,42.0,-1.0,2266.0,23114.0,6.0,48000.0,415.0,-1,547021.0,24773.0,2424.0,9174.0,3400.0,2.0,378.0,1593.0,4365.0,215.0,133.0,25354.0,321400.0,194.0,75.0
2004,2.0,6.0,1800.0,22571.0,133.0,37327.0,12087.0,754.0,57000.0,2532.0,5806.0,-1.0,240.0,172739.0,1400.0,24169.0,922.0,2380.0,8640.0,267.0,58010.0,7965.0,16601.0,20.0,1469.0,180.0,563.0,58.0,19304.0,-1.0,250.0,2837000.0,362.0,150.0,36200.0,1541.0,2146.0,12739.0,400.0,653.0,900.0,26428.0,2200.0,42.0,-1.0,2300.0,22781.0,5.0,52000.0,415.0,-1,591642.0,26502.0,604.0,8563.0,3600.0,2.0,378.0,1350.0,4798.0,240.0,136.0,25523.0,310834.0,202.0,75.0
2005,2.0,11.0,1876.0,23896.0,135.0,35094.0,2433.0,764.0,57500.0,2484.0,5890.0,-1.0,220.0,177977.0,1394.0,25553.0,835.0,2400.0,8750.0,270.0,57670.0,8934.0,17500.0,23.0,1496.0,160.0,563.0,65.0,19313.0,-1.0,243.0,2957000.0,357.0,130.0,40000.0,3595.0,2200.0,18743.0,530.0,714.0,1000.0,26000.0,2300.0,43.0,-1.0,2500.0,22591.0,6.0,52620.0,415.0,-1,608766.0,23771.0,2878.0,7109.0,3900.0,2.0,289.0,1341.0,3831.0,280.0,138.0,25666.0,363000.0,223.0,75.0
2006,2.0,8.0,1941.0,23856.0,136.0,36409.0,2592.0,780.0,57000.0,3916.0,5999.0,-1.0,200.0,195747.0,1450.0,29721.0,842.0,2416.0,8540.0,286.0,60246.0,10149.0,18000.0,24.0,1470.0,140.0,560.0,60.0,19550.0,-1.0,244.0,3035000.0,360.0,120.0,36989.0,3787.0,2200.0,27103.0,250.0,805.0,886.0,29000.0,2616.0,45.0,-1.0,2575.0,22687.0,6.0,54000.0,450.0,-1,656834.0,24686.0,3110.0,7431.0,3500.0,2.0,290.0,1345.0,3159.0,250.0,150.0,26000.0,325000.0,236.0,75.0
2007,2.0,10.0,1964.0,25136.0,140.0,31670.0,3019.0,792.0,57942.0,4408.0,5839.0,-1.0,200.0,166054.0,1500.0,38286.0,925.0,2450.0,8250.0,290.0,58467.0,9470.0,18500.0,26.0,1500.0,130.0,570.0,62.0,19788.0,-1.0,260.0,3123000.0,370.0,130.0,42000.0,2059.0,2358.0,51061.0,450.0,962.0,1236.0,33500.0,2853.0,50.0,-1.0,2700.0,22500.0,5.0,52546.0,448.0,-1,691788.0,25105.0,3412.0,7235.0,3900.0,2.0,300.0,1390.0,2506.0,270.0,160.0,27000.0,323590.0,250.0,75.0
2008,2.0,9.0,1930.0,28522.0,137.0,33026.0,6022.0,809.0,59021.0,3682.0,5212.0,-1.0,150.0,180422.0,1565.0,30251.0,807.0,2400.0,8050.0,300.0,62775.0,9142.0,19000.0,28.0,2000.0,132.0,590.0,25.0,20030.0,-1.0,256.0,3045000.0,352.0,135.0,43000.0,1896.0,3000.0,48234.0,440.0,1006.0,3522.0,34000.0,3163.0,50.0,-1.0,3000.0,25338.0,7.0,52352.0,455.0,-1,787324.0,25341.0,3151.0,6669.0,4000.0,2.0,272.0,1384.0,5000.0,255.0,165.0,26236.0,347570.0,266.0,75.0
2009,2.0,6.0,1800.0,26292.0,138.0,38509.0,8586.0,829.0,58332.0,3920.0,4929.0,-1.0,284.0,167601.0,1651.0,52201.0,882.0,2325.0,7900.0,376.0,69178.0,12000.0,19500.0,30.0,1652.0,138.0,630.0,65.0,20273.0,-1.0,261.0,2776020.0,347.0,139.0,46044.0,2012.0,7000.0,68448.0,400.0,1062.0,1040.0,35000.0,2924.0,51.0,-1.0,3047.0,26539.0,7.0,52000.0,453.0,-1,810155.0,35916.0,3222.0,7447.0,4100.0,3.0,213.0,1427.0,5300.0,310.0,150.0,26001.0,378740.0,340.0,75.0
2010,2.0,9.0,1519.0,26092.0,138.0,44768.0,14677.0,900.0,58632.0,3995.0,4744.0,-1.0,155.0,201194.0,1800.0,42271.0,1224.0,2249.0,7640.0,380.0,71529.0,9814.0,19000.0,33.0,1500.0,123.0,653.0,63.0,20519.0,-1.0,264.0,2868990.0,344.0,130.0,48785.0,2132.0,9400.0,62593.0,396.0,1200.0,1492.0,37635.0,2889.0,53.0,-1.0,2931.0,27664.0,8.0,55000.0,455.0,-1,829595.0,36168.0,3838.0,8137.0,4100.0,3.0,199.0,1452.0,4171.0,186.0,141.0,25883.0,384942.0,276.0,75.0
2011,4.0,9.0,1282.0,31246.0,139.0,51016.0,13328.0,835.0,58933.0,4200.0,2974.0,-1.0,124.0,182203.0,1628.0,39696.0,1057.0,2400.0,7510.0,390.0,71226.0,10314.0,19500.0,35.0,1500.0,45.0,668.0,21.0,20772.0,-1.0,266.0,4475356.0,340.0,131.0,43879.0,2132.0,7000.0,50475.0,324.0,1100.0,6146.0,42000.0,2805.0,51.0,-1.0,3100.0,29284.0,8.0,57176.0,457.0,-1,834369.0,35652.0,3550.0,8323.0,4100.0,25.0,188.0,1464.0,5637.0,200.0,136.0,25537.0,403798.0,275.0,75.0
2012,4.0,4.0,699.0,32610.0,140.0,47744.0,12485.0,780.0,-1.0,4316.0,2622.0,17000.0,124.0,200395.0,1500.0,41338.0,874.0,2450.0,7480.0,300.0,106279.0,7799.0,20000.0,40.0,1550.0,50.0,672.0,30.0,22028.0,76000.0,250.0,4487946.0,360.0,150.0,37462.0,2132.0,10900.0,60132.0,279.0,1100.0,7060.0,43000.0,5480.0,50.0,-1.0,3100.0,33000.0,9.0,58000.0,470.0,-1,847010.0,31416.0,3080.0,8481.0,4000.0,5.0,177.0,1472.0,4915.0,203.0,115.0,25200.0,426343.0,270.0,75.0
2013,5.0,10.0,504.0,31831.0,140.0,53604.0,15629.0,800.0,-1.0,4215.0,2621.0,19000.0,125.0,210947.0,1500.0,42656.0,998.0,2500.0,7350.0,400.0,67241.0,5264.0,20000.0,39.0,1550.0,150.0,680.0,66.0,22527.0,76000.0,255.0,5088300.0,400.0,160.0,38426.0,2032.0,11500.0,85868.0,247.0,1100.0,6081.0,45000.0,5086.0,50.0,-1.0,3300.0,34000.0,13.0,60000.0,490.0,-1,873590.0,33235.0,3025.0,8390.0,4200.0,15.0,167.0,1525.0,3734.0,211.0,118.0,25500.0,421558.0,275.0,75.0
2014,6.0,9.0,920.0,30322.0,142.0,54106.0,6725.0,819.0,-1.0,3912.0,2616.0,20680.0,207.0,214054.0,1518.0,48817.0,1210.0,2490.0,7260.0,366.0,100677.0,5497.0,20242.0,40.0,1570.0,150.0,689.0,50.0,23216.0,80000.0,269.0,5416400.0,337.0,138.0,53872.0,1995.0,12000.0,86302.0,222.0,1167.0,4089.0,46337.0,6140.0,53.0,-1.0,3294.0,33660.0,10.0,60850.0,461.0,-1,926829.0,29426.0,3027.0,8081.0,4421.0,20.0,156.0,1489.0,3837.0,226.0,128.0,25700.0,428000.0,292.0,75.0
