,Kyrgyzstan,Swaziland,Saudi Arabia,Mauritius,Bahrain,Democratic Republic of Congo,Morocco,Cambodia,Tuvalu,Slovenia,Japan,Indonesia,Canada,Burundi,Zimbabwe,Comoros,Iran,Jordan,Cameroon,Mozambique,Armenia,Switzerland,Oman,Montenegro,Namibia,Austria,Sweden,Slovakia,Maldives,Singapore,India,Tanzania,Poland,Moldova,Laos,Czech Republic,Qatar,Sao Tome and Principe,Cape Verde,Latvia,Mongolia,United Kingdom,Seychelles,Uruguay,Mali,Thailand,Gambia,South Korea,Iraq,Venezuela,Saint Vincent and the Grenadines,Costa Rica,Brunei,Georgia,South Africa,United States,Hong Kong,Honduras,Lebanon,Belarus,France,Philippines,Peru,Tajikistan,Tonga,Burkina Faso,Panama,Uzbekistan,Germany,Sudan,Libya,Chile,Lesotho,Paraguay,Nepal,Suriname,Kenya,Turkey,Sierra Leone,Guinea-Bissau,Hungary,Chad,Dominican Republic,Congo,Nigeria,Kiribati,Benin,Italy,Australia,Rwanda,Cote d'Ivoire,Malaysia,Solomon Islands,Nicaragua,Serbia,Romania,Norway,Equatorial Guinea,Kazakhstan,Croatia,Portugal,Haiti,Israel,Bosnia and Herzegovina,Niger,Zambia,Vanuatu,Kuwait,Eritrea,Greece,Trinidad and Tobago,Bhutan,Lithuania,Russia,Syria,Cyprus,Ethiopia,Madagascar,Fiji,Bolivia,Vietnam,Liberia,Botswana,Brazil,Bulgaria,Argentina,Senegal,Papua New Guinea,Iceland,China,Albania,Mauritania,Sri Lanka,Estonia,Central African Republic,Malawi,United Arab Emirates,Azerbaijan,Angola,Afghanistan,Algeria,Belgium,New Zealand,Togo,Tunisia,Egypt,Yemen,Macedonia,Netherlands,Ghana,Uganda,Finland,Colombia,Guinea,Ireland,Ukraine,Mexico,Pakistan,Gabon,Spain,Bangladesh,Djibouti,Myanmar,Denmark
1935,,,,,,,,,,,3.736008,,15.51038,,,,,,,,,7.37438,,,,18.76914,13.17782413,,,,7.71223,,,,,,,,,,,25.94733,,,,,,,,11.835713,,,,,21.58426,9.98354,,7.69697,,,24.8028,,6.12918,,,,,,,,,12.99,,,,,,,,,2.796152,,,,,,,28.01069,8.63129,,,,,,,,9.54837,,,,9.74995,3.95,,,,,,,,27.46418,,,,4.46777,,,,,,,,,,9.57333,17.89352,10.12881,,,12.5256,,,,,,,,,,,,,25.67395,21.75155,,,,,,13.70767,,,18.05924,4.1,,,,7.290753,,,15.4161,,,,10.05173
1936,,,,,,,,,,,4.978104,,14.44544,,,,,,,,,7.87905,,,,16.98065,11.8931729,,,,7.21879,,,,,,,,,,,26.05571,,,,,,,,13.225234,,,,,20.13558,10.957037,,7.45223,,,18.77533,,6.204,,,,,,,,,12.58,,,,,,18.9474,,,2.740429,,,,,,,28.44934,7.95426,,,,,,,,9.43712,,,,9.67842,3.78,,,,,,,,26.58844,,,,4.3135,,,,,,,,,,8.71919,17.713,9.96151,,,12.3255,,,,,,,,,,,,,24.79693,19.7198,,,,,,12.94483,,,17.17293,4.6,,22.727326,,8.267861,,,,,,,9.687594
1937,,,,,,,,,,,4.122005,,12.71701,,,,,,,,,7.12642,,,,15.7169,11.24510931,,,,6.87707,,,,,,,,,,,24.9033,,,,,,,,13.033661,,,,,18.67563,9.357367,,8.10458,,,20.63346,,6.10102,,,,,,,,,11.49,,,,,,,,,2.630978,,,,,,,24.816,7.52475,,,,,,,,8.84071,,,,10.18268,3.13,,,,,,,,24.15424,,,,4.42398,,,,,,,,,,9.86643,16.93792,9.85794,,,11.935,,,,,,,,,,,,,25.48804,18.42976,,,,,,11.62429,,,18.31428,5.1,,24.19768,,7.808826,,,,,,,10.053214
1938,,,,,,,,,,,5.107885,,13.01596,,,,,,,,,8.70913,,,,,12.57424256,,,,6.80055,,,,,,,,,,,25.82972,,,,,,,,11.9786,,,,,19.88863,8.93253,,7.59259,,,26.81474,,9.49893,,,,,,,,,13.22,,,,,,18.929,,,3.154589,,,,,,,23.94435,7.32364,,,,,,,,9.28436,,,,10.197447,2.96,,,,,,,,18.8836,,,,5.73808,,,,,,,,,,9.20889,15.7516,10.51124,,,11.8739,,,,,,,,,,,,,25.94713,23.00701,,,,,,11.84861,,,14.976108,4.9,,22.06705,,7.787396,,,,,,,9.334571
1939,,,,,,,,,,,3.929455,,14.50629,,,,,,,,,12.65598,,,,,13.90124094,,,,6.33232,,,,,,,,,,,24.30877,,,,,,,,13.6429,,,,,20.44624,10.63236,,7.10983,,,,,8.73333,,,,,,,,,13.75,,,,,,,,,6.969733,,,,,,,27.44127,7.92744,,,,,,,,10.12954,,,,10.183251,4.03,,,,,,,,20.9194,,,,6.53994,,,,,,,,,,9.63244,15.47165,11.4533,,,11.2712,,,,,,,,,,,,,28.03448,20.68151,,,,,,14.67895,,,22.986055,4.6,,28.31203,,8.34939,,,,,,,11.219359
1940,,,,,,,,,,,4.221364,,20.78502,,,,,,,,,19.39427,,,,,23.49946431,,,,6.76028,,,,,,,,,,,31.86767,,,,,,,,14.1719,,,,,30.71529,9.96664,,6.41711,,,,,6.64769,,,,,,,,,13.101818,,,,,,,,,3.231053,,,,,,,41.25741,9.4697,,,,,,,,,,,,11.228364,3.61,,,,,,,,,,,,5.48983,,,,,,,,,,10.8102,15.60704,10.43441,,,9.19451,,,,,,,,,,,,,,20.72239,,,,,,,,,50.31394,6.3,,20.93242,,8.46164,,,21.46292,,,,13.102133
1941,,,,,,,,,,,5.369226,,24.83216,,,,,,,,,18.65881,,,,,28.47118932,,,,6.17859,,,,,,,,,,,53.52686,,,,,,,,12.593,,,,,28.74793,11.338332,,5.97884,,,,,9.49928,,,,,,,,,14.687037,,,,,,,,,5.221559,,,,,,,43.0398,14.2657,,,,,,,,,,,,9.898141,3.36,,,,,,,,,,,,,,,,,,,,,,10.909037,18.4528,10.06561,,,10.3713,,,,,,,,,,,,,,20.40071,,,,,,,,,59.96797,5.2,,20.72276,,8.448872,,,22.63436,,,,16.558054
1942,,,,,,,,,,,6.177879,,44.71112,,,,,,,,,15.97124,,,,,27.54337473,,,,8.875079,,,,,,,,,,,59.86226,,,,,,,,12.4649,,,,,31.45151,21.815192,,5.60976,,,,,9.89117,,,,,,,,,13.207813,,,,,,,,,6.26296,,,,,,,44.6777,18.62232,,,,,,,,,,,,10.359873,,,,,,,,,,,,,,,,,,,,,,,11.145221,23.0123,9.79165,,,11.4272,,,,,,,,,,,,,,19.69395,,,,,,,,,44.15958,6.0,,21.06022,,9.73691,,,17.6004,,,,17.298544
1943,,,,,,,,,,,7.794761,,50.5229,,,,,,,,,16.67842,,,,,28.11959455,,,,8.219058,,,,,,,,,,,65.87092,,,,,,,,10.833,,,,,31.98489,40.915271,,6.69857,,,,,9.1681,,,,,,,,,16.35175,,,,,,18.5273,,,3.69713,,,,,,,26.341561,26.15817,,,,,,,,,,,,9.415354,,,,,,,,,,,,,,,,,,,,,,,9.891492,13.4049,10.80037,,,11.3218,,,,,,,,,,,,,42.89814,16.91472,,,,,,,,,42.58002,5.2,,19.21256,,9.76601,,,28.06956,,,,17.576082
1944,,,,,,,,,,,,,47.1421,,,,,,,,,17.93361,,,,,27.92217588,,,,9.479157,,,,,,,,,,,67.08012,,,,,,,,9.93305,,,,,32.05846,44.42192,,6.96721,,,,,8.16341,,,,,,,,,14.59,,,,,,,,,,,,,,,,43.69066,26.07568,,,,,,,,,,,,10.650482,,,,,,,,,,,,,,,,,,,,,,,11.8159,10.1324,12.43508,,,13.7423,,,,,,,,,,,,,,16.64104,,,,,,,,,48.78538,4.5,,18.55001,,9.54204,,,23.23823,,,,10.155235
1945,,,,,,,,,,,,,46.98478,,,,,,,,,15.81443,,,,,27.64042754,,,,14.60692,,,,,,,,,,,71.65547,,,,,,,,11.2204,,,,,30.88708,45.70383,,6.56934,,,,,8.81167,,,,,,,,,14.86,,,,,,10.4704,,,,,,,,,,28.227073,24.21181,,,,,,,,,,,,11.678206,2.593109,,,,,,,,,,,,,,,,,,,,,,11.4856,,12.80277,,,14.9962,,,,,,,,,,,,,,15.3497,,,,,,,,,31.00748,4.8,,18.21369,,9.33094,,,23.42274,,,,8.533573
1946,,,,,,,,,,,,,26.17924,,,,,,,,,13.14477,,,,,19.06250243,,,,12.15498,,,,,,,,,,,65.93217,,,,,,,,12.9279,,,,,27.3623,29.26134,,6.98413,,,23.25692,8.28261,10.7737,,,,16.8559,,,,,13.7,,,,,,,,,,,,,,,,23.89914,20.51105,,,,,,,,20.00182,,,,12.720306,2.679117,,,,,,,,,,,,,,,,,,,,,,9.59628,,10.86969,,,20.350011,,,,,,,,,,,,,33.3721,15.5624,,,,,,,,,45.6621,5.5,,19.0545,,7.6083,,,15.38063,,,,10.1554
1947,,,,,,,,,,,12.282506,,19.76026,,,,,,,,,10.60575,,,,,17.98549355,,,,7.553101,,,,,,,,,,,55.64237,,,,,,,,12.7322,,,,,24.66137,17.95471,,8.01105,,,26.25008,6.2807,13.1347,,,,14.9612,,,,,16.46,,,,,,,,,,,,,,,,18.541509,17.12594,,,,,,,,23.75196,,,,11.485356,3.460958,,,,,,,,,,,,,,,,,,,,,,7.20064,,10.137616,,,24.107433,,,,,,,,,,,,,36.1651,26.23777,,,,,,,,,29.6296,6.2,,19.896267,,8.73545,,,15.36879,,,,11.5521
1948,,,,,,,,,,,15.348717,,17.09393,,,,,,,,,11.59227,,,,33.206871,18.40326048,,,,6.954726,,,,,,,,,,,41.42385,,,,8.98324,,,,12.8663,,,,,25.79843,14.1567,,6.77083,,,25.525865,6.76191,12.6474,,,,13.6576,,,,,15.18,,,,,,17.9399,,,,,,,,,,17.680759,14.27546,,,,,,,,19.0,,,,11.169713,5.164434,,,,,,,,21.554702,,,,,,,,,,,,,,8.04903,,13.606398,,,22.992553,,,,,,,,,,,,,21.0292,25.56372,,,,,,,,,23.170749,5.9,,21.756966,,9.72176,,,12.6296,,,,11.1864
1949,,,,,,,,,,,18.361348,,17.25833,,,,,,,,,10.996,,,,34.125043,20.69780166,,,,6.229112,,,,,,,,,,,36.9405,,,,7.96081,,,,16.927732,,,,,24.96829,16.74034,,9.13461,,,26.379104,7.68182,9.37654,,,,13.2692,,,,,13.79,,,,,,22.6154,,,,,,,,,,17.98168,14.0148,,,,,,,,20.359716,,,,9.901921,5.659605,,,,,,,,24.488029,,,,,,,,,,,,,,9.01157,,12.560195,,,25.232851,,,,,,,,,,,,,21.1363,25.69697,,,,,,26.9048,,,30.54051,5.4,,23.609733,,12.46064,,,12.8093,,,,10.9524
1950,,,,,,,,,,,16.144252,,17.26262,,,,,,,,,9.96332,,,,36.615203,19.36151651,,,,5.955621,,21.6394,,,,,,,,,37.34289,,,,9.05547,,,,16.007533,,,,,20.26524,15.39036,,8.62832,,,25.048973,7.22857,11.3267,,,,16.07,,27.358883,,,14.93,,,,,,15.1546,,,,,22.782,,,,,18.31499,13.32812,,,,,,,,19.07927,,,,10.334273,,18.7886,,,,,,,27.170145,,,,6.10947,,,,,,5.13043,,,,8.70213,,11.943038,,,21.557927,,,,,,,,,,,,,24.66101,23.31528,,,,,,26.55152,,,24.661806,5.8,,26.876016,,10.08942,5.723081,,12.94431,,,,10.0463
1951,,,,,,,,,,,17.370799,16.6667,18.91598,,,,,,,,,9.92963,,,,26.494748,17.94380335,,,,6.1978,,22.2335,,,,,,,,,32.58962,,,,12.4053,,,,16.593823,,,,,19.373017,14.60471,,9.58333,,,24.528,7.66667,10.8872,,,,14.6591,,30.389406,,,15.55,,,,,,13.5897,,,,,21.1134,,,,,20.08627,13.992283,,,,,,,,14.614656,,,,9.494705,,17.7011,,,,,,,27.013811,,,,,,,,,,4.6375,,,,7.61898,,12.669719,,,22.871822,,,,,,,,,,,,,23.55392,20.47589,,,,,,25.94887,,,21.328533,5.4,,23.554483,,10.75126,5.296447,,9.77155,,,,10.2137
1952,,,,,,,,,,,19.437747,18.2927,18.85793,,,,,,,,,11.27179,,,,22.259925,20.04686574,,,,7.014182,,25.1675,,,,,,,,,36.78453,,,,12.1626,,,,18.845714,,,,,22.443552,19.84453,,11.8237,,,26.204059,7.45122,10.4962,,,,15.7971,,30.66857,,,18.12,,,,,,16.791,,,,,15.8621,,,,,21.15568,15.515326,,,,,,,,15.048625,,,,10.152865,,17.2159,,,,,,,25.754209,,,,6.59971,,,,,,3.91589,,,,8.04884,,12.689189,,,22.32325,,,,,,,,,,,,,25.03496,24.26316,,,,,,25.1875,,,21.815907,5.8,,26.97378,,11.40787,7.753671,,10.04136,,,,10.2
1953,,,,,,,,,,,20.189051,18.6047,18.01644,,,,,,,,,9.03291,,,,26.512758,22.5971945,,,,7.345668,,35.7576,,,,,,,,,36.81858,,,,15.102062,,14.54421,,15.305967,,,,,22.123979,21.22222,,11.497269,,,26.124184,8.59302,11.8852,,,,14.505086,,30.68964,,,17.58,,,,,,14.6795,,,,,20.0385,,,,,17.7862,13.999315,,,,,,,,17.888689,,,,10.568165,9.75,19.323,,,,,,,17.719433,,,,7.64095,,,,,,2.844033,,,,8.657289,,11.78423,,,24.718939,,,,,,,,,,,,,23.46422,23.9725,,,,,,27.71432,,,23.252221,6.7,,26.41569,,9.234962,8.698627,,9.64184,,,,10.6792
1954,,,,,,,,,,,19.856366,15.7895,17.79891,,,,,,,,,8.8502,,,,24.820523,22.29019149,,,,8.626908,,39.2157,,,,,,,,,38.38692,,,,15.3888,,20.854239,,14.793775,,,,,19.51706,20.27615,,12.636725,,,23.32717,8.917781,15.2273,,,,14.1042,,31.444695,,,15.72,,,,,,16.0625,,,,,19.011,,,,,17.541805,12.558489,,,,,,,,18.159294,,,,10.9145,10.1449,21.112405,,,,,,,20.162973,,,,,,,,,,2.37342,,,,8.85475,,11.793253,,,22.682602,,,,,,,,,,,,,24.27574,22.43201,,,,,,24.49246,,,20.376254,6.8,,27.8239,,9.947256,9.67736,,9.87844,,,,17.894933
1955,,,,,,,,,,,19.931622,12.8,16.71811,,,,,,,,,8.168775,,,,24.461645,21.96710926,,,,8.931255,,47.0852,,,,,,,,,32.47813,,10.9735,,12.5102,,21.549683,,15.218322,,,,,19.413497,18.03459,,9.799635,,,20.97112,9.746878,16.7134,,,,14.9699,,30.278215,,,17.11,,,,,,17.3298,,,,,21.5248,,,,,18.62559,12.157703,,,,,,,,18.586814,,,,10.786022,12.2946,25.05139,,,,,,,20.050819,,,,,,,,,,1.772153,,,,7.63226,,11.033012,,,23.260005,,,,,,,,,,,,,22.71334,20.71393,,,,,,24.78786,,,21.333286,10.3,,26.15607,,8.404385,8.468725,,10.11972,,,,17.641794
1956,,,,,,,,,,,18.465499,13.7931,16.17139,,,,,,,,,7.646709,,,,24.539497,22.4279221,,,,9.235592,,44.0476,,,,,,,,,34.87578,,9.99419,,13.2714,,22.1338,,15.249,,14.27138,,,17.960699,17.63625,,12.173939,,,22.5803,9.663459,18.2517,,,,17.694532,,29.857856,,,16.55,,,,,,15.7919,,,,,21.6904,,,,,17.56217,11.920228,,,,,,,,17.605869,,,,10.907328,12.6628,27.03716,,,,,,,29.45043,,,,,,,,,,2.836416,,,,7.51359,,10.796032,,,27.022856,,,,,,,,,,,,,21.66322,19.68674,,,,,,24.06498,,,22.368813,8.0,,26.74413,,8.453073,8.536471,,10.16117,,,,17.157203
1957,,,,,,,,,,,18.474136,15.2047,16.21623,,,,,,,,,8.157049,,,,26.137918,23.11091005,,,,10.505003,,39.8671,,,,,,,,,36.17395,,11.5887,,13.569288,,18.412894,,16.334983,,12.576,,,18.787656,18.19821,,12.952985,,,22.30554,8.951755,17.879,,,,13.968664,,28.953405,,,16.79,,,,,,14.1497,,,,,21.4566,,,,,17.32889,12.280232,,,,,,,,18.162083,,,,10.820355,10.1039,24.58853,,,,,,,19.342077,,,,,,,,,,9.459456,,,,8.19933,,9.09198,,,29.218638,,,,,,,,,,,,,21.45856,20.63041,,,,,,22.72078,,,21.6439,6.1,,29.27017,,8.593985,8.27817,,8.945775,,,,16.77155
1958,,,,,,,,,,,19.02815,19.4444,16.65024,,,,,,,,,9.242954,,,,28.766472,25.07389033,,,,12.776887,,39.8754,,,,,,,,,37.61558,,11.9559,,13.863604,,19.786218,,24.3904,,12.510563,,,19.703532,19.27373,,12.547973,,,20.79117,8.57583,16.8544,,,,16.335074,,29.369848,,,16.99,,,,,,14.188,,,,,21.9303,,,,,17.74293,12.160896,,,,,,,,18.628067,,,,11.343368,12.0988,30.00089,,,,,,,20.731443,,,,,,,,,,9.976198,,,,8.748992,,13.902325,,,32.796975,,,,,,,,,,,,,24.30694,18.55278,,,,,,22.52822,,,22.626785,6.3,,28.68057,,8.99884,11.008571,,11.840606,,,,17.911741
1959,,,,,,,,,,,17.653503,13.75,16.92636,,,,,,,,,8.110474,,,,27.895915,25.31642826,,,,13.119986,,39.4203,,,,,,,,,36.16076,,9.50931,,14.40612,,18.627397,,25.459638,,12.594247,,,19.20192,19.64861,,12.142861,,,21.1236,9.331297,16.2512,,,,17.128712,,29.724191,,,20.85,,,,,,15.3303,,,,,22.1264,,,,,19.40384,11.353579,,,,,,,,17.876868,,,,12.377209,12.9293,31.41627,,,,,,,19.590265,,,,,,,,,,12.250156,,,,7.92651,,14.156982,,,36.195446,,,,,,,,,,,,,26.63673,21.85692,,,,,,22.98416,,,21.06875,6.3,,25.74803,,8.312732,12.186336,,11.274113,,,,16.962566
1960,,,,,,,,,,,18.847796,14.4208,16.92707,,,,,,,,,7.706557,,,,36.909906,25.60655641,,,,11.981967,,39.2,,,,,,,,,36.83313,,9.90441,,12.670159,,18.097378,,23.696177,,13.250576,,,17.330906,29.74631,,12.473866,,,23.26998,10.290743,13.3258,,,,17.259615,,23.391834,,,19.73,,,,,,15.5745,,,,,20.1229,,,,,17.58477,24.17350661,,,,,11.201,,,18.951651,,,,14.762277,7.33713,32.01815,,,,,,,20.309176,,,,,,,,,,10.166341,,,,13.7056,,11.812224,,,33.333919,,,,,,,,,,,,,26.10962,26.283685,,,,,,21.81371,,,22.864162,6.9,,31.22167,,9.81672,10.522986,,11.796868,,,,17.088905
1961,,,,,,,,,,,18.577924,15.0592,33.52434,,,,,,,,,8.481223,,,,36.340748,24.96083762,,,,12.92318,,42.8224,,,,,,,,,35.13236,,13.0231,,10.045089,,21.366489,,11.87407,,14.2062,,,16.443173,30.93936,12.7336,11.502789,,,22.92259,9.796081,14.7527,,,,19.95688,,29.681898,,,19.51,,,,,,22.8916,,,,,19.9568,,,,,18.30433,25.84389969,,,,,9.93273,,,21.326134,,,,15.163323,,31.97939,,,,,,,19.7429,,,,,,,,,,10.694547,,,,12.001,,12.707059,,,25.514611,,,,,,,,,,,,,24.70212,22.13621,,,,,,23.55257,,,23.070696,8.8,,33.62472,,8.524209,11.088182,,10.68015,,,,16.219804
1962,,,,,,,,,,,19.72276,7.88623,33.59227,,,,16.037397,,,,,8.554722,,,,38.189256,24.53777127,,,,12.57029,,42.9577,,,,,,,,,37.20553,,16.0053,,12.439667,,22.442268,,17.700033,,14.835245,,,16.677364,31.05139,12.7724,10.812887,,,22.75925,11.091804,14.6022,,,,17.128669,,29.991386,,,21.25,,,,,,15.734,,,,,15.6737,,,,,18.461323,25.10421009,,,,,10.636,,43.3638,31.86629,,,,15.081271,,29.74446,,,,,,,20.205445,,,,,,,,,,10.255089,,,,23.0509,,11.901185,,,25.076598,,,,,,,,,,,,,24.90999,22.556022,,,,,,23.40751,12.70877,,24.284278,8.1,,33.83602,,8.635295,12.334033,,11.153038,,,,17.564933
1963,,,,,,,,,,,20.378916,10.2836,33.27078,,,,15.163214,,,,,8.610045,,,,39.263407,25.31330309,,,,13.42736,,33.306,,,,,,,,,40.87449,,14.558,,12.544916,,15.592185,,18.8844,,14.224416,,,16.567636,30.91619,12.3777,10.451258,,,23.519254,10.635141,16.2147,,,,19.713807,,30.12496,,,18.93,,,,,,17.4888,,,,,15.1262,,,,,17.497044,25.35476875,,,,,10.5007,,23.1114,33.29149,,,,15.251997,8.94931,29.48151,,,,,,,20.185833,,,,,,,,,,10.816082,,,,22.7696,,11.787588,,,26.43212,,,,,,,,,,,,,25.6024,20.38341,,,,,,23.12832,15.615596,,22.037415,9.3,,35.87178,,8.917439,15.400473,,12.84673,,,,18.702811
1964,,,,,,,,,,,20.184204,9.54718,32.61713,,,,15.774481,,,,,9.244631,,,,39.286858,24.26438809,,,,14.31569,,33.5488,,,,,,,,,35.94127,,14.2515,,13.861443,,12.232871,,18.063889,,14.55377,,,11.748359,30.32517,12.0692,11.9256,,,21.816742,9.948377,16.8986,,,,14.858411,,29.99982,,,17.76,,,,,,18.8811,,,,,16.6821,,,,,18.552848,25.92528612,,,,,10.195,,25.1023,33.36737,,,,14.497137,,30.85859,,,,,,,21.175223,,,,,,,,,,10.864503,,,,25.394,,12.595531,,,28.393794,,,,,,,,,,,,,24.92572,21.2357,,,,,,23.48785,16.380551,,23.33192,8.6,,37.10763,,9.69059,12.675052,,13.183338,,,,18.101505
1965,,,,,,,,,,,20.783281,10.6751,32.72746,,,,16.647651,,,,,8.695431,,,,38.982042,25.44694658,,,,14.87472,,31.7504,,,,,,,,,37.57852,,15.6191,,15.396768,,13.136593,,18.892126,,14.77479,,,18.921744,29.78191,12.6296,10.924248,,,21.822788,9.715744,18.7119,,,,13.973513,,29.4014,,,20.49,,,,,,18.9791,,,,,12.7621,,,,,19.25671,28.30250719,,,,,10.8926,,25.6265,34.36085,,,,14.053469,7.9112,30.33611,,,,,,,22.297185,,,,,,,,,,13.255707,,,,15.19408,,12.117183,,,28.469719,,,,,,,,,,,,,25.81715,26.12429,,,,,,24.62295,14.745292,,23.797007,7.3,,38.31887,,11.441419,11.860207,,14.563325,,,,17.595901
1966,,,,,,,,,,,21.24409,9.17722,33.66046,,,,20.732825,,,,,9.222437,,,,39.369882,27.30484404,,,,15.02606,,31.7322,,,,,,,,,38.76579,,14.0562,,15.406394,,16.050404,,19.285,,15.34047,,,18.990984,30.72857,12.6007,11.800036,,,22.08657,10.055984,18.5672,,,,14.768495,,29.42619,,,20.52,,,,,,18.9427,,,,,15.2298,,,,,19.812041,27.99941007,,,,,12.2439,,27.3339,34.87158,,,,15.050413,7.1994,32.17651,,,,,,,23.435747,,,,,,,,,,13.316196,,,,16.0574,,12.590199,,,28.529641,,,,,,,,,,,,,27.48508,27.48021,,,,,,25.63016,9.763029,,23.905571,8.4,,39.58171,,13.95644,12.901805,,12.212805,,,,21.563609
1967,,,,,,,,,,,20.44706,10.3774,35.89345,,,,22.502047,,,,,8.93812,,,,41.36193,28.5293612,,,,15.10377,,29.6043,,,,,,,,,43.15382,,14.7059,,16.299186,,16.796762,,19.957095,,15.91718,,,19.591234,32.63899,11.9045,11.806032,,,22.277011,10.415838,19.0567,,,,15.649841,,30.20044,,,19.14,,12.408806,,,,20.099,,,,,15.0287,,,,,18.706768,28.8071066,,,,,12.6739,,30.5701,36.32601,,,,14.752264,7.5226,36.75184,,,,,,,25.198648,,,,,,,,,,13.1084,,,,14.54859,,13.340315,,,31.873952,,,,,,,,,,,,,27.89963,28.63477,,,,,,25.43011,12.392143,,24.242786,8.6,,42.21093,,14.0651,13.683575,,12.924145,,,,22.54331
1968,,,,,,,,,,,20.645962,8.82213,36.98891,,,,24.156881,,,,,9.109667,,,,41.643101,29.21290534,,,,13.92287,,27.3325,,,,,,,,,43.55492,,14.1333,,16.822704,,18.648791,,19.953356,,14.807826,,,20.47449,32.97962,11.6548,11.970715,,,23.581671,11.536739,18.3531,,,,14.995296,,30.09557,,,19.31,,13.743271,,,,19.0179,,,,,15.4779,,,,,33.83943,27.67564922,,,,,10.8602,,31.7671,37.73272,,,,14.863265,10.2802,42.07617,,,,,,,27.024361,,,,,,,,,,14.54628,,,,15.68488,,13.193254,,,33.687753,,,,,,,,,,,,,29.12279,28.95309,,,,,,26.80261,12.504285,,26.133683,9.3,,42.90049,,13.4245,13.6606,,13.358346,,,,24.619302
1969,,,,,,,,,,,20.361494,12.762,37.30268,,,,,,,,,9.673993,,,,41.482343,29.7068835,,,,12.80124,,26.256,,,,,,,,,42.33543,,14.6245,,16.752132,,19.98419,,21.18263,,16.11144,,,19.94361,32.60117,10.7978,14.028193,,,22.313811,11.774801,16.4115,,,,21.432777,,31.19344,,,18.69,,14.369972,,,,20.4839,,,,,15.4534,,,,,33.33845,27.13754647,,,,,11.0963,,32.0639,39.56512,,,,15.485317,10.1039,44.22702,,,,,,,30.442431,,,,,,,,,,12.958039,,,,12.7147,,15.1355,,,30.788481,,,,,,,,,,,,,29.09892,28.83815,,,,,,44.84074,12.011529,,22.770712,9.6,,45.58438,,14.34231,15.6331,,12.830087,,,,25.621
1970,,,,,,,,,,,20.819341,13.8024,39.69877,,,,,,,,,27.19561,,,,40.354844,30.6754076,,,,12.99399,,25.8288,,,,,,,,,46.04089,,15.1414,,18.5812,,17.660993,,19.803831,,16.32334,,,21.37332,33.73857,10.8301,15.650078,,,21.191559,10.799043,15.074512,,,,23.4566,,40.409226,,,21.09,,13.58553,,,,23.172282,,,,,13.3086,,,,,33.64582,27.73478196,,,,,13.2082,,28.1475,40.50234,,,,16.050467,11.436,44.56347,,,,,,,26.019721,,,,,,,,,,10.574918,,,,13.26337,,15.0816,,,30.43045,,,,,,,,,,,,,46.00995,27.64503,,,,,,46.0834,13.005598,,22.411387,10.5,,47.29132,,13.46591,23.5644,,12.793132,,,,24.672314
1971,,,,,,,,,,,22.384663,14.5425,41.10677,,,,,,,,,26.81328,,,,40.822741,31.11654164,,,,13.64576,,24.1264,,,,,,,,,44.98443,,20.1288,,20.07735,,18.643466,,19.971942,,18.86073,,,21.10743,33.84654,11.1058,15.828493,,,20.610674,11.582251,16.015857,,,,16.51307,,41.897158,,,27.22,,12.704501,,,,25.332973,,,,,13.7739,,,,,35.89636,28.35908161,,,,,15.0536,,27.2264,42.36235,,,,15.945984,11.1994,,,,,,,,26.725436,,,,,,,,,,11.700396,,,,13.4456,,15.33861,,,33.067992,,,,,,,,,,,,,47.35195,29.38818,,,,,,47.39398,12.450342,,23.363775,10.9,,48.37984,,13.0795,23.58578,,14.440336,,,,43.47937
1972,,,,,,,,,,,23.828553,15.812869,41.39094,,,,,,,,,27.14102,,,,40.820423,33.09283279,,,,14.77997,,24.1224,,,,,,,,,46.01125,,25.201307,,19.9877,,18.588078,,21.62953,,18.5373,,,24.1915,33.61338,13.6197,13.319946,,,20.35384,13.74295,16.217274,,,,17.17481,,42.8459,,,34.97,,12.790739,,,,22.42175,,,,,14.0986,,,,,38.06609,29.35335384,,,,,15.1485,,29.9041,43.98242,,,,23.275473,11.182,,,,,,,,27.72553,,,,,,,,,,12.734087,,,,14.30179,,15.4068,,,33.953477,,,,,,,,,,,,,48.49774,28.79125,,,,,,47.56175,12.4096,,20.914648,10.8,,44.26362,,14.2194,14.98448,,12.976246,,,,43.42449
1973,,,,,,,,,,,24.089596,16.499352,39.8066,,,,,,,,,28.00504,,,,42.243912,32.24185756,,,,14.14226,,24.457,,,,,,,,,47.30083,,23.194061,,17.39033,,14.278556,,20.272574,,19.71072,,,22.30539,32.7594,13.0031,11.876294,,,20.283956,14.246502,21.18662,,,,16.10424,,43.50445,,,30.76,,11.439047,,,,22.329876,,,,,13.7472,,,,,37.14027,28.93043161,,,,,12.8266,,32.5819,44.05297,,,,26.085291,9.40109,,,,,,,,25.193775,,,,,,,,,,15.43904,,,,12.59173,,16.65404,,,34.301155,,,,,,,,,,,,,48.48812,29.43696,,,,,,47.24984,10.30798,,22.154043,10.0,,43.29546,,15.02569,15.22794,,10.42127,,,,40.71079
