,USSR,Finland,Fiji,Kenya,Guyana,Solomon Islands,Papua New Guinea,Somalia,Albania,Brazil,Serbia,El Salvador,Saint Lucia,Canada,Colombia,Spain,Grenada,New Zealand,Honduras,Jamaica,Cabo Verde,Republic of Moldova,Mongolia,Belgium-Luxembourg,Angola,Saudi Arabia,"China, Macao SAR",Togo,Greece,Tajikistan,Haiti,Mali,Hungary,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Iran (Islamic Republic of),Gambia,Ghana,Sweden,Cyprus,Kazakhstan,Rwanda,Bosnia and Herzegovina,Portugal,Saint Kitts and Nevis,"China, Taiwan Province of",Puerto Rico,Turkmenistan,Dominica,Madagascar,United Republic of Tanzania,Nepal,Libya,Costa Rica,Bangladesh,Germany,Comoros,Latvia,Benin,Occupied Palestinian Territory,Cambodia,Armenia,Chile,Malta,Denmark,Lebanon,Malawi,Algeria,Slovakia,Israel,Réunion,Belarus,Afghanistan,Trinidad and Tobago,Sudan,Mauritius,Georgia,Lithuania,Russian Federation,Tunisia,Paraguay,Venezuela (Bolivarian Republic of),Djibouti,Guadeloupe,South Africa,Myanmar,Eritrea,Bahrain,Australia & New Zealand,Australia,Panama,Pakistan,Thailand,Belize,Ethiopia,Bhutan,Lao People's Democratic Republic,Zambia,Botswana,Yemen,Suriname,Mozambique,Niger,Democratic People's Republic of Korea,Slovenia,South Sudan,New Caledonia,Central African Republic,Bahamas,Ecuador,Indonesia,Poland,Chad,Jordan,Ethiopia PDR,Estonia,Melanesia,France,Republic of Korea,Democratic Republic of the Congo,Nigeria,Congo,Martinique,Peru,United States of America,"China, mainland",The former Yugoslav Republic of Macedonia,India,Guinea-Bissau,Cameroon,Netherlands,Guatemala,Cuba,Lesotho,Romania,Norway,Philippines,Iraq,Swaziland,Burundi,Belgium,Luxembourg,Czechia,Senegal,Italy,Ireland,Uganda,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Sudan (former),Morocco,Switzerland,Sierra Leone,Uruguay,Zimbabwe,Kyrgyzstan,Gabon,Austria,Japan,Maldives,Timor-Leste,Egypt,Argentina,Namibia,United Kingdom,Azerbaijan,Nicaragua,Viet Nam,Barbados,Turkey,Bolivia (Plurinational State of),Saint Vincent and the Grenadines,Mexico,Guinea,Mauritania,Czechoslovakia,Sri Lanka,Côte d'Ivoire,Croatia,Bulgaria,Montenegro,Ukraine,Liberia
1988,7949000.0,4400.0,221.0,623000.0,1300.0,2250.0,2200.0,9200.0,22000.0,2861929.0,,57040.0,55.0,494900.0,148400.0,295661.0,630.0,77808.0,52353.0,6110.0,12071.0,,3000.0,16098.0,36000.0,7200.0,,19255.0,54493.0,,99589.0,78406.0,388323.0,95893.0,301910.0,161987.0,298799.0,4000.0,15200.0,133373.0,3000.0,,236400.0,,55239.0,200.0,15742.0,2368.0,,79.0,55400.0,420644.0,154870.0,10175.0,27920.0,533040.0,524638.0,6970.0,,50919.0,0.0,22000.0,,144813.0,1520.0,508420.0,22104.0,234237.0,34450.0,,7500.0,507.0,,32000.0,3351.0,,,,,,34550.0,67983.0,50507.0,0.0,185.0,124400.0,550953.0,,3.0,1700135.0,1622327.0,8007.0,701926.0,397623.0,2255.0,,1500.0,10390.0,10914.0,14000.0,46223.0,74.0,90000.0,308924.0,315000.0,,,19.0,13000.0,660.0,35076.0,603600.0,564734.0,38779.0,10567.0,611137.0,,4690.0,2822100.0,64167.0,200200.0,937000.0,5900.0,0.0,127070.0,1147250.0,6055000.0,,11753900.0,2180.0,66724.0,171000.0,121888.0,14840.0,9981.0,261500.0,0.0,58573.0,17770.0,6562.0,361700.0,,,,24705.0,218800.0,8900.0,433000.0,,6070742.0,248435.0,,103120.0,458220.0,5913.0,36280.0,5760.0,48900.0,,185.0,124000.0,136200.0,46.0,3500.0,447203.0,244840.0,6700.0,961000.0,,56497.0,180000.0,840.0,2320030.0,28175.0,280.0,1102096.0,50000.0,21650.0,253189.0,48740.0,8000.0,,93567.0,,,3300.0
1989,8710000.0,5900.0,221.0,781895.0,1300.0,2300.0,2000.0,13000.0,28500.0,2360896.0,,44574.0,55.0,417100.0,148900.0,249172.0,616.0,52307.0,57047.0,5541.0,11824.0,,3000.0,13762.0,36000.0,7200.0,,25070.0,53950.0,,100000.0,18959.0,437604.0,99966.0,106256.0,231461.0,271567.0,4000.0,18800.0,110890.0,2320.0,,226000.0,,57324.0,200.0,17811.0,2101.0,,79.0,55610.0,524223.0,171100.0,10700.0,34050.0,500087.0,416404.0,7050.0,,57402.0,0.0,14000.0,,106489.0,1545.0,474552.0,24063.0,214762.0,47897.0,,8880.0,405.0,,29000.0,2670.0,,,,,,59800.0,64211.0,53061.0,0.0,130.0,137000.0,350709.0,,4.0,1426099.0,1373792.0,9177.0,1070793.0,416141.0,4209.0,,1600.0,11514.0,16000.0,17000.0,72457.0,40.0,92000.0,324750.0,320000.0,,,18.0,15000.0,630.0,46351.0,653600.0,614878.0,41000.0,4732.0,624269.0,,4539.0,2904629.0,53447.0,201700.0,1282000.0,6200.0,0.0,124241.0,1369490.0,4800000.0,,13690300.0,2200.0,60683.0,117000.0,117272.0,14107.0,11179.0,255900.0,0.0,63336.0,13450.0,6794.0,258400.0,,,,26650.0,208400.0,11000.0,487027.0,,4817811.0,240361.0,,100000.0,355540.0,6700.0,37350.0,6100.0,49500.0,,190.0,119800.0,145770.0,48.0,3000.0,552559.0,172880.0,7500.0,726000.0,,62523.0,189100.0,840.0,1676592.0,25455.0,290.0,882818.0,60000.0,22650.0,216164.0,45144.0,8000.0,,102791.0,,,3300.0
1990,8933000.0,9100.0,541.0,772936.0,1400.0,2350.0,2100.0,14000.0,17200.0,2271707.0,,52670.0,57.0,586600.0,186203.0,249822.0,647.0,63444.0,73616.0,6047.0,7374.0,,3000.0,17559.0,33000.0,7300.0,,21738.0,44286.0,,98900.0,30306.0,317513.0,100116.0,178283.0,159358.0,350856.0,3707.0,14300.0,97919.0,2625.0,,205948.0,,50033.0,180.0,16720.0,1859.0,,82.0,54653.0,529834.0,167710.0,11704.0,34260.0,512426.0,305937.0,7400.0,,56782.0,-1.0,12000.0,,129211.0,1754.0,550546.0,26970.0,253414.0,35099.0,,15960.0,602.0,,33000.0,3106.0,,,,,,59870.0,54452.0,59666.0,2000.0,150.0,154971.0,427410.0,,5.0,1417114.0,1353670.0,8890.0,1072549.0,357299.0,2567.0,,1327.0,13109.0,14312.0,18000.0,75847.0,56.0,92283.0,223965.0,325000.0,,,20.0,15353.0,600.0,36655.0,703492.0,608953.0,36500.0,7473.0,710798.0,,5011.0,3724682.0,40776.0,208978.0,1406870.0,6500.0,-1.0,86158.0,1669100.0,6120000.0,,12856900.0,2250.0,71292.0,82958.0,145754.0,14000.0,11238.0,112139.0,-1.0,64755.0,18200.0,4273.0,369371.0,,,,12520.0,198800.0,6800.0,501500.0,,6136720.0,201228.0,,100400.0,344983.0,7682.0,38430.0,6071.0,50300.0,,194.0,175000.0,153930.0,50.0,2337.0,530529.0,260925.0,8000.0,806000.0,,71309.0,184200.0,860.0,2187876.0,32884.0,270.0,1626530.0,55611.0,23950.0,245447.0,49300.0,7415.0,,86260.0,,,3000.0
1991,5137500.0,28300.0,602.0,699647.0,1311.0,2400.0,2129.0,13000.0,15554.0,2778926.0,,67234.0,60.0,896000.0,166824.0,215255.0,648.0,70634.0,81495.0,6036.0,6517.0,,1600.0,23746.0,36000.0,7359.0,,19338.0,53335.0,,100800.0,70821.0,286494.0,94761.0,108939.0,241294.0,576317.0,3005.0,15500.0,65100.0,1619.0,,216000.0,,45601.0,185.0,12443.0,2197.0,,85.0,89821.0,562446.0,163930.0,13115.0,34267.0,522315.0,241761.0,7502.0,,64742.0,-1.0,13000.0,,157443.0,1915.0,417518.0,32168.0,237576.0,63039.0,,19800.0,651.0,,34800.0,2486.0,,,,,,97926.0,46698.0,59239.0,2054.0,154.0,145260.0,525025.0,,7.0,1933216.0,1862582.0,10120.0,990036.0,356207.0,3187.0,,744.0,12772.0,14123.0,19000.0,43566.0,80.0,77704.0,390777.0,330000.0,,,12.0,18000.0,500.0,35766.0,641011.0,679816.0,32720.0,4796.0,1058018.0,,5143.0,3301528.0,42015.0,227952.0,1385529.0,6800.0,-1.0,109630.0,1830310.0,2758000.0,,14265000.0,2300.0,88084.0,48778.0,141491.0,11847.0,3274.0,79491.0,-1.0,63618.0,26420.0,3800.0,376900.0,,,,16835.0,255380.0,7000.0,490840.0,,2770443.0,306538.0,,109600.0,455114.0,8900.0,38500.0,6046.0,50870.0,,195.0,159000.0,135990.0,47.0,5411.0,543679.0,312678.0,8300.0,703000.0,,71824.0,187000.0,860.0,1972080.0,31221.0,300.0,1725561.0,59537.0,24485.0,307764.0,58900.0,3582.0,,78051.0,,,2000.0
1992,,29100.0,655.0,805499.0,1274.0,2500.0,2150.0,10000.0,28227.0,2822570.0,,61948.0,54.0,991200.0,169867.0,153752.0,649.0,81290.0,46821.0,7169.0,5297.0,121941.0,1200.0,20727.0,36000.0,7450.0,,25849.0,45382.0,9524.0,106523.0,132304.0,255862.0,82534.0,199918.0,,673876.0,2987.0,15000.0,66500.0,3162.0,104515.0,191000.0,21194.0,38842.0,190.0,11258.0,1506.0,5000.0,85.0,92227.0,568059.0,156980.0,14050.0,35569.0,519640.0,151746.0,7590.0,8600.0,72225.0,-1.0,14000.0,2487.0,151548.0,1812.0,302741.0,35743.0,218450.0,63416.0,,14634.0,657.0,169000.0,35000.0,1832.0,,,6000.0,27480.0,3080620.0,99228.0,47579.0,43808.0,2057.0,154.0,54773.0,691138.0,,8.0,2090991.0,2009701.0,11574.0,939700.0,311423.0,2350.0,,756.0,13582.0,20401.0,15000.0,76367.0,110.0,56000.0,416853.0,310000.0,5263.0,,18.0,19000.0,400.0,50588.0,852710.0,380136.0,34986.0,10883.0,706015.0,400.0,5323.0,3400070.0,37226.0,231136.0,1443824.0,6100.0,-1.0,82481.0,1244090.0,2262000.0,34412.0,12013400.0,2330.0,98383.0,38366.0,144965.0,20116.0,3268.0,74678.0,-1.0,61128.0,36565.0,3600.0,385900.0,,,,16987.0,225830.0,11760.0,511500.0,6300.0,2273258.0,304821.0,110000.0,101650.0,162417.0,11083.0,38480.0,6173.0,42168.0,1300.0,197.0,168100.0,105510.0,48.0,3879.0,446614.0,284970.0,7500.0,706000.0,12100.0,64400.0,187600.0,840.0,1822470.0,30210.0,310.0,934476.0,59514.0,25650.0,360334.0,41070.0,4080.0,19948.0,67284.0,,2985740.0,1500.0
1993,,30000.0,455.0,690107.0,1300.0,2600.0,2200.0,11000.0,25809.0,2489921.0,,62141.0,53.0,1455900.0,156927.0,157447.0,658.0,68318.0,55166.0,6763.0,3065.0,121400.0,1500.0,34064.0,54000.0,7600.0,,42960.0,45310.0,6039.0,87100.0,59347.0,149837.0,78975.0,198666.0,,643110.0,2970.0,14500.0,63099.0,2434.0,97572.0,137500.0,23677.0,34854.0,215.0,10385.0,2128.0,1000.0,87.0,92878.0,603670.0,193700.0,14900.0,33359.0,516660.0,224650.0,7740.0,5142.0,66213.0,-1.0,10887.0,3636.0,106244.0,1757.0,453761.0,36560.0,224439.0,48187.0,150355.0,19062.0,545.0,193000.0,40000.0,2383.0,,-1.0,6400.0,35350.0,2892800.0,103980.0,55610.0,36724.0,2060.0,155.0,93507.0,854706.0,25887.0,9.0,2511793.0,2443475.0,10743.0,754630.0,319300.0,3773.0,586990.0,769.0,13202.0,23534.0,17000.0,76350.0,140.0,79000.0,183447.0,290000.0,4575.0,,17.0,21000.0,300.0,51678.0,798866.0,410836.0,31573.0,8167.0,,700.0,5272.0,3749262.0,31767.0,236506.0,1610120.0,6500.0,-1.0,106846.0,1285100.0,4213869.0,25926.0,12366200.0,2400.0,108681.0,27658.0,130430.0,18306.0,2528.0,85211.0,-1.0,62122.0,42820.0,4300.0,376600.0,,,220067.0,44145.0,192417.0,20749.0,543000.0,6400.0,4224254.0,310156.0,83718.0,108000.0,130324.0,9029.0,36556.0,6281.0,47968.0,700.0,200.0,136168.0,73900.0,49.0,6130.0,506900.0,242340.0,8000.0,943000.0,10700.0,76764.0,202000.0,840.0,1945741.0,26790.0,350.0,1595458.0,59490.0,26330.0,,46030.0,4578.0,21916.0,37435.0,,2898000.0,1000.0
1994,,13900.0,598.0,697980.0,1199.0,2800.0,2250.0,12100.0,19988.0,3386229.0,,61378.0,55.0,2076934.0,153955.0,254123.0,662.0,63400.0,72906.0,7257.0,2570.0,67570.0,1000.0,24368.0,162000.0,7629.0,-1.0,33158.0,40706.0,5219.0,76440.0,75543.0,145272.0,76423.0,187862.0,,626052.0,2953.0,14000.0,67000.0,1866.0,82710.0,36000.0,23087.0,34548.0,200.0,11453.0,914.0,10000.0,80.0,80700.0,618283.0,201780.0,16040.0,35337.0,533000.0,245600.0,7869.0,4500.0,70958.0,-1.0,17000.0,4840.0,121200.0,1744.0,378450.0,37712.0,224300.0,38347.0,189111.0,16880.0,588.0,155000.0,45000.0,2599.0,,-1.0,10100.0,39600.0,2675000.0,43193.0,55765.0,32296.0,2063.0,155.0,81034.0,833931.0,41028.0,10.0,1534410.0,1471010.0,11157.0,803379.0,292495.0,3872.0,528106.0,781.0,13176.0,23181.0,18000.0,68254.0,167.0,95000.0,543132.0,300000.0,8070.0,,16.0,20000.0,139.0,55188.0,852179.0,214656.0,43957.0,5961.0,,1300.0,5664.0,3451837.0,24017.0,243169.0,1580415.0,6800.0,-1.0,120731.0,1552200.0,4958181.0,25457.0,13305000.0,2500.0,129079.0,18641.0,124361.0,22315.0,4048.0,76070.0,-1.0,62918.0,49995.0,4730.0,258527.0,,,163729.0,29130.0,168133.0,20571.0,497908.0,6100.0,4969634.0,261469.0,107000.0,138000.0,285190.0,9812.0,33400.0,6316.0,49163.0,700.0,200.0,160367.0,110580.0,50.0,5721.0,420519.0,282376.0,8300.0,824000.0,14900.0,73500.0,220200.0,840.0,1678606.0,26415.0,320.0,1637438.0,59467.0,27124.0,,41580.0,5076.0,24113.0,43880.0,,2636000.0,1500.0
1995,,10900.0,500.0,724293.0,1162.0,3000.0,2279.0,13000.0,22274.0,2966228.0,,51138.0,50.0,2096600.0,166555.0,219917.0,671.0,59448.0,38216.0,6323.0,2366.0,55497.0,901.0,14367.0,100000.0,7700.0,-1.0,31778.0,42087.0,5672.0,60875.0,75414.0,152054.0,84969.0,251724.0,,677197.0,2936.0,14500.0,35000.0,2191.0,32907.0,129000.0,21267.0,30468.0,190.0,10976.0,597.0,6950.0,70.0,96210.0,664894.0,186652.0,16782.0,33343.0,531945.0,303790.0,8708.0,4700.0,65391.0,-1.0,19550.0,3440.0,129354.0,1774.0,283942.0,39920.0,229955.0,41498.0,135119.0,12610.0,593.0,187000.0,50000.0,3801.0,,-1.0,14800.0,47500.0,1501010.0,53585.0,72359.0,38507.0,2050.0,136.0,76375.0,1032800.0,53550.0,12.0,2643076.0,2583628.0,9960.0,994304.0,284291.0,4490.0,799739.0,794.0,14298.0,23751.0,14000.0,70411.0,160.0,134000.0,203265.0,285000.0,8249.0,,15.0,21000.0,140.0,54822.0,502155.0,268016.0,40336.0,10047.0,,6300.0,5794.0,2770760.0,29886.0,179008.0,1787710.0,7001.0,-1.0,126624.0,1763880.0,4468000.0,30589.0,14902800.0,2300.0,149378.0,12654.0,123824.0,24542.0,5575.0,96931.0,-1.0,65851.0,59655.0,5493.0,357910.0,,,143785.0,42059.0,157634.0,21192.0,511924.0,6800.0,4478976.0,251155.0,139000.0,167000.0,99821.0,9900.0,34419.0,6360.0,42900.0,800.0,201.0,77276.0,139250.0,55.0,7500.0,458742.0,284875.0,9000.0,605000.0,11800.0,87795.0,215500.0,840.0,1849434.0,27180.0,310.0,1562287.0,59443.0,30844.0,,32140.0,5574.0,25589.0,67324.0,,1569800.0,2000.0
1996,,13300.0,400.0,358493.0,1000.0,3100.0,2300.0,14000.0,27458.0,2473763.0,,59105.0,40.0,1718020.0,154003.0,485600.0,660.0,47973.0,54204.0,6050.0,2180.0,31137.0,1134.0,15404.0,55309.0,7800.0,,62443.0,44900.0,4877.0,83823.0,81970.0,110018.0,72599.0,234055.0,,703672.0,2919.0,15000.0,69300.0,1607.0,31075.0,178697.0,19526.0,33036.0,170.0,13174.0,459.0,7000.0,70.0,95350.0,712506.0,201180.0,15835.0,20385.0,526945.0,379800.0,9040.0,7700.0,72059.0,10647.0,13758.0,5247.0,123646.0,1831.0,258879.0,41773.0,272280.0,68070.0,101133.0,19450.0,600.0,310000.0,65000.0,3674.0,,-1.0,22100.0,87400.0,1715290.0,79308.0,60029.0,34537.0,2060.0,115.0,79189.0,1273300.0,45126.0,13.0,2612537.0,2564564.0,12087.0,1098062.0,263000.0,5407.0,874433.0,806.0,13567.0,24340.0,15500.0,67267.0,143.0,141000.0,315571.0,270000.0,5765.0,,15.0,21434.0,151.0,63015.0,303421.0,277130.0,46736.0,5945.0,,13800.0,5815.0,2629693.0,29055.0,198481.0,1885005.0,7293.0,875.0,140899.0,1479790.0,4667098.0,29954.0,13216700.0,2100.0,169676.0,18728.0,114266.0,29100.0,10647.0,76983.0,-1.0,63792.0,69250.0,6069.0,326706.0,,,132515.0,20772.0,130020.0,22637.0,358500.0,7400.0,4680272.0,309032.0,142000.0,164000.0,284880.0,11200.0,42406.0,6403.0,45200.0,3200.0,202.0,102259.0,112400.0,55.0,6594.0,509156.0,264413.0,10000.0,557500.0,7527.0,74873.0,220000.0,840.0,1832221.0,26884.0,330.0,1783517.0,59420.0,33557.0,,33640.0,6072.0,23984.0,36780.0,,1123100.0,2212.0
1997,,13100.0,400.0,347370.0,1600.0,3200.0,2337.0,15000.0,22731.0,2863556.0,,67507.0,48.0,2327900.0,183047.0,380014.0,672.0,51450.0,74525.0,5100.0,2500.0,63828.0,1200.0,18805.0,66338.0,7900.0,,56905.0,43609.0,8307.0,86805.0,119615.0,118436.0,53962.0,182061.0,,545451.0,2943.0,15500.0,115800.0,1246.0,22802.0,144393.0,23861.0,30699.0,180.0,12210.0,760.0,6000.0,75.0,96718.0,732118.0,210560.0,14885.0,13980.0,523990.0,494420.0,9290.0,8000.0,86717.0,5888.0,15312.0,3938.0,80710.0,1917.0,386574.0,26250.0,262064.0,27711.0,69236.0,17380.0,712.0,492000.0,50000.0,3214.0,,-1.0,10200.0,106400.0,1583040.0,52453.0,75480.0,34784.0,2071.0,115.0,85462.0,1297704.0,43721.0,13.0,2396690.0,2345240.0,11503.0,992135.0,251514.0,6675.0,863482.0,1819.0,14500.0,13400.0,15000.0,66109.0,156.0,152806.0,218685.0,280000.0,3991.0,,15.0,22000.0,149.0,56727.0,263207.0,260052.0,49558.0,5431.0,,16940.0,5952.0,3121076.0,25249.0,202159.0,1948301.0,7484.0,880.0,135801.0,1743550.0,4024000.0,35914.0,14117800.0,2200.0,190175.0,16887.0,107800.0,33400.0,17629.0,78564.0,-1.0,59268.0,84505.0,6958.0,310643.0,,,103749.0,33275.0,117590.0,22207.0,349000.0,6200.0,4036210.0,230177.0,142000.0,171000.0,235551.0,13900.0,45365.0,6445.0,48150.0,8100.0,202.0,168682.0,106000.0,60.0,6104.0,535542.0,327439.0,12000.0,748000.0,7598.0,71527.0,230350.0,840.0,1699960.0,34495.0,325.0,1318554.0,59396.0,35707.0,,27800.0,24571.0,24269.0,40811.0,,1079000.0,2500.0
1998,,4200.0,1165.0,379397.0,1063.0,3300.0,2350.0,13000.0,24838.0,2199840.0,,46603.0,48.0,3066300.0,149440.0,361200.0,594.0,67200.0,72665.0,4062.0,3000.0,71200.0,1103.0,16531.0,85696.0,8000.0,,37258.0,43781.0,8974.0,73706.0,136996.0,140846.0,54565.0,298654.0,,576571.0,2973.0,15255.0,89300.0,932.0,31910.0,162480.0,23783.0,30342.0,200.0,10197.0,1088.0,7000.0,77.0,98685.0,767729.0,195717.0,14020.0,12781.0,489600.0,682953.0,9490.0,10900.0,88902.0,5885.0,9160.0,3225.0,108752.0,1863.0,387757.0,16557.0,260848.0,45135.0,76212.0,19186.0,825.0,334000.0,44795.0,1438.0,,-1.0,9204.0,104100.0,888550.0,68148.0,49067.0,33600.0,2100.0,78.0,66654.0,1426637.0,49888.0,1314.0,2569100.0,2501900.0,9371.0,1162189.0,275933.0,5769.0,786864.0,1831.0,14818.0,13000.0,15445.0,77973.0,176.0,145000.0,806935.0,280000.0,4497.0,,15.0,22422.0,143.0,48230.0,307410.0,289067.0,127158.0,4482.0,,8298.0,6830.0,3311386.0,23897.0,205962.0,2095596.0,7684.0,912.0,156663.0,1779950.0,4854500.0,33971.0,13004500.0,2261.0,210473.0,14821.0,118877.0,42221.0,13279.0,72482.0,-1.0,58957.0,74146.0,6700.0,313491.0,,,133442.0,40762.0,119194.0,32400.0,520100.0,16000.0,4864697.0,399748.0,135000.0,182000.0,269310.0,11500.0,49337.0,6471.0,48150.0,11000.0,203.0,183654.0,103500.0,65.0,4380.0,586553.0,361065.0,11651.0,702000.0,9461.0,149076.0,245100.0,1140.0,1599360.0,29573.0,340.0,1466459.0,59317.0,37525.0,,29030.0,26415.0,24888.0,37298.0,,747200.0,2721.0
1999,,7200.0,675.0,575424.0,1006.0,3500.0,2400.0,14000.0,28227.0,2840965.0,,66484.0,46.0,3453900.0,164547.0,255100.0,596.0,53200.0,53426.0,4070.0,3300.0,58000.0,1111.0,15809.0,67539.0,8200.0,,51537.0,46084.0,8144.0,76207.0,155326.0,118438.0,57844.0,100956.0,,471014.0,3200.0,15000.0,83030.0,1116.0,19818.0,148541.0,23939.0,23727.0,196.0,9352.0,372.0,7000.0,75.0,101214.0,814008.0,211020.0,13160.0,17487.0,385680.0,711164.0,9790.0,3600.0,91783.0,1951.0,15913.0,3644.0,58190.0,1859.0,192100.0,15011.0,237856.0,39560.0,61894.0,20981.0,1137.0,231000.0,41263.0,3109.0,,,9444.0,63800.0,857530.0,77201.0,55475.0,29224.0,2200.0,78.0,108600.0,1541981.0,47166.0,1511.0,3037800.0,2984600.0,7735.0,1088917.0,301366.0,6389.0,778123.0,1944.0,14810.0,15000.0,16000.0,64219.0,190.0,95000.0,455891.0,285000.0,693.0,,17.0,23000.0,130.0,39299.0,266126.0,316903.0,55760.0,4915.0,,3050.0,6592.0,2717244.0,22810.0,198884.0,2149891.0,8082.0,1020.0,158205.0,1880190.0,4695000.0,37187.0,15137600.0,2300.0,242607.0,16763.0,122943.0,76816.0,15702.0,76800.0,-1.0,58987.0,51478.0,4900.0,261864.0,,,119526.0,68139.0,116472.0,18400.0,561200.0,20536.0,4704352.0,370945.0,136000.0,208000.0,160119.0,10300.0,52228.0,6470.0,49200.0,12300.0,203.0,145700.0,103208.0,70.0,4500.0,379173.0,395914.0,12144.0,750000.0,6880.0,134495.0,244750.0,1080.0,1360300.0,32525.0,470.0,1391095.0,56010.0,39165.0,,25910.0,27795.0,26045.0,39004.0,,631100.0,2980.0
2000,,11700.0,780.0,478308.0,1206.0,3628.0,2500.0,15000.0,27558.0,3057688.0,,68163.0,49.0,4442700.0,167846.0,388764.0,595.0,65000.0,84980.0,2970.0,7000.0,29495.0,1118.0,,75110.0,8000.0,,47470.0,44579.0,5108.0,71330.0,116988.0,54501.0,46055.0,173221.0,,561520.0,2500.0,13337.0,68603.0,856.0,29975.0,230689.0,12449.0,22884.0,220.0,8498.0,569.0,8000.0,80.0,93500.0,848345.0,220545.0,12330.0,16236.0,383000.0,477514.0,9790.0,3900.0,103705.0,6267.0,15100.0,3863.0,91727.0,1932.0,138300.0,13350.0,252570.0,21966.0,26713.0,28817.0,1408.0,291000.0,44032.0,1237.0,,,2700.0,73000.0,1177510.0,57278.0,46822.0,27443.0,2300.0,82.0,108160.0,1658441.0,42843.0,511.0,2236000.0,2171000.0,7814.0,935245.0,281865.0,9425.0,996051.0,2079.0,14602.0,16000.0,17500.0,63080.0,70.0,100000.0,295382.0,320000.0,616.0,,20.0,23258.0,115.0,33938.0,290900.0,264075.0,94033.0,4008.0,,6640.0,6928.0,2070464.0,21028.0,193817.0,2193186.0,8265.0,957.0,199568.0,1564450.0,4688000.0,32454.0,13712800.0,2374.0,256522.0,13153.0,126578.0,106300.0,15540.0,36938.0,-1.0,56636.0,75550.0,3316.0,219024.0,8300.0,1235.0,84987.0,47427.0,120605.0,7700.0,581300.0,15560.0,4696498.0,174661.0,84937.0,253000.0,108071.0,9100.0,42920.0,6700.0,52350.0,18500.0,203.0,103617.0,104306.0,63.0,3500.0,426314.0,334577.0,13010.0,789000.0,12676.0,173177.0,244600.0,1110.0,1316487.0,32626.0,523.0,1265134.0,55000.0,41998.0,,23820.0,28911.0,13613.0,18504.0,,652500.0,3500.0
2001,,11500.0,1009.0,482126.0,1429.0,3800.0,2700.0,16500.0,24382.0,2465671.0,,74934.0,50.0,3365500.0,166533.0,309870.0,598.0,38700.0,59229.0,3063.0,6850.0,77600.0,1100.0,,89030.0,8200.0,,49014.0,43944.0,6087.0,70600.0,111277.0,69757.0,61509.0,306194.0,,558100.0,3200.0,72500.0,76773.0,891.0,35133.0,258450.0,19067.0,22849.0,220.0,6540.0,447.0,8000.0,81.0,94738.0,999670.0,225773.0,11402.0,15429.0,370000.0,649472.0,9600.0,4000.0,94064.0,7053.0,17153.0,3108.0,104645.0,1858.0,113200.0,13050.0,310518.0,38541.0,30318.0,27319.0,1654.0,281000.0,44922.0,2336.0,,,10054.0,52200.0,1804230.0,50181.0,64928.0,23566.0,2400.0,81.0,127649.0,2005168.0,49888.0,310.0,2731700.0,2693000.0,9228.0,770902.0,296651.0,9304.0,1159794.0,2069.0,16609.0,17000.0,19800.0,64033.0,70.0,105000.0,542197.0,315000.0,663.0,,20.0,23586.0,110.0,38857.0,301993.0,211111.0,125875.0,3933.0,,6492.0,7529.0,1875772.0,21893.0,187576.0,2216482.0,8547.0,971.0,183373.0,1269424.0,5121000.0,26532.0,12176500.0,2435.0,272089.0,16413.0,129355.0,99109.0,14289.0,61047.0,-1.0,56585.0,103006.0,3180.0,284408.0,7900.0,2577.0,91449.0,31855.0,126342.0,9800.0,668503.0,16100.0,5127540.0,436629.0,131754.0,240000.0,193757.0,10900.0,42150.0,6650.0,53457.0,29400.0,204.0,119831.0,95806.0,62.0,4000.0,517468.0,300705.0,13416.0,967000.0,14339.0,176832.0,255500.0,1135.0,1454525.0,32161.0,540.0,1532191.0,60000.0,41654.0,,19560.0,30095.0,20111.0,25945.0,,827400.0,3241.0
