,Kenya,"China, Hong Kong SAR",Croatia,Zambia,Philippines,Syrian Arab Republic,Martinique,Australia & New Zealand,Nepal,Ethiopia,Denmark,The former Yugoslav Republic of Macedonia,Greece,Tunisia,Zimbabwe,Iran (Islamic Republic of),Republic of Korea,Norway,Bahamas,Barbados,Guatemala,French Polynesia,Mauritius,Slovenia,United Arab Emirates,Madagascar,Saint Lucia,Haiti,Luxembourg,Israel,Dominica,Belgium,Switzerland,Italy,Egypt,Bosnia and Herzegovina,Germany,Uzbekistan,Colombia,Latvia,Trinidad and Tobago,Sweden,Lebanon,Kyrgyzstan,Occupied Palestinian Territory,Chile,Hungary,Portugal,Poland,"China, mainland",Ukraine,Bolivia (Plurinational State of),Peru,Yemen,Czechoslovakia,Malaysia,Grenada,Malta,Dominican Republic,Cabo Verde,United Kingdom,Canada,Japan,Pakistan,Australia,Venezuela (Bolivarian Republic of),Cyprus,Spain,New Zealand,Bahrain,Bulgaria,United States of America,Bangladesh,Democratic Republic of the Congo,Thailand,Djibouti,Kuwait,Czechia,French Guiana,Costa Rica,India,Guadeloupe,Austria,Niger,China,Morocco,Congo,Qatar,Mexico,Romania,Ecuador,Honduras,Jordan,Puerto Rico,Ireland,Albania,Slovakia,Jamaica,Brunei Darussalam,France,South Africa,Singapore,Polynesia,Réunion,Panama,Finland,Netherlands,Iraq,Turkey,Belgium-Luxembourg
1984,-1.0,17500.0,-1.0,-1,-1.0,52400.0,4280.0,88370.0,-1.0,-1.0,3848.0,-1.0,63749.0,-1.0,-1.0,-1.0,60111.0,1384.0,-1.0,-1.0,8000.0,603.0,255.0,-1.0,2240.0,260.0,-1.0,700.0,-1.0,22450.0,415.0,-1.0,33024.0,811290.0,91000.0,-1.0,92882.0,-1.0,23004.0,-1.0,106.0,4645.0,20000.0,-1.0,-1.0,57270.0,13354.0,30000.0,2000.0,1850000.0,-1.0,13117.0,28510.0,77.0,19293.0,-1.0,16.0,-1.0,4843.0,-1.0,200900.0,48500.0,477500.0,125.0,69370.0,14592.0,500.0,574170.0,19000.0,504.0,5116.0,2901900.0,47231.0,13000.0,360.0,-1.0,-1.0,-1.0,-1.0,-1.0,618000.0,2167.0,24605.0,-1.0,1867500.0,1000.0,-1.0,528.0,98120.0,-1.0,13075.0,-1.0,11896.0,-1.0,5865.0,-1.0,-1.0,2081.0,-1.0,406700.0,39506.0,-1.0,603.0,700.0,1247.0,-1.0,117400.0,69900.0,80000.0,179800.0
1985,-1.0,16700.0,-1.0,-1,-1.0,38223.0,4280.0,92937.0,-1.0,-1.0,6507.0,-1.0,59979.0,-1.0,-1.0,-1.0,49853.0,2086.0,-1.0,-1.0,9000.0,698.0,280.0,-1.0,2966.0,300.0,-1.0,700.0,-1.0,23850.0,392.0,-1.0,31817.0,780090.0,115000.0,-1.0,87671.0,-1.0,24650.0,-1.0,80.0,7627.0,20000.0,-1.0,-1.0,47908.0,13373.0,30000.0,2000.0,1950000.0,-1.0,10576.0,26413.0,83.0,17850.0,-1.0,30.0,-1.0,4688.0,-1.0,214485.0,53360.0,459000.0,112.0,75937.0,10141.0,500.0,594991.0,17000.0,601.0,4729.0,2782100.0,47595.0,13000.0,500.0,-1.0,-1.0,-1.0,138.0,-1.0,650000.0,2490.0,25997.0,-1.0,1966700.0,1000.0,-1.0,696.0,67807.0,-1.0,10913.0,-1.0,18526.0,-1.0,5449.0,-1.0,-1.0,2450.0,-1.0,472000.0,38470.0,-1.0,698.0,1000.0,1360.0,-1.0,133700.0,60100.0,89500.0,193500.0
1986,-1.0,17420.0,-1.0,-1,-1.0,46770.0,4910.0,99041.0,-1.0,-1.0,5016.0,-1.0,59971.0,-1.0,-1.0,-1.0,56050.0,2408.0,-1.0,-1.0,10000.0,725.0,250.0,-1.0,3000.0,300.0,-1.0,700.0,-1.0,24700.0,168.0,-1.0,28082.0,831200.0,118000.0,-1.0,72252.0,-1.0,16723.0,-1.0,102.0,6699.0,21000.0,-1.0,-1.0,35000.0,12233.0,30000.0,2000.0,2000000.0,-1.0,13020.0,28763.0,96.0,18448.0,-1.0,44.0,-1.0,4571.0,-1.0,207300.0,44293.0,500500.0,114.0,84041.0,12598.0,500.0,589400.0,15000.0,573.0,6517.0,2644000.0,46755.0,14000.0,1200.0,-1.0,1190.0,-1.0,380.0,-1.0,660000.0,2490.0,26490.0,-1.0,2017420.0,2000.0,-1.0,637.0,101573.0,-1.0,8132.0,-1.0,7286.0,-1.0,5047.0,-1.0,-1.0,2101.0,-1.0,500000.0,40000.0,-1.0,725.0,2000.0,1484.0,-1.0,137400.0,48400.0,90000.0,211400.0
1987,-1.0,15610.0,-1.0,-1,-1.0,67893.0,4475.0,101728.0,-1.0,-1.0,9839.0,-1.0,63235.0,-1.0,-1.0,-1.0,69555.0,2282.0,-1.0,-1.0,12000.0,305.0,175.0,-1.0,3038.0,300.0,-1.0,700.0,-1.0,23400.0,128.0,-1.0,24680.0,857110.0,132000.0,-1.0,92475.0,-1.0,9744.0,-1.0,147.0,6927.0,20500.0,-1.0,-1.0,29250.0,12713.0,30000.0,2000.0,2100000.0,-1.0,14050.0,30365.0,522.0,19799.0,-1.0,49.0,-1.0,4600.0,400.0,224300.0,48830.0,496800.0,118.0,85728.0,13160.0,580.0,624400.0,16000.0,594.0,4521.0,3078800.0,43160.0,14000.0,2500.0,-1.0,1188.0,-1.0,285.0,-1.0,678000.0,2512.0,23401.0,-1.0,2115610.0,2000.0,-1.0,729.0,107479.0,-1.0,7442.0,-1.0,12639.0,-1.0,5400.0,-1.0,-1.0,2418.0,-1.0,515000.0,40000.0,-1.0,305.0,3000.0,1486.0,-1.0,125800.0,50000.0,112000.0,194100.0
1988,-1.0,19160.0,-1.0,-1,-1.0,62273.0,3650.0,105730.0,-1.0,-1.0,8000.0,-1.0,57400.0,-1.0,-1.0,-1.0,73962.0,2155.0,-1.0,-1.0,12000.0,480.0,425.0,-1.0,4167.0,300.0,-1.0,650.0,-1.0,25453.0,128.0,-1.0,27745.0,891200.0,124000.0,-1.0,85962.0,-1.0,6351.0,-1.0,138.0,10239.0,21200.0,-1.0,-1.0,35977.0,16375.0,30000.0,2000.0,2180000.0,-1.0,15110.0,31422.0,646.0,18182.0,-1.0,50.0,-1.0,4600.0,500.0,270500.0,54080.0,495400.0,109.0,88930.0,12652.0,776.0,905900.0,16800.0,586.0,7066.0,3198000.0,47800.0,15000.0,5000.0,-1.0,1272.0,-1.0,409.0,-1.0,692000.0,2722.0,28558.0,-1.0,2199160.0,3000.0,-1.0,740.0,133588.0,-1.0,5011.0,-1.0,14164.0,-1.0,5700.0,-1.0,-1.0,2249.0,-1.0,474500.0,34506.0,-1.0,480.0,4753.0,2568.0,-1.0,127300.0,72200.0,135000.0,169700.0
1989,-1.0,20580.0,-1.0,-1,-1.0,50800.0,2900.0,106232.0,-1.0,-1.0,8000.0,-1.0,62700.0,-1.0,-1.0,-1.0,90735.0,1779.0,-1.0,-1.0,12000.0,514.0,545.0,-1.0,6025.0,310.0,-1.0,650.0,-1.0,26907.0,130.0,-1.0,29326.0,904790.0,111000.0,-1.0,91807.0,-1.0,7320.0,-1.0,217.0,11090.0,21500.0,-1.0,-1.0,52300.0,16352.0,32000.0,2000.0,2280000.0,-1.0,13720.0,28871.0,685.0,18762.0,-1.0,56.0,-1.0,4600.0,560.0,255113.0,57520.0,520900.0,108.0,89232.0,12956.0,935.0,955300.0,17000.0,763.0,6648.0,3412400.0,47787.0,15500.0,7500.0,-1.0,1632.0,-1.0,430.0,-1.0,707000.0,4356.0,28453.0,-1.0,2300580.0,3000.0,-1.0,969.0,144545.0,-1.0,5011.0,-1.0,9320.0,-1.0,4500.0,-1.0,-1.0,3072.0,-1.0,466700.0,38143.0,-1.0,514.0,3565.0,2312.0,-1.0,120900.0,51300.0,165000.0,183850.0
1990,-1.0,11760.0,-1.0,-1,1514.0,38760.0,3100.0,124201.0,-1.0,-1.0,8100.0,-1.0,61000.0,7000.0,200.0,30000.0,88580.0,1813.0,-1.0,-1.0,12162.0,500.0,610.0,-1.0,8509.0,320.0,-1.0,600.0,-1.0,29005.0,150.0,-1.0,28637.0,910621.0,121253.0,-1.0,100882.0,-1.0,8338.0,-1.0,197.0,9832.0,22000.0,-1.0,-1.0,61513.0,15736.0,32000.0,12000.0,2508000.0,-1.0,12980.0,21388.0,802.0,16459.0,-1.0,53.0,-1.0,4600.0,387.0,299335.0,60330.0,517600.0,105.0,98201.0,12282.0,918.0,985000.0,26000.0,671.0,5340.0,3320000.0,50270.0,16000.0,11000.0,1.0,1608.0,-1.0,388.0,-1.0,717000.0,2500.0,27141.0,5000.0,2519760.0,4000.0,-1.0,1032.0,118190.0,-1.0,3898.0,1540.0,7446.0,-1.0,5000.0,-1.0,-1.0,2355.0,2.0,485860.0,37241.0,0.0,500.0,5626.0,2305.0,2872.0,103800.0,60800.0,186000.0,196500.0
1991,200.0,12020.0,-1.0,-1,1672.0,36300.0,3300.0,126863.0,-1.0,-1.0,7547.0,-1.0,63800.0,8500.0,192.0,36873.0,113743.0,1779.0,-1.0,-1.0,5713.0,442.0,560.0,-1.0,10045.0,310.0,-1.0,540.0,-1.0,25962.0,154.0,-1.0,27842.0,917762.0,117964.0,-1.0,130000.0,-1.0,8764.0,-1.0,142.0,10858.0,22887.0,-1.0,-1.0,49650.0,16567.0,32000.0,13000.0,2760000.0,-1.0,14030.0,22686.0,827.0,17193.0,-1.0,59.0,-1.0,4300.0,32.0,299095.0,64880.0,520200.0,156.0,100863.0,11877.0,849.0,1007100.0,26000.0,581.0,4214.0,3210000.0,52415.0,16500.0,12000.0,1.0,1000.0,-1.0,743.0,-1.0,731158.0,2300.0,26180.0,10000.0,2772020.0,4027.0,-1.0,853.0,163018.0,15000.0,5071.0,1569.0,2972.0,-1.0,5100.0,-1.0,-1.0,3379.0,2.0,481110.0,36117.0,0.0,442.0,5704.0,2444.0,2541.0,106300.0,28060.0,195000.0,198788.0
1992,489.0,8020.0,10000.0,-1,1616.0,30360.0,4300.0,118092.0,-1.0,-1.0,8300.0,-1.0,70919.0,12000.0,193.0,37174.0,113940.0,1804.0,-1.0,-1.0,10523.0,506.0,540.0,4286.0,14074.0,320.0,-1.0,500.0,-1.0,26278.0,154.0,-1.0,27260.0,902985.0,125098.0,-1.0,118000.0,1200.0,8900.0,-1.0,136.0,10137.0,24575.0,-1.0,-1.0,38213.0,14456.0,35000.0,10500.0,2800000.0,-1.0,13257.0,22151.0,861.0,17094.0,-1.0,66.0,-1.0,4000.0,32.0,288518.0,69930.0,535800.0,168.0,98992.0,14661.0,576.0,963200.0,19100.0,653.0,4000.0,3866200.0,53000.0,17000.0,15000.0,1.0,1032.0,-1.0,689.0,-1.0,732000.0,2756.0,16508.0,15000.0,2808020.0,4054.0,-1.0,1555.0,164066.0,15000.0,3748.0,1629.0,5473.0,-1.0,5600.0,-1.0,-1.0,3873.0,2.0,488154.0,35266.0,0.0,506.0,5781.0,2592.0,2540.0,91000.0,35000.0,195000.0,190500.0
1993,300.0,7150.0,12198.0,-1,1759.0,43100.0,4260.0,123600.0,-1.0,6000.0,6687.0,-1.0,70200.0,10000.0,193.0,40217.0,149611.0,1750.0,-1.0,390.0,12500.0,540.0,664.0,5025.0,5311.0,322.0,-1.0,545.0,-1.0,33170.0,158.0,-1.0,25680.0,941533.0,124000.0,-1.0,122000.0,1000.0,9000.0,-1.0,190.0,10222.0,18000.0,-1.0,-1.0,37537.0,14622.0,40000.0,13500.0,3500000.0,-1.0,14107.0,21346.0,861.0,-1.0,-1.0,64.0,-1.0,3300.0,48.0,239483.0,64450.0,493200.0,171.0,100000.0,14170.0,615.0,953500.0,23600.0,550.0,3000.0,3790000.0,53000.0,18000.0,17000.0,1.0,1112.0,11051.0,700.0,-1.0,735000.0,2956.0,16183.0,20000.0,3507150.0,4081.0,-1.0,1547.0,149296.0,15000.0,4941.0,1366.0,3693.0,-1.0,5100.0,-1.0,6000.0,3830.0,3.0,505161.0,35080.0,-1.0,540.0,3437.0,2700.0,2903.0,92000.0,40000.0,206000.0,186153.0
1994,2270.0,6955.0,12559.0,-1,1781.0,56700.0,4800.0,135226.0,-1.0,7817.0,6700.0,-1.0,75900.0,11900.0,194.0,45735.0,151655.0,1756.0,-1.0,712.0,13306.0,565.0,779.0,4835.0,5294.0,323.0,-1.0,552.0,-1.0,33200.0,150.0,-1.0,24494.0,950949.0,126878.0,-1.0,126600.0,948.0,10255.0,-1.0,165.0,10250.0,12000.0,-1.0,-1.0,62036.0,15000.0,48000.0,11500.0,4200000.0,3000.0,14100.0,21898.0,860.0,-1.0,-1.0,66.0,-1.0,3000.0,288.0,254396.0,78250.0,527800.0,167.0,108326.0,15875.0,600.0,924300.0,26900.0,922.0,4500.0,3979600.0,52000.0,19000.0,19000.0,1.0,1372.0,11000.0,650.0,100.0,755000.0,3130.0,29949.0,25000.0,4206955.0,4109.0,-1.0,764.0,139439.0,20000.0,5954.0,1400.0,9200.0,-1.0,5200.0,-1.0,5544.0,5056.0,3.0,517444.0,33580.0,-1.0,565.0,3887.0,2800.0,3481.0,84300.0,37000.0,210000.0,181485.0
1995,344.0,4714.0,12988.0,-1,1775.0,67700.0,7800.0,131054.0,-1.0,4500.0,7000.0,-1.0,65600.0,12000.0,194.0,51256.0,170776.0,1801.0,-1.0,1908.0,13000.0,589.0,1412.0,7484.0,1680.0,324.0,-1.0,561.0,-1.0,33610.0,144.0,-1.0,26999.0,906235.0,123112.0,-1.0,126000.0,900.0,11005.0,-1.0,268.0,10300.0,10000.0,-1.0,-1.0,62000.0,14740.0,59800.0,13000.0,4500000.0,5000.0,14600.0,23569.0,860.0,-1.0,6000.0,69.0,-1.0,2800.0,256.0,257000.0,70610.0,537300.0,170.0,92454.0,14161.0,1090.0,898500.0,38600.0,774.0,5000.0,3663000.0,51000.0,20000.0,20000.0,1.0,1736.0,9342.0,640.0,100.0,760000.0,2066.0,41066.0,30000.0,4504714.0,4137.0,-1.0,937.0,134177.0,20000.0,10787.0,1443.0,16000.0,-1.0,7000.0,-1.0,4994.0,6064.0,4.0,515516.0,34193.0,-1.0,589.0,3760.0,2898.0,3548.0,126000.0,38000.0,249000.0,185693.0
1996,488.0,3000.0,12642.0,-1,1821.0,64585.0,7800.0,143043.0,-1.0,4179.0,6688.0,-1.0,69500.0,11000.0,195.0,54383.0,140347.0,3995.0,-1.0,1700.0,13500.0,643.0,1670.0,8620.0,995.0,326.0,-1.0,569.0,-1.0,28845.0,146.0,-1.0,31921.0,830100.0,132289.0,-1.0,135078.0,844.0,12000.0,-1.0,270.0,12800.0,7985.0,-1.0,1441.0,55000.0,14549.0,61300.0,12000.0,5400000.0,5500.0,14700.0,26353.0,860.0,-1.0,6000.0,70.0,-1.0,2700.0,544.0,214400.0,71450.0,548400.0,180.0,107243.0,13283.0,1080.0,923600.0,35800.0,760.0,5500.0,3648700.0,50000.0,18000.0,22000.0,1.0,1798.0,8366.0,429.0,200.0,765000.0,3030.0,48663.0,35000.0,5403000.0,4166.0,766.0,744.0,145195.0,20000.0,9296.0,1429.0,14713.0,-1.0,10000.0,-1.0,4960.0,8435.0,5.0,528054.0,36201.0,-1.0,643.0,3780.0,3073.0,4295.0,110000.0,35000.0,250000.0,172800.0
1997,537.0,4000.0,14062.0,-1,1794.0,42161.0,7800.0,146834.0,-1.0,4000.0,7000.0,-1.0,70800.0,12000.0,210.0,60061.0,153550.0,5284.0,-1.0,444.0,19320.0,624.0,2223.0,9223.0,965.0,330.0,-1.0,596.0,-1.0,37080.0,152.0,-1.0,29900.0,918768.0,134933.0,-1.0,144551.0,800.0,15000.0,-1.0,351.0,14400.0,29600.0,-1.0,2365.0,62000.0,15673.0,67200.0,11000.0,5500000.0,7000.0,15000.0,38124.0,868.0,-1.0,6000.0,62.0,-1.0,2600.0,480.0,182700.0,105140.0,532700.0,202.0,110834.0,12644.0,1100.0,1034296.0,36000.0,520.0,7000.0,4350000.0,51000.0,16000.0,22000.0,1.0,1681.0,7239.0,286.0,100.0,767145.0,3030.0,52406.0,40000.0,5504000.0,4197.0,575.0,980.0,178818.0,22000.0,11623.0,1408.0,24100.0,-1.0,10000.0,-1.0,5514.0,6007.0,5.0,492800.0,36781.0,-1.0,624.0,3600.0,3283.0,4520.0,105000.0,34000.0,262000.0,179627.0
1998,73.0,5000.0,15133.0,-1,1597.0,59132.0,7800.0,165149.0,-1.0,1800.0,7000.0,-1.0,69300.0,12000.0,175.0,66728.0,142495.0,5700.0,-1.0,345.0,33810.0,558.0,1878.0,8555.0,1460.0,320.0,-1.0,595.0,-1.0,40270.0,160.0,-1.0,28689.0,975353.0,165531.0,-1.0,159608.0,897.0,11000.0,-1.0,390.0,14400.0,36300.0,-1.0,2852.0,82391.0,15553.0,68000.0,10000.0,5650000.0,13600.0,15100.0,29659.0,898.0,-1.0,6000.0,52.0,2700.0,2500.0,456.0,172400.0,89805.0,506300.0,206.0,129149.0,19996.0,1100.0,1018500.0,36000.0,553.0,7300.0,3853480.0,51000.0,15000.0,25000.0,1.0,4315.0,5800.0,0.0,500.0,770000.0,2383.0,50300.0,50288.0,5655000.0,4228.0,690.0,710.0,168833.0,22000.0,8206.0,1300.0,24170.0,-1.0,10100.0,-1.0,3602.0,4635.0,4.0,487500.0,35602.0,-1.0,558.0,3400.0,3724.0,4906.0,85000.0,35000.0,300000.0,174494.0
1999,1836.0,5237.0,18859.0,-1,1439.0,49702.0,7800.0,167640.0,-1.0,2055.0,7000.0,100.0,78000.0,13500.0,185.0,40000.0,173668.0,6200.0,-1.0,250.0,33475.0,836.0,1223.0,12105.0,1205.0,330.0,-1.0,597.0,-1.0,37360.0,170.0,-1.0,22130.0,937650.0,159617.0,-1.0,184166.0,1000.0,18737.0,20.0,330.0,21000.0,32300.0,500.0,3040.0,82500.0,16156.0,93722.0,12000.0,6000000.0,6000.0,15200.0,37191.0,929.0,-1.0,6000.0,52.0,2750.0,2221.0,500.0,174800.0,81508.0,540500.0,201.0,131140.0,23742.0,1140.0,1045220.0,36500.0,616.0,7400.0,4311610.0,52000.0,13000.0,27000.0,1.0,4740.0,8400.0,123.0,200.0,780000.0,3146.0,53892.0,25645.0,6005237.0,4260.0,622.0,545.0,216057.0,24000.0,8122.0,1500.0,22732.0,-1.0,9500.0,-1.0,4511.0,5335.0,5.0,490530.0,34293.0,-1.0,836.0,4450.0,4100.0,5058.0,88000.0,26250.0,307000.0,188553.0
2000,1543.0,5451.0,16704.0,-1,1421.0,46286.0,6000.0,188446.0,-1.0,1834.0,9764.0,98.0,88000.0,14000.0,170.0,80000.0,203509.0,4779.0,-1.0,275.0,33384.0,900.0,1716.0,11546.0,1707.0,310.0,-1.0,600.0,315.0,37774.0,176.0,93300.0,24462.0,968833.0,174588.0,-1.0,174179.0,1000.0,18774.0,50.0,839.0,18700.0,47500.0,500.0,3154.0,84000.0,12433.0,95000.0,13000.0,7250000.0,5500.0,15400.0,46731.0,959.0,-1.0,6000.0,59.0,2700.0,1598.0,450.0,154500.0,62858.0,537200.0,168.0,151946.0,27730.0,1000.0,1014592.0,36500.0,663.0,6000.0,4386102.0,53000.0,13719.0,27149.0,1.0,7860.0,4500.0,102.0,200.0,785000.0,3150.0,60501.0,42033.0,7255451.0,4294.0,583.0,516.0,191542.0,20000.0,9770.0,1480.0,32539.0,-1.0,9200.0,-1.0,4829.0,3257.0,5.0,508874.0,30701.0,-1.0,900.0,4500.0,4514.0,5131.0,77000.0,30000.0,333000.0,-1.0
2001,1914.0,5650.0,18275.0,-1,1475.0,43500.0,4200.0,186234.0,-1.0,1400.0,9800.0,97.0,80000.0,17800.0,180.0,90000.0,182509.0,9408.0,-1.0,300.0,38000.0,867.0,2399.0,9223.0,1413.0,303.0,-1.0,500.0,225.0,39500.0,177.0,94600.0,26500.0,925189.0,179602.0,-1.0,193000.0,1000.0,15968.0,130.0,700.0,22800.0,35100.0,500.0,1574.0,85000.0,11863.0,96506.0,12000.0,7600000.0,5700.0,15402.0,46715.0,990.0,-1.0,6000.0,62.0,2720.0,1898.0,597.0,144800.0,85039.0,554200.0,119.0,152742.0,29921.0,925.0,994200.0,33492.0,670.0,9932.0,4326273.0,35000.0,14000.0,34050.0,8.0,6630.0,3000.0,84.0,400.0,790000.0,2880.0,60460.0,40000.0,7605650.0,4330.0,600.0,354.0,212719.0,26000.0,9116.0,1450.0,30180.0,-1.0,6000.0,-1.0,835.0,4296.0,5.0,490936.0,30061.0,-1.0,867.0,2650.0,3779.0,5240.0,93000.0,42000.0,350000.0,-1.0
2002,1500.0,5104.0,20704.0,-1,1495.0,53700.0,4900.0,165499.0,-1.0,1100.0,9800.0,97.0,88000.0,15700.0,191.0,150000.0,178998.0,11977.0,-1.0,156.0,38782.0,839.0,2214.0,10854.0,1726.0,295.0,-1.0,468.0,190.0,40885.0,177.0,85300.0,32661.0,916208.0,144485.0,-1.0,219000.0,1000.0,14876.0,200.0,1391.0,25997.0,17300.0,500.0,2404.0,86000.0,11701.0,95089.0,11000.0,9000000.0,5900.0,15405.0,38374.0,1020.0,-1.0,6000.0,67.0,2576.0,2063.0,593.0,125900.0,77992.0,561600.0,100.0,135015.0,27853.0,1060.0,1037062.0,30484.0,813.0,8937.0,4541095.0,30000.0,14353.0,35288.0,8.0,6375.0,5615.0,66.0,200.0,804425.0,2857.0,60702.0,42412.0,9005104.0,4367.0,807.0,335.0,228280.0,5000.0,10723.0,1460.0,31508.0,-1.0,5600.0,-1.0,1822.0,3574.0,5.0,487972.0,32587.0,-1.0,839.0,2284.0,3834.0,5527.0,66000.0,54000.0,345000.0,-1.0
2003,520.0,4983.0,17540.0,-1,1579.0,57400.0,6400.0,152300.0,200.0,984.0,19400.0,150.0,80000.0,29100.0,192.0,180695.0,190304.0,10249.0,-1.0,279.0,39614.0,823.0,1988.0,9058.0,805.0,286.0,-1.0,470.0,165.0,39600.0,175.0,85000.0,31000.0,921770.0,142415.0,-1.0,202128.0,1000.0,14398.0,264.0,1370.0,22143.0,22100.0,500.0,2084.0,87000.0,10162.0,95991.0,11542.0,10000000.0,7000.0,6325.0,38912.0,1051.0,-1.0,6000.0,68.0,2620.0,2799.0,641.0,142200.0,73899.0,548600.0,89.0,121508.0,28736.0,1070.0,1044762.0,30792.0,1021.0,18893.0,4704524.0,31000.0,14484.0,24486.0,8.0,6259.0,8175.0,49.0,700.0,820563.0,2520.0,51163.0,46010.0,10004983.0,4400.0,800.0,219.0,243406.0,4000.0,10452.0,1488.0,32651.0,53.0,5457.0,-1.0,2164.0,4787.0,5.0,460524.0,31913.0,306.0,823.0,2205.0,3890.0,5991.0,68000.0,67000.0,340000.0,-1.0
2004,450.0,5165.0,8239.0,-1,1721.0,56900.0,2880.0,158228.0,200.0,1800.0,9826.0,156.0,92413.0,17500.0,200.0,372174.0,204786.0,12915.0,-1.0,317.0,40771.0,868.0,1883.0,14020.0,900.0,277.0,104.0,600.0,145.0,39190.0,175.0,86135.0,65563.0,995920.0,136008.0,-1.0,255204.0,1100.0,15875.0,172.0,1400.0,23300.0,32100.0,500.0,1759.0,89000.0,9702.0,98001.0,15125.0,10500000.0,10000.0,6471.0,33100.0,1108.0,-1.0,6000.0,53.0,2712.0,2121.0,606.0,152700.0,76959.0,509300.0,108.0,127228.0,31929.0,1100.0,1048325.0,31000.0,1069.0,30264.0,4805403.0,32000.0,14638.0,30340.0,4.0,6400.0,4500.0,32.0,200.0,837997.0,2100.0,53989.0,47078.0,10505165.0,4449.0,737.0,230.0,247385.0,3637.0,9254.0,1495.0,52601.0,53.0,5500.0,-1.0,2035.0,4891.0,6.0,472243.0,32650.0,322.0,868.0,4828.0,3947.0,5528.0,73000.0,87000.0,362000.0,-1.0
2005,900.0,5176.0,7098.0,-1,3386.0,51700.0,4470.0,162151.0,250.0,1935.0,10198.0,200.0,105032.0,18300.0,195.0,247748.0,167012.0,13576.0,-1.0,285.0,41520.0,898.0,1659.0,14147.0,950.0,259.0,73.0,800.0,248.0,37070.0,174.0,76303.0,64977.0,1010470.0,140000.0,-1.0,241662.0,1400.0,15341.0,128.0,1450.0,27199.0,28900.0,500.0,1626.0,90000.0,8525.0,98516.0,19913.0,11000000.0,12000.0,6621.0,30954.0,1142.0,-1.0,6000.0,61.0,2827.0,2068.0,638.0,141100.0,77328.0,551600.0,95.0,132000.0,35130.0,1065.0,993387.0,30151.0,666.0,3960.0,4455456.0,30670.0,14654.0,29567.0,6.0,6738.0,5432.0,14.0,200.0,856311.0,2760.0,56594.0,43946.0,11005176.0,4494.0,740.0,280.0,274546.0,1761.0,12497.0,1541.0,28161.0,81.0,5520.0,-1.0,2418.0,4777.0,4.0,468963.0,33063.0,329.0,898.0,4743.0,4004.0,5331.0,74000.0,95000.0,372000.0,-1.0
2006,1212.0,5250.0,8167.0,-1,3348.0,55200.0,4800.0,193354.0,280.0,1935.0,10198.0,150.0,91673.0,18000.0,197.0,356171.0,160284.0,13482.0,-1.0,439.0,43157.0,647.0,1561.0,14834.0,1150.0,266.0,97.0,800.0,194.0,35882.0,180.0,77900.0,57087.0,977900.0,125000.0,-1.0,303362.0,1700.0,12627.0,95.0,1097.0,26200.0,20800.0,500.0,2096.0,93000.0,8930.0,100000.0,16947.0,11600000.0,17000.0,6867.0,33503.0,1176.0,-1.0,6000.0,75.0,3411.0,2184.0,600.0,132600.0,71638.0,545400.0,100.0,162832.0,40740.0,1495.0,987331.0,30522.0,758.0,1071.0,4640749.0,31290.0,14725.0,27173.0,7.0,6859.0,6000.0,0.0,700.0,916998.0,2500.0,59072.0,50000.0,11605250.0,4545.0,745.0,1039.0,274036.0,4362.0,13000.0,1600.0,37180.0,66.0,5600.0,6843.0,2487.0,6405.0,7.0,465353.0,32975.0,347.0,647.0,4185.0,4122.0,6356.0,71500.0,116000.0,390659.0,-1.0
2007,1504.0,5500.0,13116.0,-1,3335.0,62200.0,2880.0,305251.0,300.0,3500.0,10000.0,140.0,79516.0,18500.0,215.0,264631.0,154799.0,20179.0,-1.0,418.0,51200.0,691.0,1133.0,12516.0,1250.0,259.0,130.0,1000.0,275.0,36604.0,190.0,76400.0,63481.0,949400.0,115413.0,7800.0,311859.0,2000.0,17361.0,116.0,593.0,26600.0,22200.0,600.0,2580.0,95000.0,7581.0,99102.0,20541.0,12000000.0,14500.0,7033.0,34164.0,1211.0,-1.0,10483.0,79.0,3553.0,2184.0,700.0,116100.0,78270.0,543700.0,148.0,271251.0,42822.0,1281.0,947612.0,34000.0,806.0,1425.0,4360066.0,33095.0,14727.0,29174.0,2.0,6500.0,4242.0,0.0,900.0,943313.0,3480.0,62487.0,60000.0,12005500.0,4600.0,750.0,1490.0,286294.0,6758.0,13500.0,1700.0,35129.0,66.0,5500.0,2000.0,2604.0,6300.0,7.0,457864.0,37151.0,319.0,691.0,3804.0,4182.0,6250.0,85500.0,122600.0,428059.0,-1.0
