,Kenya,Peru,"China, Taiwan Province of",Niue,Saudi Arabia,Malaysia,Cuba,Malta,Philippines,Syrian Arab Republic,Martinique,United Republic of Tanzania,Nepal,Ethiopia,Republic of Korea,Greece,Afghanistan,Zimbabwe,Malawi,Uzbekistan,Cyprus,Thailand,Japan,New Zealand,Yemen,Guyana,Australia & New Zealand,United States of America,Iran (Islamic Republic of),Guatemala,French Polynesia,Algeria,United Arab Emirates,Nigeria,Kyrgyzstan,French Guiana,Suriname,Mauritius,Guinea,India,Morocco,Bhutan,Qatar,Gabon,Grenada,Ecuador,Honduras,Egypt,Israel,Mexico,China,Tunisia,Côte d'Ivoire,Colombia,Nicaragua,Albania,Spain,Trinidad and Tobago,Occupied Palestinian Territory,Azerbaijan,Polynesia,Kazakhstan,South Africa,Sierra Leone,Samoa,Australia,Jordan,"China, mainland",Angola,Swaziland,Italy,Turkey
1997,98675.0,108717.0,167002.0,-1.0,64566.0,52814.0,50000.0,91690.0,87402.0,265259.0,107500.0,53847.0,81524.0,63636.0,64706.0,230000.0,66035.0,39311.0,33864.0,99592.0,89330.0,38000.0,197193.0,101765.0,34339.0,50000.0,108214.0,396875.0,134583.0,40583.0,251818.0,9221.0,152249.0,44000.0,160000.0,26422.0,76560.0,44032.0,51190.0,138043.0,92593.0,-1.0,44908.0,45238.0,80000.0,59381.0,31981.0,175595.0,75000.0,79743.0,88802.0,95517.0,111075.0,-1.0,31111.0,-1.0,201978.0,74268.0,238286.0,40000.0,84763.0,-1.0,260281.0,56883.0,50000.0,120482.0,-1.0,84228.0,66618.0,50000.0,107143.0,103448.0
1998,88323.0,164744.0,139848.0,-1.0,74949.0,56170.0,51923.0,91017.0,94471.0,229951.0,82000.0,53428.0,79245.0,60000.0,64706.0,209600.0,67866.0,46154.0,35170.0,100000.0,87500.0,38182.0,215385.0,104726.0,36667.0,49524.0,108407.0,150833.0,139210.0,42669.0,219500.0,9385.0,167073.0,44366.0,260000.0,-1.0,80383.0,42800.0,51289.0,141450.0,91954.0,-1.0,45455.0,45259.0,80000.0,52214.0,31459.0,176471.0,78740.0,51887.0,118769.0,94286.0,107715.0,-1.0,28889.0,-1.0,101808.0,77822.0,245692.0,40000.0,78046.0,-1.0,267039.0,57037.0,49841.0,120000.0,-1.0,117433.0,63874.0,56667.0,62867.0,118601.0
1999,97874.0,159493.0,141612.0,-1.0,80416.0,57143.0,52500.0,90347.0,94805.0,299342.0,88519.0,52055.0,79018.0,61256.0,64706.0,353500.0,69696.0,41281.0,36475.0,100000.0,89543.0,39286.0,198462.0,106250.0,38652.0,49549.0,107955.0,448148.0,131932.0,44498.0,227222.0,9550.0,152582.0,44384.0,200000.0,-1.0,98008.0,42105.0,51387.0,178667.0,91398.0,91176.0,45882.0,45455.0,75385.0,50869.0,30000.0,180233.0,326964.0,51163.0,147940.0,94444.0,117004.0,165000.0,32500.0,-1.0,175433.0,81486.0,240526.0,40000.0,77026.0,-1.0,273797.0,57143.0,49800.0,125000.0,96241.0,148304.0,57692.0,50000.0,190256.0,127341.0
2000,92953.0,161204.0,148043.0,-1.0,85833.0,55556.0,55000.0,89680.0,93132.0,327706.0,89767.0,50401.0,74583.0,60606.0,64706.0,337300.0,71527.0,44706.0,37780.0,100000.0,89944.0,38594.0,213333.0,106287.0,40792.0,49925.0,107759.0,560494.0,120692.0,50000.0,225000.0,9715.0,152813.0,44596.0,200000.0,-1.0,75504.0,41837.0,51220.0,150000.0,91837.0,86947.0,44444.0,45489.0,75385.0,50000.0,31100.0,180233.0,263617.0,50725.0,121082.0,94828.0,117910.0,166530.0,30000.0,-1.0,249065.0,82609.0,117850.0,40000.0,79410.0,100000.0,280584.0,56956.0,49756.0,124078.0,98734.0,119266.0,57778.0,50000.0,109104.0,91286.0
2001,91929.0,196351.0,149724.0,-1.0,144421.0,54780.0,55294.0,89018.0,92407.0,308758.0,88889.0,48893.0,84358.0,61553.0,64706.0,221333.0,73357.0,42780.0,39085.0,100000.0,90367.0,38667.0,211159.0,106667.0,42930.0,49771.0,108475.0,223457.0,126887.0,50000.0,200000.0,9880.0,150471.0,44719.0,400000.0,35557.0,84308.0,40843.0,51545.0,134990.0,92233.0,86745.0,48263.0,45580.0,75385.0,51271.0,30400.0,133067.0,200000.0,51136.0,144826.0,99545.0,118074.0,168293.0,30000.0,-1.0,169764.0,82979.0,140000.0,36000.0,79595.0,100000.0,287409.0,56941.0,49669.0,122292.0,101227.0,144516.0,66660.0,50000.0,172804.0,127119.0
2002,77295.0,177368.0,130131.0,-1.0,135256.0,54545.0,81395.0,88362.0,91501.0,292625.0,88889.0,47392.0,116935.0,61824.0,64706.0,231712.0,75188.0,43586.0,40390.0,100000.0,90886.0,38069.0,183774.0,106250.0,45066.0,50000.0,107923.0,112346.0,129851.0,47961.0,205065.0,10045.0,153731.0,44765.0,1000000.0,37841.0,81314.0,40283.0,51723.0,131972.0,90909.0,86548.0,56665.0,45668.0,74815.0,47961.0,30400.0,147239.0,202381.0,50397.0,145012.0,98406.0,122845.0,166667.0,31429.0,-1.0,165455.0,82292.0,178571.0,40000.0,81883.0,88801.0,294278.0,56944.0,49612.0,121403.0,103720.0,145968.0,68985.0,50000.0,172001.0,147783.0
2003,66994.0,180000.0,125514.0,-1.0,136635.0,53417.0,77778.0,87640.0,90702.0,260429.0,92730.0,45902.0,86614.0,61857.0,64706.0,254500.0,76463.0,45455.0,41685.0,100000.0,88571.0,36875.0,172460.0,105896.0,47205.0,50000.0,107487.0,350000.0,132090.0,48512.0,197333.0,10209.0,133198.0,44956.0,200000.0,40099.0,74420.0,39704.0,51789.0,125000.0,90439.0,86230.0,66936.0,45747.0,74815.0,54964.0,32083.0,147239.0,74453.0,50633.0,135199.0,98889.0,129825.0,166785.0,31429.0,-1.0,167692.0,81224.0,211667.0,30000.0,82125.0,84578.0,301077.0,56667.0,49553.0,119441.0,105810.0,135714.0,71318.0,51302.0,155982.0,130542.0
2004,67500.0,180769.0,146659.0,-1.0,153882.0,52296.0,70000.0,86852.0,89452.0,316133.0,93168.0,44423.0,79084.0,61838.0,64706.0,197658.0,79873.0,44565.0,42971.0,120000.0,88095.0,37037.0,190131.0,104749.0,49341.0,50000.0,106433.0,414967.0,133953.0,48780.0,214000.0,10133.0,133784.0,45093.0,200000.0,42331.0,68140.0,39107.0,51922.0,125000.0,89830.0,91186.0,85179.0,45814.0,74815.0,31927.0,32083.0,148810.0,96266.0,50602.0,143232.0,98451.0,129436.0,175957.0,33333.0,-1.0,40000.0,80000.0,258621.0,50000.0,81274.0,81353.0,307809.0,56129.0,49490.0,120000.0,107497.0,143056.0,74129.0,51367.0,199508.0,125000.0
2005,74256.0,181481.0,118038.0,-1.0,144202.0,50000.0,70000.0,86073.0,99366.0,312133.0,92214.0,42961.0,80000.0,61857.0,64706.0,100459.0,80737.0,44670.0,44257.0,130000.0,87500.0,38235.0,167437.0,103915.0,51478.0,47875.0,106639.0,223855.0,136364.0,49048.0,208000.0,8719.0,104201.0,44799.0,200000.0,44567.0,65055.0,38542.0,51807.0,125000.0,88421.0,85168.0,125664.0,45596.0,74815.0,32137.0,31200.0,147368.0,153341.0,50575.0,140652.0,98171.0,126731.0,175920.0,33333.0,-1.0,35556.0,80769.0,159085.0,15000.0,84173.0,50000.0,314590.0,56250.0,49420.0,125000.0,109184.0,141800.0,69794.0,51433.0,199774.0,142857.0
2006,80345.0,185714.0,144664.0,-1.0,118632.0,48214.0,50000.0,85304.0,97070.0,301935.0,92493.0,41517.0,79621.0,61744.0,64706.0,109450.0,80000.0,45000.0,45543.0,130000.0,100000.0,38000.0,150278.0,102935.0,53619.0,50000.0,106198.0,286858.0,136732.0,50000.0,201200.0,9750.0,142878.0,45383.0,260000.0,-1.0,72024.0,37668.0,52147.0,124065.0,88333.0,84503.0,119932.0,45785.0,74074.0,32163.0,31200.0,145455.0,218271.0,50400.0,138202.0,98409.0,124935.0,176190.0,31034.0,-1.0,44857.0,83115.0,116596.0,20000.0,77579.0,88988.0,321423.0,56790.0,49344.0,125926.0,-1.0,137875.0,76737.0,50000.0,234518.0,147044.0
2007,80000.0,181818.0,131878.0,-1.0,118123.0,45714.0,50000.0,84545.0,98135.0,282788.0,92771.0,40094.0,79612.0,61185.0,64706.0,106000.0,80000.0,44607.0,46052.0,137878.0,100000.0,39189.0,188993.0,102525.0,55763.0,45692.0,105554.0,228212.0,136270.0,50000.0,196800.0,10799.0,174016.0,45423.0,240000.0,-1.0,73678.0,37004.0,52278.0,125774.0,87360.0,89775.0,108621.0,45652.0,75000.0,32721.0,30769.0,152000.0,197923.0,50467.0,199300.0,97882.0,125303.0,174419.0,31034.0,-1.0,34056.0,85115.0,113923.0,28571.0,76424.0,100000.0,328309.0,57317.0,49286.0,122765.0,112557.0,200943.0,77819.0,51697.0,100651.0,165111.0
2008,78796.0,182143.0,137247.0,-1.0,101039.0,60000.0,50979.0,83798.0,95283.0,304727.0,93050.0,38695.0,62336.0,58947.0,64706.0,110000.0,80000.0,44492.0,46441.0,150000.0,97355.0,39515.0,193333.0,101176.0,57912.0,42915.0,103623.0,293203.0,134113.0,50000.0,197727.0,11076.0,115673.0,47149.0,1400000.0,51266.0,109269.0,36309.0,52493.0,125138.0,88737.0,59891.0,88889.0,46969.0,73333.0,32609.0,30383.0,161429.0,175799.0,50185.0,265944.0,97209.0,125671.0,171347.0,32000.0,100000.0,21481.0,88463.0,108744.0,37500.0,74372.0,115895.0,335252.0,57576.0,49133.0,118486.0,114244.0,269652.0,118678.0,51891.0,179333.0,181765.0
2009,53109.0,176667.0,139441.0,-1.0,94430.0,60000.0,54234.0,75000.0,91903.0,303083.0,93329.0,37322.0,62569.0,64447.0,64706.0,92857.0,100000.0,41667.0,48000.0,170000.0,98091.0,41139.0,179661.0,98864.0,60066.0,40366.0,101168.0,224211.0,134114.0,50000.0,198500.0,11336.0,160000.0,48718.0,200000.0,53496.0,103333.0,35612.0,52656.0,125089.0,90000.0,57180.0,57471.0,47826.0,72659.0,33117.0,30769.0,165621.0,186569.0,49665.0,254610.0,97347.0,126039.0,167884.0,32000.0,100000.0,65680.0,91414.0,135756.0,37500.0,72517.0,150000.0,342251.0,57647.0,49026.0,115759.0,115930.0,257412.0,119212.0,52084.0,170789.0,161167.0
2010,39663.0,179339.0,160793.0,-1.0,80920.0,60000.0,54751.0,76923.0,89741.0,287597.0,93608.0,35833.0,62555.0,66656.0,64706.0,77901.0,100000.0,44444.0,50813.0,190000.0,98901.0,42015.0,183451.0,97412.0,62227.0,37499.0,99561.0,195557.0,134114.0,50000.0,199524.0,11576.0,176875.0,48101.0,200000.0,55728.0,118762.0,34921.0,52849.0,124095.0,89102.0,70560.0,31982.0,51724.0,73221.0,32144.0,30435.0,140985.0,93465.0,50443.0,256767.0,101458.0,126407.0,164866.0,29167.0,100000.0,61002.0,94475.0,145547.0,70000.0,73105.0,100000.0,349311.0,57179.0,48916.0,113211.0,117617.0,259032.0,117753.0,53750.0,174873.0,149427.0
2011,39544.0,180990.0,166166.0,-1.0,87325.0,60000.0,55599.0,75806.0,86349.0,277621.0,93886.0,34735.0,57465.0,68823.0,64706.0,58884.0,100000.0,44444.0,53000.0,166667.0,103000.0,42871.0,184606.0,95945.0,64396.0,34186.0,97454.0,201176.0,134115.0,50000.0,202644.0,12222.0,159500.0,47799.0,220000.0,57962.0,154240.0,34234.0,53363.0,125319.0,88703.0,73098.0,28020.0,53191.0,73238.0,30705.0,30000.0,167197.0,109295.0,50417.0,226561.0,106973.0,126775.0,161210.0,29167.0,100000.0,57987.0,97464.0,144867.0,43750.0,75637.0,100000.0,356433.0,57055.0,48803.0,107692.0,119303.0,228149.0,125938.0,52569.0,195201.0,141830.0
2012,39424.0,179285.0,159387.0,-1.0,89795.0,-1.0,55435.0,87273.0,22086.0,235794.0,94165.0,33846.0,58395.0,73786.0,64706.0,46247.0,100000.0,47500.0,54000.0,102062.0,102381.0,44444.0,184133.0,94253.0,67143.0,22581.0,96517.0,285171.0,134116.0,53846.0,203426.0,12222.0,80340.0,48750.0,230000.0,60193.0,125789.0,32353.0,53333.0,125584.0,88682.0,79167.0,23684.0,54167.0,73087.0,29500.0,25000.0,122565.0,64034.0,50690.0,274567.0,105973.0,127143.0,158052.0,30208.0,218182.0,44525.0,103448.0,142023.0,43750.0,78359.0,150000.0,407407.0,56667.0,48276.0,111111.0,120990.0,277477.0,72344.0,54762.0,222464.0,139608.0
2013,39305.0,179398.0,154484.0,-1.0,89781.0,58265.0,55435.0,83191.0,80985.0,290599.0,94444.0,33846.0,68678.0,74000.0,64706.0,38884.0,100000.0,47500.0,55126.0,64171.0,102439.0,44444.0,183812.0,93184.0,68571.0,26920.0,95958.0,258701.0,134117.0,52593.0,203362.0,12222.0,64085.0,47799.0,240000.0,62426.0,168000.0,33333.0,53215.0,125735.0,88528.0,78261.0,23556.0,54959.0,72936.0,28068.0,25663.0,137200.0,46145.0,46759.0,261039.0,105060.0,127511.0,165314.0,30814.0,202308.0,44009.0,102664.0,139179.0,46250.0,80166.0,140000.0,364414.0,56824.0,48577.0,113315.0,122677.0,263348.0,81024.0,52823.0,226867.0,551489.0
2014,39185.0,179512.0,169790.0,-1.0,86448.0,58903.0,55556.0,82848.0,80110.0,294278.0,94722.0,33725.0,78899.0,72958.0,64706.0,33231.0,100000.0,45547.0,57045.0,80000.0,95238.0,44323.0,183491.0,92932.0,70684.0,32896.0,96270.0,249053.0,134117.0,53030.0,202781.0,12279.0,83843.0,47804.0,240000.0,64660.0,102238.0,32295.0,53180.0,130789.0,88375.0,71483.0,24390.0,56055.0,72786.0,26636.0,28457.0,143437.0,56195.0,46621.0,279158.0,104009.0,127879.0,156049.0,30727.0,34167.0,46651.0,89529.0,136335.0,50000.0,79991.0,160000.0,353654.0,57056.0,48760.0,116300.0,124363.0,281573.0,97743.0,52614.0,237780.0,469130.0
