,"China, Taiwan Province of",Romania,Syrian Arab Republic,Israel,Australia & New Zealand,Australia,Iraq,Pakistan,Slovakia,United Republic of Tanzania,Paraguay,Thailand,Uruguay,Kenya,Czechia,Switzerland,Republic of Moldova,Italy,Serbia,Zambia,USSR,Botswana,Uganda,Tajikistan,South Africa,Slovenia,Albania,Uzbekistan,China,Mozambique,Armenia,Sudan (former),Morocco,Jordan,Chile,Argentina,Colombia,Spain,Kyrgyzstan,Germany,Malawi,India,Austria,Ecuador,Poland,Canada,Turkey,Belarus,Afghanistan,Angola,South Sudan,Egypt,Namibia,Georgia,Mexico,Azerbaijan,France,Zimbabwe,Tunisia,Sudan,Serbia and Montenegro,Bosnia and Herzegovina,Hungary,Lebanon,Russian Federation,Portugal,Bolivia (Plurinational State of),Yugoslav SFR,Occupied Palestinian Territory,Iran (Islamic Republic of),Kazakhstan,United States of America,Greece,Ukraine,"China, mainland",Czechoslovakia,The former Yugoslav Republic of Macedonia,Algeria,Venezuela (Bolivarian Republic of),Croatia,Bulgaria,Myanmar,Brazil
2001,0.0,823500.0,9627.0,11430.0,77000.0,77000.0,23000.0,108000.0,118642.0,150000.0,39862.0,32361.0,58200.0,14000.0,56717.0,12200.0,254514.0,414000.0,,9364.0,,6400.0,99000.0,906.0,690882.0,22.0,2700.0,5000.0,1477848.0,6460.0,,4000.0,27000.0,0.0,3131.0,3179043.0,-1.0,871002.0,47147.0,54000.0,3593.0,679500.0,50566.0,250.0,-1.0,103800.0,650000.0,18000.0,14470.0,10868.0,,44133.0,129.0,41830.0,673.0,5139.0,1584046.0,30393.0,10377.0,,317878.0,56.0,632266.0,75.0,2685020.0,23623.0,149350.0,,9.0,40000.0,149100.0,1550720.0,22808.0,2250600.0,1477848.0,,5500.0,58.0,2818.0,42985.0,405087.0,264000.0,71000.0
2002,0.0,1002800.0,10946.0,12160.0,70000.0,70000.0,25000.0,184000.0,116876.0,180000.0,36013.0,29175.0,150300.0,12000.0,54581.0,16300.0,317477.0,351000.0,,8000.0,,6600.0,124000.0,1095.0,966543.0,36.0,2600.0,9800.0,1945960.0,4149.0,,19000.0,33380.0,0.0,1784.0,3843579.0,-1.0,771107.0,60648.0,52000.0,4107.0,872600.0,58476.0,255.0,-1.0,157400.0,850000.0,18000.0,13095.0,10940.0,,35346.0,170.0,21297.0,66.0,10824.0,1493251.0,4631.0,9599.0,,279831.0,137.0,776885.0,0.0,3684350.0,21139.0,173486.0,,8.0,41000.0,189817.0,1111867.0,24000.0,3270500.0,1945960.0,,8760.0,60.0,1970.0,62965.0,645369.0,275000.0,56000.0
2003,0.0,1506400.0,12259.0,13470.0,25685.0,25685.0,21000.0,128531.0,252708.0,194000.0,31000.0,32324.0,234000.0,12000.0,114508.0,17435.0,390000.0,237375.0,,8000.0,,7000.0,160000.0,2733.0,682165.0,122.0,1319.0,12470.0,1743000.0,6400.0,,18000.0,90630.0,0.0,3317.0,3714000.0,-1.0,762524.0,59424.0,73043.0,3868.0,930400.0,71010.0,260.0,1315.0,142300.0,800000.0,19000.0,13979.0,11061.0,,33309.0,306.0,25478.0,155.0,18319.0,1505108.0,16923.0,9605.0,,353784.0,82.0,992000.0,0.0,4870620.0,18015.0,92000.0,,8.0,42000.0,292563.0,1208930.0,15000.0,4254400.0,1743000.0,,6843.0,61.0,1242.0,69253.0,788763.0,268000.0,77000.0
2004,0.0,1557813.0,12085.0,12600.0,56689.0,56689.0,14000.0,358532.0,196350.0,200000.0,44550.0,22090.0,177000.0,12000.0,84906.0,13600.0,335183.0,274019.0,,9000.0,,6600.0,163900.0,2045.0,648000.0,79.0,2200.0,11250.0,1551537.0,6127.0,,7000.0,49220.0,0.0,3218.0,3160672.0,-1.0,820872.0,67231.0,69652.0,3660.0,1186700.0,77925.0,265.0,4463.0,52200.0,900000.0,20000.0,15000.0,11286.0,,47311.0,105.0,22279.0,232.0,14281.0,1457158.0,20239.0,9500.0,,437602.0,154.0,1186180.0,0.0,4800710.0,13917.0,76540.0,,2.0,41700.0,265547.0,929690.0,7640.0,3050100.0,1551537.0,,7481.0,63.0,970.0,70000.0,1078832.0,334000.0,56000.0
2005,0.0,1340940.0,18647.0,15700.0,60862.0,60862.0,24000.0,327650.0,195310.0,220000.0,64500.0,38176.0,150500.0,12000.0,94820.0,15100.0,331081.0,289365.0,,8112.0,,7000.0,172700.0,2121.0,620000.0,89.0,2000.0,10470.0,1927854.0,7000.0,,12000.0,18180.0,0.0,2793.0,3662109.0,-1.0,381275.0,69230.0,67100.0,2672.0,1439000.0,80782.0,270.0,7418.0,84400.0,975000.0,15000.0,20000.0,11089.0,,34540.0,83.0,22316.0,31.0,16135.0,1510498.0,7419.0,9733.0,,350762.0,99.0,1107907.0,0.0,6440910.0,2398.0,80896.0,,4.0,42400.0,267400.0,1822151.0,8875.0,4706100.0,1927854.0,,6711.0,64.0,439.0,78006.0,934855.0,379000.0,94000.0
2006,0.0,1526232.0,14671.0,16500.0,98000.0,98000.0,19000.0,348275.0,228606.0,250000.0,68000.0,24229.0,80600.0,14000.0,100973.0,13300.0,379861.0,308038.0,384945.0,15003.0,,5069.0,172700.0,4012.0,520000.0,190.0,2200.0,8696.0,1803000.0,4204.0,,44000.0,27640.0,0.0,5284.0,3759736.0,-1.0,662083.0,63572.0,61900.0,5450.0,1228000.0,84620.0,260.0,5359.0,157300.0,1118000.0,20000.0,14000.0,11005.0,,37850.0,44.0,12300.0,178.0,15899.0,1439688.0,16742.0,10000.0,,,374.0,1180659.0,0.0,6743376.0,4100.0,100983.0,,6.0,42600.0,268000.0,972330.0,15865.0,5324300.0,1803000.0,,6016.0,66.0,5230.0,81614.0,1196570.0,551000.0,87362.0
2007,0.0,546922.0,22473.0,14600.0,21100.0,21100.0,13000.0,407224.0,132656.0,239000.0,190000.0,22999.0,43123.0,14000.0,52000.0,13000.0,155512.0,278728.0,294502.0,8953.0,,2558.0,172700.0,3490.0,300000.0,427.0,2400.0,7000.0,1186768.0,6252.0,,73000.0,33240.0,0.0,5996.0,3497732.0,-1.0,733154.0,62028.0,50862.0,5913.0,1463000.0,59527.0,270.0,5662.0,124800.0,854407.0,20000.0,9800.0,11093.0,,29078.0,155.0,16100.0,7.0,13426.0,1311275.0,25700.0,10000.0,,,165.0,1060457.0,0.0,5671389.0,16500.0,191317.0,,11.0,42600.0,205800.0,1301298.0,19087.0,4174400.0,1186768.0,,3579.0,68.0,15513.0,54303.0,564447.0,494000.0,104923.0
2008,0.0,1169940.0,10636.0,16500.0,73000.0,73000.0,10000.0,603894.0,192346.0,305000.0,191075.0,19346.0,54200.0,14000.0,60993.0,11700.0,371935.0,260927.0,454282.0,12662.0,,8140.0,190000.0,3274.0,872000.0,200.0,2200.0,12000.0,1791721.0,5128.0,,100000.0,32310.0,0.0,7607.0,4650365.0,-1.0,872687.0,52736.0,48900.0,5745.0,1158000.0,79658.0,300.0,4669.0,112200.0,992000.0,22000.0,4200.0,11181.0,,21483.0,148.0,15100.0,5.0,16537.0,1598272.0,23000.0,10000.0,,,292.0,1468100.0,0.0,7350240.0,16200.0,273191.0,,6.0,47200.0,185750.0,1552570.0,15600.0,6526000.0,1791721.0,,5444.0,69.0,15942.0,119872.0,1300710.0,692000.0,148297.0
2009,0.0,1098047.0,12701.0,18200.0,55300.0,55300.0,5000.0,420487.0,187238.0,304730.0,194000.0,22395.0,50600.0,14000.0,61031.0,11800.0,284245.0,280200.0,377549.0,33653.0,,1764.0,234000.0,2554.0,801000.0,330.0,2300.0,13000.0,1955641.0,17000.0,,247000.0,50250.0,0.0,10006.0,2483437.0,-1.0,869540.0,57506.0,56900.0,8089.0,850700.0,71012.0,255.0,4128.0,101900.0,1057125.0,23000.0,2500.0,11264.0,,41269.0,101.0,2300.0,332.0,14569.0,1716299.0,15000.0,9678.0,,,182.0,1256185.0,0.0,6454320.0,11500.0,394207.0,,4.0,64300.0,367900.0,1377320.0,44036.0,6364000.0,1955641.0,,7774.0,71.0,37777.0,82098.0,1317979.0,779725.0,100905.0
2010,0.0,1262926.0,12712.0,15490.0,41000.0,41000.0,7500.0,325478.0,150326.0,313110.0,262293.0,23631.0,9100.0,12000.0,57358.0,10600.0,382316.0,212900.0,378409.0,26417.0,,4958.0,275767.0,6834.0,490000.0,476.0,2600.0,18000.0,2298000.0,14400.0,,46000.0,59340.0,0.0,7972.0,2232034.0,-1.0,887000.0,48823.0,47240.0,9175.0,651000.0,66500.0,253.0,4507.0,67600.0,1320000.0,13429.0,3517.0,11000.0,,39274.0,86.0,2610.0,3797.0,15492.0,1635593.0,11836.0,9201.0,,,366.0,969718.0,0.0,5344820.0,7600.0,246683.0,,1.0,75600.0,328900.0,1240830.0,160500.0,6771500.0,2298000.0,,7592.0,70.0,85792.0,61789.0,1536321.0,782226.0,86608.0
2011,0.0,1789326.0,6100.0,13575.0,42538.0,42538.0,7110.0,404391.0,200990.0,786902.0,108609.0,20000.0,3900.0,14000.0,70900.0,9900.0,427353.0,274414.0,432020.0,43908.0,,15837.0,265000.0,6417.0,860000.0,976.0,3000.0,24210.0,2313000.0,18638.0,,124000.0,48131.0,0.0,3373.0,3671748.0,-1.0,1090171.0,45568.0,53200.0,10621.0,517000.0,73708.0,261.0,5179.0,19800.0,1335000.0,9066.0,3202.0,11500.0,,18942.0,83.0,8000.0,2826.0,19608.0,1880705.0,8237.0,8728.0,,,443.0,1374784.0,0.0,9697450.0,12572.0,194042.0,,3.0,72800.0,409200.0,924550.0,181500.0,8670500.0,2313000.0,,8497.0,75.0,67870.0,84960.0,1439700.0,489653.0,77932.0
2012,0.0,1398203.0,5898.0,15400.0,47000.0,47000.0,4216.0,282923.0,197227.0,1125000.0,78950.0,25000.0,6500.0,14000.0,56943.0,9248.0,296172.0,185494.0,366020.0,20468.0,,6000.0,230000.0,7525.0,522000.0,868.0,2000.0,35874.0,2322655.0,7000.0,,,17722.0,0.0,5435.0,3340520.0,-1.0,642017.0,45858.0,62800.0,12434.0,544000.0,53052.0,300.0,5733.0,86900.0,1370000.0,5084.0,2400.0,12000.0,38000.0,20098.0,82.0,9000.0,1308.0,19714.0,1572952.0,7333.0,8500.0,92000.0,,165.0,1316545.0,0.0,7992714.0,12600.0,287122.0,,3.0,74400.0,400270.0,1241060.0,137600.0,8387100.0,2322655.0,,4765.0,80.0,59164.0,90019.0,1387780.0,350000.0,123646.0
2013,0.0,2142087.0,10054.0,12404.0,44300.0,44300.0,3707.0,243381.0,195741.0,1629698.0,115500.0,10620.0,2000.0,14000.0,46799.0,8641.0,504496.0,285233.0,512839.0,33733.0,,2021.0,238000.0,9218.0,557000.0,506.0,1500.0,39385.0,2423241.0,7424.0,,,18989.0,0.0,10623.0,3104420.0,-1.0,1038071.0,42515.0,46100.0,12249.0,504000.0,51287.0,300.0,4598.0,51900.0,1523000.0,9066.0,2650.0,12000.0,44000.0,19055.0,82.0,10000.0,4546.0,17670.0,1577693.0,7007.0,8500.0,86000.0,,218.0,1484370.0,0.0,9842356.0,11600.0,159121.0,,3.0,76200.0,572690.0,917060.0,175752.0,11050480.0,2423241.0,,3832.0,80.0,58389.0,130576.0,1974425.0,460852.0,108838.0
2014,0.0,2189309.0,6009.0,5100.0,38000.0,38000.0,1822.0,193131.0,200697.0,1721875.0,111600.0,19526.0,0.0,14000.0,42314.0,9730.0,547497.0,250377.0,509250.0,34264.0,,361.0,245000.0,10890.0,832000.0,527.0,2000.0,46488.0,2380000.0,8000.0,,,27368.0,0.0,6047.0,2063410.0,-1.0,952986.0,34334.0,46000.0,13994.0,415000.0,57700.0,260.0,2326.0,55000.0,1637900.0,5084.0,2700.0,11826.0,50000.0,22096.0,82.0,10000.0,16559.0,19840.0,1584190.0,7228.0,8000.0,51000.0,,600.0,1597250.0,0.0,8475346.0,16400.0,98699.0,,3.0,78000.0,512765.0,1004630.0,231700.0,10133750.0,2380000.0,,9268.0,80.0,18397.0,99489.0,2010668.0,456004.0,158563.0
