,Ukraine,Estonia,Bolivia (Plurinational State of),Peru,Georgia,Belarus,Croatia,Serbia,Tajikistan,Armenia,Brazil,United Kingdom,Denmark,Canada,The former Yugoslav Republic of Macedonia,Japan,Yugoslav SFR,Republic of Korea,Austria,Netherlands,Greece,Norway,Bulgaria,Australia & New Zealand,United States of America,Iran (Islamic Republic of),Serbia and Montenegro,Slovenia,Morocco,Republic of Moldova,Kyrgyzstan,Cyprus,Argentina,Luxembourg,Democratic People's Republic of Korea,Germany,Belgium,Turkmenistan,Czechoslovakia,Poland,Sweden,Switzerland,Mexico,USSR,Romania,Ecuador,Spain,Egypt,Bosnia and Herzegovina,China,Ireland,Uzbekistan,South Africa,Latvia,Albania,Portugal,Slovakia,Czechia,Azerbaijan,Hungary,Montenegro,Kazakhstan,Chile,Australia,France,Viet Nam,Lithuania,Finland,"China, mainland",Russian Federation,Turkey,Italy,Belgium-Luxembourg
1996,1092400.0,62050.0,200.0,764.0,303.0,1794400.0,5517.0,-1.0,726.0,26.0,7040.0,51000.0,343000.0,309400.0,10875.0,-1.0,-1.0,4.0,156227.0,38200.0,33000.0,11997.0,16162.0,20000.0,229020.0,0.0,13000.0,5540.0,2370.0,8057.0,300.0,-1,36340.0,-1.0,60000.0,4213855.0,-1.0,-1.0,-1.0,5652480.0,165700.0,45300.0,66.0,-1.0,20240.0,64.0,295700.0,23000.0,4600.0,965187.0,485.0,8000.0,3366.0,112900.0,2585.0,53924.0,71423.0,204279.0,3160.0,98148.0,-1.0,28510.0,2317.0,20000.0,220800.0,-1,286800.0,86900.0,965187.0,5934350.0,245000.0,20400.0,11067.0
1997,1346000.0,71935.0,210.0,80.0,307.0,1787900.0,5009.0,-1.0,637.0,385.0,7145.0,53000.0,452519.0,320000.0,10779.0,-1.0,-1.0,45.0,207238.0,27700.0,33000.0,10111.0,26850.0,20000.0,206560.0,0.0,15000.0,3510.0,2370.0,8368.0,100.0,-1,61740.0,-1.0,50000.0,4580140.0,-1.0,-1.0,-1.0,5299513.0,138700.0,24700.0,0.0,-1.0,29413.0,65.0,211753.0,24000.0,7384.0,1215000.0,492.0,5000.0,3200.0,133500.0,3029.0,40689.0,84183.0,259412.0,1462.0,152775.0,-1.0,51000.0,4472.0,20000.0,196900.0,-1,348200.0,47300.0,1215000.0,7477910.0,235000.0,19000.0,10383.0
1998,1136000.0,54600.0,150.0,90.0,113.0,1383700.0,5530.0,-1.0,456.0,200.0,8003.0,47000.0,537657.0,408200.0,13764.0,-1.0,-1.0,3.0,236356.0,30300.0,42000.0,14700.0,26557.0,20000.0,308900.0,0.0,17000.0,3857.0,2369.0,4201.0,91.0,-1,66240.0,-1.0,55000.0,4774799.0,-1.0,-1.0,-1.0,5663665.0,160500.0,22800.0,67.0,-1.0,26088.0,70.0,207400.0,25000.0,9394.0,1022500.0,500.0,2000.0,3000.0,104800.0,2901.0,32488.0,96239.0,261167.0,456.0,128836.0,-1.0,13620.0,2882.0,20000.0,216000.0,-1,348700.0,49300.0,1022500.0,3268570.0,232000.0,20100.0,7130.0
1999,916000.0,38800.0,200.0,96.0,350.0,928900.0,6246.0,-1.0,284.0,130.0,8510.0,43000.0,247782.0,386600.0,10594.0,-1.0,-1.0,10.0,218183.0,14000.0,32000.0,5700.0,41000.0,20000.0,280400.0,0.0,10000.0,2550.0,2369.0,3773.0,23.0,-1,116155.0,-1.0,60000.0,4328712.0,-1.0,-1.0,-1.0,5180658.0,117400.0,18900.0,38.0,-1.0,21092.0,65.0,219700.0,25000.0,9031.0,880000.0,507.0,5000.0,3000.0,88700.0,3400.0,55614.0,69562.0,202373.0,284.0,80338.0,-1.0,16600.0,3537.0,20000.0,164863.0,-1,260900.0,23600.0,880000.0,4782030.0,233000.0,12357.0,3971.0
2000,968300.0,60800.0,205.0,96.0,308.0,1360000.0,7389.0,-1.0,171.0,101.0,6791.0,44000.0,262468.0,260300.0,8211.0,-1.0,-1.0,16.0,182781.0,29000.0,31000.0,10523.0,22750.0,20000.0,213013.0,0.0,8397.0,1758.0,2349.0,2321.0,94.0,-1,129750.0,3603.0,60000.0,4154095.0,4800.0,-1.0,-1.0,4003047.0,185100.0,23100.0,0.0,-1.0,21800.0,70.0,220044.0,26000.0,11724.0,975000.0,514.0,4000.0,1200.0,110717.0,1500.0,46452.0,64178.0,150052.0,9.0,86484.0,-1.0,48300.0,2396.0,20000.0,145744.0,-1,311400.0,108200.0,975000.0,5444170.0,260000.0,10291.0,-1.0
2001,1822500.0,42900.0,210.0,88.0,100.0,1294000.0,8709.0,-1.0,433.0,182.0,8296.0,23000.0,332358.0,227800.0,9500.0,-1.0,-1.0,13.0,213530.0,17000.0,37942.0,4909.0,39000.0,20000.0,175165.0,0.0,11659.0,2266.0,2343.0,3786.0,144.0,-1,86530.0,4803.0,68000.0,5132949.0,2900.0,-1.0,-1.0,4863637.0,177900.0,20200.0,49.0,-1.0,28631.0,83.0,101452.0,30000.0,9574.0,670500.0,522.0,5000.0,1630.0,107200.0,3700.0,24193.0,112700.0,149298.0,1.0,120988.0,-1.0,43400.0,3735.0,20000.0,115961.0,-1,231100.0,64100.0,670500.0,6631700.0,220000.0,8600.0,-1.0
2002,1511200.0,41444.0,210.0,67.0,100.0,1600000.0,9398.0,-1.0,530.0,298.0,5073.0,29000.0,229501.0,133800.0,7120.0,-1.0,-1.0,19.0,171089.0,16800.0,32000.0,9060.0,18324.0,20000.0,164802.0,0.0,10952.0,2038.0,2342.0,2977.0,425.0,-1,79150.0,7470.0,60000.0,3665996.0,2800.0,-1.0,-1.0,3831000.0,126700.0,24100.0,53.0,-1.0,20080.0,83.0,176556.0,30000.0,11064.0,545000.0,529.0,4300.0,700.0,101500.0,2700.0,34296.0,96484.0,119154.0,22.0,95410.0,-1.0,106488.0,219.0,20000.0,139195.0,-1,170200.0,73100.0,545000.0,7126670.0,255000.0,9631.0,-1.0
2003,624000.0,23316.0,374.0,88.0,100.0,1151267.0,6087.0,-1.0,404.0,158.0,3814.0,25200.0,168526.0,327100.0,6057.0,-1.0,-1.0,6.0,132839.0,17900.0,29000.0,19437.0,11859.0,20000.0,219312.0,0.0,8309.0,1368.0,2263.0,484.0,4.0,-1,36670.0,4606.0,60000.0,2277416.0,2991.0,-1.0,-1.0,3172240.0,116700.0,10500.0,2.0,-1.0,17358.0,82.0,184400.0,30000.0,7046.0,709000.0,536.0,2000.0,230.0,87600.0,2400.0,26955.0,62270.0,159312.0,44.0,67022.0,-1.0,42376.0,127.0,20000.0,112064.0,-1,147100.0,72800.0,709000.0,4151940.0,240000.0,6940.0,-1.0
2004,1592500.0,18059.0,386.0,69.0,58.0,1397089.0,9000.0,-1.0,338.0,404.0,4315.0,32500.0,146200.0,397500.0,10273.0,-1.0,-1.0,0.0,213478.0,16600.0,33689.0,40566.0,16976.0,20000.0,209685.0,0.0,15000.0,3486.0,2260.0,1913.0,10.0,-1,91870.0,7921.0,60000.0,3829957.0,3169.0,-1.0,-1.0,4280716.0,133400.0,11300.0,7.0,-1.0,55000.0,74.0,162718.0,30000.0,9859.0,600000.0,542.0,2500.0,620.0,96800.0,2400.0,27264.0,124340.0,313348.0,106.0,125095.0,-1.0,20349.0,127.0,20000.0,170809.0,-1,140600.0,62400.0,600000.0,2871870.0,270000.0,7851.0,-1.0
2005,1054200.0,20385.0,398.0,86.0,60.0,1154848.0,4737.0,-1.0,305.0,587.0,6109.0,39500.0,132000.0,330400.0,9451.0,-1.0,-1.0,0.0,163653.0,10885.0,32600.0,34827.0,13617.0,20000.0,191447.0,0.0,16020.0,4092.0,2252.0,2465.0,0.0,-1,33070.0,5715.0,60000.0,2793500.0,2326.0,-1.0,-1.0,3404312.0,112300.0,9400.0,28.0,-1.0,48962.0,77.0,129096.0,52000.0,7516.0,554000.0,549.0,3240.0,1400.0,87200.0,3000.0,19495.0,68588.0,196755.0,25.0,107308.0,-1.0,23600.0,1981.0,20000.0,147259.0,-1,108300.0,32400.0,554000.0,3628420.0,270000.0,7876.0,-1.0
2006,583600.0,17830.0,405.0,157.0,40.0,1072024.0,5487.0,15417.0,164.0,246.0,2353.0,42700.0,130000.0,382900.0,8613.0,-1.0,-1.0,0.0,93786.0,10900.0,34403.0,26161.0,12700.0,20000.0,182709.0,0.0,-1.0,2126.0,2241.0,747.0,0.0,-1,17483.0,6156.0,60000.0,2643700.0,2745.0,-1.0,-1.0,2621626.0,115400.0,8600.0,42.0,-1.0,35720.0,80.0,164997.0,75000.0,10740.0,350000.0,556.0,5300.0,3000.0,116800.0,2600.0,23800.0,30211.0,74811.0,16.0,98714.0,394.0,30550.0,1956.0,20000.0,121464.0,-1,90000.0,50900.0,350000.0,2959347.0,271000.0,8590.0,-1.0
2007,562500.0,60967.0,413.0,81.0,24.0,1304949.0,4364.0,10902.0,246.0,895.0,4620.0,34200.0,135300.0,252000.0,6735.0,-1.0,-1.0,0.0,188608.0,11000.0,39810.0,40000.0,8531.0,20000.0,160306.0,0.0,-1.0,2509.0,2046.0,605.0,249.0,-1,77180.0,6953.0,60000.0,2698282.0,2372.0,-1.0,-1.0,3125691.0,137600.0,10100.0,153.0,-1.0,20583.0,90.0,261369.0,78000.0,8856.0,700000.0,562.0,7000.0,3100.0,181100.0,3300.0,22702.0,54368.0,177500.0,2.0,81088.0,214.0,68490.0,5017.0,20000.0,119823.0,-1,165200.0,86700.0,700000.0,3909392.0,240540.0,8953.0,-1.0
2008,1050800.0,65600.0,420.0,131.0,100.0,1491847.0,4079.0,13608.0,350.0,864.0,6085.0,31542.0,151500.0,316200.0,9912.0,-1.0,-1.0,0.0,218511.0,8000.0,61500.0,47600.0,14766.0,35000.0,202675.0,0.0,-1.0,2080.0,2000.0,1317.0,385.0,-1,33859.0,8730.0,60170.0,3744245.0,2187.0,-1.0,-1.0,3448550.0,168800.0,12098.0,19.0,-1.0,31446.0,89.0,283212.0,95000.0,11087.0,645000.0,569.0,11000.0,3000.0,194900.0,3100.0,22200.0,80349.0,209787.0,3.0,112493.0,577.0,39910.0,5017.0,35000.0,123458.0,-1,204900.0,60800.0,645000.0,4505060.0,246521.0,10800.0,-1.0
2009,953500.0,39069.0,99.0,148.0,0.0,1226753.0,2860.0,12743.0,502.0,543.0,3921.0,36000.0,238100.0,280500.0,9089.0,-1.0,-1.0,3.0,183642.0,11243.0,37000.0,27400.0,18858.0,28981.0,177630.0,0.0,-1.0,2318.0,2700.0,1279.0,121.0,-1,25135.0,6924.0,60269.0,4328600.0,2671.0,-1.0,-1.0,3712900.0,218400.0,15874.0,20.0,-1.0,32959.0,88.0,180666.0,98000.0,12192.0,630000.0,575.0,13500.0,2000.0,162200.0,3200.0,19400.0,56932.0,178070.0,3.0,72531.0,1000.0,75090.0,8477.0,28981.0,129784.0,-1,207900.0,41700.0,630000.0,4333140.0,343330.0,11700.0,-1.0
2010,464900.0,25100.0,106.0,124.0,0.0,734606.0,2507.0,10470.0,761.0,345.0,3165.0,38000.0,254700.0,232400.0,8850.0,-1.0,-1.0,4.0,163600.0,10242.0,42190.0,34196.0,17500.0,29421.0,188760.0,0.0,-1.0,2676.0,3000.0,1797.0,109.0,-1,44460.0,5116.0,58906.0,2903470.0,1969.0,-1.0,-1.0,2851706.0,117600.0,13708.0,55.0,-1.0,34281.0,87.0,258380.0,98000.0,7424.0,570000.0,581.0,12500.0,2009.0,70200.0,2300.0,17600.0,35470.0,118200.0,2.0,78170.0,799.0,42150.0,4774.0,29421.0,150797.0,-1,86700.0,68500.0,570000.0,1635630.0,365560.0,13926.0,-1.0
2011,578900.0,30900.0,98.0,138.0,200.0,800509.0,2949.0,11551.0,104.0,1281.0,3519.0,37000.0,294300.0,194700.0,8297.0,-1.0,-1.0,5.0,202100.0,6411.0,36640.0,16273.0,19840.0,30065.0,160681.0,0.0,-1.0,2843.0,2300.0,767.0,130.0,-1,43110.0,4189.0,61504.0,2520900.0,2381.0,-1.0,-1.0,2600676.0,126500.0,12726.0,3.0,-1.0,31382.0,86.0,366700.0,94034.0,9665.0,750000.0,587.0,5500.0,2180.0,64000.0,3400.0,18400.0,41239.0,118600.0,4.0,75231.0,826.0,28380.0,6430.0,30065.0,124422.0,-1,85000.0,78400.0,750000.0,2970750.0,365750.0,14382.0,-1.0
2012,676800.0,57100.0,106.0,81.0,200.0,1082405.0,2426.0,10640.0,654.0,778.0,7777.0,33000.0,384400.0,336600.0,7288.0,-1.0,-1.0,5.0,204697.0,9225.0,29155.0,4900.0,21979.0,40000.0,176378.0,0.0,-1.0,3422.0,2400.0,289.0,104.0,-1,39700.0,5225.0,67843.0,3878400.0,2563.0,-1.0,-1.0,2888137.0,139900.0,10487.0,20.0,-1.0,18236.0,90.0,256675.0,90000.0,10748.0,650000.0,600.0,6000.0,2261.0,124200.0,3400.0,14800.0,49404.0,146962.0,46.0,78840.0,490.0,28570.0,1428.0,40000.0,160301.0,-1,156600.0,64100.0,650000.0,2131519.0,370000.0,16083.0,-1.0
2013,637730.0,21900.0,99.0,118.0,200.0,648432.0,2955.0,13258.0,431.0,947.0,5743.0,35000.0,526800.0,222900.0,8898.0,-1.0,-1.0,5.0,234689.0,6706.0,32317.0,12700.0,29153.0,28652.0,193710.0,0.0,-1.0,5012.0,2500.0,1865.0,69.0,-1,52130.0,4766.0,68031.0,4689100.0,2814.0,-1.0,-1.0,3359271.0,142000.0,10257.0,31.0,-1.0,23812.0,90.0,384339.0,89000.0,12063.0,620000.0,600.0,7000.0,2310.0,75600.0,2900.0,18200.0,86469.0,176278.0,17.0,108500.0,574.0,43400.0,4147.0,28652.0,143076.0,-1,96500.0,25700.0,620000.0,3359873.0,365000.0,14306.0,-1.0
2014,478000.0,49600.0,95.0,111.0,200.0,867075.0,2800.0,11702.0,159.0,925.0,4452.0,55899.0,677800.0,194700.0,11402.0,-1.0,-1.0,5.0,232530.0,7106.0,47900.0,38100.0,28217.0,29028.0,182610.0,0.0,-1.0,6737.0,2448.0,1081.0,43.0,-1,97398.0,5591.0,68624.0,3854400.0,1803.0,-1.0,-1.0,2792593.0,173600.0,12939.0,14.0,-1.0,24362.0,83.0,290970.0,90146.0,9968.0,520000.0,600.0,7300.0,2377.0,114300.0,3070.0,17629.0,53509.0,129059.0,86.0,95940.0,527.0,60601.0,3653.0,29028.0,128197.0,-1,85300.0,74900.0,520000.0,3280759.0,300000.0,11529.0,-1.0
