,Samoa,USSR,Cambodia,France,Fiji,Australia,Panama,Pakistan,Slovakia,Thailand,Ethiopia,Kenya,Guyana,Yemen,Romania,Serbia,Lao People's Democratic Republic,Zambia,Solomon Islands,Lebanon,Somalia,Togo,Tunisia,Albania,Brazil,Chad,Mozambique,Niger,Democratic People's Republic of Korea,Australia & New Zealand,El Salvador,Congo,Canada,Colombia,Spain,Central African Republic,Tajikistan,India,Jamaica,Ecuador,Swaziland,Indonesia,Poland,Argentina,Turkey,Jordan,Belgium-Luxembourg,Angola,Ethiopia PDR,Melanesia,The former Yugoslav Republic of Macedonia,Malaysia,Greece,Czechoslovakia,Haiti,Republic of Korea,Democratic Republic of the Congo,Nigeria,Mali,United Arab Emirates,Montenegro,Republic of Moldova,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,Ghana,"China, mainland",Singapore,Madagascar,Cyprus,Peru,Rwanda,Bosnia and Herzegovina,Cameroon,Hungary,Guatemala,Cuba,Austria,Puerto Rico,United States of America,Bhutan,Turkmenistan,Philippines,Iraq,New Zealand,Timor-Leste,United Republic of Tanzania,Burundi,Belgium,Nepal,Libya,Costa Rica,Bangladesh,Italy,Senegal,Germany,Uganda,Benin,Sweden,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Armenia,Morocco,Switzerland,Chile,Honduras,Uruguay,Zimbabwe,Kyrgyzstan,Malawi,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Trinidad and Tobago,Georgia,Azerbaijan,Mauritius,Nicaragua,Oman,Viet Nam,Russian Federation,Portugal,Bolivia (Plurinational State of),Paraguay,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),American Samoa,Mexico,Guinea,Ukraine,South Africa,Guadeloupe,Sri Lanka,Côte d'Ivoire,Polynesia,Croatia,Bulgaria,Myanmar,Occupied Palestinian Territory,Sierra Leone
1991,32645.0,20714.0,5057.0,25257.0,14157.0,25732.0,20551.0,18401.0,,13725.0,,18182.0,9466.0,18331.0,14040.0,,29511.0,17765.0,8500.0,9853.0,2778.0,3914.0,10486.0,6364.0,14406.0,15153.0,10837.0,32437.0,14900.0,25031.0,12857.0,4011.0,25912.0,15172.0,20694.0,9524.0,,13532.0,19906.0,26036.0,4000.0,6530.0,20724.0,16369.0,8551.0,7416.0,35828.0,8781.0,7143.0,12122.0,,8631.0,19818.0,47447.0,13000.0,22724.0,5367.0,4747.0,7920.0,101667.0,,,12846.0,11250.0,12873.0,11268.0,,3314.0,16795.0,17143.0,5374.0,34921.0,13917.0,13462.0,,6001.0,14400.0,15966.0,6200.0,14815.0,8889.0,24427.0,13810.0,,12539.0,9273.0,18113.0,,7410.0,7727.0,,9575.0,26531.0,15934.0,8884.0,22854.0,,27572.0,7343.0,5849.0,,,16840.0,5646.0,,,11667.0,21667.0,32715.0,6789.0,22004.0,24927.0,,9674.0,12391.0,27413.0,3614.0,14038.0,24166.0,18925.0,,,13859.0,14381.0,50000.0,9602.0,,22138.0,9089.0,18832.0,12000.0,15559.0,,17322.0,5412.0,,13773.0,,11410.0,4867.0,37068.0,,13555.0,13012.0,,10833.0
1992,32837.0,,5086.0,22030.0,13160.0,24346.0,18993.0,18075.0,,12649.0,,16885.0,9396.0,22066.0,11692.0,,29177.0,4376.0,8500.0,11006.0,2000.0,3952.0,12337.0,9727.0,16692.0,14919.0,10797.0,24926.0,15610.0,23782.0,12920.0,4286.0,24629.0,18010.0,18776.0,9333.0,20511.0,13686.0,19906.0,22164.0,4381.0,6692.0,19914.0,15410.0,10094.0,10807.0,37209.0,8571.0,7143.0,11667.0,11780.0,9894.0,19851.0,36116.0,13043.0,26877.0,4774.0,4866.0,8363.0,99032.0,,15078.0,8982.0,13237.0,,11464.0,8031.0,5438.0,16716.0,16861.0,6488.0,45000.0,13396.0,13454.0,11538.0,10000.0,10200.0,20233.0,5515.0,16327.0,12500.0,24600.0,14091.0,20000.0,12405.0,10870.0,18108.0,,6257.0,7989.0,,9210.0,25000.0,19206.0,9263.0,23171.0,,21316.0,7866.0,6750.0,,9157.0,16738.0,5295.0,10913.0,23224.0,11590.0,17773.0,31485.0,7722.0,29167.0,24333.0,20769.0,9726.0,13525.0,23180.0,3061.0,8800.0,25990.0,18222.0,12581.0,32284.0,11889.0,18889.0,50000.0,8694.0,5906.0,19795.0,8293.0,18783.0,11667.0,15639.0,,14636.0,5634.0,10496.0,14583.0,,11030.0,5333.0,37830.0,13908.0,12892.0,13124.0,,11000.0
1993,33750.0,,2964.0,23876.0,14680.0,25270.0,20682.0,17453.0,11074.0,22286.0,6980.0,16667.0,9327.0,21999.0,11101.0,,51857.0,5138.0,8500.0,16071.0,4000.0,4009.0,10773.0,10362.0,17584.0,14684.0,10644.0,13641.0,14286.0,24738.0,12982.0,3982.0,24620.0,17933.0,22069.0,8333.0,23327.0,14253.0,19915.0,16050.0,4526.0,7227.0,19549.0,16383.0,9969.0,11042.0,37392.0,9756.0,,12914.0,11107.0,9367.0,21805.0,,13044.0,29998.0,4586.0,4983.0,8440.0,98361.0,,16093.0,9874.0,12712.0,,11966.0,8077.0,4929.0,16520.0,16667.0,8878.0,48125.0,16782.0,13333.0,12133.0,9231.0,12466.0,22688.0,4931.0,20154.0,12500.0,24227.0,14108.0,22727.0,11534.0,11064.0,19318.0,,6468.0,7200.0,,9039.0,24112.0,19267.0,10064.0,21930.0,,29000.0,7404.0,5471.0,,8019.0,16544.0,5024.0,10996.0,23669.0,11068.0,20978.0,31448.0,13905.0,32000.0,21940.0,21892.0,10046.0,10899.0,23172.0,,14500.0,22191.0,17619.0,8455.0,28063.0,13606.0,18910.0,52000.0,8638.0,8557.0,12965.0,8513.0,18725.0,11818.0,18393.0,,17859.0,5855.0,8889.0,12667.0,,12404.0,4800.0,38250.0,12554.0,11729.0,12769.0,,11754.0
1994,33235.0,,8571.0,26423.0,12466.0,27740.0,20000.0,17465.0,11475.0,11239.0,7091.0,10131.0,9262.0,20129.0,13003.0,,47742.0,9603.0,8500.0,17384.0,4000.0,4093.0,8333.0,6002.0,16226.0,14450.0,10639.0,7154.0,15294.0,26729.0,12931.0,3938.0,26894.0,18475.0,24540.0,7927.0,22898.0,14628.0,18893.0,21957.0,4426.0,7139.0,17194.0,16598.0,8232.0,4941.0,37410.0,9575.0,,11220.0,12947.0,8859.0,19950.0,,13095.0,27344.0,4613.0,5099.0,8141.0,97049.0,,14592.0,10928.0,11917.0,,8591.0,13286.0,4925.0,15023.0,16667.0,10308.0,40400.0,15278.0,13398.0,11765.0,10000.0,15083.0,19976.0,4697.0,18579.0,10000.0,26437.0,14162.0,22000.0,11013.0,10652.0,16611.0,,6534.0,6800.0,,10383.0,22727.0,17246.0,10868.0,22283.0,,18780.0,8731.0,6318.0,,11327.0,15078.0,5000.0,11414.0,25000.0,11282.0,19046.0,30842.0,14717.0,31594.0,24631.0,19259.0,12537.0,10164.0,27049.0,,8300.0,26979.0,15500.0,9412.0,19623.0,14713.0,14522.0,54348.0,8857.0,7975.0,26295.0,8687.0,18783.0,11827.0,15960.0,,20952.0,6077.0,8571.0,12217.0,,12857.0,4945.0,37507.0,12934.0,12218.0,13730.0,6357.0,11667.0
1995,33594.0,,8280.0,27048.0,10462.0,23361.0,10676.0,17056.0,11600.0,11537.0,7000.0,14704.0,9201.0,19943.0,13881.0,,35955.0,12366.0,8500.0,13710.0,3568.0,4177.0,8511.0,9294.0,15540.0,14215.0,10741.0,7367.0,14286.0,22868.0,14762.0,3899.0,27598.0,19147.0,24667.0,8066.0,18656.0,14874.0,17527.0,24254.0,5077.0,6485.0,21424.0,15855.0,9739.0,11768.0,33592.0,9873.0,,9609.0,14396.0,10434.0,21528.0,,12927.0,26020.0,4837.0,5213.0,8488.0,97018.0,,13396.0,10010.0,16877.0,,10104.0,9882.0,6071.0,15741.0,16667.0,11458.0,41333.0,15000.0,13377.0,10888.0,10000.0,15954.0,13057.0,6515.0,20408.0,10000.0,21464.0,14213.0,21745.0,11314.0,10417.0,13333.0,,6447.0,8511.0,,9036.0,21667.0,16984.0,10556.0,25040.0,,19116.0,9104.0,5624.0,,20964.0,15774.0,5000.0,12486.0,20000.0,15848.0,22078.0,31549.0,7012.0,32051.0,24160.0,20706.0,12238.0,10528.0,25431.0,,10000.0,26706.0,15200.0,8403.0,14912.0,15097.0,13691.0,54468.0,10000.0,5827.0,24590.0,8856.0,15345.0,12000.0,17800.0,,16477.0,6298.0,7193.0,14697.0,,13272.0,5101.0,37847.0,12574.0,13191.0,12049.0,6800.0,9825.0
1996,33953.0,,8118.0,29144.0,10700.0,27954.0,20000.0,17330.0,15710.0,13057.0,6949.0,15032.0,9145.0,20385.0,12766.0,,36066.0,10517.0,8500.0,12872.0,3544.0,4304.0,7794.0,9423.0,15042.0,13998.0,10741.0,7093.0,14543.0,27954.0,18503.0,3819.0,27295.0,18361.0,24664.0,7143.0,11727.0,13584.0,16162.0,26706.0,7143.0,6798.0,20595.0,17545.0,9518.0,13565.0,35677.0,9873.0,,9967.0,13134.0,11239.0,19669.0,,13077.0,20437.0,4800.0,5371.0,7950.0,98871.0,,11963.0,14773.0,14141.0,,9931.0,12308.0,5180.0,17453.0,20000.0,8879.0,42000.0,15385.0,13362.0,12500.0,10000.0,16685.0,21673.0,7581.0,21000.0,10000.0,23221.0,14261.0,20833.0,11982.0,10652.0,,,7227.0,8511.0,,8989.0,21967.0,17000.0,10868.0,27277.0,,24347.0,8437.0,6106.0,,15065.0,17475.0,4887.0,11838.0,12105.0,14306.0,22914.0,34116.0,6863.0,31854.0,24163.0,20834.0,12446.0,10645.0,27457.0,3293.0,10308.0,25287.0,15500.0,14286.0,13817.0,14207.0,13929.0,54167.0,9833.0,7073.0,27124.0,8873.0,16312.0,12143.0,16503.0,,18461.0,6520.0,7500.0,15371.0,,13081.0,5195.0,38224.0,14573.0,14281.0,15313.0,7594.0,8490.0
1997,34309.0,,7022.0,27527.0,10911.0,27025.0,20000.0,18703.0,15316.0,14567.0,6937.0,15676.0,9000.0,20360.0,14155.0,,37333.0,10838.0,8500.0,12542.0,3552.0,4412.0,5942.0,10437.0,17658.0,13890.0,10741.0,7143.0,14542.0,27025.0,18503.0,3571.0,27111.0,17120.0,27780.0,7845.0,19007.0,14439.0,15319.0,38500.0,9412.0,6237.0,19306.0,17682.0,9911.0,9919.0,28883.0,9873.0,,10099.0,12079.0,11078.0,20444.0,,13750.0,20024.0,4800.0,5464.0,8563.0,101833.0,,13736.0,19367.0,14237.0,,11595.0,16929.0,5884.0,18066.0,,7156.0,46000.0,24645.0,13376.0,14444.0,10000.0,17516.0,22246.0,6674.0,20769.0,10000.0,23995.0,14307.0,29926.0,12796.0,10870.0,,,8423.0,7308.0,,7901.0,21774.0,14965.0,10925.0,27081.0,,24353.0,10890.0,5457.0,,23875.0,18079.0,4900.0,14460.0,11905.0,13768.0,15878.0,31763.0,8532.0,32500.0,22033.0,20762.0,13777.0,13214.0,25321.0,3297.0,10220.0,26695.0,15399.0,10000.0,18190.0,16372.0,12299.0,50000.0,10342.0,10000.0,23324.0,8932.0,17922.0,12143.0,16161.0,,14931.0,6741.0,8571.0,17613.0,,12759.0,5800.0,38731.0,15588.0,14739.0,15034.0,4670.0,6667.0
1998,34662.0,,7372.0,28956.0,10438.0,29172.0,20000.0,18457.0,15506.0,14569.0,6931.0,7867.0,9000.0,21056.0,12990.0,,38906.0,10853.0,8500.0,10000.0,3478.0,4500.0,9048.0,10474.0,14288.0,14236.0,10666.0,7030.0,14419.0,29172.0,17897.0,3750.0,26451.0,17497.0,29784.0,7926.0,21595.0,13922.0,15319.0,19609.0,11250.0,7902.0,19532.0,15131.0,9124.0,7810.0,34960.0,9706.0,,9692.0,12679.0,9514.0,20775.0,,13294.0,21531.0,5369.0,5553.0,7826.0,100943.0,,11223.0,14128.0,16439.0,,11039.0,17098.0,5887.0,17368.0,,6111.0,44250.0,25640.0,13367.0,15557.0,10000.0,19520.0,23036.0,7734.0,19608.0,10000.0,23115.0,14351.0,29273.0,12826.0,10625.0,,,11954.0,6667.0,,7876.0,22222.0,15000.0,11167.0,27911.0,,24145.0,15060.0,6269.0,,25556.0,17387.0,4915.0,13492.0,20000.0,12872.0,21181.0,27774.0,4254.0,32688.0,26263.0,22351.0,10921.0,9072.0,23436.0,3302.0,10161.0,25296.0,15362.0,11675.0,17130.0,15140.0,13945.0,48148.0,10278.0,7429.0,26513.0,8932.0,17564.0,12143.0,16589.0,,15249.0,6962.0,8333.0,21944.0,,13519.0,6750.0,39125.0,16297.0,11512.0,15118.0,6239.0,6918.0
1999,35011.0,,7668.0,27947.0,10130.0,25179.0,15996.0,18988.0,15437.0,15458.0,6957.0,12000.0,9000.0,21273.0,13578.0,,54366.0,10719.0,8500.0,10593.0,3717.0,4500.0,8108.0,10896.0,18429.0,14483.0,10714.0,7063.0,14549.0,25179.0,18333.0,3836.0,27790.0,18951.0,28477.0,7600.0,14087.0,14489.0,15319.0,22196.0,5556.0,8250.0,20934.0,16627.0,9411.0,1781.0,34398.0,9705.0,,9636.0,11892.0,9216.0,21506.0,,13290.0,26297.0,6123.0,6000.0,11074.0,125556.0,,12042.0,12900.0,15282.0,,9654.0,16667.0,3418.0,17973.0,18102.0,9610.0,45000.0,24700.0,13358.0,17339.0,13824.0,19523.0,22132.0,6675.0,18519.0,10000.0,22389.0,14392.0,20125.0,10927.0,9583.0,,,8157.0,10000.0,,8844.0,22727.0,18155.0,9187.0,31422.0,,24549.0,15455.0,7655.0,,28806.0,17986.0,4957.0,16517.0,22622.0,10703.0,15848.0,29778.0,3716.0,33140.0,21173.0,24496.0,7264.0,9871.0,22296.0,3307.0,10115.0,26145.0,15000.0,11858.0,19402.0,16576.0,14347.0,48148.0,10954.0,9444.0,26345.0,9190.0,15801.0,11667.0,15685.0,,19462.0,7184.0,9524.0,21655.0,,12547.0,6000.0,39538.0,15487.0,13236.0,15326.0,9512.0,6667.0
2000,35000.0,,7927.0,27205.0,10433.0,24370.0,16364.0,19096.0,16490.0,19330.0,7021.0,12684.0,8970.0,21719.0,9646.0,,59591.0,10592.0,8500.0,12377.0,4000.0,4500.0,10634.0,10877.0,18660.0,12690.0,10522.0,7132.0,14318.0,24370.0,18103.0,3333.0,22273.0,18899.0,30479.0,8693.0,19411.0,11998.0,15624.0,12171.0,3660.0,12141.0,21018.0,19209.0,8466.0,8693.0,,9703.0,,9950.0,9732.0,7856.0,22392.0,,13750.0,28065.0,5290.0,5946.0,11989.0,126923.0,,10752.0,13003.0,14427.0,,10658.0,18157.0,3418.0,17757.0,18238.0,7852.0,49211.0,24998.0,13344.0,10228.0,13824.0,18190.0,22247.0,7113.0,27027.0,10000.0,25149.0,14433.0,20125.0,11246.0,9375.0,,,5996.0,10809.0,30000.0,8893.0,21995.0,15983.0,11232.0,33499.0,,24006.0,16180.0,6743.0,,28358.0,17786.0,5000.0,11504.0,18105.0,11670.0,17357.0,29991.0,4490.0,33735.0,25089.0,23929.0,8309.0,11090.0,27755.0,3311.0,10079.0,25344.0,15000.0,10300.0,21106.0,14181.0,15835.0,48148.0,11107.0,7826.0,28966.0,9198.0,13867.0,11538.0,16328.0,,19919.0,7405.0,8333.0,19038.0,,12054.0,5100.0,39500.0,17108.0,11323.0,15338.0,6749.0,5000.0
2001,35668.0,,5459.0,26693.0,11143.0,30000.0,18362.0,18662.0,15960.0,23768.0,6873.0,13448.0,8931.0,21928.0,10978.0,,59449.0,10756.0,8500.0,14050.0,3845.0,4500.0,8884.0,8780.0,18790.0,12414.0,10638.0,5485.0,14472.0,30000.0,18333.0,3805.0,24703.0,19553.0,31291.0,10000.0,13110.0,13077.0,15703.0,17399.0,3750.0,7599.0,18979.0,17264.0,7396.0,4741.0,,9429.0,,10556.0,11542.0,10155.0,23052.0,,12500.0,23258.0,4699.0,6071.0,16018.0,129388.0,,9485.0,12923.0,17456.0,,10112.0,18375.0,3418.0,17542.0,18374.0,7683.0,46364.0,24861.0,13344.0,11761.0,12994.0,16807.0,22247.0,7778.0,27027.0,10000.0,25690.0,14472.0,20125.0,11777.0,13298.0,,,7108.0,12667.0,35000.0,9401.0,21429.0,7863.0,12350.0,33654.0,,24743.0,17592.0,6149.0,,28358.0,17555.0,5039.0,14169.0,23355.0,10886.0,19706.0,29422.0,4405.0,34118.0,23820.0,24903.0,7235.0,12343.0,21662.0,3316.0,10047.0,25897.0,15000.0,15518.0,20258.0,14404.0,13834.0,47566.0,13115.0,9167.0,28535.0,9209.0,17912.0,11429.0,19198.0,,19957.0,7627.0,8148.0,22667.0,,12452.0,5100.0,40213.0,19095.0,12711.0,16182.0,5509.0,5331.0
2002,35972.0,,5501.0,27333.0,8815.0,30000.0,18220.0,19130.0,18364.0,23701.0,6667.0,13333.0,8891.0,21666.0,18577.0,,50214.0,12053.0,8500.0,11023.0,3929.0,4500.0,9609.0,11304.0,19481.0,12414.0,10671.0,10000.0,14311.0,30000.0,18608.0,3731.0,28803.0,19595.0,30473.0,9565.0,12943.0,15714.0,15792.0,17209.0,4172.0,7501.0,20132.0,20070.0,8003.0,14399.0,,9733.0,,8730.0,10701.0,12404.0,22340.0,,12854.0,22642.0,4501.0,6071.0,14944.0,245417.0,,12777.0,12700.0,17519.0,,12857.0,21438.0,3418.0,18425.0,18511.0,6756.0,46364.0,28091.0,13448.0,15681.0,13186.0,20610.0,22249.0,10163.0,26087.0,10096.0,22850.0,14509.0,18750.0,12340.0,12953.0,,,8066.0,6636.0,30000.0,9869.0,21128.0,14603.0,12520.0,32250.0,,23992.0,20172.0,6883.0,,28358.0,18443.0,5067.0,16315.0,30494.0,15777.0,21532.0,30731.0,14198.0,33913.0,20516.0,23834.0,7326.0,10808.0,26478.0,3320.0,10018.0,25304.0,15000.0,20775.0,20940.0,12797.0,15057.0,47566.0,12481.0,7429.0,29458.0,9228.0,18283.0,11667.0,20192.0,,17624.0,7848.0,9412.0,22449.0,,12127.0,5100.0,40472.0,19867.0,15813.0,16301.0,6431.0,5225.0
2003,36291.0,,11865.0,28986.0,11000.0,28018.0,18333.0,18927.0,17889.0,20308.0,6667.0,12470.0,8846.0,21507.0,11110.0,,53883.0,13357.0,8500.0,11021.0,3704.0,4500.0,9890.0,8624.0,16713.0,12414.0,10586.0,12887.0,14452.0,28018.0,18813.0,4507.0,28972.0,21361.0,29237.0,8676.0,9358.0,14848.0,16064.0,18800.0,5034.0,7818.0,21361.0,17631.0,6127.0,7776.0,,9907.0,,10444.0,11270.0,10405.0,23735.0,,12909.0,19814.0,4753.0,6154.0,12184.0,536667.0,,12508.0,12778.0,16929.0,,15493.0,21469.0,3418.0,17852.0,18605.0,9975.0,35000.0,36696.0,13333.0,10564.0,13313.0,21583.0,22145.0,11554.0,28621.0,10000.0,21879.0,14544.0,18750.0,12680.0,14124.0,,,9085.0,7041.0,34574.0,9619.0,21303.0,14603.0,12030.0,34065.0,,24734.0,19710.0,8587.0,,28358.0,17863.0,5100.0,13573.0,22890.0,16571.0,22500.0,28567.0,14399.0,33333.0,19773.0,24139.0,7396.0,10586.0,23875.0,3349.0,10073.0,22509.0,15000.0,17974.0,22363.0,11270.0,14585.0,47037.0,13826.0,5000.0,29171.0,13020.0,18857.0,12000.0,19992.0,,18364.0,8114.0,10357.0,27500.0,,12251.0,5258.0,40791.0,16841.0,14863.0,16182.0,6459.0,5000.0
2004,36631.0,,14514.0,30606.0,10182.0,24622.0,18400.0,18904.0,13882.0,22375.0,6667.0,13333.0,8796.0,21425.0,10000.0,,57692.0,16222.0,8500.0,11715.0,3822.0,4519.0,9925.0,11053.0,19930.0,12414.0,10318.0,8970.0,14433.0,24622.0,18984.0,4228.0,27025.0,20150.0,30871.0,8741.0,17370.0,14874.0,16242.0,19249.0,4732.0,8215.0,16844.0,20271.0,6949.0,7000.0,,9924.0,,9656.0,11933.0,11446.0,23947.0,,13095.0,24416.0,4911.0,6000.0,12184.0,289524.0,,13860.0,12844.0,16128.0,,11495.0,20878.0,3418.0,19011.0,18657.0,8223.0,44872.0,30205.0,13571.0,15434.0,13132.0,18809.0,22220.0,11466.0,23400.0,10000.0,24223.0,14574.0,18750.0,14304.0,14124.0,,,10251.0,7826.0,32473.0,9741.0,21495.0,18154.0,12849.0,34918.0,,22709.0,18171.0,8799.0,,28358.0,19021.0,5142.0,16550.0,22917.0,14285.0,18938.0,31384.0,14599.0,33477.0,14089.0,24372.0,7807.0,13823.0,25000.0,3401.0,9997.0,24449.0,15000.0,18755.0,24606.0,10259.0,14596.0,46668.0,14356.0,6364.0,29961.0,13289.0,19999.0,11875.0,17094.0,,18908.0,8425.0,7333.0,11684.0,,12615.0,5100.0,41131.0,19082.0,14755.0,16792.0,6294.0,4909.0
2005,36905.0,,17296.0,27426.0,13320.0,25441.0,18462.0,19901.0,11125.0,23593.0,6678.0,13514.0,8746.0,21801.0,11435.0,,52425.0,22389.0,8500.0,10000.0,3828.0,4517.0,13607.0,12667.0,18013.0,12509.0,10407.0,19789.0,14217.0,25441.0,19145.0,4237.0,26875.0,19874.0,31096.0,8789.0,13659.0,14982.0,16454.0,19208.0,4761.0,7743.0,22510.0,19366.0,7297.0,8100.0,,9953.0,,11943.0,14978.0,8769.0,22872.0,,13176.0,24476.0,4922.0,6000.0,8171.0,177778.0,,14234.0,12560.0,17742.0,,16074.0,21053.0,4545.0,19682.0,18709.0,8268.0,44872.0,33942.0,13284.0,15229.0,13554.0,17374.0,22248.0,12800.0,25204.0,10000.0,24336.0,14605.0,18235.0,15240.0,9375.0,,,11978.0,7857.0,23908.0,10043.0,21448.0,19818.0,12689.0,33743.0,,24418.0,17351.0,9247.0,,25000.0,19686.0,5000.0,15853.0,23810.0,22940.0,22390.0,31877.0,14797.0,33333.0,16266.0,24410.0,6613.0,13265.0,24667.0,3453.0,9928.0,24503.0,15385.0,21880.0,25665.0,10314.0,16329.0,46985.0,15417.0,6667.0,29351.0,13659.0,20000.0,11765.0,14815.0,,18790.0,8573.0,7903.0,22222.0,,13849.0,5254.0,41405.0,18669.0,14274.0,17606.0,6213.0,5000.0
2006,36957.0,,16231.0,25698.0,7950.0,27586.0,18571.0,19977.0,7261.0,20497.0,6692.0,14455.0,8694.0,21723.0,11974.0,15845.0,43816.0,10667.0,8500.0,9954.0,3811.0,4513.0,13060.0,11111.0,18164.0,12486.0,10179.0,24900.0,14399.0,27586.0,19405.0,4412.0,27121.0,19248.0,32167.0,8836.0,11216.0,14812.0,16570.0,19259.0,4790.0,8492.0,24087.0,18445.0,6714.0,8557.0,,9981.0,,8077.0,14357.0,8357.0,15998.0,,13256.0,24286.0,4918.0,6087.0,10588.0,150000.0,22216.0,13857.0,14050.0,15690.0,,13036.0,20377.0,4349.0,20508.0,,8800.0,44872.0,50000.0,13559.0,16148.0,13771.0,15489.0,22632.0,10987.0,15510.0,10000.0,24067.0,14634.0,21212.0,14576.0,9375.0,,,13000.0,5133.0,27143.0,9945.0,21402.0,19048.0,13464.0,34500.0,,25320.0,16464.0,8882.0,,22857.0,20511.0,5000.0,,21375.0,24390.0,18907.0,30141.0,14807.0,34188.0,11437.0,23962.0,8907.0,13529.0,25006.0,,9858.0,20378.0,15000.0,15000.0,26317.0,11968.0,16296.0,46816.0,15693.0,10000.0,29052.0,13732.0,18750.0,12222.0,14223.0,,19817.0,7490.0,7083.0,29167.0,,14781.0,5097.0,41707.0,21966.0,15330.0,17568.0,5886.0,5000.0
2007,35556.0,,18749.0,23212.0,5320.0,27627.0,18667.0,20298.0,6655.0,13757.0,6696.0,8336.0,8641.0,22207.0,14901.0,13846.0,45898.0,14780.0,8500.0,11059.0,3918.0,4512.0,14425.0,7500.0,19776.0,12667.0,10429.0,29651.0,14000.0,27627.0,19563.0,4272.0,26667.0,16741.0,29289.0,8884.0,13797.0,14054.0,16667.0,19268.0,4819.0,8324.0,22471.0,17435.0,5147.0,8867.0,,10010.0,,5935.0,12874.0,8352.0,16282.0,,13220.0,24615.0,4889.0,4737.0,11792.0,150000.0,22516.0,11900.0,13337.0,16916.0,,13810.0,22510.0,4696.0,20583.0,18814.0,8821.0,38462.0,71250.0,13096.0,14067.0,13354.0,11250.0,21877.0,11200.0,21053.0,10000.0,24799.0,14663.0,19375.0,14369.0,9375.0,,,11500.0,5333.0,21944.0,9703.0,21356.0,17681.0,12763.0,34375.0,,23547.0,15559.0,8636.0,,18750.0,20585.0,5000.0,,22712.0,23049.0,15847.0,30475.0,14773.0,35060.0,13870.0,24673.0,9954.0,13616.0,23784.0,3558.0,9788.0,21356.0,15000.0,1389.0,22485.0,12540.0,15643.0,46665.0,16615.0,33333.0,29594.0,14152.0,18750.0,11579.0,16052.0,,18869.0,9048.0,6957.0,26000.0,,15485.0,5269.0,39778.0,21047.0,13746.0,16000.0,7829.0,5000.0
2008,39629.0,,18423.0,26017.0,5140.0,27292.0,18471.0,20967.0,1000.0,19432.0,6680.0,5679.0,8587.0,22165.0,19158.0,15210.0,55889.0,15308.0,8500.0,12222.0,3953.0,4483.0,13400.0,11818.0,19692.0,12390.0,10378.0,33786.0,14286.0,27292.0,19714.0,4291.0,27178.0,14787.0,31788.0,8931.0,13897.0,14000.0,17682.0,19512.0,4848.0,8546.0,23658.0,19316.0,6359.0,8920.0,,10039.0,,5790.0,10013.0,8132.0,13057.0,,10417.0,24444.0,4921.0,6667.0,11429.0,150222.0,21039.0,14505.0,12168.0,14895.0,,15463.0,21381.0,4396.0,21404.0,18867.0,8606.0,41667.0,128746.0,12851.0,15421.0,13376.0,16460.0,21478.0,9328.0,,9989.0,25311.0,14692.0,21429.0,14636.0,9375.0,,,10809.0,6853.0,30317.0,9728.0,21310.0,15800.0,13742.0,35484.0,,26532.0,14520.0,9502.0,,14943.0,21406.0,5526.0,,31647.0,23049.0,22338.0,30915.0,14659.0,35957.0,14147.0,24869.0,9914.0,14037.0,24538.0,3610.0,9719.0,22917.0,15000.0,1429.0,23311.0,13398.0,16025.0,46514.0,17561.0,30000.0,31581.0,14116.0,16941.0,11250.0,15625.0,,19331.0,9915.0,7273.0,26884.0,,17617.0,5297.0,43629.0,21818.0,16784.0,16631.0,7620.0,5000.0
2009,41871.0,,14550.0,25842.0,7317.0,27198.0,18566.0,21136.0,1053.0,20252.0,6664.0,6035.0,8533.0,22202.0,18424.0,16135.0,47100.0,15506.0,9167.0,12377.0,3992.0,4421.0,12812.0,13333.0,19509.0,12252.0,10500.0,11500.0,14600.0,27198.0,19860.0,4319.0,27647.0,11502.0,34431.0,8979.0,18077.0,15942.0,18353.0,19304.0,4877.0,8633.0,23250.0,18181.0,7319.0,8974.0,,10067.0,,7625.0,13552.0,3013.0,16814.0,,11534.0,25000.0,4896.0,6239.0,11472.0,150000.0,21587.0,17552.0,14671.0,15686.0,,11042.0,21190.0,4315.0,22042.0,18919.0,8641.0,42589.0,142188.0,12644.0,15019.0,13398.0,11286.0,21056.0,10136.0,22066.0,10050.0,26042.0,14720.0,23077.0,13938.0,9375.0,,,10632.0,7556.0,23906.0,9823.0,21264.0,14091.0,13481.0,34665.0,,26603.0,13461.0,5082.0,,10000.0,22044.0,6012.0,,35515.0,22956.0,17140.0,34056.0,15124.0,36836.0,13343.0,24816.0,11371.0,16691.0,27425.0,3662.0,9649.0,23165.0,15000.0,1429.0,21742.0,13429.0,16035.0,46363.0,19327.0,30000.0,34126.0,14017.0,17502.0,11765.0,16569.0,,18140.0,10283.0,9167.0,26853.0,,17240.0,5227.0,45872.0,22019.0,18418.0,16790.0,7400.0,5000.0
