,Ukraine,Peru,Yemen,Belarus,Croatia,Serbia,India,Armenia,Brazil,Belgium,Nepal,Pakistan,The former Yugoslav Republic of Macedonia,Greece,Afghanistan,Iraq,Republic of Korea,Cyprus,Spain,Bulgaria,Australia & New Zealand,United States of America,Iran (Islamic Republic of),Serbia and Montenegro,Slovenia,Czechoslovakia,Kyrgyzstan,Argentina,Luxembourg,Georgia,Germany,Austria,Morocco,Switzerland,Mexico,USSR,Romania,Azerbaijan,Jordan,Bosnia and Herzegovina,China,Uzbekistan,Yugoslav SFR,Slovakia,Lebanon,Czechia,France,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,Australia,Portugal,Egypt,Republic of Moldova,Poland,"China, mainland",Turkey,Italy,Belgium-Luxembourg
1972,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8750.0,-1.0,-1.0,-1.0,-1.0,100000.0,-1.0,-1.0,-1.0,-1.0,21400.0,11056.0,117342.0,-1.0,-1.0,16054.0,17778.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,35769.0,-1.0,-1.0,-1.0,10000.0,-1.0,-1.0,-1.0,-1.0,-1.0,107647.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16504.0,-1.0,-1.0,-1.0,-1.0,21948.0,35741.0,-1.0
1973,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9000.0,-1.0,-1.0,-1.0,-1.0,100000.0,-1.0,-1.0,-1.0,-1.0,21400.0,9441.0,119168.0,-1.0,-1.0,24040.0,17647.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46589.0,-1.0,-1.0,-1.0,15000.0,-1.0,-1.0,-1.0,-1.0,-1.0,202105.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18696.0,-1.0,-1.0,-1.0,-1.0,20755.0,46707.0,-1.0
1974,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8636.0,-1.0,-1.0,-1.0,-1.0,100000.0,-1.0,-1.0,-1.0,-1.0,22800.0,9441.0,142649.0,-1.0,-1.0,20909.0,20625.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41384.0,-1.0,-1.0,-1.0,28824.0,-1.0,-1.0,-1.0,-1.0,-1.0,246290.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14403.0,-1.0,-1.0,-1.0,-1.0,20625.0,40061.0,-1.0
1975,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8824.0,-1.0,-1.0,-1.0,-1.0,100000.0,-1.0,-1.0,-1.0,-1.0,23714.0,9441.0,110974.0,-1.0,-1.0,26233.0,20667.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38034.0,-1.0,-1.0,-1.0,34444.0,-1.0,-1.0,-1.0,-1.0,-1.0,216667.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10800.0,-1.0,-1.0,-1.0,-1.0,21600.0,37222.0,-1.0
1976,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8889.0,-1.0,-1.0,-1.0,-1.0,100000.0,-1.0,-1.0,23043.0,-1.0,22857.0,10856.0,124821.0,-1.0,-1.0,23625.0,18667.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,45861.0,-1.0,-1.0,-1.0,40000.0,-1.0,-1.0,-1.0,-1.0,-1.0,200000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14401.0,-1.0,-1.0,-1.0,-1.0,24545.0,33108.0,-1.0
1977,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8571.0,-1.0,-1.0,-1.0,-1.0,100000.0,-1.0,-1.0,24167.0,-1.0,20462.0,10856.0,105542.0,-1.0,-1.0,23867.0,21667.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53718.0,-1.0,-1.0,-1.0,30000.0,-1.0,-1.0,-1.0,-1.0,-1.0,166667.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18000.0,-1.0,-1.0,-1.0,-1.0,26786.0,33741.0,-1.0
1978,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9130.0,-1.0,-1.0,-1.0,-1.0,100000.0,-1.0,-1.0,22083.0,-1.0,22300.0,22184.0,120418.0,-1.0,-1.0,19772.0,20000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51038.0,-1.0,-1.0,-1.0,36923.0,-1.0,-1.0,-1.0,-1.0,-1.0,128571.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18001.0,-1.0,-1.0,-1.0,-1.0,23636.0,31438.0,-1.0
1979,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8500.0,-1.0,-1.0,-1.0,-1.0,100000.0,-1.0,-1.0,23333.0,-1.0,22250.0,17471.0,142229.0,-1.0,-1.0,26019.0,20000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39564.0,-1.0,-1.0,-1.0,16250.0,-1.0,-1.0,-1.0,-1.0,-1.0,88889.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14404.0,-1.0,-1.0,-1.0,-1.0,27273.0,30379.0,-1.0
1980,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9000.0,-1.0,-1.0,-1.0,-1.0,101927.0,-1.0,-1.0,22917.0,-1.0,22440.0,25747.0,112652.0,-1.0,-1.0,24549.0,27273.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39585.0,-1.0,-1.0,-1.0,30000.0,-1.0,-1.0,-1.0,-1.0,-1.0,77778.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14402.0,-1.0,-1.0,-1.0,-1.0,22663.0,29722.0,-1.0
1981,-1.0,-1.0,30000.0,-1.0,-1.0,-1.0,8500.0,-1.0,-1.0,-1.0,-1.0,100131.0,-1.0,-1.0,22083.0,-1.0,20700.0,21034.0,101659.0,-1.0,-1.0,28806.0,27083.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48937.0,-1.0,-1.0,-1.0,50000.0,-1.0,-1.0,-1.0,-1.0,-1.0,66667.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12599.0,-1.0,-1.0,-1.0,-1.0,23019.0,33099.0,-1.0
1982,-1.0,-1.0,26000.0,-1.0,-1.0,-1.0,9091.0,-1.0,-1.0,-1.0,-1.0,103574.0,-1.0,-1.0,22128.0,-1.0,22000.0,23333.0,90601.0,-1.0,-1.0,29471.0,28962.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51128.0,-1.0,-1.0,-1.0,75000.0,-1.0,-1.0,-1.0,-1.0,-1.0,60000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17999.0,-1.0,-1.0,-1.0,-1.0,22642.0,33000.0,-1.0
1983,-1.0,-1.0,26000.0,-1.0,-1.0,-1.0,9091.0,-1.0,-1.0,-1.0,-1.0,104157.0,-1.0,-1.0,22979.0,-1.0,22250.0,19149.0,76488.0,-1.0,-1.0,25348.0,32099.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,31511.0,-1.0,-1.0,-1.0,83333.0,-1.0,-1.0,-1.0,-1.0,-1.0,60000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26998.0,-1.0,-1.0,-1.0,-1.0,23438.0,24071.0,-1.0
1984,-1.0,-1.0,30000.0,-1.0,-1.0,-1.0,8824.0,-1.0,-1.0,-1.0,-1.0,104664.0,-1.0,-1.0,20851.0,-1.0,21667.0,26596.0,84100.0,-1.0,-1.0,26822.0,30793.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14910.0,-1.0,-1.0,-1.0,110000.0,-1.0,-1.0,-1.0,-1.0,-1.0,66667.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24489.0,-1.0,-1.0,-1.0,-1.0,20837.0,24553.0,-1.0
1985,-1.0,-1.0,30000.0,-1.0,-1.0,-1.0,8824.0,-1.0,20645.0,-1.0,-1.0,104300.0,-1.0,13990.0,21304.0,15152.0,22063.0,11194.0,20079.0,19785.0,-1.0,27430.0,40079.0,-1.0,-1.0,6578.0,-1.0,22121.0,-1.0,-1.0,17045.0,15264.0,4000.0,25000.0,11990.0,21021.0,112000.0,-1.0,50000.0,-1.0,22167.0,-1.0,12059.0,-1.0,70588.0,-1.0,16000.0,-1.0,12000.0,14386.0,-1.0,-1.0,-1.0,29081.0,-1.0,-1.0,-1.0,22167.0,20153.0,26088.0,-1.0
1986,-1.0,-1.0,36000.0,-1.0,-1.0,-1.0,9000.0,-1.0,21768.0,-1.0,-1.0,104572.0,-1.0,12199.0,21739.0,15455.0,21704.0,12687.0,17305.0,19913.0,-1.0,22419.0,36071.0,-1.0,-1.0,12228.0,-1.0,22424.0,-1.0,-1.0,24811.0,22104.0,3600.0,29630.0,28456.0,21972.0,103333.0,-1.0,50000.0,-1.0,22350.0,-1.0,12628.0,-1.0,77500.0,-1.0,15989.0,-1.0,12000.0,14365.0,-1.0,-1.0,-1.0,20000.0,-1.0,-1.0,-1.0,22350.0,20370.0,27070.0,-1.0
1987,-1.0,-1.0,30000.0,-1.0,-1.0,-1.0,10455.0,-1.0,19500.0,-1.0,-1.0,103377.0,-1.0,9095.0,21304.0,13636.0,23707.0,11905.0,20716.0,21048.0,-1.0,31452.0,36819.0,-1.0,-1.0,5808.0,-1.0,24848.0,-1.0,-1.0,11619.0,11718.0,3200.0,13636.0,24255.0,22162.0,101429.0,-1.0,50000.0,-1.0,22615.0,-1.0,12290.0,-1.0,86957.0,-1.0,15001.0,-1.0,11957.0,13324.0,-1.0,-1.0,-1.0,25000.0,-1.0,-1.0,-1.0,22615.0,20276.0,27049.0,-1.0
1988,-1.0,-1.0,31429.0,-1.0,-1.0,-1.0,9091.0,-1.0,21686.0,-1.0,-1.0,103364.0,-1.0,11524.0,21333.0,13939.0,23889.0,10294.0,17954.0,20574.0,-1.0,26469.0,35870.0,-1.0,-1.0,8137.0,-1.0,23030.0,-1.0,-1.0,26894.0,19398.0,3000.0,26571.0,35000.0,20782.0,99200.0,-1.0,50000.0,-1.0,23000.0,-1.0,10677.0,-1.0,94444.0,-1.0,15000.0,-1.0,13103.0,11777.0,-1.0,-1.0,-1.0,25000.0,-1.0,-1.0,-1.0,23000.0,20134.0,28805.0,-1.0
1989,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6939.0,-1.0,22616.0,-1.0,-1.0,104106.0,-1.0,13420.0,20455.0,14242.0,24243.0,8780.0,19039.0,23429.0,-1.0,28672.0,52713.0,-1.0,-1.0,11984.0,-1.0,22727.0,-1.0,-1.0,22957.0,16793.0,2900.0,21882.0,20000.0,21429.0,97600.0,-1.0,50000.0,-1.0,22230.0,-1.0,17286.0,-1.0,103448.0,-1.0,19002.0,-1.0,12679.0,12282.0,-1.0,-1.0,-1.0,28000.0,-1.0,-1.0,-1.0,22230.0,20702.0,26866.0,-1.0
1990,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8130.0,-1.0,19690.0,-1.0,38889.0,102504.0,-1.0,12915.0,22174.0,13754.0,22098.0,8636.0,16182.0,18504.0,-1.0,28109.0,29605.0,-1.0,-1.0,11784.0,-1.0,20350.0,-1.0,-1.0,23828.0,24696.0,2913.0,18688.0,20000.0,21789.0,107794.0,-1.0,-1.0,-1.0,21994.0,-1.0,15016.0,-1.0,121667.0,-1.0,18974.0,-1.0,13047.0,13308.0,-1.0,-1.0,-1.0,30000.0,-1.0,-1.0,12500.0,21994.0,21244.0,25182.0,22727.0
1991,-1.0,43121.0,-1.0,-1.0,-1.0,-1.0,6977.0,-1.0,17625.0,-1.0,38667.0,103341.0,-1.0,12953.0,21739.0,10908.0,24357.0,9091.0,16606.0,16716.0,599.0,32082.0,34973.0,-1.0,-1.0,12983.0,-1.0,24737.0,-1.0,-1.0,9961.0,23099.0,4726.0,19050.0,23226.0,21789.0,75000.0,-1.0,-1.0,-1.0,20174.0,-1.0,15016.0,-1.0,119394.0,-1.0,12977.0,-1.0,12940.0,12807.0,-1.0,-1.0,3859.0,29000.0,-1.0,-1.0,19122.0,20174.0,21929.0,24825.0,22725.0
1992,37928.0,43084.0,-1.0,16667.0,9453.0,-1.0,8902.0,-1.0,18183.0,-1.0,38961.0,100814.0,20000.0,15305.0,21739.0,10980.0,23292.0,8800.0,18461.0,20460.0,601.0,25567.0,33552.0,17101.0,142300.0,12983.0,42857.0,24118.0,-1.0,20000.0,35352.0,22911.0,1579.0,23000.0,19333.0,-1.0,83846.0,37500.0,-1.0,7692.0,23079.0,20513.0,-1.0,-1.0,102273.0,-1.0,16019.0,-1.0,10069.0,12702.0,-1.0,-1.0,3893.0,20000.0,-1.0,11273.0,25000.0,23079.0,21302.0,27428.0,22725.0
1993,42815.0,44057.0,-1.0,22500.0,9396.0,-1.0,8000.0,-1.0,17845.0,-1.0,38750.0,103221.0,19443.0,15280.0,21739.0,11052.0,23000.0,7200.0,37541.0,12057.0,3928.0,31508.0,42650.0,19131.0,186500.0,-1.0,39616.0,24748.0,-1.0,18667.0,32227.0,22734.0,2308.0,19378.0,20000.0,-1.0,92894.0,30435.0,-1.0,9706.0,15000.0,25000.0,-1.0,22125.0,99576.0,19053.0,11960.0,-1.0,14101.0,19286.0,-1.0,-1.0,3928.0,17270.0,-1.0,18165.0,28000.0,15000.0,20181.0,26724.0,22725.0
1994,40961.0,45714.0,-1.0,21713.0,9728.0,-1.0,9859.0,-1.0,18013.0,-1.0,38554.0,102919.0,20107.0,14704.0,21739.0,11124.0,23292.0,4865.0,36469.0,20426.0,3962.0,27518.0,40455.0,16852.0,233857.0,-1.0,40000.0,24772.0,-1.0,18182.0,27930.0,22567.0,5769.0,19288.0,22424.0,-1.0,78000.0,33333.0,-1.0,10076.0,15000.0,23214.0,-1.0,21538.0,106529.0,14632.0,17976.0,-1.0,13139.0,15618.0,-1.0,-1.0,3962.0,14065.0,-1.0,15677.0,22500.0,15000.0,20894.0,24064.0,22725.0
1995,38061.0,45000.0,-1.0,22813.0,9621.0,-1.0,8681.0,-1.0,18413.0,-1.0,38824.0,102857.0,21831.0,14640.0,21739.0,11196.0,23836.0,4737.0,35154.0,11642.0,3997.0,27183.0,36921.0,17615.0,255765.0,-1.0,38646.0,24796.0,-1.0,20000.0,26953.0,22411.0,4400.0,19386.0,46154.0,-1.0,90874.0,35465.0,-1.0,10498.0,15378.0,23155.0,-1.0,15526.0,120937.0,14332.0,14977.0,-1.0,14454.0,17035.0,-1.0,34000.0,3997.0,13730.0,-1.0,8298.0,26000.0,15378.0,19114.0,24601.0,22726.0
1996,38620.0,46667.0,-1.0,22521.0,9185.0,-1.0,9959.0,-1.0,16958.0,-1.0,38636.0,102719.0,25527.0,25173.0,21739.0,11268.0,22980.0,5000.0,43602.0,9836.0,4032.0,24286.0,31633.0,17804.0,293412.0,-1.0,37500.0,24818.0,-1.0,20000.0,27772.0,22272.0,8750.0,19978.0,19705.0,-1.0,150637.0,35789.0,-1.0,10925.0,15866.0,20455.0,-1.0,13333.0,129138.0,13963.0,15979.0,-1.0,16318.0,14160.0,-1.0,34210.0,4032.0,15907.0,-1.0,7842.0,23333.0,15866.0,20017.0,26977.0,22726.0
1997,40674.0,46154.0,-1.0,22943.0,9276.0,-1.0,8013.0,-1.0,18257.0,-1.0,38889.0,102094.0,20583.0,20172.0,21739.0,11340.0,22834.0,5250.0,42067.0,15898.0,4066.0,30936.0,29900.0,20159.0,126750.0,-1.0,39565.0,24840.0,-1.0,20161.0,21960.0,22727.0,8684.0,19549.0,28977.0,-1.0,141359.0,33333.0,-1.0,12892.0,15615.0,27500.0,-1.0,13158.0,65766.0,14118.0,18636.0,27500.0,13861.0,13627.0,-1.0,34310.0,4066.0,16410.0,-1.0,10266.0,22857.0,15615.0,20028.0,30118.0,22726.0
1998,33612.0,44776.0,-1.0,23346.0,9592.0,-1.0,10017.0,-1.0,18212.0,-1.0,38710.0,102522.0,20183.0,21797.0,21739.0,11288.0,23044.0,5750.0,32178.0,7748.0,4101.0,26024.0,32295.0,17939.0,260120.0,-1.0,40129.0,24862.0,-1.0,21686.0,33778.0,24270.0,6579.0,19781.0,13750.0,-1.0,136870.0,32707.0,-1.0,11785.0,16415.0,30521.0,-1.0,13208.0,48750.0,12225.0,19185.0,16786.0,13784.0,12990.0,-1.0,34511.0,4101.0,14559.0,-1.0,22593.0,21147.0,16415.0,20639.0,28571.0,22726.0
1999,31582.0,44868.0,-1.0,26667.0,9544.0,-1.0,9241.0,-1.0,14502.0,-1.0,38947.0,103059.0,22236.0,26884.0,21739.0,11469.0,22746.0,6585.0,39044.0,9726.0,4135.0,32444.0,28489.0,16037.0,203976.0,-1.0,44444.0,25429.0,-1.0,24457.0,30227.0,25703.0,15038.0,24733.0,14146.0,-1.0,139427.0,38156.0,-1.0,9894.0,16621.0,34000.0,-1.0,10526.0,41429.0,15058.0,21814.0,22857.0,14276.0,12325.0,-1.0,33333.0,4135.0,15011.0,-1.0,14841.0,20000.0,16621.0,20437.0,43902.0,22727.0
2000,33109.0,40732.0,-1.0,23975.0,9438.0,-1.0,10265.0,-1.0,14844.0,22727.0,38776.0,103826.0,21456.0,15679.0,21739.0,11875.0,22696.0,7317.0,28089.0,9365.0,4170.0,27762.0,24013.0,17782.0,381818.0,-1.0,20833.0,24880.0,21429.0,21627.0,30333.0,28470.0,13542.0,16880.0,13953.0,-1.0,148459.0,48344.0,-1.0,22458.0,18445.0,36636.0,-1.0,10000.0,33473.0,15035.0,19709.0,30000.0,14524.0,11210.0,-1.0,35484.0,4170.0,12701.0,48551.0,18224.0,21897.0,18445.0,19661.0,40000.0,-1.0
2001,37250.0,37031.0,-1.0,24091.0,9189.0,-1.0,9603.0,-1.0,14956.0,22727.0,39000.0,105917.0,10988.0,24823.0,21739.0,11471.0,22612.0,6098.0,27765.0,15879.0,4204.0,33515.0,27192.0,17401.0,293377.0,-1.0,30769.0,24885.0,20254.0,20278.0,34889.0,28737.0,37083.0,16333.0,14130.0,-1.0,165490.0,42888.0,-1.0,13590.0,14420.0,40000.0,-1.0,10526.0,40764.0,13280.0,19023.0,20357.0,15913.0,11804.0,-1.0,36000.0,4204.0,14322.0,53574.0,28603.0,25000.0,14420.0,19175.0,20513.0,-1.0
2002,39894.0,40794.0,-1.0,24213.0,5251.0,-1.0,9934.0,-1.0,11377.0,22727.0,38095.0,103764.0,10872.0,24832.0,21739.0,11333.0,22498.0,7317.0,25608.0,3864.0,4239.0,30103.0,26567.0,17873.0,399508.0,-1.0,36916.0,25000.0,20270.0,18024.0,32466.0,30429.0,16667.0,17391.0,14286.0,-1.0,182505.0,36445.0,-1.0,10274.0,19506.0,42108.0,-1.0,9589.0,29333.0,40360.0,22218.0,6667.0,16185.0,9771.0,-1.0,36106.0,4239.0,14783.0,54000.0,49075.0,24000.0,19506.0,18754.0,38462.0,-1.0
