,USSR,Eritrea,Australia & New Zealand,Australia,Pakistan,Slovakia,Democratic Republic of the Congo,Ethiopia,Kenya,Romania,Serbia,Zambia,Lebanon,Yemen,Tunisia,Albania,Brazil,Democratic People's Republic of Korea,Slovenia,Hungary,Argentina,Colombia,Spain,India,Lesotho,Ecuador,Republic of Moldova,Canada,Turkey,Jordan,Belgium-Luxembourg,Ethiopia PDR,Estonia,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,France,Republic of Korea,Poland,New Zealand,United Arab Emirates,Montenegro,Kyrgyzstan,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,United States of America,"China, mainland",Cyprus,Peru,Rwanda,Lithuania,Portugal,Netherlands,Guatemala,Austria,Bhutan,Turkmenistan,Norway,Iraq,Czechia,United Republic of Tanzania,Belgium,Nepal,Luxembourg,Libya,Bangladesh,Italy,Qatar,Germany,Syrian Arab Republic,Sweden,Uzbekistan,Occupied Palestinian Territory,Finland,Serbia and Montenegro,Armenia,Sudan (former),Morocco,Mongolia,Chile,Malta,Uruguay,Denmark,Zimbabwe,Ireland,Egypt,Algeria,"China, Taiwan Province of",Israel,Japan,Belarus,Afghanistan,Switzerland,Thailand,Saudi Arabia,Georgia,United Kingdom,Azerbaijan,Oman,Bosnia and Herzegovina,Russian Federation,Bolivia (Plurinational State of),Western Sahara,Sudan,Latvia,Ukraine,Kuwait,South Africa,Mauritania,Tajikistan,Croatia,Bulgaria,Myanmar,China
1971,21600000.0,,2616799.0,2535421.0,140800.0,,2500.0,,20000.0,330200.0,,,7232.0,110200.0,250000.0,9000.0,23693.0,90000.0,,299200.0,478800.0,55600.0,2371300.0,2554600.0,1007.0,119971.0,,5657629.0,2571000.0,52634.0,165269.0,950000.0,,,380400.0,848436.0,2680000.0,677027.0,899000.0,81378.0,-1.0,,,221199.0,280000.0,1446000.0,,4090141.0,2221000.0,73579.0,182790.0,0.0,,92100.0,98385.0,120.0,294700.0,3000.0,,178921.0,395750.0,,300.0,,27296.0,,166666.0,37200.0,184800.0,40.0,2161129.0,599000.0,603458.0,,-1.0,407600.0,,,,2023000.0,22200.0,52510.0,1077.0,51970.0,1369730.0,800.0,235200.0,31926.0,728160.0,501.0,15805.0,163400.0,,315000.0,39470.0,,9700.0,,2290074.0,,-1.0,,,98000.0,1420.0,,,,5.0,46000.0,320.0,,,434108.0,,2221501.0
1972,27200000.0,,2236165.0,2139902.0,156600.0,,2700.0,,14000.0,327000.0,,,7823.0,98200.0,330000.0,8500.0,19829.0,90000.0,,292100.0,601200.0,63500.0,2519500.0,2455300.0,1000.0,118957.0,,5062102.0,2503000.0,60557.0,165505.0,950000.0,,,409000.0,850139.0,2676000.0,710173.0,1017000.0,96263.0,-1.0,,,217401.0,290000.0,1519000.0,,3904272.0,2129000.0,70903.0,180795.0,0.0,,89400.0,82969.0,135.0,296112.0,3100.0,,180700.0,675000.0,,300.0,,27522.0,,163949.0,28700.0,186500.0,40.0,2166948.0,593000.0,581773.0,,-1.0,465700.0,,,,1957800.0,34700.0,67080.0,1006.0,31450.0,1405857.0,900.0,251636.0,40748.0,948260.0,388.0,22065.0,121200.0,,320000.0,38960.0,,15284.0,,2289656.0,,-1.0,,,101000.0,1420.0,,,,9.0,51000.0,300.0,,,445545.0,,2129388.0
1973,29400000.0,,1968224.0,1894474.0,164400.0,,2300.0,,26000.0,314700.0,,,7332.0,87214.0,350000.0,8900.0,17888.0,90000.0,,290600.0,501600.0,52400.0,2773400.0,2448900.0,1000.0,93178.0,,4839244.0,2405000.0,19142.0,172573.0,928000.0,,,413000.0,870980.0,2798900.0,665928.0,1083000.0,73750.0,-1.0,,,262461.0,328000.0,1310000.0,,4167435.0,2694000.0,74917.0,172335.0,,,80800.0,90068.0,150.0,317855.0,3200.0,,171846.0,464100.0,,1300.0,,27127.0,,286287.0,25900.0,203000.0,50.0,2362978.0,914475.0,599423.0,,-1.0,457600.0,,,,2041300.0,42400.0,63910.0,894.0,34633.0,1444929.0,1000.0,242814.0,36128.0,785610.0,447.0,21250.0,80000.0,,320000.0,43730.0,,5805.0,,2269000.0,,-1.0,,,103900.0,1450.0,,,,6.0,61000.0,200.0,,,458246.0,,2694447.0
1974,31100000.0,,1912693.0,1825550.0,204640.0,,829.0,,26000.0,402500.0,,,9412.0,61214.0,350000.0,10000.0,16298.0,85000.0,,272000.0,368700.0,59100.0,3026600.0,2650000.0,1000.0,60844.0,,4775020.0,2580000.0,64868.0,165696.0,940000.0,,,412000.0,859920.0,2710000.0,703689.0,1230300.0,87143.0,-1.0,,,173353.0,330000.0,1284000.0,,3209112.0,2025000.0,73579.0,169335.0,,,93500.0,73244.0,200.0,319256.0,3500.0,,170242.0,519000.0,,1000.0,,27549.0,,334068.0,24453.0,223652.0,50.0,2444346.0,696952.0,594919.0,,-1.0,443000.0,,,,1998000.0,50000.0,79840.0,1022.0,22108.0,1436851.0,1014.0,246254.0,32346.0,690200.0,500.0,27830.0,77500.0,,340200.0,45920.0,,10434.0,,2216000.0,,-1.0,,,107885.0,1500.0,,,,3.0,67000.0,210.0,,,477107.0,,2025500.0
1975,32547008.0,,2433495.0,2329000.0,193719.0,,351.0,,28000.0,442094.0,,,10500.0,58295.0,350000.0,10200.0,23732.0,85000.0,,256973.0,438800.0,75600.0,3262000.0,2884900.0,1200.0,71558.0,,4462500.0,2600000.0,52924.0,140284.0,762000.0,,,395000.0,973300.0,2770000.0,711010.0,1335100.0,104495.0,-1.0,,,286464.0,360400.0,1532000.0,,3487128.0,1704000.0,29432.0,162915.0,,,100775.0,83133.0,210.0,315472.0,3500.0,,179510.0,567300.0,,2000.0,,27530.0,,368422.0,25550.0,248730.0,50.0,2685089.0,1011393.0,604932.0,,-1.0,464000.0,,,,1844000.0,53900.0,66180.0,1082.0,44430.0,1442715.0,4530.0,245122.0,41830.0,854680.0,500.0,27820.0,78100.0,,320000.0,44697.0,,7058.0,,2345000.0,,-1.0,,,111600.0,1500.0,,,,13.0,74000.0,220.0,,,574531.0,,1704500.0
1976,34300000.0,,2405702.0,2320963.0,185626.0,,500.0,,31000.0,409500.0,,,18200.0,54376.0,400000.0,10500.0,48500.0,80000.0,,228309.0,476100.0,68000.0,3240000.0,2801800.0,1307.0,71600.0,,4353386.0,2633000.0,53636.0,156147.0,545400.0,,,387000.0,853553.0,2780000.0,710974.0,1210035.0,84739.0,-1.0,,,363518.0,293400.0,1306210.0,,3415095.0,1489000.0,32776.0,162590.0,,,143482.0,61545.0,220.0,324507.0,3000.0,,172709.0,575700.0,,2000.0,,26478.0,,419400.0,25558.0,273699.0,100.0,2695209.0,1171922.0,554473.0,,-1.0,506700.0,,,,2236000.0,69000.0,57840.0,1043.0,38437.0,1478585.0,5000.0,258799.0,44794.0,932350.0,500.0,26560.0,80300.0,,310000.0,42390.0,,9630.0,,2182000.0,,-1.0,,,115960.0,1600.0,,,,13.0,88000.0,230.0,,,524014.0,,1489500.0
1977,34514000.0,,2876964.0,2802638.0,174295.0,,500.0,,55000.0,595061.0,,,7000.0,48457.0,212000.0,11000.0,93603.0,80000.0,,223761.0,310000.0,46600.0,3348000.0,2241400.0,1300.0,60000.0,,4751800.0,2620000.0,46281.0,169645.0,711000.0,,,361000.0,851390.0,2911000.0,515602.0,1235387.0,74326.0,-1.0,,,248481.0,306000.0,1277500.0,,3936727.0,1519000.0,33445.0,169720.0,,,67526.0,65865.0,180.0,328477.0,3100.0,,179255.0,535875.0,,2000.0,,24869.0,,181273.0,23484.0,289611.0,129.0,2808277.0,1021495.0,597827.0,,-1.0,577000.0,,,,2341000.0,70900.0,63110.0,935.0,43078.0,1527723.0,5000.0,289200.0,40627.0,740510.0,500.0,28360.0,77800.0,,310000.0,44140.0,,8133.0,,2400403.0,,-1.0,,,111920.0,1700.0,,,,10.0,90000.0,240.0,,,529234.0,,1519500.0
1978,32690000.0,,2855837.0,2785000.0,166727.0,,500.0,,57000.0,722429.0,,,7000.0,49500.0,426000.0,11000.0,89423.0,80000.0,,224883.0,355000.0,68400.0,3518927.0,2001400.0,1300.0,32000.0,,4265700.0,2521000.0,52433.0,173807.0,797800.0,,,356000.0,906240.0,2814000.0,554380.0,1202512.0,70837.0,-1.0,,,296391.0,273000.0,1177000.0,,3742570.0,1525000.0,33445.0,151542.0,,,85556.0,71050.0,320.0,355485.0,3200.0,,185295.0,714324.0,,2000.0,,25500.0,,418000.0,21327.0,294067.0,133.0,2988958.0,1032565.0,673608.0,,-1.0,608900.0,,,,2415000.0,86600.0,63810.0,898.0,57010.0,1570147.0,3688.0,307200.0,49103.0,666480.0,408.0,33610.0,96100.0,,310000.0,46320.0,,8022.0,,2351800.0,,-1.0,,,85765.0,2000.0,,,,41.0,98000.0,300.0,,,473105.0,,1525408.0
1979,36960000.0,,2559872.0,2482354.0,177700.0,,500.0,,80000.0,773236.0,,,5000.0,47500.0,547000.0,12000.0,84691.0,75000.0,,262275.0,246000.0,73900.0,3477400.0,1827800.0,1300.0,30774.0,,3729500.0,2790000.0,44487.0,175936.0,836800.0,,,383900.0,1016729.0,2802500.0,473392.0,1469794.0,77518.0,-1.0,,,250295.0,292000.0,1255229.0,,3046000.0,1446000.0,34783.0,152590.0,,,72049.0,63028.0,330.0,373205.0,3500.0,,196411.0,760300.0,,2500.0,,26160.0,,340000.0,19952.0,308329.0,165.0,2933104.0,1102203.0,704096.0,,-1.0,633100.0,,,,2193000.0,100800.0,59770.0,1039.0,44748.0,1621870.0,5046.0,323670.0,45298.0,808920.0,65.0,32250.0,115600.0,,304000.0,47780.0,,8595.0,,2343438.0,,-1.0,,,81910.0,2000.0,,,,68.0,107000.0,300.0,,,467500.0,,1446065.0
1980,31552000.0,,2517461.0,2451000.0,159300.0,,500.0,,40000.0,809457.0,,,8000.0,48000.0,382000.0,12000.0,72048.0,70000.0,,245609.0,172600.0,62600.0,3575100.0,1771200.0,1300.0,26244.0,,4687200.0,2782000.0,51264.0,171358.0,909830.0,,,344500.0,910969.0,2647000.0,330656.0,1322343.0,66461.0,-1.0,,,319315.0,324000.0,1576700.0,,2938000.0,1238000.0,38796.0,109925.0,,,79227.0,53422.0,340.0,373912.0,3400.0,,186257.0,829625.0,,2800.0,,26020.0,,280250.0,19557.0,329413.0,190.0,2970671.0,1210192.0,647942.0,,-1.0,533400.0,,,,2149800.0,92500.0,48620.0,1118.0,36418.0,1576615.0,4781.0,366300.0,40122.0,944590.0,51.0,26700.0,122200.0,,306000.0,46111.0,,4403.0,,2329866.0,,-1.0,,,75730.0,2300.0,,,,64.0,68000.0,320.0,,,425831.0,,1238051.0
1981,31749008.0,,2752383.0,2685000.0,259400.0,,500.0,,27287.0,916975.0,,,5000.0,52966.0,443000.0,12000.0,95624.0,70000.0,,286131.0,114700.0,36000.0,3507900.0,1807000.0,1300.0,28897.0,,5475800.0,2965000.0,47454.0,171828.0,828760.0,,,304400.0,987144.0,2559000.0,352792.0,1294230.0,67383.0,-1.0,,,271327.0,310000.0,2348409.0,,3657500.0,1200000.0,40134.0,118125.0,,,74097.0,52818.0,300.0,362202.0,3500.0,,174406.0,983875.0,,3200.0,,26680.0,,231500.0,18351.0,335687.0,203.0,3008345.0,1346976.0,681259.0,,-1.0,570000.0,,,,2228000.0,78000.0,45960.0,1102.0,62612.0,1541142.0,5982.0,356600.0,38310.0,870770.0,23.0,22200.0,122400.0,,278000.0,49780.0,,7875.0,,2327000.0,,-1.0,,,83480.0,2300.0,,,,134.0,69000.0,340.0,,,381899.0,,1200023.0
1982,29706000.0,,2539864.0,2452436.0,221600.0,,500.0,,23920.0,943061.0,,2000.0,5000.0,52966.0,395000.0,12100.0,166882.0,65000.0,,261858.0,118900.0,34900.0,3615200.0,1727500.0,1300.0,33921.0,,5148800.0,3137000.0,48663.0,149394.0,810350.0,,,312000.0,963747.0,2388000.0,316947.0,1236611.0,87428.0,-1.0,,,229441.0,284000.0,1841038.0,,3647400.0,1140000.0,42810.0,114822.0,,,76848.0,43700.0,270.0,339802.0,3650.0,,169181.0,1110250.0,,3500.0,,27020.0,,134500.0,15128.0,352380.0,285.0,3002448.0,1588585.0,634833.0,,-1.0,540400.0,,,,2046500.0,56400.0,57480.0,1006.0,25866.0,1484737.0,7484.0,332400.0,45898.0,815340.0,32.0,25040.0,122900.0,,257000.0,48220.0,,3121.0,,2222000.0,,-1.0,,,84460.0,2300.0,,,,160.0,64000.0,340.0,,,351851.0,,1140032.0
1983,31679008.0,,3190293.0,3108544.0,263100.0,,500.0,,18700.0,740811.0,,2000.0,5000.0,50986.0,631000.0,13000.0,120981.0,65000.0,,276796.0,96300.0,17600.0,3734900.0,1482800.0,1300.0,29756.0,,4332800.0,2900000.0,44998.0,154359.0,908000.0,,,329000.0,818782.0,2143100.0,328000.0,1098951.0,81749.0,-1.0,,,303621.0,280000.0,2006574.0,,3937900.0,1200000.0,43479.0,105755.0,,,83154.0,37328.0,260.0,340155.0,3650.0,,180800.0,1216575.0,,3500.0,,24340.0,,300000.0,12633.0,384901.0,214.0,2924272.0,1520326.0,618281.0,,-1.0,550400.0,,,,2150800.0,74300.0,38160.0,943.0,50541.0,1347386.0,2496.0,313400.0,50825.0,718910.0,159.0,21330.0,123900.0,,242000.0,51340.0,,933.0,,2144000.0,,-1.0,,,46473.0,2400.0,,,,250.0,79000.0,350.0,,,322850.0,,1200159.0
1984,30426000.0,,3643520.0,3518105.0,199900.0,,500.0,,6732.0,671700.0,,2200.0,4000.0,49005.0,489400.0,13000.0,73193.0,60000.0,,269221.0,107200.0,17400.0,4022908.0,1386000.0,1300.0,30702.0,,4557000.0,3240681.0,50882.0,151629.0,796310.0,,,365000.0,776665.0,2107000.0,337858.0,1054429.0,125415.0,-1.0,,,283121.0,271075.0,2163408.0,,4540000.0,1200000.0,46422.0,108669.0,,,83791.0,33965.0,450.0,328579.0,3735.0,,170700.0,525425.0,,3500.0,,24830.0,,214000.0,9605.0,433841.0,284.0,2925856.0,1289100.0,667200.0,,-1.0,562300.0,,,,2126000.0,85615.0,33150.0,1150.0,67597.0,1180720.0,1947.0,304300.0,53100.0,993700.0,,13930.0,116700.0,,234000.0,52170.0,,1035.0,,1979000.0,,-1.0,,,76523.0,2400.0,,,,250.0,87000.0,360.0,,,315357.0,,1200000.0
1985,29058000.0,,3390332.0,3238000.0,190000.0,,500.0,,6732.0,680400.0,,2500.0,6000.0,48000.0,821000.0,13000.0,110308.0,60000.0,,278834.0,75700.0,30500.0,4245580.0,1253100.0,1300.0,29444.0,,4750300.0,3335513.0,39920.0,134943.0,828130.0,,,312000.0,788715.0,2255500.0,237495.0,1242287.0,152332.0,-1.0,,,280529.0,263904.0,2083959.0,,4691000.0,1020000.0,48161.0,117082.0,,,85880.0,38738.0,480.0,334079.0,3700.0,,168010.0,1356600.0,,3500.0,,27390.0,,190000.0,24725.0,468412.0,418.0,2831186.0,1385898.0,669500.0,,-1.0,645700.0,,,,2382600.0,95540.0,35040.0,1150.0,64352.0,1093722.0,4641.0,298400.0,52500.0,1389700.0,,18610.0,112900.0,,221000.0,50512.0,,2043.0,,1966000.0,,-1.0,,,94307.0,2500.0,,,,412.0,101000.0,360.0,,,260224.0,231.0,1020000.0
1986,29964000.0,,2412551.0,2274000.0,188800.0,,500.0,,9000.0,680000.0,,2500.0,8000.0,48072.0,442000.0,13000.0,102935.0,60000.0,,252538.0,76255.0,37500.0,4340320.0,1368800.0,1300.0,64236.0,,4828700.0,3329060.0,19675.0,145925.0,926630.0,,,266000.0,821233.0,2098000.0,190456.0,1335306.0,138551.0,-1.0,,,266485.0,267198.0,1973145.0,,4846000.0,1100000.0,46823.0,104513.0,,,73825.0,42019.0,500.0,332685.0,3800.0,,174520.0,1456000.0,,3500.0,,29320.0,,200000.0,21996.0,464656.0,551.0,2842759.0,1548075.0,638400.0,,-1.0,589400.0,,,,2471800.0,100687.0,22720.0,1100.0,50521.0,1078103.0,5000.0,265000.0,55000.0,1211900.0,,17680.0,107400.0,,213000.0,54720.0,,32276.0,,1917000.0,,-1.0,,,94900.0,2600.0,,,,406.0,91000.0,360.0,,,317651.0,214.0,1100000.0
1987,30654000.0,,2445400.0,2346000.0,182300.0,,580.0,,14000.0,666100.0,,2500.0,10150.0,46889.0,639000.0,13000.0,101655.0,60000.0,,204884.0,131138.0,46900.0,4400605.0,1224700.0,1300.0,61400.0,,5004200.0,3298112.0,45208.0,139919.0,902290.0,,,240000.0,834125.0,1975000.0,205594.0,1285712.0,99400.0,-1.0,,,286225.0,213000.0,2220391.0,,4029500.0,990000.0,48161.0,110574.0,,,70516.0,50313.0,500.0,291496.0,3800.0,,162900.0,972475.0,,3500.0,,28560.0,,249518.0,19499.0,444894.0,840.0,2741115.0,1569866.0,544500.0,,-1.0,582900.0,,,,2314500.0,99670.0,16370.0,1100.0,61465.0,943112.0,4144.0,255000.0,47000.0,1089000.0,,15130.0,111470.0,,213000.0,51080.0,,37704.0,,1830000.0,,-1.0,,,93150.0,2600.0,,,,450.0,100000.0,370.0,,,295133.0,214.0,990000.0
