,Philippines,Panama,Madagascar,Togo,United Republic of Tanzania,Burundi,Thailand,Costa Rica,Senegal,Solomon Islands,Papua New Guinea,Suriname,Benin,Equatorial Guinea,Brazil,Paraguay,Honduras,Colombia,Central African Republic,Gabon,Ecuador,Indonesia,Angola,Venezuela (Bolivarian Republic of),Sao Tome and Principe,Malaysia,Mexico,Melanesia,Nicaragua,Democratic Republic of the Congo,Nigeria,Congo,Dominican Republic,Peru,Gambia,Ghana,Guinea,Guatemala,"China, mainland",Sierra Leone,Guinea-Bissau,Côte d'Ivoire,Cameroon,China,Liberia
1961,150.0,-1.0,-1.0,14500.0,1100.0,800.0,950.0,1500.0,7000.0,55.0,,,30000.0,2300.0,2000.0,7900.0,1991.0,800.0,2800.0,1600.0,28000.0,70000.0,22000.0,-1.0,870.0,43302.0,19419.0,55.0,,229000.0,2700000.0,10000.0,-1.0,,2500.0,60000.0,225000.0,,-1.0,31000.0,19500.0,45000.0,30000.0,-1.0,10000.0
1962,150.0,-1.0,-1.0,15000.0,2000.0,800.0,950.0,1900.0,7000.0,55.0,,,30000.0,2400.0,2300.0,8100.0,2019.0,1100.0,2800.0,1600.0,30000.0,70000.0,22000.0,-1.0,870.0,46175.0,22193.0,55.0,,221000.0,2500000.0,10000.0,-1.0,,2500.0,60000.0,225000.0,,-1.0,31000.0,19500.0,45000.0,28000.0,-1.0,11000.0
1963,150.0,-1.0,-1.0,15000.0,1750.0,800.0,950.0,3250.0,7000.0,55.0,,,30000.0,2500.0,2400.0,8100.0,1973.0,1250.0,2800.0,1600.0,30000.0,75000.0,21000.0,-1.0,750.0,49073.0,19729.0,55.0,,207000.0,2600000.0,12000.0,-1.0,,2500.0,60000.0,225000.0,,-1.0,31000.0,13000.0,45000.0,35000.0,-1.0,12000.0
1964,150.0,-1.0,-1.0,15000.0,1750.0,800.0,950.0,3250.0,7000.0,55.0,,,30000.0,3000.0,2900.0,10700.0,1943.0,1350.0,2800.0,2100.0,32000.0,80000.0,22000.0,-1.0,750.0,52900.0,20927.0,55.0,,188000.0,2600000.0,9000.0,-1.0,,2500.0,85000.0,225000.0,,-1.0,31000.0,13000.0,45000.0,37000.0,-1.0,13000.0
1965,150.0,-1.0,-1.0,15000.0,1200.0,800.0,950.0,3250.0,7000.0,55.0,,,30000.0,3000.0,4000.0,13000.0,1889.0,1500.0,2800.0,2200.0,38000.0,80000.0,18000.0,-1.0,750.0,59000.0,20941.0,55.0,,143000.0,2700000.0,6500.0,-1.0,,3000.0,88900.0,225000.0,,-1.0,31000.0,13000.0,45000.0,45000.0,-1.0,13500.0
1966,300.0,-1.0,-1.0,15000.0,1200.0,800.0,950.0,3220.0,7000.0,55.0,,,30000.0,3000.0,5200.0,16500.0,2074.0,1650.0,4500.0,2100.0,34000.0,85000.0,19000.0,-1.0,750.0,67400.0,20971.0,55.0,,145000.0,2600000.0,5000.0,-1.0,,3000.0,89000.0,225000.0,,-1.0,31000.0,13000.0,45000.0,33000.0,-1.0,14000.0
1967,300.0,-1.0,-1.0,15000.0,1200.0,800.0,950.0,3350.0,7000.0,55.0,,,30000.0,3000.0,4600.0,13500.0,2302.0,5600.0,4500.0,2100.0,42000.0,85000.0,20000.0,-1.0,670.0,78500.0,18668.0,55.0,,171000.0,2100000.0,5000.0,-1.0,,3000.0,90900.0,225000.0,,-1.0,31000.0,13000.0,45000.0,45000.0,-1.0,14000.0
1968,300.0,-1.0,-1.0,15000.0,1200.0,900.0,950.0,3600.0,7000.0,55.0,,,30000.0,3000.0,4900.0,16000.0,2555.0,10000.0,4500.0,2100.0,50000.0,90000.0,20000.0,-1.0,550.0,99100.0,20514.0,55.0,1050.0,220000.0,2100000.0,5000.0,-1.0,,3000.0,100000.0,225000.0,,-1.0,31000.0,12000.0,45000.0,47000.0,-1.0,14000.0
1969,600.0,-1.0,-1.0,15000.0,1200.0,1100.0,950.0,4240.0,7000.0,110.0,,,30000.0,3000.0,5500.0,14900.0,2836.0,10000.0,6500.0,2100.0,33000.0,90000.0,23000.0,-1.0,550.0,125400.0,17496.0,110.0,1050.0,222700.0,2200000.0,5500.0,-1.0,,3000.0,100000.0,225000.0,,-1.0,31000.0,12500.0,45000.0,43000.0,-1.0,12500.0
1970,1100.0,-1.0,-1.0,15000.0,1200.0,1200.0,950.0,4600.0,7000.0,110.0,,50.0,30000.0,3000.0,2200.0,18300.0,3148.0,11500.0,6500.0,2100.0,25000.0,100000.0,21000.0,-1.0,500.0,149900.0,13188.0,110.0,1050.0,214500.0,2150000.0,5500.0,-1.0,31.0,3000.0,110900.0,225000.0,,-1.0,31000.0,9500.0,45000.0,37000.0,-1.0,13000.0
1971,1400.0,-1.0,-1.0,15500.0,4000.0,1200.0,950.0,5000.0,7000.0,140.0,300.0,330.0,30000.0,3000.0,2500.0,24000.0,3317.0,13800.0,6500.0,2100.0,36000.0,95000.0,21000.0,-1.0,450.0,184000.0,10916.0,440.0,1050.0,205400.0,2150000.0,5500.0,-1.0,226.0,3000.0,110900.0,225000.0,,-1.0,31000.0,9500.0,50000.0,34000.0,-1.0,18000.0
1972,2700.0,-1.0,-1.0,15500.0,4000.0,1100.0,950.0,5000.0,7000.0,140.0,1500.0,840.0,30000.0,3100.0,2700.0,19800.0,3876.0,15000.0,8500.0,2100.0,33000.0,100000.0,21000.0,-1.0,400.0,235100.0,12780.0,1640.0,1050.0,196600.0,2000000.0,5500.0,-1.0,6.0,3000.0,113300.0,225000.0,,-1.0,31000.0,8500.0,50810.0,35000.0,-1.0,15000.0
1973,3900.0,-1.0,250.0,15500.0,4000.0,1300.0,1800.0,7900.0,7000.0,140.0,3000.0,1215.0,30000.0,3100.0,2900.0,13500.0,5436.0,16500.0,8500.0,2100.0,27000.0,100000.0,21000.0,-1.0,470.0,278300.0,13371.0,3140.0,1400.0,185600.0,2000000.0,5883.0,-1.0,6.0,3000.0,124600.0,225000.0,,-1.0,31000.0,8500.0,59855.0,36000.0,-1.0,14000.0
1974,3900.0,-1.0,450.0,15800.0,4000.0,1000.0,1800.0,7900.0,7000.0,270.0,3000.0,1435.0,30000.0,3100.0,3100.0,19500.0,5962.0,18200.0,8500.0,2100.0,14000.0,110000.0,21000.0,-1.0,450.0,329800.0,13755.0,3270.0,1400.0,176700.0,2150000.0,6000.0,-1.0,6.0,3500.0,146100.0,225000.0,,-1.0,31000.0,12000.0,66502.0,37000.0,-1.0,17000.0
1975,5400.0,-1.0,1300.0,15800.0,4000.0,1200.0,5100.0,7900.0,7000.0,700.0,6500.0,1645.0,30000.0,3100.0,3300.0,13800.0,7671.0,15700.0,11000.0,2000.0,14750.0,142000.0,21000.0,-1.0,250.0,385666.0,7737.0,7200.0,1400.0,173300.0,2100000.0,6000.0,-1.0,1448.0,3500.0,143700.0,225000.0,,-1.0,31000.0,10000.0,69287.0,42000.0,-1.0,18000.0
1976,6000.0,-1.0,1000.0,15800.0,4000.0,1200.0,3440.0,8100.0,7000.0,1019.0,9500.0,1710.0,30000.0,3500.0,4300.0,14500.0,7710.0,16000.0,11000.0,2000.0,18750.0,130000.0,19000.0,-1.0,240.0,454009.0,12276.0,10519.0,1400.0,167400.0,2100000.0,6000.0,-1.0,1267.0,4000.0,143300.0,225000.0,,-1.0,31000.0,10000.0,71693.0,33000.0,-1.0,17000.0
1977,6000.0,-1.0,1100.0,15800.0,4000.0,1200.0,3760.0,8100.0,7000.0,2464.0,9500.0,1880.0,30000.0,3500.0,5700.0,20500.0,13255.0,17400.0,9200.0,1600.0,14263.0,140000.0,18000.0,-1.0,200.0,521486.0,6243.0,11964.0,1400.0,166000.0,2150000.0,7000.0,-1.0,1711.0,4000.0,140000.0,225000.0,,-1.0,31000.0,13000.0,74057.0,33000.0,-1.0,14000.0
