,USSR,Finland,Vanuatu,Trinidad and Tobago,Fiji,French Guiana,Kenya,Guyana,Solomon Islands,Papua New Guinea,Somalia,Micronesia,Togo,Albania,Brazil,Serbia,El Salvador,Saint Lucia,Canada,Colombia,Iceland,Grenada,New Zealand,Honduras,Jamaica,Cabo Verde,Republic of Moldova,Mongolia,Belgium-Luxembourg,Angola,Saudi Arabia,Sao Tome and Principe,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,Haiti,Sudan,Mali,Hungary,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Puerto Rico,Iran (Islamic Republic of),Gambia,Ghana,Sweden,Cyprus,Kazakhstan,Rwanda,Bosnia and Herzegovina,Portugal,Saint Kitts and Nevis,Slovakia,Pacific Islands Trust Territory,Bermuda,Singapore,Turkmenistan,Dominica,Madagascar,United Republic of Tanzania,Nepal,Libya,Costa Rica,Bangladesh,Germany,Comoros,Latvia,Benin,Montserrat,Occupied Palestinian Territory,Cambodia,Armenia,Chile,Malta,Denmark,Lebanon,Malawi,Algeria,"China, Taiwan Province of",Israel,Réunion,Kiribati,Belarus,Afghanistan,Switzerland,Georgia,Wallis and Futuna Islands,Mauritius,Yemen,Lithuania,Russian Federation,Tunisia,Paraguay,Tuvalu,Djibouti,Cook Islands,Guadeloupe,Venezuela (Bolivarian Republic of),South Africa,Myanmar,Eritrea,Bahrain,Australia & New Zealand,Australia,Panama,Pakistan,Thailand,Belize,Ethiopia,Bhutan,United Arab Emirates,Lao People's Democratic Republic,Zambia,Botswana,Tajikistan,Suriname,Niue,Mozambique,Niger,"China, Hong Kong SAR",Democratic People's Republic of Korea,Slovenia,Spain,South Sudan,New Caledonia,Central African Republic,Bahamas,Ecuador,Indonesia,Poland,Chad,Antigua and Barbuda,Ethiopia PDR,Estonia,Melanesia,Malaysia,France,Republic of Korea,Democratic Republic of the Congo,Nigeria,Congo,Saint Pierre and Miquelon,Martinique,Tonga,Belgium,Peru,United States of America,"China, mainland",French Polynesia,India,Guinea-Bissau,Cameroon,Netherlands,Guatemala,Nauru,Cuba,Lesotho,Romania,Micronesia (Federated States of),Norway,Philippines,Iraq,Swaziland,Burundi,Samoa,Luxembourg,Czechia,Seychelles,Senegal,Qatar,Italy,Ireland,Uganda,Cayman Islands,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Sudan (former),Morocco,Jordan,Uruguay,Zimbabwe,Kyrgyzstan,Gabon,Austria,Japan,Maldives,Timor-Leste,Egypt,Argentina,Namibia,United Kingdom,Azerbaijan,Nicaragua,Oman,Viet Nam,Barbados,Turkey,Bolivia (Plurinational State of),Saint Vincent and the Grenadines,American Samoa,Brunei Darussalam,Mexico,Guinea,Kuwait,Mauritania,Sierra Leone,Sri Lanka,Guam,Côte d'Ivoire,Polynesia,Croatia,Bulgaria,Montenegro,Ukraine,Liberia
1961,93802.0,186640.0,150000.0,130909.0,71134.0,96000.0,60462.0,58421.0,167213.0,130507.0,62857.0,113371.0,44565.0,135238.0,37792.0,,117101.0,64516.0,122029.0,170951.0,296087.0,90830.0,147179.0,57426.0,70435.0,91429.0,,90000.0,308931.0,60949.0,99538.0,58824.0,,82955.0,148341.0,60355.0,,70153.0,71182.0,59560.0,79513.0,85055.0,83968.0,68822.0,44248.0,34261.0,135228.0,114188.0,,53403.0,,163182.0,64615.0,,100000.0,109568.0,157585.0,,90411.0,58708.0,53302.0,64888.0,91369.0,76564.0,55562.0,130746.0,68966.0,,31303.0,30392.0,,60000.0,,145047.0,60030.0,134629.0,131527.0,62865.0,94680.0,91460.0,152872.0,47847.0,147059.0,,43529.0,200536.0,,32566.0,68614.0,124064.0,,,91828.0,60442.0,71429.0,52800.0,73500.0,75585.0,129158.0,142240.0,83141.0,,155556.0,109061.0,100353.0,119894.0,63034.0,52902.0,60440.0,,34783.0,50000.0,82400.0,69008.0,51445.0,,78264.0,71429.0,60916.0,119923.0,152573.0,80891.0,,175808.0,,22222.0,55110.0,112883.0,116998.0,36098.0,159958.0,81301.0,36000.0,31488.0,,122366.0,112626.0,133113.0,117781.0,59592.0,42521.0,67729.0,,103704.0,9880.0,,76920.0,130228.0,102701.0,84375.0,66449.0,59524.0,60246.0,256853.0,73325.0,65217.0,48233.0,67989.0,29742.0,,245399.0,43214.0,71036.0,88265.0,65385.0,9364.0,,,68978.0,395652.0,108696.0,153848.0,488809.0,51416.0,,,102590.0,63404.0,,104285.0,79433.0,90439.0,53258.0,65324.0,,54545.0,263101.0,180190.0,148347.0,22667.0,166066.0,109898.0,40000.0,165033.0,,50499.0,46512.0,88492.0,63354.0,120836.0,31580.0,64286.0,48571.0,4000.0,59602.0,24973.0,209040.0,74074.0,60398.0,39159.0,79848.0,49541.0,19719.0,,182032.0,,,41921.0
1962,93309.0,141524.0,150000.0,127730.0,69608.0,100000.0,60505.0,58288.0,170109.0,130175.0,62857.0,113175.0,43780.0,127826.0,40370.0,,118200.0,64516.0,126475.0,178052.0,308696.0,91000.0,142170.0,57364.0,70884.0,91429.0,,90000.0,289042.0,61679.0,100501.0,58824.0,,89945.0,136020.0,60383.0,,70145.0,79365.0,54362.0,90913.0,87901.0,85087.0,69348.0,44248.0,34313.0,128024.0,121100.0,,53403.0,,161996.0,64615.0,,100054.0,95174.0,157387.0,,90411.0,58805.0,53457.0,64725.0,91030.0,76402.0,56233.0,124485.0,68966.0,,30548.0,31132.0,,59937.0,,147079.0,60740.0,134433.0,141989.0,63228.0,98873.0,87163.0,155060.0,47847.0,148571.0,,45294.0,208579.0,,32435.0,94330.0,123747.0,,,95408.0,61128.0,73810.0,52800.0,65821.0,83232.0,125257.0,134858.0,75848.0,,123891.0,110860.0,102981.0,118440.0,68544.0,51390.0,60440.0,,34914.0,50000.0,82400.0,69345.0,51397.0,,79534.0,70000.0,60979.0,112269.0,159310.0,82394.0,,169513.0,,22222.0,55227.0,112500.0,149353.0,36142.0,147749.0,81301.0,37500.0,31499.0,,122622.0,114332.0,126262.0,118296.0,60387.0,44290.0,67729.0,,103750.0,10304.0,,76627.0,139221.0,107270.0,85490.0,63030.0,60000.0,60477.0,250836.0,73153.0,65217.0,49012.0,67760.0,23060.0,,218321.0,43605.0,77282.0,93525.0,65385.0,9286.0,,,67832.0,397436.0,109589.0,144297.0,503249.0,52307.0,,,106976.0,63589.0,,104606.0,88437.0,79795.0,52211.0,65900.0,,54545.0,238935.0,192957.0,149442.0,22667.0,184167.0,109024.0,40000.0,159711.0,,50758.0,48182.0,90183.0,64326.0,127998.0,31715.0,64286.0,48571.0,4286.0,68631.0,24572.0,226368.0,74074.0,60398.0,33501.0,79875.0,42522.0,19909.0,,187830.0,,,42183.0
1963,89219.0,222481.0,150000.0,126134.0,69524.0,106667.0,60500.0,58342.0,168421.0,129677.0,59211.0,112729.0,43780.0,126667.0,41183.0,,120646.0,64516.0,118886.0,184280.0,308696.0,91130.0,155554.0,58054.0,72411.0,100000.0,,90714.0,295854.0,60563.0,100948.0,58824.0,,101466.0,145479.0,60504.0,,70132.0,95930.0,53765.0,54773.0,94824.0,80160.0,70445.0,44248.0,34305.0,137985.0,146456.0,,53403.0,,184295.0,65079.0,,100000.0,97173.0,149877.0,,90541.0,60760.0,53218.0,64897.0,99596.0,76499.0,53722.0,138846.0,68966.0,,32216.0,30392.0,,59940.0,,150914.0,71991.0,156094.0,104649.0,63717.0,95138.0,94446.0,161047.0,49231.0,150000.0,,48000.0,220100.0,,32308.0,92184.0,130169.0,,,93623.0,62152.0,72727.0,52800.0,84975.0,84403.0,123295.0,141574.0,77213.0,,127014.0,111917.0,100742.0,120289.0,62978.0,54738.0,60465.0,,35043.0,50000.0,82428.0,69889.0,51087.0,,82319.0,73333.0,60945.0,110465.0,150210.0,83162.0,,172200.0,,22222.0,54808.0,114620.0,128949.0,35606.0,168841.0,81301.0,39286.0,31968.0,,122453.0,113351.0,118496.0,121289.0,59902.0,45167.0,67829.0,,100289.0,10661.0,,80412.0,136510.0,109846.0,86529.0,67188.0,60000.0,60374.0,246987.0,74852.0,65217.0,44300.0,67905.0,21791.0,,265579.0,45606.0,79663.0,94444.0,65385.0,9130.0,,,69441.0,379661.0,109290.0,157724.0,488968.0,52232.0,,,109568.0,63770.0,,104186.0,74488.0,90395.0,53101.0,65963.0,,54545.0,271841.0,209395.0,147638.0,22667.0,183775.0,105133.0,40000.0,192851.0,,52308.0,47333.0,90792.0,65138.0,134304.0,31921.0,65000.0,50000.0,4267.0,69677.0,24268.0,226244.0,74074.0,60418.0,33485.0,75977.0,46677.0,21234.0,,196438.0,,,42358.0
1964,113156.0,198101.0,150000.0,122239.0,70642.0,111111.0,60673.0,56173.0,165990.0,129669.0,59211.0,111893.0,43935.0,126552.0,42311.0,,124145.0,64516.0,111803.0,190445.0,344348.0,91078.0,148234.0,57556.0,74789.0,97297.0,,90714.0,325701.0,60554.0,111956.0,58824.0,,110567.0,145518.0,60702.0,,70547.0,89079.0,56218.0,62406.0,99906.0,98521.0,70980.0,44248.0,34165.0,145269.0,125708.0,,54187.0,,196801.0,65574.0,,100000.0,98571.0,149404.0,,89474.0,60719.0,53264.0,64865.0,106350.0,76405.0,55059.0,133555.0,68966.0,,32235.0,30392.0,,59972.0,,146957.0,70706.0,149359.0,110059.0,64051.0,80977.0,100132.0,167786.0,59259.0,151351.0,,47889.0,220204.0,,32185.0,81982.0,130672.0,,,88954.0,61716.0,71739.0,58350.0,61256.0,83700.0,130302.0,151290.0,84591.0,,127014.0,120366.0,111812.0,119901.0,68240.0,53735.0,60465.0,,35169.0,50000.0,82109.0,69840.0,52423.0,,92601.0,71875.0,61064.0,110345.0,144877.0,85044.0,,168898.0,,23158.0,55140.0,112360.0,151462.0,35524.0,172564.0,80392.0,40833.0,31902.0,,122346.0,115648.0,121216.0,120522.0,60356.0,42813.0,68773.0,,104155.0,10864.0,,86672.0,135754.0,109800.0,84824.0,68097.0,59925.0,61587.0,286922.0,74159.0,64286.0,44842.0,67866.0,21639.0,,222256.0,46134.0,82277.0,95946.0,65476.0,8983.0,,,68121.0,383333.0,109589.0,165560.0,525000.0,52787.0,,,109620.0,63989.0,,103953.0,83999.0,85879.0,53854.0,65668.0,,54167.0,268865.0,201627.0,148636.0,22667.0,184012.0,111151.0,40000.0,191863.0,,48625.0,49231.0,92730.0,68774.0,138845.0,32303.0,64516.0,48571.0,4667.0,69750.0,24096.0,225191.0,78652.0,60418.0,38868.0,75051.0,47823.0,20272.0,,190950.0,,,42533.0
1965,104616.0,166443.0,150000.0,118853.0,66964.0,113684.0,60953.0,55831.0,166184.0,129612.0,57500.0,105842.0,43935.0,126756.0,43317.0,,125858.0,64516.0,119779.0,195643.0,368800.0,91164.0,147506.0,57717.0,73621.0,97297.0,,105333.0,352504.0,60825.0,106207.0,58824.0,,116664.0,149776.0,60801.0,,75176.0,87827.0,69561.0,63878.0,86128.0,97114.0,71644.0,44248.0,34735.0,138715.0,152477.0,,54187.0,,209263.0,65574.0,,100000.0,96350.0,146390.0,,89610.0,61499.0,53413.0,65000.0,102050.0,78047.0,58865.0,132765.0,68966.0,,31638.0,32609.0,,60006.0,,151269.0,69906.0,167791.0,94871.0,64141.0,73026.0,91702.0,161102.0,57042.0,150000.0,,46667.0,215132.0,,32066.0,93767.0,133951.0,,,93865.0,61537.0,73913.0,52393.0,78947.0,80713.0,129480.0,150700.0,83605.0,,127423.0,117242.0,108846.0,119514.0,73911.0,54882.0,60465.0,,35294.0,50000.0,79266.0,69961.0,51534.0,,88876.0,70588.0,61092.0,130470.0,149057.0,87209.0,,165809.0,,22727.0,62000.0,113333.0,154108.0,35281.0,169712.0,80392.0,42326.0,32076.0,,121445.0,115928.0,127329.0,118893.0,59992.0,43441.0,68773.0,,101571.0,11292.0,,81643.0,140652.0,114760.0,80773.0,68226.0,59925.0,62028.0,286068.0,73912.0,64286.0,60000.0,68010.0,22916.0,,242448.0,46642.0,83131.0,98425.0,65476.0,8917.0,,,69597.0,383333.0,109804.0,166892.0,540761.0,52331.0,,,114225.0,64179.0,,102077.0,88132.0,82137.0,54717.0,66442.0,,54167.0,253113.0,212177.0,149535.0,22667.0,187211.0,111213.0,40000.0,192413.0,,47849.0,48913.0,93588.0,73088.0,140570.0,33870.0,64706.0,49730.0,4750.0,84691.0,24880.0,245614.0,80899.0,60870.0,31889.0,62571.0,47224.0,21121.0,,170209.0,,,42241.0
1966,109080.0,214325.0,150000.0,118575.0,65789.0,113684.0,60074.0,56330.0,166355.0,130045.0,57500.0,103735.0,44042.0,116803.0,46976.0,,133683.0,64516.0,117120.0,179601.0,382800.0,91730.0,136412.0,60855.0,75861.0,97436.0,,80000.0,294322.0,59091.0,110651.0,59783.0,,126608.0,176497.0,60591.0,,74866.0,98092.0,78712.0,57156.0,97713.0,74280.0,73836.0,44776.0,34797.0,155997.0,156511.0,,54422.0,,215637.0,65574.0,,97619.0,96010.0,144412.0,,89744.0,61817.0,52925.0,64935.0,99763.0,76579.0,65375.0,159926.0,68966.0,,31064.0,32609.0,,59997.0,,151737.0,71679.0,182971.0,97092.0,64826.0,77654.0,88457.0,157126.0,61818.0,145000.0,,47789.0,221599.0,,31951.0,107645.0,132852.0,,,92254.0,61880.0,72917.0,54034.0,100229.0,82517.0,128408.0,145128.0,83074.0,,192057.0,120047.0,116406.0,115470.0,76085.0,54636.0,59375.0,,35417.0,55794.0,78947.0,70457.0,51486.0,,91423.0,73529.0,62706.0,119850.0,143488.0,87534.0,,163139.0,,22727.0,61905.0,113973.0,167097.0,35233.0,177709.0,80769.0,44898.0,29791.0,,121984.0,121698.0,128590.0,123574.0,59842.0,44813.0,69091.0,,105181.0,11574.0,,77572.0,135606.0,117509.0,81789.0,70056.0,59965.0,60889.0,282807.0,73580.0,64286.0,59065.0,68027.0,36074.0,,260424.0,47721.0,86642.0,102171.0,65476.0,8852.0,,,68387.0,293600.0,109966.0,170054.0,516245.0,51964.0,23333.0,,116792.0,63913.0,,101920.0,89144.0,85881.0,56696.0,66310.0,,54167.0,265772.0,222942.0,148839.0,22606.0,192415.0,111712.0,40909.0,207770.0,,47952.0,48913.0,94498.0,70433.0,138583.0,33079.0,64286.0,50000.0,5000.0,84667.0,24312.0,233236.0,78652.0,60474.0,28717.0,60296.0,47025.0,21002.0,,202607.0,,,42414.0
1967,121308.0,227749.0,150000.0,121641.0,61207.0,42273.0,60099.0,59876.0,167290.0,129473.0,57317.0,114312.0,44137.0,115918.0,48338.0,,139804.0,64516.0,117326.0,184090.0,378800.0,89331.0,143314.0,57549.0,75667.0,97436.0,,80000.0,411608.0,59105.0,109488.0,59783.0,,128497.0,183767.0,60601.0,,74855.0,108419.0,83291.0,68709.0,95770.0,75547.0,75211.0,44776.0,36194.0,150823.0,160708.0,,54524.0,,231283.0,65079.0,,100000.0,94944.0,144020.0,,90000.0,62011.0,53180.0,64935.0,103686.0,76572.0,66581.0,163951.0,68966.0,,31457.0,41429.0,,60003.0,,149766.0,78919.0,184675.0,115035.0,65144.0,69284.0,95870.0,156152.0,61818.0,143902.0,,57293.0,219492.0,,35821.0,118275.0,133843.0,,,89971.0,65927.0,72000.0,53774.0,79167.0,85088.0,131488.0,153306.0,87688.0,,192397.0,122339.0,117607.0,119203.0,91173.0,56960.0,61538.0,,35537.0,84962.0,78788.0,70404.0,50459.0,,95588.0,72222.0,62996.0,124525.0,150351.0,89056.0,,164062.0,,22000.0,62500.0,115251.0,174864.0,35222.0,179693.0,80769.0,44265.0,32744.0,,122008.0,134669.0,127662.0,116307.0,60305.0,44910.0,61818.0,,105392.0,12267.0,,77082.0,140516.0,119516.0,88549.0,71325.0,59965.0,62719.0,303844.0,72849.0,64286.0,59454.0,68027.0,38234.0,,240941.0,49033.0,89257.0,101863.0,65476.0,8852.0,,,69871.0,278667.0,110092.0,172363.0,497112.0,52053.0,23333.0,,118964.0,63985.0,,100611.0,99941.0,98170.0,55422.0,66275.0,,54167.0,249653.0,234494.0,149400.0,23018.0,177151.0,114693.0,40909.0,203175.0,,45787.0,50000.0,91363.0,71429.0,140803.0,33958.0,64865.0,52593.0,5000.0,89920.0,24581.0,240209.0,78652.0,59921.0,25700.0,96842.0,47486.0,21659.0,,187950.0,,,42269.0
1968,113594.0,211329.0,150000.0,128671.0,64167.0,125455.0,60152.0,59660.0,167421.0,129015.0,57317.0,98918.0,44206.0,110455.0,50765.0,,143245.0,64516.0,122762.0,188472.0,334800.0,89498.0,144122.0,58159.0,68680.0,98361.0,,80714.0,368713.0,58750.0,110753.0,60185.0,,143339.0,179539.0,60608.0,,79819.0,97057.0,88339.0,73509.0,92324.0,89324.0,76918.0,44944.0,36465.0,126428.0,154870.0,,54665.0,,211442.0,64615.0,,100000.0,94884.0,143503.0,,90244.0,65488.0,53100.0,64961.0,109270.0,80167.0,68840.0,158379.0,68966.0,,31224.0,41379.0,,60008.0,,147872.0,92063.0,199536.0,106982.0,65953.0,72057.0,105730.0,170102.0,58757.0,142857.0,,66316.0,218478.0,,33333.0,107101.0,134135.0,,,85922.0,65873.0,76000.0,53576.0,85940.0,90062.0,138681.0,148393.0,86825.0,,199247.0,118696.0,112625.0,122892.0,116280.0,62343.0,60000.0,,35656.0,75667.0,78822.0,70287.0,51501.0,,92027.0,71053.0,63007.0,118098.0,147416.0,91057.0,,162150.0,,22000.0,62182.0,115323.0,135955.0,34908.0,155926.0,78947.0,46067.0,32652.0,,121908.0,119224.0,128043.0,117420.0,59577.0,46404.0,68852.0,,104630.0,12832.0,,77798.0,151708.0,129046.0,82487.0,72455.0,60000.0,63682.0,291963.0,72672.0,64286.0,52995.0,68182.0,52666.0,,244068.0,50988.0,85128.0,101818.0,65882.0,8862.0,,,69497.0,289437.0,110193.0,169576.0,509790.0,52318.0,23333.0,,128414.0,64120.0,,100714.0,97155.0,73675.0,55375.0,66243.0,,53830.0,241759.0,255330.0,148177.0,23471.0,177023.0,114873.0,40909.0,186830.0,,46789.0,50000.0,92909.0,71951.0,147256.0,34593.0,65000.0,51111.0,5625.0,90648.0,23496.0,239130.0,80899.0,60843.0,25838.0,53968.0,47614.0,21841.0,,164167.0,,,42525.0
1969,110294.0,216857.0,150000.0,123199.0,62602.0,90000.0,60099.0,54627.0,166079.0,129853.0,57143.0,95142.0,44206.0,95197.0,52093.0,,145639.0,64516.0,115400.0,193578.0,373913.0,91417.0,134124.0,58420.0,70951.0,92486.0,,74667.0,339057.0,59259.0,110805.0,60185.0,,162287.0,178919.0,60719.0,,79579.0,105183.0,83172.0,68580.0,91888.0,86280.0,81611.0,44944.0,34885.0,125829.0,161148.0,,54884.0,,212803.0,65152.0,,100000.0,92290.0,145276.0,,90476.0,66733.0,53757.0,64982.0,110172.0,79291.0,70782.0,151162.0,68966.0,,32211.0,35938.0,,60013.0,,149417.0,104641.0,178359.0,111432.0,65971.0,75088.0,112675.0,187188.0,58140.0,144186.0,,67493.0,222823.0,,31169.0,108363.0,109109.0,,,87609.0,65998.0,74074.0,52029.0,128873.0,91087.0,128465.0,159563.0,94325.0,,196667.0,125417.0,122843.0,121720.0,112919.0,66005.0,60870.0,,35772.0,67528.0,74204.0,71357.0,50768.0,,88934.0,70000.0,62561.0,102480.0,148028.0,92358.0,,167407.0,,23000.0,63620.0,116015.0,124008.0,35392.0,149261.0,78947.0,42833.0,32829.0,,122574.0,121722.0,128011.0,110599.0,59840.0,45146.0,65000.0,,107050.0,13352.0,,70049.0,144846.0,134582.0,86633.0,73357.0,60000.0,63473.0,308172.0,72967.0,63636.0,54045.0,68182.0,48746.0,,258582.0,52190.0,88021.0,100500.0,65517.0,8800.0,,,69630.0,275352.0,110000.0,181861.0,502528.0,52389.0,26667.0,,133905.0,63985.0,,99807.0,98179.0,76525.0,56151.0,66257.0,,55102.0,235585.0,253169.0,148933.0,23924.0,178659.0,115999.0,40909.0,197065.0,,45022.0,53125.0,94479.0,75823.0,145127.0,36131.0,65957.0,49259.0,5625.0,90290.0,23950.0,236559.0,80899.0,60685.0,26644.0,48553.0,47166.0,22376.0,,174932.0,,,42634.0
1970,106446.0,220661.0,151724.0,123061.0,61111.0,79545.0,60084.0,54685.0,166234.0,128796.0,57143.0,95807.0,44395.0,130634.0,54494.0,,151348.0,64516.0,133834.0,195569.0,368182.0,91229.0,133197.0,58772.0,77322.0,96774.0,,90714.0,326757.0,59091.0,113420.0,60185.0,,182032.0,183599.0,60761.0,,80592.0,93990.0,79868.0,65856.0,91292.0,91684.0,82748.0,44944.0,39335.0,144679.0,160712.0,,54776.0,,223583.0,64706.0,,100000.0,107135.0,146046.0,,90698.0,68037.0,51561.0,64958.0,111921.0,78322.0,70982.0,172360.0,68966.0,,37717.0,32273.0,,60026.0,,149769.0,95123.0,202420.0,124449.0,63681.0,72927.0,123138.0,197244.0,60000.0,145455.0,,63089.0,225586.0,,29268.0,111677.0,99221.0,,,92934.0,65203.0,71429.0,53714.0,129516.0,104390.0,138096.0,152230.0,91093.0,,202422.0,128494.0,127001.0,130660.0,121585.0,62187.0,61111.0,,35887.0,75504.0,74404.0,71121.0,51249.0,,82883.0,72500.0,62071.0,102058.0,152850.0,94555.0,,162052.0,,25000.0,63717.0,115792.0,113052.0,36950.0,166195.0,80808.0,43960.0,32976.0,,121049.0,132176.0,127673.0,98996.0,62905.0,44589.0,67742.0,,108647.0,12761.0,,80586.0,152874.0,146088.0,90783.0,74476.0,60000.0,63092.0,333838.0,72861.0,63636.0,43100.0,69388.0,52134.0,,246083.0,55121.0,88414.0,101087.0,65730.0,8800.0,,,69277.0,284211.0,112195.0,181567.0,570255.0,52066.0,26667.0,,145063.0,64094.0,,101034.0,102298.0,87799.0,56601.0,66210.0,,55102.0,241762.0,246817.0,147258.0,23022.0,178641.0,116201.0,40909.0,190453.0,,47092.0,53125.0,91449.0,82818.0,146400.0,35590.0,62500.0,49259.0,5625.0,95922.0,23636.0,227087.0,80899.0,60766.0,35895.0,44789.0,49503.0,21901.0,,169292.0,,,42764.0
