,USSR,Finland,Vanuatu,Trinidad and Tobago,Fiji,French Guiana,Kenya,Guyana,Solomon Islands,Papua New Guinea,Somalia,Micronesia,Togo,Albania,Brazil,Serbia,El Salvador,Saint Lucia,Canada,Colombia,Iceland,Grenada,New Zealand,Honduras,Jamaica,Cabo Verde,Republic of Moldova,Mongolia,Belgium-Luxembourg,Angola,Saudi Arabia,Sao Tome and Principe,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,Haiti,Sudan,Mali,Hungary,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Puerto Rico,Iran (Islamic Republic of),Gambia,Ghana,Sweden,Cyprus,Kazakhstan,Rwanda,Bosnia and Herzegovina,Portugal,Saint Kitts and Nevis,Slovakia,Pacific Islands Trust Territory,Bermuda,Singapore,Turkmenistan,Dominica,Madagascar,United Republic of Tanzania,Nepal,Libya,Costa Rica,Bangladesh,Germany,Comoros,Latvia,Benin,Montserrat,Occupied Palestinian Territory,Cambodia,Armenia,Chile,Malta,Denmark,Lebanon,Malawi,Algeria,"China, Taiwan Province of",Israel,Réunion,Kiribati,Belarus,Afghanistan,Switzerland,Georgia,Wallis and Futuna Islands,Mauritius,Yemen,Lithuania,Russian Federation,Tunisia,Paraguay,Tuvalu,Djibouti,Cook Islands,Guadeloupe,Venezuela (Bolivarian Republic of),South Africa,Myanmar,Eritrea,Bahrain,Australia & New Zealand,Australia,Panama,Pakistan,Thailand,Belize,Ethiopia,Bhutan,United Arab Emirates,Lao People's Democratic Republic,Zambia,Botswana,Tajikistan,Suriname,Niue,Mozambique,Niger,"China, Hong Kong SAR",Democratic People's Republic of Korea,Slovenia,Spain,South Sudan,New Caledonia,Central African Republic,Bahamas,Ecuador,Indonesia,Poland,Chad,Antigua and Barbuda,Ethiopia PDR,Estonia,Melanesia,Malaysia,France,Republic of Korea,Democratic Republic of the Congo,Nigeria,Congo,Saint Pierre and Miquelon,Martinique,Tonga,Belgium,Peru,United States of America,"China, mainland",French Polynesia,India,Guinea-Bissau,Cameroon,Netherlands,Guatemala,Nauru,Cuba,Lesotho,Romania,Micronesia (Federated States of),Norway,Philippines,Iraq,Swaziland,Burundi,Samoa,Luxembourg,Czechia,Seychelles,Senegal,Qatar,Italy,Ireland,Uganda,Cayman Islands,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Sudan (former),Morocco,Jordan,Uruguay,Zimbabwe,Kyrgyzstan,Gabon,Austria,Japan,Maldives,Timor-Leste,Egypt,Argentina,Namibia,United Kingdom,Azerbaijan,Nicaragua,Oman,Viet Nam,Barbados,Turkey,Bolivia (Plurinational State of),Saint Vincent and the Grenadines,American Samoa,Brunei Darussalam,Mexico,Guinea,Kuwait,Mauritania,Sierra Leone,Sri Lanka,Guam,Côte d'Ivoire,Polynesia,Croatia,Bulgaria,Montenegro,Ukraine,Liberia
1971,117608.0,302636.0,153333.0,124976.0,65741.0,35569.0,59851.0,55989.0,169231.0,129055.0,56977.0,107618.0,44387.0,127628.0,57589.0,,154281.0,65591.0,141605.0,196049.0,428696.0,91034.0,131091.0,59312.0,84295.0,93548.0,,94667.0,380853.0,59459.0,297709.0,60870.0,,185345.0,172877.0,59720.0,,81214.0,105223.0,81832.0,84077.0,92540.0,89278.0,83201.0,44944.0,39398.0,151103.0,160978.0,,55204.0,,201708.0,64286.0,,100000.0,111233.0,143239.0,,90909.0,68889.0,51599.0,65041.0,99294.0,77900.0,70224.0,163291.0,68966.0,,36322.0,39180.0,,60256.0,,148444.0,113446.0,201412.0,120341.0,67769.0,69768.0,122896.0,190930.0,59091.0,146667.0,,73421.0,239161.0,,27586.0,110049.0,159891.0,,,94269.0,67159.0,73333.0,53714.0,60360.0,108187.0,142360.0,149804.0,92986.0,,202832.0,129126.0,128588.0,124338.0,121521.0,66122.0,60000.0,,36000.0,92872.0,74563.0,71097.0,51891.0,,80844.0,71429.0,63321.0,113218.0,154689.0,103615.0,,165540.0,,23333.0,64799.0,115587.0,121749.0,35981.0,152635.0,82828.0,45455.0,33518.0,,120260.0,127488.0,126339.0,111596.0,62168.0,46368.0,68254.0,,109417.0,12870.0,,79562.0,159278.0,147270.0,94688.0,75338.0,60606.0,61996.0,322540.0,75077.0,63636.0,48703.0,69388.0,67951.0,,252476.0,58625.0,92388.0,100529.0,65934.0,9200.0,,,68941.0,308636.0,110132.0,187022.0,545658.0,51990.0,30000.0,,146245.0,64141.0,,100123.0,106779.0,96104.0,58278.0,66164.0,,55102.0,235630.0,257525.0,148270.0,23489.0,180588.0,114943.0,41667.0,208214.0,,50273.0,50664.0,92278.0,84421.0,145863.0,35866.0,62069.0,48214.0,6024.0,105777.0,25698.0,237095.0,78652.0,60120.0,34767.0,70680.0,49233.0,23088.0,,181106.0,,,42914.0
1972,107414.0,339559.0,150000.0,133159.0,57252.0,35569.0,59322.0,56636.0,165854.0,128973.0,56977.0,103866.0,44388.0,140828.0,60882.0,,159882.0,65263.0,122281.0,194297.0,366087.0,92917.0,144999.0,62689.0,79791.0,93333.0,,68125.0,335080.0,54810.0,195977.0,58333.0,,187050.0,188640.0,56147.0,,86154.0,107330.0,86247.0,94540.0,95179.0,89808.0,81135.0,45113.0,38744.0,143093.0,156369.0,,53714.0,,243552.0,65714.0,,100000.0,116522.0,143894.0,,88172.0,69071.0,51037.0,64516.0,92342.0,73884.0,66866.0,176451.0,69841.0,,34887.0,30723.0,,63158.0,,149010.0,129100.0,208384.0,123189.0,67924.0,60572.0,126507.0,188167.0,60870.0,147826.0,,65104.0,236464.0,,25946.0,104018.0,121750.0,,,101824.0,62692.0,75000.0,45239.0,127246.0,111721.0,143156.0,154138.0,94342.0,,204785.0,130659.0,126627.0,145813.0,123459.0,65686.0,56757.0,,36400.0,60631.0,74603.0,69079.0,48452.0,,78562.0,73810.0,61641.0,91098.0,142971.0,107702.0,,168650.0,,23333.0,67019.0,119298.0,105532.0,40665.0,184122.0,82292.0,45825.0,33956.0,,119753.0,130760.0,123090.0,110892.0,58230.0,44753.0,67647.0,,115574.0,12948.0,,77676.0,159644.0,139339.0,96619.0,75855.0,57143.0,57552.0,349739.0,79852.0,63636.0,32783.0,70833.0,69893.0,,255348.0,57246.0,86361.0,100518.0,59113.0,9143.0,,,68644.0,312500.0,108696.0,186017.0,526331.0,52963.0,33333.0,,138795.0,64216.0,,97831.0,98562.0,97725.0,59898.0,61505.0,,54545.0,243904.0,264686.0,148516.0,23994.0,180437.0,114986.0,41667.0,210191.0,,51429.0,53150.0,91399.0,83294.0,147181.0,36343.0,62188.0,42727.0,37037.0,105810.0,26304.0,267586.0,72093.0,60322.0,28538.0,63141.0,49510.0,23638.0,,183210.0,,,42656.0
1973,132535.0,335823.0,151515.0,138923.0,58519.0,43571.0,61026.0,65110.0,167331.0,128763.0,55556.0,104958.0,44286.0,142267.0,63738.0,,161314.0,66316.0,133803.0,205682.0,376957.0,91202.0,151017.0,62107.0,81113.0,93333.0,,131765.0,325851.0,55899.0,142387.0,58333.0,,210818.0,183861.0,56254.0,,86154.0,114972.0,106131.0,75764.0,99483.0,86382.0,84917.0,44444.0,41212.0,141213.0,144035.0,,54435.0,,252327.0,66176.0,,100000.0,112545.0,143077.0,,89362.0,70729.0,51349.0,64516.0,92790.0,75064.0,62836.0,183833.0,70588.0,,37965.0,23776.0,,62162.0,,151990.0,124544.0,197575.0,110490.0,67399.0,62421.0,133525.0,200623.0,59006.0,146809.0,,67763.0,240711.0,,24615.0,113005.0,130686.0,,,106066.0,61011.0,73913.0,46638.0,137015.0,190214.0,144940.0,154374.0,93430.0,,189652.0,129969.0,123577.0,143932.0,127667.0,70986.0,57143.0,,36364.0,89767.0,71186.0,70130.0,48346.0,,73886.0,72727.0,62007.0,85808.0,140672.0,110559.0,,167094.0,,23333.0,67073.0,117550.0,93387.0,42749.0,171518.0,76923.0,45804.0,34399.0,,119801.0,143327.0,127697.0,106261.0,59698.0,45779.0,69565.0,,113665.0,13139.0,,75766.0,156965.0,141306.0,99278.0,76591.0,56757.0,59167.0,311448.0,80092.0,63636.0,51573.0,69231.0,76552.0,,254744.0,59460.0,80513.0,101010.0,59024.0,9378.0,,,68778.0,263462.0,,193121.0,530239.0,52929.0,33333.0,,140985.0,63763.0,,97701.0,109939.0,59238.0,60762.0,61958.0,,57895.0,248686.0,265173.0,149058.0,22050.0,174613.0,118080.0,41667.0,212751.0,,52903.0,54054.0,90040.0,84376.0,142502.0,36971.0,59887.0,43030.0,40441.0,105158.0,26563.0,339925.0,66667.0,60364.0,26461.0,64888.0,50719.0,22384.0,,184818.0,,,43178.0
1974,130365.0,305487.0,150725.0,146338.0,59712.0,43571.0,60189.0,61488.0,167442.0,128193.0,55556.0,104473.0,44833.0,142222.0,72257.0,,166109.0,66667.0,129370.0,213870.0,382609.0,92837.0,145319.0,58838.0,84339.0,86667.0,,106000.0,322695.0,58708.0,120703.0,58182.0,,224357.0,178157.0,56139.0,,90567.0,117828.0,111888.0,96805.0,98366.0,90782.0,87217.0,44444.0,40015.0,150778.0,133045.0,,54435.0,,214539.0,67692.0,,100000.0,110357.0,148136.0,,90526.0,70963.0,51907.0,65789.0,95369.0,76380.0,61645.0,183776.0,70270.0,,37215.0,27000.0,,60000.0,,159914.0,124132.0,208491.0,118708.0,68850.0,64945.0,124591.0,191096.0,60182.0,145833.0,,66325.0,229307.0,,23415.0,122154.0,139161.0,,,111686.0,62964.0,75758.0,49833.0,109022.0,205973.0,146760.0,155799.0,99528.0,,198520.0,130650.0,125957.0,138397.0,122902.0,69046.0,57143.0,,36471.0,170278.0,71186.0,71338.0,48551.0,,68703.0,73913.0,61798.0,101782.0,144604.0,113180.0,,169181.0,,24667.0,67241.0,118313.0,94711.0,43865.0,146215.0,86022.0,43976.0,34777.0,,119662.0,148787.0,130193.0,108160.0,62422.0,48831.0,67568.0,,114712.0,13543.0,,78511.0,167811.0,145992.0,98146.0,77911.0,56757.0,60501.0,308170.0,79652.0,62857.0,88027.0,69231.0,83896.0,,262950.0,61214.0,90152.0,101980.0,59512.0,9458.0,,,68817.0,244510.0,,204929.0,546304.0,52892.0,33333.0,,144995.0,63922.0,,97690.0,121573.0,76714.0,62785.0,61959.0,,57143.0,252962.0,267677.0,149078.0,23030.0,181811.0,119072.0,41667.0,210900.0,,53217.0,57554.0,90742.0,86039.0,147504.0,37581.0,56915.0,44545.0,42336.0,112223.0,26232.0,357830.0,64444.0,60245.0,24057.0,63466.0,49020.0,22919.0,,175469.0,,,42955.0
1975,123146.0,309193.0,150000.0,152579.0,61379.0,39143.0,60224.0,62423.0,168182.0,127934.0,52553.0,115487.0,45750.0,150000.0,76360.0,,171924.0,66000.0,138797.0,229260.0,360800.0,94833.0,141818.0,63033.0,80542.0,86667.0,,106000.0,326812.0,55618.0,141873.0,57627.0,,247923.0,187680.0,56999.0,,88519.0,106213.0,112486.0,111503.0,94527.0,69216.0,90244.0,46429.0,41932.0,134761.0,164052.0,,54717.0,,269839.0,66154.0,,100000.0,117680.0,148502.0,,91667.0,71511.0,54383.0,66667.0,99764.0,75001.0,65516.0,173960.0,70000.0,,38911.0,23500.0,,62162.0,,163047.0,124663.0,192094.0,121031.0,69776.0,77193.0,126601.0,233179.0,57157.0,146939.0,,70067.0,236845.0,,23415.0,110465.0,125170.0,,,108100.0,64080.0,72000.0,49833.0,86522.0,214776.0,143955.0,163581.0,99961.0,,273599.0,130890.0,127377.0,150775.0,122294.0,72945.0,57143.0,,36576.0,191860.0,71210.0,71111.0,49822.0,,77183.0,75000.0,61759.0,133287.0,135598.0,125272.0,,174233.0,,24150.0,68376.0,113628.0,87413.0,42161.0,166243.0,76271.0,46857.0,34848.0,,119181.0,146723.0,121838.0,192192.0,62641.0,49912.0,68103.0,,113980.0,13839.0,,77853.0,172735.0,145909.0,99540.0,77891.0,56410.0,59182.0,316115.0,79307.0,65714.0,59835.0,69231.0,78610.0,,245807.0,62289.0,90141.0,102415.0,60476.0,9460.0,,,68325.0,234644.0,,207627.0,601679.0,52401.0,36667.0,,144907.0,65615.0,,99136.0,145934.0,110700.0,65972.0,60880.0,,54839.0,264351.0,272448.0,149087.0,22855.0,181063.0,122532.0,41667.0,199657.0,,53443.0,58627.0,89143.0,85279.0,156013.0,37415.0,59494.0,45758.0,43796.0,110386.0,26014.0,295835.0,64444.0,60329.0,33005.0,104892.0,46238.0,24011.0,,148920.0,,,43284.0
1976,136578.0,242758.0,151351.0,154625.0,61905.0,35000.0,60048.0,63132.0,169517.0,127484.0,54681.0,111965.0,46320.0,144103.0,82051.0,,160131.0,67327.0,145071.0,229260.0,364138.0,93889.0,132371.0,61769.0,88094.0,93333.0,,119524.0,277789.0,56486.0,123708.0,57971.0,,211395.0,139198.0,58353.0,,87733.0,106712.0,123993.0,100496.0,101386.0,60969.0,93564.0,46429.0,38339.0,135962.0,165600.0,,56391.0,,242786.0,66667.0,,100000.0,119220.0,150173.0,,92784.0,73405.0,54087.0,66667.0,103669.0,76665.0,62082.0,163455.0,69767.0,,38086.0,24800.0,,62162.0,,165696.0,131948.0,197581.0,124208.0,70620.0,55734.0,137915.0,246360.0,61752.0,148000.0,,47332.0,226234.0,,22326.0,108917.0,126285.0,,,108928.0,64539.0,66667.0,49094.0,101513.0,201085.0,145668.0,168088.0,100521.0,,325696.0,132718.0,132832.0,128900.0,121285.0,74213.0,56098.0,,36822.0,213553.0,78926.0,71150.0,50699.0,,75376.0,76000.0,61730.0,137891.0,141425.0,126618.0,,169458.0,,23333.0,68333.0,124318.0,91476.0,42237.0,154161.0,82353.0,46934.0,34889.0,,119349.0,153002.0,122655.0,204954.0,63422.0,49061.0,70886.0,,103791.0,14098.0,,80922.0,173727.0,144676.0,113110.0,80055.0,58228.0,55095.0,340592.0,76608.0,62500.0,58074.0,69231.0,93845.0,,241417.0,63622.0,99415.0,102370.0,61905.0,9544.0,,,69167.0,242695.0,,202619.0,636738.0,53126.0,50000.0,,144324.0,65642.0,,98584.0,129065.0,86250.0,66986.0,61355.0,,56250.0,231677.0,274480.0,149624.0,22000.0,184285.0,116980.0,41667.0,167032.0,,53212.0,61565.0,90897.0,85248.0,169115.0,35335.0,58721.0,47576.0,43796.0,111026.0,25811.0,303128.0,68148.0,60124.0,31496.0,75429.0,46169.0,25705.0,,157563.0,,,43431.0
1977,131799.0,215385.0,148718.0,154328.0,61074.0,40000.0,61005.0,63711.0,166548.0,127018.0,56042.0,126066.0,46332.0,145894.0,88087.0,,141321.0,67308.0,158037.0,219747.0,379677.0,94414.0,132436.0,62983.0,90078.0,93333.0,,84000.0,335754.0,56579.0,136652.0,58108.0,,215490.0,185087.0,59505.0,,87174.0,121538.0,122653.0,103144.0,107502.0,61448.0,100408.0,47887.0,43918.0,140365.0,161231.0,,56115.0,,196853.0,66129.0,,100000.0,116928.0,143432.0,,93878.0,72789.0,55126.0,67797.0,103114.0,76396.0,60041.0,205729.0,70330.0,,35789.0,24630.0,,61224.0,,164561.0,124794.0,239551.0,128308.0,71119.0,52830.0,140075.0,242271.0,57289.0,149020.0,,60526.0,241539.0,,22419.0,108337.0,124580.0,,,113141.0,64476.0,80000.0,49158.0,108264.0,172308.0,153396.0,164423.0,97355.0,,330274.0,141295.0,144803.0,143227.0,119479.0,70625.0,56098.0,,37066.0,236342.0,67961.0,71810.0,52448.0,,85033.0,74074.0,62348.0,142081.0,136254.0,125805.0,,182538.0,,21102.0,69672.0,122973.0,82100.0,41712.0,173806.0,85246.0,44369.0,34952.0,,121749.0,152602.0,121494.0,199638.0,64473.0,50877.0,71878.0,,115715.0,14170.0,,84600.0,184484.0,144804.0,107916.0,80652.0,60000.0,56034.0,352223.0,77017.0,63636.0,51939.0,71429.0,91657.0,,251404.0,70009.0,99227.0,101852.0,62791.0,9545.0,,,68528.0,254777.0,125303.0,206263.0,586444.0,51719.0,60000.0,,144532.0,66064.0,,97858.0,138471.0,85567.0,67675.0,61323.0,,57273.0,266971.0,287664.0,148994.0,22000.0,183370.0,113588.0,45833.0,228698.0,,52604.0,73038.0,89139.0,90477.0,161861.0,34770.0,61424.0,48571.0,46429.0,114710.0,26533.0,278864.0,68148.0,60246.0,32164.0,158060.0,46140.0,26067.0,,151331.0,,,43525.0
1978,138951.0,230285.0,150000.0,151749.0,66013.0,33698.0,61403.0,63636.0,167247.0,126791.0,73611.0,144600.0,47148.0,146047.0,92451.0,,164067.0,68571.0,166333.0,219892.0,419394.0,94573.0,143824.0,64241.0,85619.0,85520.0,,106957.0,295751.0,56997.0,118548.0,58228.0,,245082.0,175315.0,60640.0,,83555.0,108539.0,109709.0,104579.0,94515.0,61966.0,108986.0,46667.0,42071.0,136023.0,220754.0,,54983.0,,184353.0,64516.0,,101613.0,115484.0,149411.0,,94949.0,75034.0,55306.0,67797.0,101999.0,76794.0,61835.0,192649.0,70103.0,,34594.0,23400.0,,59375.0,,167887.0,116621.0,225996.0,133645.0,72222.0,54022.0,139903.0,234871.0,59248.0,150000.0,,68074.0,239445.0,,22870.0,111326.0,122674.0,,,107314.0,63510.0,75676.0,51700.0,102829.0,168052.0,152702.0,168561.0,100175.0,,326765.0,155387.0,159762.0,155131.0,118061.0,70622.0,57831.0,,37308.0,231578.0,76252.0,70545.0,54983.0,,92101.0,74074.0,61691.0,140965.0,123257.0,132251.0,,178127.0,,17576.0,70400.0,119285.0,75704.0,43106.0,162234.0,88000.0,46324.0,34328.0,,121741.0,155660.0,129674.0,247576.0,63838.0,49290.0,72619.0,,119368.0,13972.0,,83191.0,177181.0,142248.0,97523.0,79957.0,54762.0,57925.0,357773.0,76789.0,65714.0,60384.0,71429.0,105709.0,,261912.0,75530.0,97277.0,101770.0,64186.0,9518.0,,,69196.0,247007.0,124982.0,206917.0,587410.0,54140.0,55000.0,,142069.0,66514.0,,99158.0,126528.0,139255.0,69390.0,61027.0,,56714.0,254222.0,285584.0,149741.0,22105.0,190985.0,115550.0,45833.0,214741.0,,49721.0,73392.0,89597.0,87492.0,167622.0,39974.0,61296.0,44643.0,46667.0,133342.0,26533.0,287854.0,72436.0,60204.0,30972.0,237532.0,46023.0,25603.0,,153079.0,,,43714.0
1979,142250.0,248397.0,151220.0,149372.0,52258.0,32255.0,62607.0,62518.0,167918.0,126169.0,71622.0,126468.0,48244.0,145909.0,99393.0,,146675.0,65217.0,172817.0,220304.0,442000.0,95806.0,150812.0,68359.0,102618.0,93750.0,,97917.0,310320.0,56328.0,129146.0,58537.0,,249072.0,172308.0,61448.0,,78925.0,115777.0,101186.0,103757.0,100903.0,63659.0,100352.0,47273.0,41905.0,153309.0,217965.0,,55932.0,,177634.0,65000.0,,100000.0,113375.0,150099.0,,99228.0,72022.0,55786.0,70423.0,103238.0,75305.0,61737.0,192884.0,69903.0,,39950.0,23265.0,,62143.0,,170158.0,124896.0,271959.0,132549.0,72887.0,55916.0,142513.0,236174.0,62022.0,149057.0,,70296.0,237032.0,,24159.0,114438.0,110737.0,,,111492.0,63341.0,74419.0,50522.0,129514.0,139752.0,154520.0,169619.0,103469.0,,288956.0,149399.0,148868.0,177198.0,118454.0,73086.0,55814.0,,37548.0,247548.0,84653.0,70506.0,55556.0,,92209.0,76923.0,61089.0,160920.0,190846.0,131008.0,,180931.0,,16235.0,71094.0,122391.0,68354.0,42476.0,170487.0,83212.0,49522.0,33973.0,,120857.0,150883.0,140631.0,228494.0,62183.0,50731.0,69778.0,,120587.0,14081.0,,81852.0,187217.0,144972.0,47037.0,80994.0,53659.0,56754.0,396345.0,78189.0,65789.0,61117.0,71429.0,100128.0,,259096.0,76434.0,86362.0,101288.0,65138.0,9532.0,,,68966.0,280249.0,124815.0,219601.0,573425.0,54311.0,60000.0,,144961.0,68669.0,,101515.0,125676.0,131002.0,69635.0,62375.0,,55556.0,270118.0,281994.0,149741.0,22105.0,191385.0,120068.0,45833.0,214097.0,,48085.0,185502.0,89704.0,77374.0,187646.0,36565.0,62265.0,45000.0,45161.0,137018.0,26689.0,287681.0,60914.0,60204.0,51788.0,158400.0,45462.0,23463.0,,161467.0,,,43719.0
1980,147195.0,265472.0,150588.0,151760.0,44720.0,37128.0,63325.0,63278.0,168000.0,125375.0,69737.0,121884.0,47778.0,137190.0,101637.0,,144517.0,66102.0,163675.0,220311.0,417429.0,94936.0,170206.0,70457.0,98700.0,88889.0,,109583.0,321153.0,55932.0,137680.0,58140.0,,231841.0,161835.0,62619.0,,77325.0,122257.0,112589.0,117304.0,102080.0,76659.0,111269.0,47857.0,40669.0,139650.0,216551.0,,56146.0,,169701.0,66667.0,,98485.0,111279.0,151084.0,,102089.0,73474.0,56707.0,69444.0,110821.0,76885.0,60969.0,182337.0,70370.0,,38999.0,24898.0,,58182.0,,169815.0,133408.0,234485.0,139287.0,73448.0,62357.0,150167.0,233143.0,63681.0,151852.0,,71709.0,258961.0,,24204.0,109945.0,123014.0,,,101176.0,62819.0,75000.0,50697.0,93061.0,137625.0,156030.0,180353.0,106714.0,,284425.0,160607.0,157176.0,148841.0,111764.0,79495.0,55556.0,,37786.0,266498.0,83101.0,71404.0,54054.0,,91818.0,76923.0,60695.0,167815.0,216646.0,124843.0,,187866.0,,23533.0,71429.0,123006.0,73134.0,41978.0,136314.0,84672.0,52748.0,34063.0,,117909.0,149618.0,136798.0,197714.0,65026.0,51142.0,72000.0,,106630.0,14190.0,,77885.0,186804.0,143362.0,102418.0,82690.0,53659.0,59524.0,406489.0,107421.0,64286.0,61531.0,68966.0,84872.0,,293804.0,76342.0,83754.0,101266.0,65217.0,9130.0,,,69327.0,305085.0,121187.0,220931.0,609713.0,56608.0,72500.0,,143899.0,69831.0,,105945.0,131792.0,131467.0,71017.0,62302.0,,57895.0,280105.0,277168.0,148757.0,22222.0,195004.0,120765.0,45833.0,223281.0,,43892.0,180217.0,89905.0,47972.0,179598.0,43219.0,60583.0,48140.0,46564.0,119826.0,26842.0,284191.0,61905.0,60800.0,52719.0,139402.0,44227.0,25344.0,,162993.0,,,44456.0
1981,141423.0,218843.0,151163.0,152151.0,35366.0,37128.0,65020.0,63940.0,168627.0,125255.0,64286.0,131378.0,48529.0,144958.0,100948.0,,144863.0,66667.0,168265.0,217968.0,395000.0,96681.0,154272.0,77910.0,104445.0,91892.0,,116400.0,300033.0,56386.0,142778.0,58427.0,,268093.0,171202.0,63585.0,,75727.0,122411.0,131088.0,126155.0,104401.0,80741.0,121604.0,47619.0,38982.0,150606.0,222494.0,,56536.0,,159125.0,67273.0,,100000.0,113536.0,154904.0,,100985.0,74560.0,58607.0,72368.0,126046.0,76451.0,59057.0,204125.0,70175.0,,40007.0,25657.0,,60345.0,,171107.0,139041.0,252545.0,151253.0,74099.0,58552.0,140047.0,282146.0,55072.0,152727.0,,73745.0,262203.0,,24248.0,103912.0,107916.0,,,112736.0,58591.0,75676.0,50568.0,83333.0,158912.0,145008.0,178014.0,107317.0,,117986.0,155831.0,156391.0,174171.0,114506.0,75950.0,56522.0,,39355.0,259526.0,66250.0,80112.0,54054.0,,91730.0,76923.0,61732.0,163546.0,204155.0,130155.0,,185476.0,,23333.0,70579.0,129827.0,71965.0,41462.0,176251.0,84564.0,58781.0,33686.0,,117661.0,153854.0,152204.0,202004.0,64547.0,51718.0,70000.0,,109012.0,14472.0,,76810.0,192419.0,152465.0,106079.0,85001.0,51948.0,60916.0,409773.0,111040.0,66667.0,82421.0,70968.0,106154.0,,253911.0,75851.0,90818.0,101667.0,66667.0,8604.0,,,70385.0,288069.0,126063.0,222552.0,611123.0,57459.0,75000.0,,151975.0,67355.0,,106918.0,127970.0,138310.0,70681.0,62506.0,,57500.0,276075.0,277721.0,147789.0,22222.0,200895.0,121765.0,46154.0,228692.0,,44001.0,185994.0,94725.0,50042.0,169132.0,41036.0,64371.0,53750.0,47040.0,125297.0,26582.0,308581.0,61404.0,61154.0,45522.0,186567.0,44000.0,27114.0,,165941.0,,,44219.0
1982,161442.0,266911.0,150562.0,152531.0,36471.0,37297.0,67138.0,64045.0,169231.0,125545.0,65116.0,126998.0,47138.0,151681.0,106022.0,,144529.0,65600.0,170648.0,197718.0,393611.0,95572.0,152488.0,80836.0,101751.0,90000.0,,120333.0,278888.0,58025.0,125626.0,57778.0,,266056.0,189045.0,64408.0,,73407.0,138883.0,130925.0,123491.0,105150.0,83177.0,130900.0,48649.0,38624.0,150720.0,224222.0,,55814.0,,175596.0,69231.0,,101515.0,115027.0,150942.0,,101468.0,75302.0,59176.0,72368.0,130676.0,75594.0,59896.0,201570.0,70085.0,,38219.0,30723.0,,62016.0,,170640.0,133961.0,260055.0,156651.0,74915.0,58122.0,142926.0,267174.0,60618.0,151786.0,,73780.0,250660.0,,24292.0,113923.0,110594.0,,,102617.0,58921.0,74286.0,52577.0,84510.0,167011.0,155452.0,168739.0,108005.0,,133918.0,153216.0,153499.0,144476.0,116973.0,82116.0,58065.0,,33103.0,251539.0,66389.0,69111.0,54054.0,,95592.0,76923.0,62580.0,139184.0,197092.0,132280.0,,193495.0,,23188.0,73529.0,124138.0,64497.0,32949.0,152730.0,80925.0,61695.0,33817.0,,117355.0,151907.0,149626.0,222492.0,64377.0,50877.0,70851.0,,113987.0,14360.0,,78364.0,209984.0,147656.0,107170.0,86082.0,51948.0,62462.0,424824.0,116400.0,64583.0,67247.0,73529.0,122433.0,,270972.0,77202.0,97590.0,100405.0,62500.0,8687.0,,,70714.0,292582.0,135790.0,213619.0,593992.0,56987.0,77500.0,,147536.0,67972.0,,108146.0,134789.0,128329.0,69502.0,62201.0,,58537.0,291035.0,281280.0,145212.0,22222.0,203628.0,136269.0,46154.0,245886.0,,41293.0,229318.0,95056.0,50058.0,176711.0,44647.0,63754.0,51887.0,46622.0,133661.0,27044.0,261505.0,61290.0,61481.0,42812.0,153571.0,43541.0,27852.0,,171946.0,,,43906.0
1983,159298.0,332302.0,151111.0,126018.0,20667.0,92097.0,58046.0,63145.0,166134.0,124732.0,63793.0,140672.0,48562.0,167702.0,109346.0,,180233.0,66400.0,172135.0,202981.0,348333.0,97647.0,140418.0,75988.0,107231.0,84615.0,,122500.0,288460.0,57073.0,159175.0,56522.0,,254916.0,171151.0,65646.0,,73455.0,121838.0,120887.0,119774.0,98395.0,90534.0,127623.0,50000.0,38611.0,155622.0,219530.0,,55556.0,,177525.0,70000.0,,100000.0,112766.0,150782.0,,92256.0,75023.0,58935.0,74667.0,129699.0,77378.0,60876.0,206452.0,70000.0,,39690.0,28700.0,,63158.0,,161206.0,138266.0,223441.0,160421.0,75585.0,60015.0,144062.0,278739.0,61667.0,152632.0,,75434.0,267849.0,,24336.0,111486.0,110411.0,,,115927.0,60160.0,75000.0,52743.0,81731.0,167765.0,147139.0,161258.0,112342.0,,130881.0,157191.0,164371.0,163703.0,114892.0,77532.0,58333.0,,31364.0,220772.0,66667.0,68939.0,54054.0,,92575.0,76923.0,62371.0,128571.0,188665.0,135753.0,,190795.0,,24222.0,73723.0,125000.0,62705.0,41833.0,166203.0,83146.0,65044.0,33142.0,,113942.0,147416.0,146900.0,220435.0,64682.0,48750.0,72766.0,,110000.0,14615.0,,74027.0,203080.0,158115.0,97033.0,86318.0,51948.0,62566.0,414186.0,113408.0,66667.0,51120.0,71429.0,117263.0,,261832.0,75869.0,95623.0,100000.0,64000.0,8736.0,,,70561.0,297912.0,120599.0,234192.0,357203.0,57430.0,85000.0,,157586.0,71457.0,,105893.0,133747.0,147840.0,68395.0,62109.0,,58824.0,246019.0,272108.0,143239.0,22222.0,208247.0,135639.0,46154.0,237613.0,,41351.0,227111.0,101031.0,50465.0,180023.0,35576.0,65354.0,52830.0,44747.0,139892.0,27333.0,240825.0,61176.0,61566.0,62915.0,212865.0,44431.0,26661.0,,137676.0,,,44224.0
