,Slovakia,Romania,Nicaragua,Israel,Iraq,Pakistan,Belgium,Uruguay,Turkey,Czechia,Republic of Moldova,Italy,Serbia,USSR,Germany,Turkmenistan,Croatia,Syrian Arab Republic,Portugal,"China, mainland",Estonia,Uzbekistan,Afghanistan,Finland,Serbia and Montenegro,Armenia,Sudan (former),Morocco,Slovenia,Chile,Hungary,Canada,Colombia,Spain,Lebanon,Austria,Ecuador,Japan,Poland,Belgium-Luxembourg,Sweden,Belarus,Denmark,Switzerland,Egypt,The former Yugoslav Republic of Macedonia,Georgia,Greece,Czechoslovakia,France,Tunisia,Mali,Bosnia and Herzegovina,Congo,Russian Federation,Dominican Republic,Kyrgyzstan,Mexico,Yugoslav SFR,Occupied Palestinian Territory,Iran (Islamic Republic of),Kazakhstan,United States of America,Latvia,Ukraine,Albania,Azerbaijan,Ireland,Algeria,Venezuela (Bolivarian Republic of),United Kingdom,Lithuania,Bulgaria,Netherlands,China
1980,,5297500.0,,,32000.0,339309.0,,503994.0,6766017.0,,,13477600.0,,80987008.0,26155888.0,,,503900.0,38036.0,6305000.0,,,35000.0,900200.0,,,,2241490.0,,452187.0,3940990.0,881100.0,-1.0,6909000.0,43000.0,2587292.0,1361.0,3550000.0,10138960.0,5868000.0,2257250.0,,3009903.0,675000.0,105000.0,,,1664455.0,7258273.0,28442000.0,73000.0,-1.0,,,,,,,5213000.0,-1.0,3639786.0,,21320544.0,,,278100.0,,1156000.0,49351.0,-1.0,7380000.0,,1448966.0,5930991.0,6305000.0
1981,,5441226.0,,98100.0,15900.0,452522.0,,345656.0,11165105.0,,,17499696.0,,60844000.0,32426096.0,,,564000.0,28915.0,6360000.0,,,20000.0,680500.0,,,,2107200.0,,1460460.0,4719178.0,1215500.0,-1.0,7941000.0,100000.0,3006924.0,2106.0,3355000.0,15867210.0,7619000.0,2483780.0,,3224881.0,902000.0,108000.0,,,2552528.0,6971641.0,36429008.0,62000.0,-1.0,,,,,,,6224000.0,-1.0,3252592.0,,24981920.0,,,304400.0,,1319000.0,63565.0,-1.0,7395000.0,,1170000.0,7060677.0,6360000.0
1982,,6647266.0,,,7400.0,360427.0,,366758.0,12732461.0,,,11396500.0,,71371008.0,29925456.0,,,860331.0,30380.0,6712000.0,,,20000.0,756100.0,,,,2314000.0,,963020.0,5370796.0,1024000.0,-1.0,9085000.0,61130.0,3510487.0,5388.0,4108000.0,15085414.0,8398000.0,2431250.0,,3624099.0,836000.0,198000.0,,,2452321.0,8211720.0,32331008.0,82600.0,-1.0,,,,,,,5671000.0,-1.0,4321039.0,,18954608.0,,,319200.0,,1660000.0,34999.0,-1.0,10005000.0,,1583474.0,7945554.0,6712000.0
1983,,4818558.0,,,10000.0,206200.0,,393776.0,12769569.0,,,10084100.0,,81845008.0,22005984.0,,,1157700.0,41957.0,9181600.0,,,16000.0,955000.0,,,,2588560.0,,1642780.0,3782814.0,1167400.0,-1.0,9619000.0,61000.0,2020308.0,5182.0,3377000.0,16364304.0,5726000.0,1922000.0,,2616342.0,832000.0,246000.0,,,2412663.0,6046610.0,26319008.0,67000.0,-1.0,,,,,,,5666000.0,-1.0,3648501.0,,19043504.0,,,320000.0,,1630000.0,99529.0,-1.0,7495000.0,,746030.0,5445498.0,9181600.0
1984,,7018500.0,,,155000.0,178400.0,,271169.0,11108375.0,,,11489700.0,,85443008.0,27882960.0,,,1268200.0,66019.0,8284000.0,,,26000.0,823400.0,,,,2525400.0,,2193990.0,4359913.0,925000.0,-1.0,8095000.0,75000.0,2605014.0,6831.0,4040000.0,16048313.0,6276000.0,2508000.0,,3614123.0,860000.0,537000.0,,,1775000.0,7514642.0,28752000.0,135200.0,-1.0,,,,,,,6791914.0,-1.0,3391820.0,,20080000.0,,,320000.0,,1694000.0,110000.0,-1.0,9015000.0,,1132586.0,6955462.0,8284000.0
1985,,6144600.0,,,125000.0,103500.0,,177252.0,9830060.0,,,9567200.0,,82392000.0,28210272.0,,,412200.0,31095.0,8918612.0,,,5000.0,739400.0,,,,2245000.0,,2124421.0,4072595.0,400000.0,-1.0,6619000.0,80000.0,2407406.0,5724.0,3921000.0,14663764.0,6373000.0,2156340.0,,3515246.0,788900.0,579000.0,,,2515000.0,7746937.0,29977008.0,155800.0,-1.0,,,,,,,6268358.0,-1.0,3923729.0,,20438000.0,,,228000.0,,1309000.0,112000.0,-1.0,7715000.0,,823906.0,6334835.0,8918612.0
1986,,5397100.0,,,130000.0,135400.0,,282667.0,10662346.0,,,14957800.0,,79318000.0,28007104.0,,,440000.0,39310.0,8306000.0,,,5000.0,843000.0,,,,2624800.0,,2638372.0,3760000.0,945300.0,-1.0,7746000.0,80000.0,1570866.0,6193.0,3862000.0,14217460.0,6259000.0,2187300.0,,3195154.0,761300.0,607000.0,,,2516000.0,7134958.0,25830000.0,205000.0,-1.0,,,,,,,5599245.0,-1.0,4965136.0,,22826000.0,,,193000.0,,1274000.0,112000.0,-1.0,8118000.0,,869542.0,7706695.0,8306000.0
1987,,5217200.0,,,130000.0,319800.0,,246063.0,12717321.0,,,15325200.0,,90405008.0,26731984.0,,,457400.0,19089.0,8140000.0,,,3000.0,466200.0,,,,2750300.0,,2649508.0,4257531.0,989000.0,-1.0,7937000.0,88878.0,2128000.0,6293.0,3827000.0,13986964.0,5956000.0,1698750.0,,2632017.0,823874.0,724000.0,,,2025000.0,6697716.0,26471008.0,303500.0,-1.0,,,,,,,6238000.0,-1.0,4455537.0,,25466000.0,,,192000.0,,1623000.0,0.0,-1.0,7990000.0,,736472.0,6920023.0,8140000.0
1988,,4868600.0,,,150000.0,456300.0,,256088.0,11534153.0,,,13540600.0,,88035008.0,23215568.0,,,222100.0,8289.0,12810369.0,,,3000.0,1004600.0,,,,2990180.0,,2487239.0,4510824.0,717000.0,-1.0,8926000.0,88695.0,1933700.0,1924.0,3848511.0,14068824.0,6393000.0,2438580.0,,3378908.0,922479.0,725606.0,,,2000000.0,5481665.0,28588080.0,256000.0,-1.0,,,,,,,4558157.0,-1.0,3669393.0,,22507008.0,,,125000.0,,1334000.0,,-1.0,8152000.0,,626098.0,6737330.0,12810369.0
1989,,6771100.0,,,150000.0,341700.0,,141760.0,10928903.0,,,16890704.0,,97413504.0,26986704.0,,,411600.0,12053.0,9243277.0,,,3500.0,989800.0,,,,2877025.0,,2809656.0,5301468.0,828000.0,-1.0,7333000.0,95700.0,2640832.0,2445.0,3663925.0,14373680.0,6664000.0,2654000.0,,3308522.0,888251.0,684732.0,,,3435000.0,6390092.0,28314000.0,252000.0,-1.0,,,,,,735.0,6796922.0,-1.0,3535422.0,,22798000.0,,,262000.0,,1451000.0,,-1.0,8113000.0,,966379.0,7678508.0,9243277.0
1990,,3277705.0,,0.0,150000.0,342826.0,,208470.0,13985741.0,,,11768400.0,,82983008.0,30366304.0,,,421800.0,12692.0,14524513.0,,,1500.0,1125000.0,,,,2983590.0,,2326479.0,4742660.0,941700.0,-1.0,7361000.0,93000.0,2494366.0,706.0,3993571.0,16720958.0,6866000.0,2776000.0,,3533000.0,873885.0,574745.0,,,2760000.0,5608655.0,31746304.0,281700.0,-1.0,,,,,,80.0,5982228.0,-1.0,3641426.0,,24959008.0,,,169000.0,,1480000.0,0.0,-1.0,7902000.0,,583704.0,8623000.0,14524513.0
1991,,4702653.0,,0.0,40000.0,319300.0,,156426.0,15474097.0,,,11975220.0,,65931008.0,25925728.0,,,652554.0,11931.0,16289000.0,,,1000.0,1042800.0,,,,3036170.0,,2149820.0,5866880.0,1085000.0,-1.0,6679000.0,6350.0,2521605.0,1881.0,4114784.0,11411793.0,6030000.0,1628000.0,,3231080.0,896446.0,1106061.0,,,2571000.0,5515005.0,29520208.0,210300.0,-1.0,,,,-1.0,,95.0,6371860.0,-1.0,5000278.0,,25585000.0,,,58000.0,,1409000.0,0.0,-1.0,7673000.0,,855985.0,7189203.0,16289000.0
1992,,2896691.0,,0.0,40000.0,315448.0,,155600.0,15126116.0,,1973385.0,14629669.0,,,27149872.0,-1.0,524625.0,1364915.0,19259.0,15069000.0,8300.0,11100.0,1000.0,1049000.0,2764000.0,800.0,,2754070.0,96598.0,3588470.0,2928419.0,775700.0,-1.0,7233600.0,206095.0,2605408.0,1773.0,3581000.0,11051938.0,6157000.0,2136000.0,1120000.0,2973949.0,907270.0,743933.0,61439.0,24000.0,3000000.0,5412612.0,31685200.0,290750.0,-1.0,492000.0,,25547700.0,-1.0,134600.0,495.0,,-1.0,6005308.0,1160100.0,26438000.0,462600.0,28782928.0,46458.0,0.0,1397000.0,0.0,12169.0,10148000.0,621500.0,303862.0,8251186.0,15069000.0
1993,1128012.0,1776327.0,,0.0,7500.0,233250.0,,32000.0,15620500.0,4309747.0,2048340.0,11065100.0,,,28605780.0,-1.0,537196.0,1236758.0,31962.0,12048000.0,5000.0,23600.0,1000.0,996000.0,1292003.0,800.0,-1.0,3061518.0,132636.0,3410700.0,2182060.0,782900.0,-1.0,9230528.0,185737.0,2993910.0,2840.0,3388000.0,15620752.0,6628000.0,2544000.0,1568500.0,3634752.0,976439.0,794552.0,55102.0,12500.0,2719000.0,,31805100.0,245830.0,-1.0,400000.0,,25467910.0,,220200.0,364.0,,-1.0,5407658.0,842700.0,23812200.0,298000.0,33717008.0,26825.0,14500.0,1117000.0,-1.0,11210.0,9666000.0,855300.0,95332.0,7478600.0,12048000.0
1994,1112057.0,3272900.0,-1.0,0.0,7500.0,243383.0,,0.0,12944200.0,3240124.0,1526660.0,12629340.0,,,24211260.0,-1.0,591819.0,1451900.0,50085.0,12525600.0,10600.0,22500.0,1000.0,1096900.0,2238000.0,800.0,-1.0,3143890.0,221886.0,3547110.0,3370322.0,1091300.0,-1.0,8359612.0,229346.0,2560580.0,1967.0,3853000.0,11676090.0,5702000.0,2349800.0,1078000.0,3137954.0,841404.0,824506.0,54103.0,8200.0,2564000.0,,29036000.0,231500.0,-1.0,40000.0,,13945540.0,,114200.0,381.0,,-1.0,5294729.0,432700.0,28897000.0,228200.0,28138000.0,60000.0,17800.0,1390000.0,-1.0,13657.0,8720000.0,461500.0,111622.0,6149400.0,12525600.0
1995,1176269.0,2654610.0,-1.0,0.0,7600.0,194500.0,,0.0,11170600.0,3711602.0,2083609.0,13188320.0,,,26048800.0,-1.0,690707.0,1406086.0,56991.0,13984000.0,12700.0,14200.0,1000.0,1110000.0,1694000.0,800.0,-1.0,2717400.0,265080.0,3744000.0,4198700.0,1026900.0,-1.0,7438212.0,246150.0,2885807.0,2110.0,3813000.0,13309070.0,6051000.0,2478500.0,1172000.0,3129647.0,823955.0,919926.0,54607.0,12500.0,2537054.0,,30571000.0,270000.0,-1.0,42000.0,,19071560.0,-1.0,107400.0,403.0,,-1.0,5521298.0,371000.0,25460000.0,263158.0,29650000.0,66977.0,28100.0,1547000.0,-1.0,14991.0,8431000.0,692400.0,157481.0,6449400.0,13984000.0
1996,1712973.0,2848169.0,-1.0,0.0,7700.0,212688.0,,0.0,14543277.0,4315566.0,1917253.0,12114200.0,,,26064140.0,-1.0,906246.0,974153.0,32400.0,16726407.0,2375.0,2400.0,1000.0,896600.0,2418000.0,800.0,,2749590.0,308005.0,3109000.0,4677117.0,1034200.0,-1.0,8236000.0,242233.0,3131307.0,2081.0,3295000.0,17845920.0,6125000.0,2430000.0,1010600.0,3064000.0,1142199.0,841537.0,78278.0,360.0,2223866.0,,31211000.0,305500.0,-1.0,600.0,,16166470.0,-1.0,189831.0,542.0,,108.0,3686867.0,340650.0,24204000.0,257800.0,23008800.0,74090.0,46100.0,1395400.0,-1.0,16212.0,10420000.0,795500.0,86884.0,6415700.0,16726407.0
1997,1687604.0,2725512.0,,0.0,7800.0,167900.0,,0.0,18400734.0,3721980.0,1879966.0,13802671.0,,,25768900.0,-1.0,931185.0,1126391.0,149514.0,14970000.0,545.0,86000.0,1000.0,1360000.0,2043000.0,800.0,,2612840.0,288775.0,2707000.0,3690960.0,635000.0,13668.0,8530211.0,357619.0,3011921.0,3359.0,3685000.0,15886194.0,6544700.0,2430000.0,1262000.0,3367000.0,1180030.0,1143020.0,72249.0,3712.0,2797807.0,,34372000.0,268000.0,-1.0,0.0,,13879930.0,,205467.0,449.0,,116.0,4754135.0,127900.0,27112000.0,387500.0,17662800.0,50947.0,33700.0,1366300.0,-1.0,14026.0,11084000.0,1001900.0,79519.0,6606000.0,14970000.0
1998,1330910.0,2361360.0,,0.0,7850.0,82800.0,,0.0,22282500.0,3479400.0,1451919.0,13381800.0,,,26787164.0,-1.0,1233322.0,1202200.0,187649.0,14466475.0,-1.0,120000.0,1000.0,892000.0,1980000.0,800.0,,2822670.0,380245.0,3085000.0,3361022.0,880000.0,14942.0,8866220.0,300000.0,3314143.0,1829.0,4164000.0,15170608.0,5366200.0,2570800.0,1427500.0,3485659.0,1124644.0,1951241.0,58091.0,2521.0,2195000.0,,31156000.0,142600.0,-1.0,21245.0,,10797610.0,,429200.0,472.0,,53.0,4987417.0,225300.0,29483000.0,597000.0,15523000.0,55740.0,41394.0,1399000.0,-1.0,15509.0,10002000.0,949200.0,61786.0,5504500.0,14466475.0
1999,1404931.0,1414900.0,,0.0,7500.0,127400.0,,0.0,17102300.0,2690948.0,1008812.0,14505400.0,,,27577964.0,150000.0,1113969.0,1330387.0,506611.0,8638555.0,-1.0,227000.0,1000.0,1172100.0,2427580.0,800.0,,3236380.0,467137.0,3047190.0,2933504.0,743900.0,14676.0,8248000.0,369500.0,3216731.0,2080.0,3787000.0,12563612.0,7112021.0,2752600.0,1186500.0,3543178.0,1186176.0,2559650.0,67036.0,300.0,2388750.0,,32919000.0,89358.0,-1.0,20940.0,,15227240.0,,536140.0,495.0,,100.0,5548282.0,293900.0,30318000.0,451500.0,14064000.0,39900.0,42189.0,1405000.0,-1.0,15903.0,10584000.0,869900.0,53471.0,7396000.0,8638555.0
2000,961465.0,666900.0,,0.0,7500.0,159329.0,6152000.0,0.0,18821000.0,2808839.0,943463.0,12370000.0,,,27870100.0,230000.0,482211.0,1175326.0,461735.0,8073487.0,-1.0,102300.0,1000.0,1046000.0,1070033.0,800.0,,2883400.0,349065.0,3092470.0,1976192.0,821000.0,12330.0,7929700.0,341700.0,2559613.0,2786.0,3673000.0,13134383.0,,2602200.0,1473600.0,3344780.0,1408448.0,2890360.0,56450.0,300.0,3033244.0,,31121000.0,20700.0,-1.0,18923.0,-1.0,14053490.0,,449800.0,518.0,,100.0,4332172.0,272700.0,32541000.0,407700.0,13198800.0,42000.0,46679.0,1829000.0,-1.0,16556.0,9079000.0,881600.0,23060.0,6798000.0,8073487.0
2001,1286100.0,875500.0,,0.0,7500.0,225400.0,5613900.0,0.0,12632520.0,3529005.0,1084955.0,9916000.0,,,24729920.0,220000.0,964880.0,1215480.0,280888.0,10888615.0,-1.0,61100.0,1000.0,1105200.0,1806425.0,800.0,,2835930.0,185732.0,3232382.0,2903000.0,544300.0,14028.0,6755103.0,15200.0,2773478.0,2277.0,3796000.0,11363907.0,,2659400.0,1682100.0,3148826.0,1050200.0,2857730.0,38000.0,352.0,2890362.0,,26841000.0,0.0,-1.0,15777.0,,14555730.0,,286640.0,539.0,,-1.0,4649017.0,282465.0,25708000.0,491200.0,15574600.0,38500.0,41325.0,1498000.0,-1.0,16646.0,8335000.0,880400.0,18936.0,5996000.0,10888615.0
