,Paraguay,Burundi,Peru,Angola,Cameroon,Malaysia,Dominican Republic,Philippines,Brazil,Benin,Indonesia,Liberia,Sao Tome and Principe,Venezuela (Bolivarian Republic of),Melanesia,Papua New Guinea,Guatemala,Democratic Republic of the Congo,Togo,Nigeria,Madagascar,Suriname,Senegal,Costa Rica,Guinea,Central African Republic,Equatorial Guinea,Congo,Gabon,Ecuador,Honduras,Solomon Islands,Mexico,China,Côte d'Ivoire,Colombia,Gambia,United Republic of Tanzania,Guinea-Bissau,Panama,Sierra Leone,Thailand,Ghana,"China, mainland",Nicaragua
1975,84783.0,96667.0,30000.0,95238.0,150000.0,160761.0,-1.0,70370.0,106061.0,100000.0,161972.0,100000.0,80000.0,-1.0,155556.0,153846.0,-1.0,66676.0,83544.0,25000.0,103846.0,19605.0,100000.0,139241.0,26667.0,90909.0,101613.0,130000.0,60000.0,64076.0,65183.0,171429.0,134419.0,-1.0,139021.0,164331.0,100000.0,100000.0,80000.0,-1.0,80645.0,58235.0,62721.0,-1.0,85714.0
1976,85517.0,96667.0,32502.0,100000.0,151515.0,143169.0,-1.0,70000.0,104651.0,100000.0,176923.0,100000.0,89583.0,-1.0,162772.0,157895.0,-1.0,66726.0,82911.0,25000.0,51800.0,38889.0,100000.0,141975.0,26667.0,90909.0,97143.0,130000.0,60000.0,59513.0,61811.0,208243.0,121375.0,-1.0,135100.0,153000.0,100000.0,100000.0,80000.0,-1.0,80645.0,108430.0,62875.0,-1.0,85714.0
1977,84878.0,95833.0,104962.0,94444.0,151515.0,143820.0,-1.0,70000.0,105263.0,100000.0,171429.0,100000.0,85000.0,-1.0,152194.0,157895.0,-1.0,66494.0,82278.0,25000.0,104091.0,53755.0,100000.0,141975.0,26667.0,97826.0,100000.0,118571.0,60000.0,87500.0,38174.0,130215.0,221048.0,-1.0,115428.0,151552.0,100000.0,100000.0,84615.0,-1.0,80645.0,122074.0,52786.0,-1.0,85714.0
1978,84746.0,100000.0,128311.0,95000.0,155556.0,164155.0,-1.0,69091.0,105634.0,100000.0,138889.0,100000.0,85000.0,-1.0,158169.0,157895.0,-1.0,66309.0,82278.0,25000.0,104545.0,73304.0,100000.0,151020.0,26667.0,100000.0,102857.0,118571.0,52500.0,61989.0,37093.0,159038.0,206490.0,-1.0,119491.0,157396.0,100000.0,107500.0,100000.0,-1.0,80645.0,103811.0,62333.0,-1.0,85714.0
1979,84783.0,99167.0,99270.0,100000.0,152632.0,159630.0,-1.0,70000.0,105263.0,100000.0,165000.0,100000.0,80000.0,-1.0,161632.0,159091.0,-1.0,59276.0,84906.0,25000.0,104545.0,104380.0,100000.0,137500.0,26667.0,87500.0,102857.0,118571.0,60000.0,93364.0,33341.0,170140.0,207459.0,-1.0,106134.0,158850.0,100000.0,107500.0,84615.0,-1.0,80645.0,102810.0,59564.0,-1.0,85714.0
1980,84865.0,100000.0,200000.0,100000.0,153023.0,164654.0,-1.0,70565.0,105263.0,100000.0,166667.0,100000.0,80000.0,86468.0,167261.0,159091.0,-1.0,56616.0,88050.0,25000.0,102500.0,80436.0,100000.0,142273.0,26667.0,87500.0,100000.0,118571.0,60000.0,95400.0,34249.0,194207.0,184211.0,-1.0,122911.0,150000.0,92105.0,107317.0,76923.0,-1.0,80645.0,96444.0,62732.0,-1.0,85714.0
1981,84615.0,100000.0,200000.0,100000.0,154286.0,169783.0,-1.0,68615.0,106061.0,100000.0,165217.0,100000.0,83333.0,81750.0,156037.0,136083.0,-1.0,56985.0,88050.0,25000.0,100000.0,83626.0,100000.0,155417.0,26667.0,87500.0,100000.0,118571.0,60000.0,115385.0,42347.0,248780.0,200000.0,-1.0,100365.0,149819.0,92105.0,107317.0,76923.0,-1.0,80645.0,101165.0,62107.0,-1.0,85714.0
1982,84615.0,100000.0,200000.0,100000.0,152500.0,201436.0,-1.0,70000.0,105263.0,100000.0,179391.0,109091.0,80000.0,84655.0,157759.0,143019.0,-1.0,52561.0,88750.0,25000.0,103448.0,67130.0,100000.0,161789.0,26667.0,87500.0,102703.0,118571.0,60000.0,115410.0,76523.0,268355.0,200000.0,-1.0,104732.0,151709.0,100000.0,107317.0,76923.0,-1.0,80645.0,102618.0,62066.0,-1.0,85714.0
1983,83333.0,100000.0,200000.0,100000.0,151515.0,152343.0,-1.0,70093.0,104651.0,100000.0,180180.0,109091.0,88235.0,92046.0,166374.0,154188.0,59680.0,49453.0,85185.0,25000.0,103448.0,63050.0,100000.0,144073.0,26667.0,93750.0,105405.0,121429.0,66667.0,124124.0,83333.0,261456.0,457143.0,-1.0,106701.0,163955.0,100000.0,107317.0,83333.0,-1.0,80645.0,83618.0,62066.0,-1.0,86364.0
1984,85714.0,100000.0,200000.0,100000.0,146667.0,181826.0,-1.0,70588.0,104545.0,100000.0,211947.0,110435.0,88235.0,90775.0,136912.0,126679.0,59680.0,50048.0,85185.0,25000.0,103448.0,58977.0,100000.0,162063.0,26667.0,93750.0,110811.0,121429.0,72000.0,127581.0,126200.0,247068.0,200000.0,-1.0,106704.0,166366.0,100000.0,107317.0,90909.0,-1.0,80645.0,86948.0,62439.0,-1.0,86957.0
1985,85000.0,104000.0,134416.0,100000.0,155556.0,178183.0,-1.0,70586.0,107407.0,110417.0,187841.0,110435.0,88235.0,92700.0,154388.0,145649.0,94000.0,49171.0,85185.0,25909.0,106897.0,61762.0,100000.0,127423.0,26667.0,100000.0,105405.0,121429.0,68000.0,133715.0,139589.0,243022.0,206186.0,130909.0,100585.0,167518.0,100000.0,109756.0,77778.0,-1.0,80645.0,114455.0,65612.0,130909.0,86957.0
1986,95000.0,104000.0,54548.0,100000.0,162222.0,169781.0,-1.0,80000.0,106897.0,83333.0,206496.0,110000.0,83333.0,89787.0,139617.0,136196.0,97778.0,46781.0,88889.0,26577.0,100000.0,49439.0,100000.0,157768.0,26667.0,100000.0,108108.0,124286.0,96154.0,149486.0,142745.0,175413.0,206186.0,135849.0,125087.0,153720.0,100000.0,110843.0,88462.0,-1.0,80645.0,115823.0,64000.0,135849.0,85417.0
1987,96591.0,106400.0,134199.0,100000.0,160000.0,166042.0,-1.0,92667.0,108333.0,83333.0,210132.0,105263.0,93750.0,91622.0,130264.0,131646.0,117333.0,43295.0,88889.0,26522.0,106250.0,32237.0,100000.0,143219.0,26667.0,100000.0,108108.0,124286.0,100000.0,142965.0,146626.0,117917.0,309278.0,132673.0,133073.0,166602.0,100000.0,113253.0,83333.0,-1.0,80645.0,105312.0,64000.0,132673.0,84000.0
1988,96591.0,108800.0,169540.0,105000.0,160667.0,165262.0,-1.0,117692.0,109524.0,83333.0,201605.0,105556.0,95238.0,82870.0,146580.0,144510.0,129000.0,45565.0,88889.0,26667.0,115625.0,18957.0,100000.0,162699.0,26522.0,100000.0,108108.0,125714.0,88462.0,128360.0,138988.0,163154.0,256410.0,126733.0,103162.0,194369.0,100000.0,115663.0,83333.0,-1.0,80645.0,106930.0,63636.0,126733.0,86000.0
1989,96591.0,82400.0,217938.0,100000.0,192727.0,183004.0,150000.0,125000.0,107200.0,94444.0,173439.0,105882.0,96053.0,94796.0,149352.0,140179.0,138333.0,44163.0,88889.0,26991.0,102564.0,22769.0,100000.0,125819.0,26250.0,100000.0,108108.0,125714.0,62500.0,163145.0,140932.0,244857.0,200000.0,129787.0,101752.0,163452.0,100000.0,118072.0,83333.0,-1.0,80645.0,120833.0,66154.0,129787.0,84615.0
1990,96591.0,113600.0,279036.0,104762.0,190909.0,177543.0,166667.0,123846.0,99394.0,94444.0,165695.0,106250.0,97222.0,87660.0,148500.0,144975.0,108000.0,44176.0,88889.0,26957.0,112821.0,14184.0,100000.0,143467.0,26400.0,100000.0,108108.0,125714.0,95833.0,142708.0,140496.0,177568.0,145639.0,123256.0,110706.0,156102.0,100000.0,119048.0,77778.0,-1.0,80645.0,124143.0,65385.0,123256.0,85185.0
1991,96591.0,116000.0,245716.0,106977.0,178846.0,172483.0,140000.0,132143.0,100303.0,86667.0,157375.0,106723.0,98083.0,95019.0,167522.0,171359.0,95243.0,44176.0,88889.0,26531.0,115385.0,16161.0,100000.0,150429.0,26538.0,87500.0,108108.0,121429.0,97143.0,127166.0,128403.0,142857.0,150000.0,136585.0,104549.0,165553.0,100000.0,122619.0,77778.0,-1.0,80645.0,127475.0,65385.0,136585.0,83929.0
1992,96591.0,119200.0,223266.0,111628.0,177143.0,175636.0,150000.0,137857.0,98710.0,86667.0,151349.0,106723.0,98276.0,98807.0,177087.0,178421.0,133333.0,44085.0,88889.0,26667.0,120513.0,23005.0,100000.0,145077.0,22456.0,85714.0,105405.0,115714.0,93714.0,138036.0,133740.0,168750.0,150870.0,140244.0,110547.0,155898.0,100000.0,120930.0,77778.0,-1.0,80479.0,125178.0,64444.0,140244.0,122500.0
1993,97222.0,116000.0,267000.0,116279.0,197917.0,196484.0,143750.0,130000.0,100435.0,86667.0,185776.0,106723.0,94828.0,109447.0,178577.0,179097.0,116667.0,44110.0,88889.0,26667.0,122500.0,20853.0,100000.0,136842.0,26102.0,87719.0,104054.0,118571.0,101750.0,144881.0,179204.0,175000.0,158997.0,146341.0,112423.0,154328.0,100000.0,123256.0,77778.0,-1.0,80617.0,137091.0,64444.0,146341.0,150000.0
1994,97222.0,104000.0,251426.0,120930.0,193878.0,180963.0,142222.0,138571.0,99355.0,86667.0,191770.0,106723.0,91111.0,90004.0,166306.0,167500.0,147000.0,44135.0,88889.0,26364.0,119444.0,20270.0,100000.0,178072.0,26667.0,87719.0,104167.0,121429.0,94250.0,125171.0,132525.0,157500.0,140000.0,146341.0,113809.0,155655.0,100000.0,122727.0,77778.0,-1.0,80633.0,138151.0,65132.0,146341.0,200000.0
1995,95652.0,112000.0,258481.0,120455.0,200000.0,188761.0,151111.0,135000.0,99394.0,100000.0,188235.0,106723.0,90000.0,91703.0,159085.0,158644.0,133333.0,44580.0,87742.0,26549.0,119444.0,20400.0,100000.0,173821.0,26667.0,88889.0,100000.0,124286.0,92500.0,112659.0,149597.0,162500.0,104031.0,146341.0,108601.0,162561.0,100000.0,125000.0,77778.0,-1.0,80645.0,153418.0,64369.0,146341.0,205000.0
1996,95652.0,116000.0,228869.0,120536.0,196078.0,187123.0,151111.0,132857.0,97778.0,105556.0,171457.0,106723.0,91667.0,91703.0,162857.0,162903.0,160000.0,44854.0,87273.0,26271.0,111111.0,20000.0,100000.0,154925.0,26774.0,88889.0,102778.0,125000.0,83750.0,109799.0,160015.0,162500.0,145917.0,144762.0,123521.0,162431.0,100000.0,127273.0,77778.0,-1.0,80678.0,164223.0,65626.0,144762.0,250000.0
1997,95652.0,120000.0,189983.0,120455.0,201923.0,194175.0,151111.0,132857.0,100000.0,105263.0,165978.0,107407.0,93333.0,112323.0,149296.0,146508.0,137500.0,50445.0,88462.0,26271.0,116667.0,21250.0,100000.0,183931.0,26774.0,88889.0,100000.0,121429.0,87500.0,141448.0,173584.0,171250.0,129716.0,146429.0,75433.0,169970.0,100000.0,125000.0,84211.0,102041.0,80328.0,152709.0,63700.0,146429.0,265000.0
1998,95652.0,116000.0,170843.0,120536.0,201923.0,169528.0,151111.0,132857.0,100000.0,110000.0,164394.0,107407.0,89091.0,135486.0,165000.0,164063.0,141176.0,54515.0,88462.0,26441.0,116667.0,20000.0,100000.0,167832.0,26774.0,88889.0,101471.0,122535.0,80000.0,156565.0,199759.0,172500.0,130000.0,144651.0,83836.0,167075.0,100000.0,128889.0,84211.0,102041.0,80645.0,136533.0,63876.0,144651.0,265000.0
1999,96154.0,112000.0,259903.0,120000.0,200000.0,198198.0,151111.0,132667.0,100000.0,110000.0,177450.0,107407.0,91667.0,134741.0,163158.0,162794.0,157895.0,54972.0,85185.0,26667.0,122222.0,20833.0,100000.0,131190.0,26774.0,77778.0,100000.0,125000.0,80000.0,105793.0,184667.0,166250.0,158333.0,146512.0,83737.0,186882.0,100000.0,137778.0,84211.0,103636.0,80275.0,176041.0,64495.0,146512.0,265000.0
2000,96154.0,108333.0,140228.0,121739.0,196166.0,184065.0,153000.0,153125.0,100000.0,104762.0,180636.0,107407.0,97273.0,150807.0,172222.0,172917.0,152381.0,55960.0,85185.0,26688.0,116667.0,20000.0,100000.0,153083.0,26774.0,75000.0,100000.0,125000.0,80000.0,117816.0,181941.0,166667.0,153333.0,142222.0,71296.0,183272.0,100000.0,142222.0,84211.0,103571.0,80275.0,145311.0,66652.0,142222.0,265000.0
2001,96154.0,100000.0,156983.0,121739.0,209091.0,178097.0,153000.0,180000.0,100000.0,127778.0,186136.0,107407.0,96154.0,138735.0,162857.0,162400.0,173913.0,60282.0,85185.0,26730.0,116667.0,20000.0,100000.0,167400.0,26774.0,75000.0,100000.0,125000.0,80000.0,113920.0,131136.0,166667.0,153333.0,138298.0,60737.0,187784.0,100000.0,142222.0,84211.0,101724.0,81818.0,168686.0,61227.0,138298.0,265000.0
2002,96538.0,100000.0,155789.0,121739.0,205357.0,176433.0,153465.0,169097.0,100000.0,133333.0,167742.0,107407.0,98077.0,127358.0,150909.0,149114.0,166667.0,61885.0,85185.0,26730.0,116667.0,20000.0,100000.0,134463.0,26774.0,75000.0,100000.0,125000.0,80000.0,113448.0,142395.0,166667.0,142857.0,140426.0,65805.0,179278.0,100000.0,144444.0,84211.0,100877.0,81818.0,152133.0,61111.0,140426.0,265000.0
2003,95113.0,100000.0,203572.0,121739.0,210526.0,204831.0,153465.0,170677.0,100000.0,135000.0,173026.0,107407.0,96296.0,116790.0,146739.0,144578.0,168000.0,66581.0,85185.0,26158.0,116667.0,20000.0,100000.0,134491.0,26774.0,75676.0,100000.0,125000.0,80000.0,104247.0,152418.0,166667.0,160100.0,142553.0,59911.0,171508.0,100000.0,144444.0,84211.0,101724.0,81250.0,170286.0,66667.0,142553.0,243182.0
2004,95924.0,100000.0,219467.0,121739.0,210526.0,205412.0,153410.0,160224.0,100000.0,128571.0,182005.0,107407.0,96429.0,134786.0,148936.0,147059.0,161538.0,67600.0,85185.0,26205.0,116667.0,20000.0,100000.0,143777.0,26774.0,75676.0,100000.0,125000.0,80000.0,149712.0,137847.0,166667.0,138991.0,143617.0,64573.0,197454.0,100000.0,144444.0,84211.0,101563.0,80769.0,167606.0,61565.0,143617.0,224000.0
2005,95872.0,100000.0,192975.0,121739.0,207143.0,210586.0,152778.0,139262.0,100000.0,131818.0,200542.0,102353.0,96429.0,115869.0,149485.0,147727.0,200000.0,67600.0,85185.0,25373.0,116667.0,20000.0,100000.0,155611.0,26774.0,75000.0,100000.0,125000.0,80000.0,110585.0,129653.0,166667.0,119324.0,143617.0,62476.0,192995.0,100000.0,144444.0,84211.0,100746.0,80769.0,154311.0,62257.0,143617.0,229200.0
2006,95872.0,100000.0,216738.0,121739.0,208333.0,215878.0,152778.0,118762.0,100000.0,136364.0,195255.0,102353.0,93750.0,121734.0,149020.0,146739.0,177778.0,65209.0,85106.0,26992.0,116667.0,20000.0,100000.0,180235.0,26774.0,75000.0,100000.0,125000.0,80000.0,116715.0,177552.0,170000.0,140508.0,144444.0,60595.0,193939.0,100000.0,144444.0,84211.0,101471.0,81250.0,176771.0,62985.0,144444.0,234800.0
2007,95000.0,100000.0,189335.0,121739.0,212746.0,211441.0,152870.0,112486.0,100000.0,139130.0,171053.0,102353.0,93750.0,122693.0,148113.0,145833.0,183333.0,65137.0,85106.0,26984.0,116667.0,20000.0,100000.0,170433.0,26774.0,75000.0,100000.0,125225.0,79762.0,124572.0,165994.0,170000.0,122878.0,138542.0,66967.0,193939.0,100000.0,144444.0,84211.0,101325.0,81667.0,149957.0,56169.0,138542.0,200000.0
2008,95000.0,100000.0,189464.0,108696.0,198844.0,227364.0,153496.0,120727.0,105770.0,137500.0,170683.0,102353.0,90909.0,177575.0,146664.0,145299.0,168000.0,64833.0,84967.0,26563.0,116575.0,20000.0,107059.0,164106.0,26774.0,75863.0,100000.0,125112.0,79762.0,147445.0,154009.0,161182.0,118743.0,139167.0,66235.0,193939.0,100000.0,144444.0,84211.0,101746.0,80400.0,200854.0,56150.0,139167.0,211000.0
2009,95000.0,100000.0,147279.0,121739.0,156695.0,219015.0,153841.0,124533.0,108023.0,176000.0,167598.0,102353.0,96970.0,154575.0,145940.0,145378.0,169231.0,64966.0,84923.0,26563.0,116575.0,20000.0,103333.0,163227.0,26774.0,75410.0,100000.0,125000.0,47619.0,113872.0,157895.0,151517.0,129992.0,134000.0,71378.0,193939.0,100000.0,144444.0,85263.0,101503.0,80385.0,160052.0,59626.0,134000.0,244333.0
2010,95000.0,100000.0,153137.0,121739.0,195677.0,205726.0,153048.0,125535.0,121473.0,176923.0,169204.0,102353.0,96407.0,135457.0,137905.0,137037.0,170909.0,65291.0,84928.0,25000.0,116484.0,20000.0,114286.0,172947.0,26774.0,75536.0,100000.0,125000.0,47619.0,147309.0,168402.0,146923.0,137773.0,140426.0,60258.0,197174.0,100000.0,144792.0,84211.0,100992.0,80000.0,144681.0,55675.0,140426.0,216750.0
2011,95000.0,100000.0,107965.0,121739.0,197093.0,216864.0,152417.0,109656.0,119288.0,158621.0,170178.0,101969.0,96407.0,126502.0,139554.0,139860.0,180000.0,67027.0,85882.0,25000.0,116484.0,20000.0,114286.0,175000.0,26774.0,79365.0,100000.0,125664.0,47619.0,103496.0,169719.0,136429.0,155044.0,135417.0,61736.0,200374.0,100000.0,142000.0,84737.0,101165.0,80000.0,188935.0,58642.0,135417.0,216750.0
2012,95000.0,100000.0,136933.0,121739.0,203252.0,214261.0,154118.0,100216.0,109691.0,165625.0,169925.0,101290.0,96407.0,109878.0,142050.0,140411.0,160000.0,66666.0,85714.0,24923.0,118919.0,20000.0,110909.0,175000.0,26774.0,87302.0,102857.0,124783.0,47619.0,133401.0,169976.0,158000.0,135088.0,134694.0,68859.0,200336.0,100000.0,139423.0,84737.0,100755.0,77778.0,191146.0,56747.0,134694.0,200000.0
2013,95000.0,100000.0,119311.0,121739.0,181481.0,211504.0,154118.0,87904.0,114773.0,155556.0,169492.0,100819.0,95294.0,111711.0,140964.0,140000.0,148000.0,66957.0,86471.0,26667.0,114595.0,20000.0,107143.0,175000.0,26774.0,89231.0,102857.0,124138.0,50000.0,105872.0,166976.0,150000.0,123130.0,134000.0,64584.0,201861.0,100000.0,139423.0,84737.0,101019.0,76364.0,204988.0,72999.0,134000.0,200000.0
2014,94825.0,99228.0,164409.0,121465.0,186368.0,204863.0,153344.0,79415.0,110136.0,164015.0,170532.0,100436.0,94932.0,101276.0,139586.0,138705.0,136364.0,67247.0,86650.0,26264.0,115726.0,20091.0,107828.0,113750.0,26811.0,88739.0,102634.0,124184.0,47227.0,127514.0,166543.0,148102.0,133470.0,134128.0,61119.0,207563.0,99989.0,139732.0,84759.0,100971.0,75557.0,181739.0,70000.0,134128.0,195571.0
