,USSR,Eritrea,Australia & New Zealand,Australia,Pakistan,Democratic Republic of the Congo,Belize,Ethiopia,Guyana,South Africa,Lebanon,Tajikistan,Tunisia,Brazil,Paraguay,Niger,Serbia,Slovenia,Congo,Argentina,Colombia,Spain,India,Jamaica,Ecuador,Madagascar,Republic of Moldova,Canada,Turkey,Switzerland,Belgium-Luxembourg,Ethiopia PDR,Estonia,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,France,Republic of Korea,Poland,Bolivia (Plurinational State of),Montenegro,Dominican Republic,Kyrgyzstan,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,United States of America,"China, mainland",New Zealand,Peru,Rwanda,Lithuania,Netherlands,Lesotho,Bhutan,Turkmenistan,Norway,Philippines,Libya,United Republic of Tanzania,Burundi,Belgium,Luxembourg,Czechia,Bangladesh,Italy,Germany,Uganda,Syrian Arab Republic,Sweden,Uzbekistan,Occupied Palestinian Territory,Finland,Serbia and Montenegro,Armenia,Morocco,Chile,Uruguay,Hungary,Ireland,Egypt,Malawi,Algeria,Slovakia,Israel,Japan,Belarus,Denmark,Georgia,United Kingdom,Azerbaijan,Bosnia and Herzegovina,Yemen,Mauritania,Russian Federation,Austria,Venezuela (Bolivarian Republic of),Romania,Latvia,Ukraine,Sierra Leone,Croatia,Bulgaria,Myanmar,China
1961,2008000.0,,46517.0,21187.0,90400.0,800.0,-1.0,,60.0,7800.0,350.0,,,-1.0,2100.0,-1.0,,,1900.0,19900.0,23100.0,28900.0,1049580.0,910.0,20942.0,-1.0,,29390.0,2900.0,,23437.0,110000.0,,,8334.0,35778.0,22610.0,565.0,54000.0,3000.0,,695.0,,5448.0,8820.0,-1.0,,161433.0,2970000.0,25330.0,24970.0,29006.0,,85795.0,12024.0,-1.0,,324.0,-1.0,400.0,3000.0,29000.0,,,,25000.0,9600.0,56373.0,9300.0,448.0,13250.0,,-1.0,4526.0,,,25000.0,6838.0,1000.0,71489.0,2600.0,910.0,-1.0,3020.0,,750.0,20900.0,,12000.0,,38610.0,,,,-1.0,,1896.0,1594.0,105400.0,,,750.0,,6555.0,6302.0,2970000.0
1962,4852000.0,,43034.0,22270.0,95500.0,800.0,-1.0,,60.0,9900.0,400.0,,,-1.0,2100.0,-1.0,,,2000.0,28000.0,23600.0,24993.0,1103430.0,940.0,7679.0,-1.0,,25310.0,3300.0,,21049.0,111500.0,,,6851.0,40939.0,22300.0,771.0,63000.0,3000.0,,732.0,,4723.0,12000.0,-1.0,,230197.0,3900000.0,20764.0,25180.0,40300.0,,70531.0,7500.0,-1.0,,96.0,-1.0,300.0,3600.0,27000.0,,,,26000.0,11330.0,73538.0,5600.0,448.0,10760.0,,-1.0,3060.0,,,45000.0,6709.0,1100.0,94916.0,4500.0,1312.0,-1.0,3800.0,,400.0,11500.0,,9000.0,,37594.0,,,,-1.0,,1560.0,2508.0,136100.0,,,800.0,,9590.0,4109.0,3900000.0
1963,5934000.0,,48149.0,20920.0,97500.0,800.0,-1.0,,61.0,8000.0,300.0,,,-1.0,2160.0,-1.0,,,2100.0,27400.0,24000.0,25600.0,1026210.0,990.0,3945.0,-1.0,,25390.0,2500.0,,20584.0,113000.0,,,5617.0,53565.0,16730.0,442.0,64000.0,3000.0,,756.0,,4934.0,14400.0,-1.0,,221760.0,3100000.0,27229.0,27590.0,38915.0,,73000.0,6500.0,-1.0,,54.0,-1.0,600.0,3253.0,32300.0,,,,26000.0,9480.0,55987.0,8400.0,395.0,10200.0,,-1.0,2700.0,,,32000.0,5996.0,1100.0,106444.0,2700.0,611.0,-1.0,4200.0,,550.0,8250.0,,10000.0,,44000.0,,,,-1.0,,2390.0,2134.0,138300.0,,,850.0,,26639.0,15184.0,3100000.0
1964,7710000.0,,50748.0,20764.0,100600.0,800.0,-1.0,,112.0,8800.0,400.0,,,-1.0,2100.0,-1.0,,,2200.0,16800.0,24700.0,18816.0,670500.0,930.0,17788.0,-1.0,,37670.0,4000.0,,25393.0,113800.0,,,5940.0,58593.0,14640.0,363.0,64000.0,3000.0,,626.0,,5066.0,12000.0,-1.0,,221352.0,3350000.0,29984.0,27907.0,27887.0,,68988.0,6000.0,-1.0,,,-1.0,300.0,4340.0,34600.0,,,,33000.0,8520.0,65389.0,8200.0,500.0,13400.0,,-1.0,3100.0,,,35000.0,3730.0,1300.0,79635.0,2500.0,1307.0,-1.0,3422.0,,1150.0,8120.0,,10000.0,,47754.0,,,,-1.0,,2296.0,1150.0,93700.0,,,900.0,,48497.0,12912.0,3350000.0
1965,4255000.0,,37466.0,13576.0,90400.0,800.0,-1.0,,90.0,9000.0,1125.0,,,-1.0,2220.0,-1.0,,,2300.0,34950.0,25400.0,17500.0,925500.0,790.0,18453.0,-1.0,,41530.0,6000.0,,19557.0,114900.0,,,4874.0,64107.0,14570.0,553.0,94000.0,3000.0,,675.0,,5125.0,10800.0,-1.0,,184883.0,3350000.0,23890.0,17809.0,39054.0,,44395.0,6600.0,-1.0,,,-1.0,360.0,4363.0,36600.0,,,,33000.0,8260.0,74644.0,8000.0,1167.0,9700.0,,-1.0,4100.0,,,40000.0,5274.0,1300.0,125375.0,2600.0,1325.0,-1.0,2645.0,,1950.0,8990.0,,8000.0,,46840.0,,,,-1.0,,2090.0,1495.0,123411.0,,,1000.0,,61522.0,10162.0,3350000.0
1966,4360000.0,,47867.0,19070.0,96500.0,800.0,-1.0,,81.0,3700.0,784.0,,,-1.0,2310.0,-1.0,,,2400.0,32950.0,26100.0,21400.0,806800.0,1500.0,18202.0,-1.0,,32930.0,5000.0,,15831.0,117800.0,,,5042.0,51577.0,12920.0,507.0,94000.0,3000.0,,619.0,,5222.0,13100.0,-1.0,,168781.0,2400000.0,28797.0,19081.0,59200.0,,34584.0,7563.0,-1.0,,,-1.0,600.0,6424.0,37370.0,,,,36000.0,8440.0,54747.0,6500.0,850.0,8200.0,,-1.0,3200.0,,,33500.0,13919.0,1359.0,104938.0,3400.0,1849.0,-1.0,2356.0,,250.0,7230.0,,5000.0,,44198.0,,,,-1.0,,3330.0,1944.0,163200.0,,,800.0,,92968.0,11463.0,2400000.0
1967,3792000.0,,40821.0,8626.0,114800.0,800.0,-1.0,,76.0,7900.0,805.0,,,-1.0,2630.0,-1.0,,,2500.0,20000.0,27200.0,23800.0,660400.0,2200.0,17813.0,-1.0,,29990.0,6000.0,,18596.0,119600.0,,,5391.0,50402.0,16010.0,463.0,83000.0,3000.0,,637.0,,3719.0,13600.0,-1.0,,164336.0,2400000.0,32195.0,19586.0,51600.0,,48386.0,6677.0,-1.0,,,-1.0,600.0,6026.0,37400.0,,,,39000.0,8930.0,58009.0,6500.0,500.0,7100.0,,-1.0,3400.0,,,31400.0,8900.0,1380.0,127918.0,2400.0,1000.0,-1.0,2263.0,,550.0,8200.0,,9000.0,,65027.0,,,,-1.0,,3367.0,2245.0,182700.0,,,800.0,,82940.0,11293.0,2400000.0
1968,4432000.0,,60322.0,24044.0,109700.0,800.0,-1.0,,79.0,7900.0,311.0,,,-1.0,2800.0,-1.0,,,2600.0,10000.0,28000.0,22562.0,949500.0,2323.0,22252.0,-1.0,,28900.0,3700.0,,14790.0,121600.0,,,2682.0,17269.0,13910.0,409.0,61000.0,3000.0,,656.0,,3363.0,13300.0,-1.0,,168872.0,2100000.0,36278.0,17401.0,45780.0,,35757.0,6485.0,-1.0,,,-1.0,600.0,5096.0,35700.0,,,,43000.0,7530.0,41709.0,10000.0,321.0,7400.0,,-1.0,3300.0,,,51850.0,11520.0,1420.0,68129.0,2200.0,2000.0,-1.0,2099.0,,440.0,7800.0,,13000.0,,51819.0,,,,-1.0,,2708.0,2477.0,75576.0,,,800.0,,27948.0,11827.0,2100000.0
1969,4844000.0,,83167.0,26550.0,84500.0,800.0,-1.0,,123.0,6600.0,258.0,,,-1.0,2580.0,-1.0,,,2700.0,21600.0,29000.0,22288.0,958000.0,1930.0,11103.0,-1.0,,31080.0,4200.0,,14089.0,123900.0,,,2412.0,23789.0,14530.0,469.0,58000.0,3000.0,,676.0,,3263.0,16020.0,-1.0,,234824.0,2000000.0,56617.0,19868.0,60948.0,,40095.0,4745.0,-1.0,,,-1.0,600.0,4812.0,19817.0,,,,45000.0,7890.0,40517.0,10000.0,326.0,5200.0,,-1.0,2200.0,,,34000.0,6672.0,1480.0,118250.0,2400.0,3000.0,-1.0,1594.0,,390.0,6100.0,,3000.0,,65840.0,,,,-1.0,,2217.0,2883.0,105600.0,,,800.0,,33507.0,16814.0,2000000.0
1970,4508000.0,,82337.0,33130.0,81600.0,800.0,-1.0,,154.0,3200.0,227.0,,,-1.0,2600.0,-1.0,,,2800.0,18100.0,30000.0,19800.0,772100.0,1950.0,13000.0,-1.0,,39350.0,4000.0,,13262.0,126400.0,,,3635.0,22669.0,47790.0,593.0,61000.0,3000.0,,696.0,,3682.0,16800.0,-1.0,,181027.0,2300000.0,49207.0,19473.0,64973.0,,38770.0,4459.0,-1.0,,,-1.0,500.0,6202.0,30100.0,,,,46000.0,12030.0,38951.0,6000.0,349.0,9900.0,,-1.0,2600.0,,,33400.0,7413.0,1523.0,108820.0,2500.0,3000.0,-1.0,2017.0,,410.0,5806.0,,9000.0,,87380.0,,,,-1.0,,2168.0,3103.0,154600.0,,,800.0,,41738.0,16155.0,2300000.0
1971,4420000.0,,90423.0,38979.0,70200.0,800.0,-1.0,,173.0,5800.0,164.0,,,-1.0,3800.0,-1.0,,,2900.0,16800.0,31500.0,19200.0,775000.0,2567.0,11400.0,-1.0,,48280.0,4200.0,,11680.0,129400.0,,,2392.0,22334.0,52810.0,337.0,66000.0,4000.0,,716.0,,1887.0,17700.0,-1.0,,221533.0,2200000.0,51444.0,15789.0,67464.0,,31042.0,5000.0,-1.0,,,-1.0,318.0,6620.0,30762.0,,,,53000.0,9940.0,51965.0,11000.0,536.0,8800.0,,-1.0,2700.0,,,48200.0,8512.0,1550.0,106073.0,2500.0,7000.0,-1.0,2704.0,,950.0,5168.0,,13000.0,,73156.0,,,,-1.0,,2030.0,2202.0,123000.0,,,800.0,,28119.0,15382.0,2200000.0
1972,4580000.0,,72833.0,15315.0,94500.0,800.0,-1.0,,181.0,6900.0,187.0,,,-1.0,2000.0,-1.0,,,3000.0,12000.0,33100.0,18000.0,658000.0,2703.0,9838.0,-1.0,,47840.0,4100.0,,6713.0,132400.0,,,2024.0,15745.0,27080.0,332.0,60000.0,4000.0,,738.0,,2386.0,14700.0,-1.0,,122469.0,2000000.0,57518.0,14615.0,55324.0,,10589.0,3000.0,-1.0,,,-1.0,544.0,5188.0,27686.0,,,,59000.0,6000.0,35906.0,14600.0,821.0,7800.0,,-1.0,6100.0,,,61900.0,10667.0,1600.0,84208.0,1300.0,3000.0,-1.0,2226.0,,1040.0,5944.0,,6306.0,,73156.0,,,,-1.0,,3004.0,1621.0,91300.0,,,800.0,,18234.0,15890.0,2000000.0
1973,5581000.0,,78158.0,18425.0,89000.0,800.0,-1.0,,247.0,6700.0,142.0,,,-1.0,2600.0,-1.0,,,3050.0,12600.0,33000.0,10200.0,461400.0,1844.0,8961.0,-1.0,,43380.0,4400.0,,4595.0,73500.0,,,2027.0,15882.0,22020.0,342.0,56000.0,4100.0,,759.0,,2682.0,17600.0,-1.0,,116890.0,2100000.0,59733.0,15589.0,56247.0,,12427.0,4000.0,-1.0,,,-1.0,764.0,6000.0,31439.0,,,,59000.0,4810.0,38514.0,8000.0,579.0,5500.0,,-1.0,6600.0,,,37090.0,8841.0,1650.0,71571.0,1000.0,4000.0,-1.0,2363.0,,1040.0,4800.0,,2361.0,,70107.0,,,,-1.0,,2004.0,1054.0,64900.0,,,800.0,,15065.0,11177.0,2100000.0
1974,6000000.0,,73022.0,20130.0,98300.0,800.0,-1.0,,816.0,5500.0,193.0,,,-1.0,2922.0,-1.0,,,3100.0,16100.0,33000.0,9500.0,377900.0,2069.0,9384.0,-1.0,,44740.0,3500.0,,6862.0,74200.0,,,1980.0,34828.0,25210.0,998.0,41000.0,5100.0,,770.0,,2520.0,19100.0,-1.0,,200986.0,2100000.0,52892.0,15313.0,50741.0,,23286.0,7178.0,-1.0,,,-1.0,834.0,6500.0,25151.0,,,,66000.0,4510.0,46808.0,13100.0,734.0,8000.0,,-1.0,12800.0,,,124330.0,12500.0,1700.0,126911.0,1000.0,4000.0,-1.0,2681.0,,1250.0,4400.0,,5863.0,,96525.0,,,,-1.0,,1977.0,1212.0,45300.0,,,900.0,,16319.0,9689.0,2100000.0
1975,3700000.0,,65853.0,18331.0,60800.0,800.0,-1.0,,998.0,7300.0,140.0,,,-1.0,3011.0,-1.0,,,3135.0,19300.0,29000.0,8100.0,472300.0,2048.0,9751.0,-1.0,,47630.0,3500.0,,9252.0,44730.0,,,2416.0,43684.0,72820.0,1586.0,38593.0,5900.0,,780.0,,2662.0,12300.0,-1.0,,174587.0,2100000.0,47522.0,14768.0,57419.0,,21917.0,5788.0,-1.0,,,-1.0,920.0,7000.0,31753.0,,,,73000.0,4800.0,42394.0,12000.0,710.0,6300.0,,-1.0,10500.0,,,98570.0,6234.0,1800.0,115710.0,100.0,4200.0,-1.0,3779.0,,850.0,4455.0,,6802.0,,86200.0,,,,-1.0,,2000.0,1326.0,29300.0,,,900.0,,11319.0,12090.0,2100000.0
1976,6335000.0,,69395.0,14880.0,66100.0,800.0,-1.0,,726.0,8200.0,140.0,,,-1.0,3070.0,-1.0,,,3160.0,36300.0,30000.0,6400.0,542000.0,2091.0,9258.0,-1.0,,43410.0,4000.0,,4785.0,46090.0,,,1307.0,36598.0,30530.0,1698.0,40000.0,4100.0,,790.0,,2998.0,16300.0,-1.0,,124601.0,2200000.0,54515.0,14820.0,57024.0,,15903.0,5763.0,-1.0,,,-1.0,1040.0,7500.0,32400.0,,,,72000.0,4500.0,29763.0,15000.0,577.0,10600.0,,-1.0,14500.0,,,112180.0,7120.0,1900.0,126010.0,300.0,5908.0,-1.0,3525.0,,500.0,4005.0,,5244.0,,82300.0,,,,-1.0,,2000.0,1581.0,11900.0,,,900.0,,12916.0,17209.0,2200000.0
1977,5180000.0,,60081.0,15058.0,83200.0,900.0,-1.0,,1089.0,5800.0,140.0,,,-1.0,3471.0,-1.0,,,3185.0,30000.0,26500.0,6000.0,432000.0,3362.0,4950.0,-1.0,,54900.0,6000.0,,3819.0,102090.0,,,1090.0,43711.0,54990.0,2249.0,35000.0,4400.0,,800.0,,2287.0,17800.0,-1.0,,71214.0,2000000.0,45023.0,14900.0,55614.0,,13232.0,7032.0,-1.0,,,-1.0,1177.0,8320.0,33000.0,,,,79000.0,4500.0,34590.0,12000.0,679.0,11600.0,,-1.0,6600.0,,,33330.0,13710.0,2000.0,99078.0,100.0,5086.0,-1.0,2930.0,,400.0,4275.0,,6598.0,,120500.0,,,,-1.0,,5500.0,1669.0,9600.0,,,1000.0,,11444.0,17236.0,2000000.0
1978,6005000.0,,102934.0,43883.0,83700.0,900.0,-1.0,,1100.0,7000.0,120.0,,,-1.0,3589.0,-1.0,,,3200.0,46000.0,30000.0,5420.0,360100.0,5165.0,4477.0,-1.0,,67350.0,7000.0,,3373.0,85940.0,,,1570.0,58927.0,78600.0,2200.0,63000.0,4400.0,,800.0,,2286.0,16300.0,-1.0,,218404.0,2200000.0,59051.0,17581.0,50400.0,,18360.0,4427.0,-1.0,,,-1.0,1055.0,7500.0,25000.0,,,,66000.0,4500.0,44590.0,13700.0,870.0,9600.0,,-1.0,12500.0,,,45670.0,15650.0,2000.0,125011.0,300.0,4928.0,-1.0,3709.0,,650.0,3555.0,,8068.0,,102500.0,,,,-1.0,,8800.0,1661.0,7947.0,,,1050.0,,14685.0,18996.0,2200000.0
