,USSR,Eritrea,Australia & New Zealand,Australia,Pakistan,Democratic Republic of the Congo,Belize,Ethiopia,Guyana,South Africa,Lebanon,Tajikistan,Tunisia,Brazil,Paraguay,Niger,Serbia,Slovenia,Congo,Argentina,Colombia,Spain,India,Jamaica,Ecuador,Madagascar,Republic of Moldova,Canada,Turkey,Switzerland,Belgium-Luxembourg,Ethiopia PDR,Estonia,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,France,Republic of Korea,Poland,Bolivia (Plurinational State of),Montenegro,Dominican Republic,Kyrgyzstan,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,United States of America,"China, mainland",New Zealand,Peru,Rwanda,Lithuania,Netherlands,Lesotho,Bhutan,Turkmenistan,Norway,Philippines,Libya,United Republic of Tanzania,Burundi,Belgium,Luxembourg,Czechia,Bangladesh,Italy,Germany,Uganda,Syrian Arab Republic,Sweden,Uzbekistan,Occupied Palestinian Territory,Finland,Serbia and Montenegro,Armenia,Morocco,Chile,Uruguay,Hungary,Ireland,Egypt,Malawi,Algeria,Slovakia,Israel,Japan,Belarus,Denmark,Georgia,United Kingdom,Azerbaijan,Bosnia and Herzegovina,Yemen,Mauritania,Russian Federation,Austria,Venezuela (Bolivarian Republic of),Romania,Latvia,Ukraine,Sierra Leone,Croatia,Bulgaria,Myanmar,China
1979,3200000.0,,116922.0,53515.0,82100.0,900.0,-1.0,,1306.0,6500.0,80.0,,,-1.0,3745.0,-1.0,,,3250.0,12000.0,32000.0,5246.0,359800.0,4497.0,6607.0,-1.0,,78700.0,7500.0,,3481.0,129010.0,,,1526.0,39481.0,160000.0,2200.0,67000.0,4500.0,,850.0,,2916.0,14800.0,-1.0,,146646.0,2300000.0,63407.0,18149.0,38500.0,,14400.0,6856.0,-1.0,,,-1.0,1100.0,7375.0,28900.0,,,,44000.0,5600.0,47960.0,6000.0,824.0,8500.0,,-1.0,17900.0,,,37347.0,14580.0,2000.0,61937.0,400.0,5377.0,-1.0,3122.0,,750.0,3000.0,,9161.0,,120900.0,,,,-1.0,,12600.0,1704.0,5934.0,,,1100.0,,11004.0,20487.0,2300000.0
1980,5040000.0,,135586.0,66334.0,75400.0,900.0,-1.0,,1315.0,8500.0,70.0,,,-1.0,3900.0,-1.0,,,3300.0,18600.0,33000.0,4787.0,229300.0,3895.0,7452.0,-1.0,,76000.0,7000.0,,2166.0,237815.0,,,2283.0,77264.0,249000.0,2200.0,55000.0,4500.0,,850.0,,5433.0,16000.0,-1.0,,193638.0,2300000.0,69252.0,25500.0,34860.0,,14800.0,4562.0,-1.0,,,-1.0,1100.0,7500.0,26000.0,,,,42000.0,5500.0,38600.0,7000.0,900.0,7200.0,,-1.0,11100.0,,,27247.0,13590.0,2000.0,124788.0,300.0,5625.0,-1.0,2921.0,,900.0,2500.0,,9806.0,,111300.0,,,,-1.0,,16000.0,1649.0,14863.0,,,1120.0,,12634.0,13132.0,2300000.0
1981,3478000.0,,164865.0,110486.0,75600.0,900.0,-1.0,,816.0,7400.0,75.0,,500.0,-1.0,1600.0,-1.0,,,3350.0,14450.0,34000.0,3579.0,295000.0,4286.0,7440.0,-1.0,,110500.0,7900.0,,2609.0,147682.0,,,844.0,71826.0,262000.0,2300.0,57000.0,5000.0,,850.0,,4228.0,15000.0,-1.0,,147690.0,2200000.0,54379.0,24750.0,35906.0,,15297.0,3198.0,-1.0,,,-1.0,1200.0,7500.0,30000.0,,,,38000.0,5300.0,39300.0,8000.0,676.0,7300.0,,-1.0,9900.0,,,8800.0,10960.0,2200.0,101610.0,100.0,4618.0,-1.0,3074.0,,800.0,1830.0,,11568.0,,87000.0,,,,-1.0,,19600.0,1619.0,30268.0,,,1150.0,,16185.0,14977.0,2200000.0
1982,5340000.0,,85761.0,33158.0,80877.0,900.0,-1.0,,907.0,5500.0,57.0,,800.0,-1.0,1800.0,-1.0,,,3400.0,8750.0,34000.0,3597.0,299000.0,3377.0,7261.0,-1.0,,156800.0,5000.0,,3659.0,163076.0,,,592.0,97020.0,445000.0,2400.0,32000.0,5000.0,,850.0,,969.0,16000.0,-1.0,,161860.0,2000000.0,52603.0,24000.0,35178.0,,28153.0,4525.0,-1.0,,,-1.0,1250.0,9000.0,29000.0,,,,31000.0,4800.0,46326.0,10000.0,610.0,8400.0,,-1.0,18200.0,,,21800.0,7410.0,2300.0,103977.0,1300.0,3975.0,-1.0,1314.0,,450.0,2640.0,,26705.0,,88000.0,,,,-1.0,,23000.0,1538.0,38445.0,,,1300.0,,22621.0,20000.0,2000000.0
1983,6425000.0,,210232.0,133400.0,79800.0,900.0,-1.0,,1134.0,3151.0,120.0,,800.0,-1.0,1700.0,-1.0,,,3450.0,13000.0,35000.0,2725.0,339400.0,3619.0,5277.0,-1.0,,116700.0,4000.0,645.0,2574.0,133007.0,,,598.0,151295.0,540000.0,2000.0,42000.0,5000.0,,714.0,,843.0,18000.0,-1.0,,178200.0,1975000.0,76832.0,22751.0,26800.0,,31773.0,3367.0,-1.0,,,-1.0,1280.0,12000.0,30000.0,,,,29000.0,3500.0,43486.0,12000.0,597.0,10200.0,,-1.0,30100.0,,,22220.0,5694.0,2300.0,113165.0,1300.0,4000.0,-1.0,1916.0,,750.0,2430.0,,78000.0,,85000.0,,,,-1.0,,27600.0,1630.0,30269.0,,,1380.0,,5648.0,20000.0,1975000.0
1984,6408000.0,,240288.0,164088.0,69009.0,900.0,-1.0,,1000.0,5600.0,250.0,,1000.0,-1.0,1800.0,-1.0,,,3500.0,7600.0,35000.0,4403.0,363500.0,4292.0,4708.0,-1.0,,131100.0,3700.0,1749.0,1881.0,111228.0,,,1075.0,181456.0,651000.0,1800.0,62000.0,5000.0,,769.0,,2420.0,22000.0,-1.0,,149750.0,2075000.0,76200.0,22741.0,19700.0,,56406.0,3639.0,-1.0,,,-1.0,1900.0,20000.0,18000.0,,,,27800.0,4700.0,51084.0,13000.0,1000.0,12600.0,,-1.0,12000.0,,,27580.0,6260.0,2300.0,178891.0,1375.0,6000.0,-1.0,3060.0,,300.0,2340.0,,254831.0,,170000.0,,,,-1.0,,32500.0,1643.0,71700.0,,,1250.0,,19508.0,23200.0,2075000.0
1985,6860000.0,,316287.0,240687.0,68010.0,900.0,-1.0,,1200.0,5900.0,370.0,,1000.0,-1.0,1817.0,-1.0,,,3600.0,12900.0,35000.0,5515.0,330800.0,4199.0,3101.0,-1.0,,168800.0,3500.0,2270.0,2225.0,84345.0,,,1771.0,163706.0,961000.0,1600.0,60000.0,5000.0,,949.0,,1240.0,20577.0,-1.0,,130580.0,1670000.0,75600.0,29960.0,26700.0,,71290.0,3277.0,-1.0,,,-1.0,2000.0,24000.0,32000.0,,,,29900.0,4700.0,49980.0,8000.0,1200.0,10000.0,,-1.0,13600.0,,,48100.0,8587.0,2300.0,165471.0,1400.0,3000.0,-1.0,6043.0,,300.0,2370.0,,525000.0,,215000.0,,,,-1.0,,38500.0,1745.0,85253.0,,,1450.0,,17358.0,24000.0,1670000.0
1986,5578000.0,,577131.0,512631.0,67895.0,900.0,-1.0,,1500.0,10000.0,450.0,,1500.0,-1.0,1381.0,-1.0,,,3700.0,7300.0,35000.0,4998.0,427200.0,4478.0,3999.0,-1.0,,238900.0,5000.0,3469.0,7517.0,69259.0,,,177.0,176100.0,1175000.0,1500.0,70000.0,5000.0,,1217.0,,1683.0,21526.0,-1.0,,204600.0,1665000.0,64500.0,41036.0,20148.0,,124376.0,1502.0,-1.0,,,-1.0,2050.0,15000.0,33000.0,,,,29600.0,4500.0,51995.0,10000.0,664.0,10600.0,,-1.0,5300.0,,,41890.0,4753.0,2400.0,189313.0,1000.0,6000.0,-1.0,6565.0,,300.0,1940.0,,514000.0,,330000.0,,,,-1.0,,44413.0,1665.0,73500.0,,,1500.0,,23827.0,21100.0,1665000.0
1987,7460000.0,,592876.0,486840.0,69100.0,900.0,-1.0,,1300.0,9900.0,740.0,,1500.0,-1.0,1901.0,-1.0,,,3800.0,10200.0,35000.0,5463.0,388000.0,4097.0,5035.0,-1.0,,415000.0,5000.0,4714.0,13497.0,84280.0,,,200.0,175281.0,1895000.0,2366.0,66000.0,5100.0,,862.0,,2132.0,20000.0,-1.0,,208000.0,1652000.0,106036.0,38450.0,19556.0,,121552.0,1467.0,-1.0,,,-1.0,2100.0,25000.0,33800.0,,,,29000.0,5100.0,190731.0,11000.0,542.0,14600.0,,-1.0,3700.0,,,22220.0,5230.0,2500.0,226522.0,1000.0,6000.0,-1.0,4980.0,,100.0,1830.0,,507000.0,,310000.0,,,,-1.0,,87760.0,1683.0,125900.0,,,1520.0,,35189.0,19432.0,1652000.0
1988,6760000.0,,591152.0,517344.0,66600.0,900.0,-1.0,,1300.0,15200.0,826.0,,2100.0,20693.0,1828.0,-1.0,,,3900.0,26100.0,35000.0,4741.0,377300.0,3139.0,3360.0,-1.0,,319700.0,4500.0,5514.0,10433.0,73268.0,,,637.0,211542.0,2633000.0,1839.0,73000.0,5200.0,,479.0,,2060.0,16822.0,-1.0,,227600.0,1725000.0,73808.0,38487.0,12500.0,,108000.0,2564.0,-1.0,,-1.0,-1.0,2150.0,23000.0,34500.0,,,,31100.0,10600.0,147515.0,12000.0,889.0,16100.0,,-1.0,4400.0,,,38660.0,4842.0,2300.0,341342.0,3100.0,7330.0,-1.0,1868.0,,700.0,1900.0,,496949.0,,360000.0,,,894.0,-1.0,,90000.0,1819.0,119500.0,,,1560.0,,45936.0,11953.0,1725000.0
1989,7336000.0,,436723.0,389416.0,70721.0,900.0,-1.0,,1300.0,6500.0,946.0,,3960.0,16594.0,1768.0,-1.0,,,4100.0,20000.0,31500.0,7200.0,417300.0,3885.0,3134.0,-1.0,,234100.0,4700.0,6300.0,7995.0,78406.0,,,333.0,177912.0,2756667.0,1928.0,81000.0,5300.0,,450.0,,1455.0,23299.0,-1.0,,240000.0,1340000.0,47307.0,37172.0,15700.0,,75000.0,1473.0,-1.0,,-1.0,-1.0,2200.0,30000.0,35100.0,,,,29000.0,30300.0,115441.0,12145.0,300.0,15000.0,,-1.0,5900.0,,,38830.0,5825.0,2500.0,407000.0,3200.0,6999.0,-1.0,2305.0,,550.0,2340.0,,460550.0,,276000.0,,,3329.0,-1.0,,90000.0,1855.0,98500.0,,,1600.0,,45779.0,8622.0,1340000.0
1990,7660000.0,,375447.0,318068.0,70849.0,996.0,-1.0,,1400.0,3700.0,995.0,,3970.0,15560.0,1491.0,-1.0,,,4200.0,15000.0,33375.0,10700.0,461000.0,3624.0,3975.0,500.0,,264000.0,4500.0,6900.0,11469.0,96554.0,,,306.0,199776.0,3607869.0,2223.0,70000.0,4229.0,,420.0,,2662.0,18000.0,-1.0,,155000.0,1690000.0,57379.0,14587.0,10948.0,,61000.0,2801.0,-1.0,,-1.0,-1.0,2210.0,22000.0,35700.0,,,,27645.0,34400.0,76700.0,12000.0,304.0,10714.0,,-1.0,9100.0,,,63270.0,6649.0,1995.0,304988.0,1900.0,2876.0,-1.0,2246.0,,450.0,1620.0,,541551.0,,320000.0,,,3352.0,1000.0,,145000.0,1896.0,49395.0,,,1650.0,,52972.0,13847.0,1690000.0
1991,4255000.0,,537635.0,472571.0,70736.0,775.0,-1.0,,1311.0,8000.0,1011.0,,8430.0,4566.0,1514.0,-1.0,,,4300.0,33200.0,43545.0,10900.0,604900.0,3538.0,3491.0,1038.0,,409700.0,4400.0,8500.0,17621.0,176864.0,,,528.0,252138.0,3207247.0,1531.0,80000.0,5500.0,,400.0,,2310.0,25676.0,-1.0,,217000.0,758000.0,65064.0,20187.0,11000.0,,30000.0,809.0,-1.0,,-1.0,-1.0,3000.0,24000.0,36600.0,,,,29310.0,43720.0,75000.0,15000.0,297.0,9400.0,,-1.0,28300.0,,,67700.0,5346.0,2566.0,269307.0,2000.0,1131.0,-1.0,4719.0,,450.0,1150.0,,411829.0,,280000.0,,,1913.0,1035.0,,133000.0,1837.0,32292.0,,,1700.0,,32788.0,13880.0,758000.0
