,USSR,Australia & New Zealand,Australia,Pakistan,Uruguay,Kenya,Romania,Democratic People's Republic of Korea,Zambia,Lebanon,Yemen,Albania,Brazil,Paraguay,Serbia,Slovenia,Hungary,Argentina,Colombia,Spain,India,Ecuador,Madagascar,Republic of Moldova,Canada,Turkey,Switzerland,Belgium-Luxembourg,Egypt,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,France,Republic of Korea,New Zealand,Montenegro,Kyrgyzstan,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,United States of America,China,Sweden,Cyprus,Peru,Lithuania,Portugal,Netherlands,Slovakia,Bhutan,Norway,Iraq,Czechia,United Republic of Tanzania,Belgium,Nepal,Luxembourg,Libya,Poland,Italy,Germany,Croatia,"China, mainland",Uzbekistan,Occupied Palestinian Territory,Serbia and Montenegro,Armenia,Morocco,Jordan,Chile,Malta,Denmark,Zimbabwe,Syrian Arab Republic,Algeria,"China, Taiwan Province of",Israel,Japan,Belarus,Afghanistan,Austria,Georgia,Azerbaijan,Bosnia and Herzegovina,Russian Federation,Tunisia,Saint Vincent and the Grenadines,Djibouti,Latvia,Bolivia (Plurinational State of),United Kingdom,Ireland,South Africa,Bulgaria,Ukraine
1961,287000.0,123314.0,109414.0,8100.0,4000.0,,29000.0,10000.0,,9000.0,,4500.0,45092.0,50.0,,,41600.0,76000.0,-1.0,125000.0,33000.0,5000.0,100.0,,33489.0,145200.0,200000.0,55400.0,9000.0,,94000.0,41000.0,333000.0,29913.0,13900.0,,,20931.0,93000.0,17000.0,,598000.0,481963.0,12000.0,355.0,5200.0,,50000.0,125000.0,,-1.0,5000.0,1000.0,,-1.0,,-1.0,,100.0,21100.0,791000.0,398000.0,,481000.0,,-1.0,,,2000.0,438.0,19000.0,-1.0,9000.0,,2000.0,9000.0,963.0,2400.0,294800.0,,2000.0,319000.0,,,,,3000.0,20.0,-1.0,,5000.0,53000.0,,55992.0,64260.0,
1962,307000.0,152425.0,134045.0,25200.0,4500.0,,44000.0,10000.0,,4500.0,,4000.0,47287.0,50.0,,,127800.0,114000.0,-1.0,124000.0,37000.0,5039.0,100.0,,39005.0,132660.0,220000.0,52800.0,11000.0,,95000.0,43000.0,565000.0,27247.0,18380.0,,,25761.0,101000.0,19000.0,,645000.0,443932.0,18000.0,508.0,5400.0,,42000.0,92000.0,,-1.0,9000.0,1200.0,,-1.0,,-1.0,,200.0,61500.0,875000.0,618000.0,,443000.0,,-1.0,,,2000.0,444.0,19000.0,-1.0,10100.0,,7000.0,10000.0,932.0,5300.0,324300.0,,2000.0,221000.0,,,,,1900.0,20.0,-1.0,,5000.0,60000.0,,53095.0,80431.0,
1963,392000.0,131173.0,115673.0,27300.0,5000.0,,41000.0,9000.0,,4000.0,,3900.0,50868.0,50.0,,,39400.0,98000.0,-1.0,158000.0,40000.0,5535.0,100.0,,38278.0,151570.0,136000.0,50600.0,9000.0,,94000.0,40000.0,381000.0,23560.0,15500.0,,,31761.0,80000.0,21000.0,,428000.0,501101.0,13000.0,572.0,5600.0,,58000.0,110000.0,,-1.0,7000.0,1400.0,,-1.0,,-1.0,,200.0,34700.0,962000.0,516000.0,,500000.0,,-1.0,,,2000.0,338.0,20000.0,-1.0,8766.0,,7000.0,9000.0,1101.0,6600.0,340400.0,,2000.0,240000.0,,,,,2600.0,30.0,-1.0,,5000.0,66000.0,,61450.0,70609.0,
1964,433000.0,159079.0,141179.0,27400.0,5500.0,,40000.0,10000.0,,14000.0,,3800.0,49070.0,50.0,,,69300.0,105000.0,-1.0,159000.0,46000.0,4298.0,130.0,,45347.0,142660.0,180000.0,70600.0,13000.0,,107000.0,51000.0,398000.0,28364.0,17900.0,,,32950.0,96000.0,23000.0,,661000.0,501391.0,18000.0,508.0,5800.0,,48000.0,146000.0,,-1.0,6000.0,1500.0,,-1.0,,-1.0,,200.0,125800.0,1081000.0,597000.0,,499000.0,,-1.0,,,5000.0,470.0,20000.0,-1.0,12213.0,,6000.0,7937.0,2391.0,8100.0,331800.0,,2400.0,263000.0,,,,,2000.0,30.0,-1.0,,5000.0,69000.0,,79009.0,92230.0,
1965,447000.0,139345.0,120845.0,35300.0,6000.0,,54000.0,12000.0,,5100.0,,3800.0,51698.0,50.0,,,47094.0,87000.0,-1.0,169000.0,45000.0,3416.0,130.0,,23235.0,133500.0,100000.0,45500.0,16095.0,,92000.0,31000.0,342000.0,39541.0,18500.0,,,35168.0,40000.0,25000.0,,453501.0,514296.0,15000.0,325.0,5800.0,,62000.0,80000.0,,-1.0,8000.0,1500.0,,-1.0,,-1.0,,210.0,64300.0,962000.0,366000.0,,511000.0,,-1.0,,,9000.0,577.0,24000.0,-1.0,10892.0,,5000.0,8061.0,3296.0,14400.0,360200.0,,2700.0,137000.0,,,,,2750.0,35.0,-1.0,,5000.0,67000.0,,67554.0,80412.0,
1966,453000.0,172790.0,152790.0,14200.0,6463.0,,63100.0,14000.0,,5386.0,,3800.0,52747.0,55.0,,,68219.0,82000.0,-1.0,177500.0,47000.0,3511.0,130.0,,43157.0,135000.0,150000.0,30200.0,11366.0,,108000.0,72000.0,341000.0,41358.0,20000.0,,,35853.0,83900.0,25000.0,,678755.0,603741.0,12000.0,406.0,5988.0,,43000.0,116000.0,,-1.0,9227.0,1700.0,,-1.0,,-1.0,,200.0,185300.0,1590000.0,484000.0,,600000.0,,-1.0,,,3500.0,577.0,25000.0,-1.0,9777.0,,6000.0,7716.0,3741.0,18700.0,403800.0,,3000.0,250247.0,,,,,3150.0,35.0,-1.0,,4900.0,39000.0,,94649.0,102670.0,
1967,363000.0,152841.0,133841.0,17100.0,6600.0,,60900.0,15000.0,,11272.0,,3500.0,55843.0,55.0,,,66647.0,119000.0,-1.0,119200.0,48000.0,2600.0,500.0,,36303.0,165000.0,236000.0,50200.0,18117.0,,122695.0,48000.0,362000.0,40799.0,19000.0,,,35219.0,86800.0,27000.0,,410773.0,659791.0,19000.0,609.0,6155.0,,82000.0,72000.0,,-1.0,5244.0,1700.0,,-1.0,,-1.0,,200.0,124100.0,1317000.0,514000.0,,650000.0,,-1.0,,,6000.0,630.0,26000.0,-1.0,11077.0,,6000.0,8992.0,9791.0,21050.0,446800.0,,3700.0,188062.0,,,,,3050.0,40.0,-1.0,,4900.0,16000.0,,78658.0,114989.0,
1968,629000.0,169642.0,150042.0,16800.0,6800.0,,59700.0,16000.0,,16212.0,,3800.0,57725.0,60.0,,,82232.0,111800.0,-1.0,225500.0,49000.0,2697.0,500.0,,37539.0,180000.0,191000.0,100200.0,13000.0,,130784.0,76000.0,441000.0,47796.0,19600.0,,,37023.0,98800.0,27000.0,,560368.0,700767.0,19000.0,711.0,4026.0,,58790.0,180000.0,,-1.0,12260.0,1800.0,,-1.0,,-1.0,,200.0,194200.0,1395000.0,741000.0,,680000.0,,-1.0,,,7000.0,558.0,28000.0,-1.0,13548.0,,5744.0,9629.0,20767.0,27500.0,475100.0,,3700.0,208725.0,,,,,3900.0,40.0,-1.0,,4900.0,76000.0,,84802.0,129321.0,
1969,347000.0,124054.0,107054.0,21400.0,7000.0,,67600.0,18000.0,,5805.0,,4000.0,59217.0,70.0,,,90492.0,102600.0,-1.0,225600.0,50000.0,2934.0,500.0,,23109.0,160000.0,180000.0,60200.0,13000.0,,104903.0,58000.0,449000.0,46040.0,17000.0,,,35706.0,111052.0,30000.0,,659175.0,639942.0,11000.0,355.0,4950.0,,47230.0,90000.0,,-1.0,11661.0,1800.0,,-1.0,,-1.0,,200.0,112100.0,1635000.0,481400.0,,620000.0,,-1.0,,,7000.0,,29000.0,-1.0,10590.0,,5528.0,9682.0,19942.0,21350.0,489300.0,,3700.0,164882.0,,,,,2750.0,50.0,-1.0,,5000.0,60250.0,,95147.0,124633.0,
1970,567000.0,212160.0,190460.0,13200.0,7178.0,,53899.0,19000.0,,9755.0,,4500.0,60676.0,74.0,,,80034.0,93950.0,-1.0,240100.0,52000.0,2916.0,450.0,,37615.0,180000.0,170000.0,99100.0,23000.0,,124544.0,60765.0,525000.0,52041.0,21700.0,,,30332.0,111930.0,30000.0,,497865.0,677749.0,23400.0,609.0,6530.0,,46000.0,160000.0,,-1.0,10272.0,1900.0,,-1.0,,-1.0,,200.0,117500.0,1906000.0,648000.0,,654000.0,,-1.0,,,7000.0,10.0,30000.0,-1.0,15252.0,,5965.0,9634.0,23749.0,35800.0,463500.0,,3600.0,160493.0,,,,,3450.0,60.0,-1.0,,5000.0,76000.0,,88400.0,135019.0,
1971,700000.0,207727.0,187627.0,13900.0,7200.0,,68500.0,30000.0,,9500.0,,4500.0,54075.0,74.0,,,89140.0,74300.0,-1.0,418000.0,54000.0,2277.0,400.0,,41122.0,175000.0,115000.0,60400.0,15000.0,,107644.0,31076.0,535000.0,48257.0,20100.0,,,36784.0,111667.0,27083.0,,679541.0,855181.0,14700.0,660.0,6708.0,,34540.0,110000.0,,-1.0,7774.0,2165.0,,-1.0,,-1.0,,430.0,100900.0,1705000.0,478000.0,,820000.0,,-1.0,,,7000.0,5.0,33000.0,-1.0,10772.0,,5841.0,9977.0,35181.0,20400.0,444900.0,,2900.0,149458.0,,,,,4700.0,70.0,-1.0,,5000.0,73000.0,,98119.0,130179.0,
1972,414000.0,202680.0,184245.0,25300.0,7300.0,,55400.0,40000.0,,16861.0,,4600.0,53927.0,75.0,,,66027.0,97900.0,-1.0,457400.0,52000.0,5407.0,350.0,,39413.0,196000.0,95000.0,51300.0,23000.0,,127953.0,23524.0,435000.0,50088.0,18435.0,,,38222.0,90742.0,43000.0,,555285.0,1089012.0,22300.0,1016.0,6771.0,,57000.0,95000.0,,-1.0,12764.0,2000.0,,-1.0,,-1.0,,510.0,86500.0,1538100.0,461200.0,,1048000.0,,-1.0,,,9000.0,7.0,33000.0,-1.0,11503.0,,5816.0,8056.0,41012.0,48800.0,463500.0,,3500.0,83044.0,,,,,2900.0,80.0,-1.0,,5000.0,52327.0,,109065.0,106858.0,
1973,844000.0,214191.0,193471.0,32000.0,7400.0,,81800.0,40000.0,,12181.0,,4600.0,32889.0,76.0,,,118893.0,43200.0,-1.0,470900.0,54000.0,11142.0,320.0,,31440.0,195000.0,167000.0,30400.0,21000.0,,129671.0,45722.0,482000.0,52443.0,20720.0,,,39327.0,140841.0,40000.0,,662622.0,1096605.0,16300.0,863.0,6562.0,,59220.0,55000.0,,-1.0,4705.0,2200.0,,-1.0,,-1.0,,910.0,76800.0,1570000.0,472000.0,,1045000.0,,-1.0,,,11000.0,5.0,31000.0,-1.0,9733.0,,3465.0,11518.0,51605.0,33200.0,495400.0,,3700.0,165692.0,,,,,5700.0,90.0,-1.0,,5000.0,45824.0,,114258.0,139647.0,
1974,446000.0,180588.0,164656.0,26900.0,7500.0,,56067.0,45000.0,,16337.0,,5000.0,41605.0,78.0,,,73405.0,110000.0,-1.0,481800.0,54000.0,11826.0,280.0,,37843.0,230000.0,97000.0,88835.0,20000.0,,104092.0,20276.0,432000.0,56545.0,15932.0,,,36762.0,92779.0,40000.0,,672874.0,1193838.0,28800.0,965.0,7039.0,,49534.0,140000.0,,-1.0,11646.0,2300.0,,-1.0,,-1.0,,547.0,62600.0,1507000.0,375045.0,,1112000.0,,-1.0,,,10000.0,15.0,32545.0,-1.0,13306.0,,6167.0,15487.0,81838.0,38200.0,524100.0,,3700.0,161562.0,,,,,6200.0,100.0,-1.0,,5000.0,53500.0,,94364.0,81572.0,
1975,877000.0,180374.0,162955.0,29600.0,7600.0,100.0,81419.0,46000.0,,16000.0,,5000.0,40984.0,80.0,,,122782.0,97200.0,-1.0,413300.0,56000.0,9906.0,265.0,,38216.0,240000.0,192000.0,44277.0,21000.0,,150690.0,38566.0,407000.0,49356.0,17419.0,,,44276.0,139723.0,38000.0,,678571.0,1162418.0,18500.0,1727.0,7294.0,,61918.0,65000.0,,-1.0,8132.0,2400.0,,-1.0,,-1.0,,655.0,81642.0,1453300.0,437199.0,,1087000.0,,-1.0,,,9000.0,103.0,33800.0,-1.0,11877.0,100.0,6508.0,24719.0,75418.0,26350.0,473600.0,,3700.0,172856.0,,,,,6400.0,120.0,-1.0,,5200.0,27400.0,,106593.0,154631.0,
1976,527000.0,153923.0,140038.0,32134.0,7700.0,150.0,66206.0,47000.0,,16500.0,,5500.0,46598.0,82.0,,,76205.0,122800.0,-1.0,512200.0,58000.0,10695.0,250.0,,29278.0,255000.0,120000.0,75930.0,26508.0,,114226.0,38833.0,458000.0,61606.0,13885.0,,,44698.0,105144.0,36000.0,,761215.0,1325605.0,25400.0,1270.0,7419.0,,65014.0,130000.0,,-1.0,11670.0,2500.0,,-1.0,,-1.0,,826.0,104560.0,1527900.0,466175.0,,1233000.0,,-1.0,,,11000.0,166.0,35500.0,-1.0,12050.0,100.0,8394.0,18036.0,92605.0,27250.0,507000.0,,3500.0,138284.0,,,,,7800.0,100.0,-1.0,,5175.0,61900.0,,120943.0,90882.0,
1977,667000.0,117083.0,105278.0,33565.0,7000.0,150.0,96992.0,50000.0,,17000.0,,5500.0,43505.0,74.0,,,93171.0,160000.0,-1.0,241600.0,60000.0,4443.0,510.0,,38617.0,260000.0,90000.0,47120.0,30322.0,,119267.0,46084.0,293000.0,78724.0,11805.0,,,37908.0,112182.0,34000.0,,709052.0,1185770.0,14800.0,2235.0,6937.0,,44029.0,90000.0,,-1.0,8315.0,2600.0,,-1.0,,-1.0,,1040.0,137656.0,1167000.0,304229.0,,1092000.0,,-1.0,,,12000.0,50.0,37500.0,-1.0,12169.0,150.0,7941.0,16960.0,93770.0,34000.0,531100.0,,2100.0,139370.0,,,,,11150.0,90.0,-1.0,,5175.0,36000.0,100.0,144315.0,103272.0,
1978,669000.0,122255.0,108019.0,33314.0,8000.0,200.0,80242.0,55000.0,,12000.0,,6000.0,36919.0,73.0,,,92214.0,150000.0,-1.0,449600.0,62000.0,9085.0,525.0,,34953.0,270000.0,87000.0,66490.0,32011.0,,96843.0,24515.0,386000.0,67760.0,14236.0,,,40277.0,92126.0,32000.0,,656170.0,1616807.0,15700.0,1270.0,7371.0,,45158.0,110000.0,,-1.0,11140.0,2700.0,,-1.0,,-1.0,,850.0,85678.0,1201100.0,411298.0,,1517000.0,,-1.0,,,12400.0,68.0,38150.0,-1.0,9500.0,212.0,9254.0,14710.0,99807.0,16000.0,495200.0,,3000.0,129353.0,,,,,15000.0,80.0,-1.0,,3090.0,26600.0,200.0,108464.0,90889.0,
1979,666000.0,141878.0,127590.0,27713.0,9622.0,200.0,111348.0,60000.0,,14000.0,140.0,6000.0,36059.0,75.0,,,78319.0,160000.0,-1.0,476600.0,62000.0,9291.0,525.0,,33409.0,280000.0,169000.0,62949.0,50173.0,,104400.0,23583.0,453000.0,65447.0,14288.0,,,33911.0,95188.0,28000.0,,775370.0,1556942.0,23168.0,1829.0,7589.0,,49277.0,120000.0,,-1.0,5011.0,2800.0,,-1.0,,-1.0,,1050.0,108563.0,1056400.0,446292.0,,1438000.0,,-1.0,,,12600.0,116.0,38252.0,-1.0,12500.0,128.0,8823.0,14620.0,118942.0,26900.0,516300.0,,2900.0,137763.0,,,,,11000.0,80.0,-1.0,,3155.0,72700.0,100.0,126104.0,97519.0,
1980,540000.0,141848.0,124268.0,33541.0,8408.0,200.0,76900.0,65000.0,,15000.0,130.0,5700.0,33362.0,60.0,,,95843.0,155000.0,-1.0,437400.0,64000.0,8808.0,625.0,,39405.0,330000.0,121000.0,75978.0,25086.0,,111214.0,27114.0,443000.0,59570.0,17580.0,,,47322.0,115389.0,28000.0,,814100.0,1580958.0,16390.0,1524.0,7204.0,,58602.0,115000.0,,-1.0,6923.0,2900.0,,-1.0,,-1.0,,882.0,80416.0,1325500.0,452233.0,,1466300.0,,-1.0,,,13000.0,62.0,43095.0,-1.0,12500.0,263.0,10700.0,18096.0,114658.0,7900.0,495800.0,,3000.0,126173.0,,,,,9700.0,90.0,-1.0,,3160.0,43900.0,200.0,132879.0,95676.0,
1981,635000.0,164659.0,145643.0,33151.0,12000.0,200.0,77705.0,67000.0,,6000.0,116.0,6600.0,30302.0,43.0,,,101097.0,130000.0,-1.0,524800.0,65000.0,9351.0,348.0,,31711.0,320000.0,135000.0,59253.0,54682.0,,142805.0,26408.0,443000.0,71596.0,19016.0,,,44742.0,137086.0,28792.0,,813740.0,1711199.0,21868.0,1778.0,7202.0,,49800.0,90000.0,,-1.0,10464.0,3000.0,,-1.0,,-1.0,,950.0,87942.0,1220000.0,329882.0,,1593000.0,,-1.0,,,16000.0,83.0,45500.0,-1.0,6091.0,211.0,11900.0,22529.0,118199.0,19500.0,486500.0,,2900.0,97473.0,,,,,16500.0,130.0,-1.0,,3175.0,49200.0,200.0,136208.0,95716.0,
1982,562000.0,131658.0,109658.0,33813.0,10440.0,200.0,120138.0,69000.0,,12300.0,122.0,6000.0,30804.0,131.0,,,121346.0,137500.0,-1.0,450500.0,65000.0,8831.0,354.0,,30739.0,330000.0,179000.0,96915.0,39000.0,,129050.0,42223.0,483000.0,96447.0,22000.0,,,53470.0,177321.0,71346.0,,727600.0,1860744.0,15965.0,2134.0,7791.0,,74700.0,105000.0,,-1.0,8077.0,3500.0,,-1.0,,-1.0,,1000.0,105432.0,1129100.0,607023.0,,1755000.0,,-1.0,,,20000.0,86.0,50550.0,-1.0,3323.0,210.0,15932.0,20312.0,105744.0,16300.0,492600.0,,2800.0,161666.0,,,,,12800.0,150.0,-1.0,,3445.0,40400.0,100.0,138647.0,86393.0,
1983,722000.0,129843.0,119243.0,33510.0,10070.0,200.0,117683.0,85000.0,,14000.0,122.0,5800.0,29147.0,138.0,,,108676.0,176000.0,-1.0,551400.0,70000.0,7608.0,405.0,,28679.0,384000.0,175000.0,101699.0,62000.0,,145183.0,53339.0,425000.0,106304.0,10600.0,,,52646.0,165386.0,75299.0,,701800.0,1905241.0,18000.0,2000.0,6870.0,,68000.0,121000.0,,-1.0,7552.0,4000.0,,-1.0,,-1.0,,1030.0,125617.0,1205300.0,479846.0,,1795100.0,,-1.0,,,23000.0,297.0,57000.0,-1.0,4039.0,215.0,14800.0,23643.0,110141.0,17400.0,502630.0,,2800.0,151350.0,,,,,16000.0,180.0,-1.0,,2430.0,54000.0,65.0,155987.0,93188.0,
