,Burundi,"China, Taiwan Province of",Mozambique,Croatia,Myanmar,Burkina Faso,Philippines,Syrian Arab Republic,Brazil,Thailand,Ethiopia,Kenya,Maldives,The former Yugoslav Republic of Macedonia,Greece,Zimbabwe,Malawi,Melanesia,Papua New Guinea,Eritrea,New Caledonia,Rwanda,Australia & New Zealand,Yugoslav SFR,Guatemala,Algeria,United Arab Emirates,Senegal,Madagascar,Tajikistan,Haiti,Ukraine,Guinea,Botswana,Saudi Arabia,Fiji,Chad,Lesotho,Sri Lanka,Uruguay,Azerbaijan,Egypt,Mauritania,China,Uzbekistan,Colombia,Lebanon,United Republic of Tanzania,Micronesia (Federated States of),Occupied Palestinian Territory,Guinea-Bissau,Kazakhstan,South Africa,Hungary,France,Togo,Micronesia,"China, mainland",Russian Federation,Nicaragua,Uganda,Costa Rica,Bolivia (Plurinational State of),Peru,Yemen,Serbia and Montenegro,Gambia,Cameroon,Serbia,Cuba,Sudan (former),Dominican Republic,South Sudan,Namibia,Benin,Pakistan,Japan,Pacific Islands Trust Territory,Iraq,Venezuela (Bolivarian Republic of),Spain,Belize,Bulgaria,United States of America,Bangladesh,Zambia,Democratic Republic of the Congo,Sudan,Somalia,Morocco,Nigeria,Kyrgyzstan,Argentina,Paraguay,Democratic People's Republic of Korea,India,El Salvador,Austria,Niger,Czechoslovakia,Ethiopia PDR,Republic of Korea,Mexico,USSR,Romania,Ecuador,Honduras,Jordan,Israel,Tunisia,Côte d'Ivoire,Mali,Albania,Slovakia,Italy,Central African Republic,Sierra Leone,Australia,Panama,Ghana,Oman,Angola,Swaziland,Republic of Moldova,Turkey
1971,9753.0,16987.0,8200.0,-1.0,-1.0,4622.0,24705.0,15414.0,22222.0,19400.0,-1.0,10891.0,10000.0,-1.0,13262.0,5747.0,7667.0,21776.0,22403.0,-1.0,13333.0,11000.0,23513.0,16953.0,7551.0,6979.0,-1.0,9066.0,5191.0,-1.0,9814.0,-1.0,12500.0,4554.0,4895.0,21311.0,6298.0,7529.0,7097.0,13363.0,-1.0,41134.0,2042.0,17307.0,-1.0,26015.0,5899.0,4850.0,-1.0,-1.0,5200.0,-1.0,14500.0,16120.0,41289.0,-1.0,25000.0,17308.0,-1.0,9317.0,11336.0,16528.0,-1.0,30961.0,7503.0,-1.0,9459.0,7064.0,-1.0,11000.0,8320.0,37500.0,-1.0,2095.0,6819.0,6154.0,-1.0,25000.0,11227.0,9857.0,41711.0,-1.0,24114.0,33752.0,7539.0,6779.0,8763.0,-1.0,3518.0,14518.0,7043.0,-1.0,20191.0,12222.0,11667.0,4603.0,12413.0,-1.0,4606.0,23591.0,8932.0,7123.0,26886.0,16000.0,15625.0,-1.0,12610.0,5000.0,32037.0,5906.0,5000.0,8676.0,9878.0,-1.0,27758.0,7778.0,12708.0,23513.0,-1.0,7409.0,-1.0,-1.0,13503.0,-1.0,-1.0
1972,9217.0,24620.0,8360.0,-1.0,-1.0,4876.0,14106.0,10424.0,27778.0,19538.0,-1.0,11220.0,10000.0,-1.0,11125.0,5507.0,8250.0,17687.0,17757.0,-1.0,13333.0,11000.0,19236.0,20417.0,9858.0,10734.0,-1.0,5228.0,6063.0,-1.0,9817.0,-1.0,12500.0,10652.0,6440.0,21875.0,4657.0,3328.0,6440.0,13482.0,-1.0,40956.0,1994.0,16010.0,-1.0,25000.0,6497.0,5007.0,-1.0,-1.0,6000.0,-1.0,15839.0,22078.0,29875.0,-1.0,25000.0,16000.0,-1.0,10608.0,13176.0,16860.0,-1.0,31805.0,6821.0,-1.0,9324.0,7393.0,-1.0,10000.0,7563.0,40000.0,-1.0,2091.0,6158.0,6033.0,-1.0,25000.0,8718.0,14146.0,40068.0,-1.0,13038.0,38071.0,7219.0,6302.0,8783.0,-1.0,3510.0,8964.0,6062.0,-1.0,15739.0,12031.0,11739.0,4492.0,11176.0,-1.0,3677.0,26316.0,10180.0,6990.0,23549.0,11111.0,15556.0,-1.0,12494.0,9582.0,32581.0,6400.0,4516.0,7320.0,9000.0,-1.0,35379.0,8298.0,12653.0,19236.0,-1.0,7609.0,-1.0,-1.0,9734.0,-1.0,-1.0
1973,9967.0,25964.0,8520.0,-1.0,-1.0,4643.0,14253.0,9380.0,16958.0,17037.0,-1.0,11220.0,10000.0,-1.0,16166.0,3319.0,8013.0,25891.0,26617.0,-1.0,13333.0,10799.0,14602.0,22456.0,13716.0,13878.0,-1.0,7105.0,3631.0,-1.0,8438.0,-1.0,12500.0,1585.0,1887.0,32553.0,4989.0,6719.0,7529.0,19953.0,-1.0,41682.0,2042.0,18010.0,-1.0,20694.0,6642.0,5439.0,-1.0,-1.0,6429.0,-1.0,10374.0,21715.0,44712.0,-1.0,25000.0,18000.0,-1.0,10560.0,13554.0,20700.0,-1.0,33701.0,7345.0,-1.0,9324.0,6833.0,-1.0,11000.0,7392.0,34000.0,-1.0,2087.0,6697.0,6415.0,-1.0,25000.0,10781.0,14184.0,37921.0,-1.0,8197.0,36910.0,7280.0,5777.0,8710.0,-1.0,3423.0,9733.0,6012.0,-1.0,22667.0,12092.0,11304.0,5442.0,13143.0,-1.0,2816.0,25707.0,9375.0,7178.0,27603.0,10889.0,18571.0,-1.0,7694.0,1064.0,37595.0,5496.0,5000.0,6948.0,11000.0,-1.0,35280.0,8200.0,12600.0,14602.0,-1.0,7538.0,-1.0,-1.0,6986.0,-1.0,-1.0
1974,9850.0,27401.0,8600.0,-1.0,-1.0,5311.0,18408.0,9652.0,21874.0,13724.0,-1.0,10617.0,10000.0,-1.0,18564.0,5685.0,8333.0,19037.0,19572.0,-1.0,13667.0,9012.0,19660.0,21948.0,16241.0,7795.0,-1.0,10447.0,6796.0,-1.0,9310.0,-1.0,12500.0,9038.0,4202.0,18806.0,6484.0,10090.0,10109.0,19238.0,-1.0,39129.0,3319.0,17724.0,-1.0,22262.0,7745.0,6291.0,-1.0,-1.0,6250.0,-1.0,20387.0,21716.0,41930.0,-1.0,25000.0,17708.0,-1.0,9344.0,9401.0,19472.0,-1.0,36999.0,6713.0,-1.0,9865.0,8400.0,-1.0,11000.0,7649.0,33585.0,-1.0,2083.0,6887.0,5965.0,-1.0,25000.0,10297.0,11992.0,42978.0,-1.0,-1.0,28305.0,8031.0,3857.0,8864.0,-1.0,3153.0,12440.0,10174.0,-1.0,24942.0,12812.0,11818.0,6433.0,10290.0,-1.0,3996.0,25806.0,9225.0,7075.0,27537.0,16591.0,19000.0,-1.0,12289.0,4658.0,44358.0,5639.0,5161.0,7675.0,11250.0,-1.0,37706.0,6182.0,12308.0,19660.0,-1.0,8181.0,-1.0,-1.0,8587.0,-1.0,-1.0
1975,9833.0,27106.0,7200.0,-1.0,-1.0,6459.0,22038.0,9471.0,23269.0,13449.0,-1.0,10626.0,10000.0,-1.0,14092.0,5142.0,8333.0,15457.0,14868.0,-1.0,14000.0,10869.0,17629.0,20000.0,16270.0,14600.0,-1.0,9779.0,7447.0,-1.0,9643.0,-1.0,12500.0,3380.0,5396.0,32115.0,5709.0,6836.0,9618.0,14295.0,-1.0,37710.0,4388.0,18902.0,-1.0,25000.0,5385.0,5556.0,-1.0,-1.0,6000.0,-1.0,15945.0,25455.0,36210.0,-1.0,25000.0,18889.0,-1.0,10514.0,15002.0,18400.0,-1.0,30048.0,8713.0,-1.0,7157.0,8627.0,-1.0,11000.0,7846.0,36124.0,-1.0,2080.0,8897.0,5905.0,-1.0,25000.0,10536.0,15997.0,41556.0,-1.0,-1.0,30740.0,7617.0,6106.0,8406.0,-1.0,3368.0,12821.0,10702.0,-1.0,24563.0,13093.0,11905.0,5906.0,13205.0,-1.0,3209.0,26217.0,8395.0,7527.0,28550.0,13766.0,23346.0,-1.0,9400.0,4689.0,43514.0,5630.0,6419.0,8714.0,11667.0,-1.0,37005.0,6226.0,12500.0,17629.0,-1.0,6495.0,-1.0,-1.0,6717.0,-1.0,-1.0
1976,9773.0,28443.0,10000.0,-1.0,-1.0,5062.0,16793.0,9864.0,22799.0,11478.0,-1.0,10689.0,10000.0,-1.0,20174.0,5628.0,8750.0,8388.0,6586.0,-1.0,14333.0,11206.0,22302.0,19814.0,13085.0,14323.0,-1.0,9460.0,1989.0,-1.0,10385.0,-1.0,12500.0,5554.0,5082.0,21414.0,4904.0,5547.0,9502.0,21907.0,-1.0,38066.0,5468.0,20099.0,-1.0,24637.0,8333.0,5455.0,-1.0,-1.0,7273.0,-1.0,14554.0,23141.0,32829.0,-1.0,25000.0,20092.0,-1.0,9857.0,11932.0,16373.0,33333.0,31319.0,7406.0,-1.0,5862.0,7850.0,-1.0,11000.0,9232.0,34221.0,-1.0,2077.0,7473.0,5847.0,-1.0,25000.0,9110.0,17182.0,42362.0,-1.0,-1.0,30842.0,7368.0,4982.0,8594.0,-1.0,2855.0,3965.0,6089.0,-1.0,27156.0,13169.0,12000.0,6673.0,12514.0,-1.0,4656.0,26042.0,11260.0,7769.0,32186.0,8010.0,16279.0,37700.0,7208.0,14775.0,53846.0,5357.0,6470.0,6193.0,10000.0,-1.0,39480.0,6111.0,15000.0,22302.0,-1.0,7590.0,-1.0,-1.0,11380.0,-1.0,-1.0
1977,9778.0,26526.0,9200.0,-1.0,-1.0,5966.0,20391.0,8826.0,24495.0,8363.0,-1.0,10576.0,10000.0,-1.0,14206.0,5308.0,9231.0,10057.0,9664.0,-1.0,20000.0,11268.0,17968.0,27102.0,13619.0,12688.0,-1.0,6757.0,4800.0,-1.0,7300.0,-1.0,12500.0,3300.0,5089.0,10000.0,5264.0,14667.0,10041.0,17045.0,-1.0,37752.0,3716.0,20510.0,-1.0,21435.0,8333.0,5000.0,-1.0,-1.0,7143.0,-1.0,14806.0,21435.0,33035.0,-1.0,25000.0,20505.0,-1.0,9857.0,12283.0,16413.0,32000.0,32785.0,7839.0,-1.0,5660.0,7771.0,-1.0,11000.0,7208.0,36122.0,-1.0,2074.0,7715.0,5469.0,-1.0,25000.0,7768.0,17937.0,46479.0,-1.0,-1.0,35528.0,7200.0,5189.0,8354.0,-1.0,3166.0,1143.0,9443.0,-1.0,27347.0,13276.0,11765.0,7393.0,11433.0,-1.0,4669.0,25225.0,10118.0,8836.0,30600.0,15222.0,17692.0,21667.0,7500.0,7917.0,48913.0,5214.0,6423.0,5587.0,11538.0,-1.0,48848.0,7021.0,15714.0,17968.0,-1.0,7486.0,-1.0,-1.0,5919.0,-1.0,-1.0
1978,9565.0,29141.0,8000.0,-1.0,-1.0,5781.0,20978.0,9341.0,21800.0,14317.0,-1.0,10524.0,10000.0,-1.0,20106.0,5732.0,6667.0,17108.0,16667.0,-1.0,19300.0,11288.0,18127.0,21617.0,15091.0,21123.0,-1.0,11546.0,5000.0,-1.0,6000.0,-1.0,11000.0,2214.0,5027.0,20000.0,5279.0,14469.0,11302.0,20604.0,-1.0,37223.0,3027.0,23285.0,-1.0,22985.0,8000.0,6442.0,-1.0,-1.0,6500.0,-1.0,21831.0,13399.0,42481.0,6468.0,25000.0,23279.0,-1.0,12486.0,12264.0,22056.0,34983.0,34904.0,9084.0,-1.0,7258.0,8434.0,-1.0,11000.0,8110.0,28028.0,-1.0,2071.0,6548.0,5379.0,-1.0,25000.0,10988.0,18323.0,53010.0,-1.0,-1.0,34228.0,7203.0,5412.0,8665.0,-1.0,3359.0,11365.0,7017.0,-1.0,31399.0,12648.0,12500.0,7083.0,11830.0,-1.0,4664.0,25970.0,9278.0,8889.0,29965.0,10909.0,19955.0,35946.0,7184.0,3701.0,23077.0,4286.0,6411.0,10488.0,12000.0,-1.0,49423.0,6275.0,15714.0,18127.0,-1.0,7563.0,-1.0,-1.0,5343.0,-1.0,-1.0
1979,10000.0,27319.0,5469.0,-1.0,-1.0,5904.0,19286.0,15104.0,17000.0,12416.0,-1.0,8857.0,10000.0,-1.0,21794.0,5856.0,6667.0,18499.0,17783.0,-1.0,19529.0,11023.0,24005.0,21538.0,17711.0,31783.0,-1.0,8511.0,4334.0,-1.0,7867.0,-1.0,12500.0,1017.0,5243.0,20000.0,4430.0,13453.0,14103.0,12341.0,-1.0,37169.0,2194.0,24119.0,-1.0,22663.0,10000.0,9929.0,-1.0,-1.0,6000.0,-1.0,15080.0,24231.0,40346.0,7548.0,25000.0,24117.0,-1.0,12646.0,16898.0,18562.0,45345.0,34525.0,9180.0,-1.0,5000.0,8401.0,-1.0,11000.0,6198.0,28846.0,-1.0,2143.0,7189.0,5883.0,-1.0,25000.0,9636.0,16410.0,50006.0,-1.0,-1.0,39283.0,7692.0,5000.0,8997.0,-1.0,3038.0,3718.0,10413.0,-1.0,29668.0,12345.0,12667.0,6986.0,11183.0,-1.0,4895.0,26432.0,14517.0,9717.0,34278.0,11125.0,24803.0,27184.0,6046.0,3750.0,36585.0,4500.0,6483.0,8255.0,12000.0,-1.0,47124.0,6607.0,15714.0,24005.0,21176.0,7488.0,-1.0,-1.0,7210.0,-1.0,-1.0
1980,10000.0,33667.0,6667.0,-1.0,-1.0,5716.0,19000.0,11108.0,23053.0,10128.0,-1.0,9524.0,10000.0,-1.0,16720.0,6492.0,6667.0,16467.0,21873.0,-1.0,15728.0,12372.0,17779.0,22000.0,22547.0,21852.0,-1.0,7716.0,2821.0,-1.0,7410.0,-1.0,12500.0,2232.0,3127.0,8642.0,5081.0,9666.0,8946.0,16922.0,-1.0,37333.0,3218.0,25166.0,-1.0,20899.0,10000.0,6892.0,-1.0,-1.0,6429.0,-1.0,26932.0,28821.0,45542.0,7502.0,25000.0,25158.0,-1.0,18180.0,17904.0,20811.0,44710.0,29650.0,9674.0,-1.0,8036.0,8688.0,-1.0,11000.0,7120.0,27425.0,-1.0,2138.0,6266.0,5840.0,-1.0,25000.0,9655.0,16642.0,48595.0,-1.0,-1.0,29061.0,7692.0,5000.0,8994.0,-1.0,3065.0,5884.0,11229.0,-1.0,23143.0,12857.0,13846.0,6598.0,11707.0,-1.0,4788.0,25424.0,16011.0,10275.0,30390.0,12143.0,13568.0,29643.0,8417.0,5983.0,22857.0,4930.0,5833.0,7988.0,12000.0,-1.0,44739.0,6545.0,15714.0,17779.0,21600.0,5057.0,-1.0,-1.0,6914.0,-1.0,-1.0
1981,10000.0,39671.0,6667.0,-1.0,-1.0,6049.0,18750.0,11142.0,23093.0,10277.0,-1.0,11131.0,10000.0,-1.0,23960.0,5979.0,6667.0,17570.0,19207.0,-1.0,15526.0,10489.0,18298.0,24000.0,21200.0,16133.0,-1.0,13649.0,4750.0,-1.0,7597.0,-1.0,12500.0,2312.0,5257.0,6418.0,6620.0,7953.0,11111.0,26965.0,-1.0,37670.0,2956.0,25496.0,-1.0,23000.0,7143.0,6071.0,-1.0,-1.0,6667.0,-1.0,25251.0,45185.0,48111.0,6385.0,25000.0,25479.0,-1.0,15971.0,18824.0,14876.0,34885.0,34586.0,10978.0,-1.0,10820.0,7062.0,-1.0,11000.0,8517.0,31884.0,-1.0,2133.0,6059.0,5722.0,-1.0,25000.0,9677.0,15117.0,42469.0,-1.0,-1.0,40195.0,7692.0,6488.0,8995.0,-1.0,4298.0,3745.0,16200.0,-1.0,35952.0,12995.0,13333.0,7267.0,11762.0,-1.0,3274.0,25882.0,14579.0,11992.0,36133.0,12283.0,14161.0,35778.0,9934.0,4483.0,25888.0,3378.0,5672.0,8559.0,12000.0,-1.0,58403.0,7049.0,15714.0,18298.0,21730.0,6616.0,-1.0,-1.0,7315.0,-1.0,-1.0
1982,10000.0,36798.0,5429.0,-1.0,-1.0,5810.0,18333.0,9533.0,18466.0,10005.0,-1.0,6443.0,10000.0,-1.0,14761.0,3235.0,6667.0,11876.0,11124.0,-1.0,16585.0,12079.0,20288.0,24000.0,25150.0,19300.0,-1.0,8958.0,4208.0,-1.0,6877.0,-1.0,11000.0,1038.0,6356.0,11429.0,6753.0,5445.0,8515.0,21743.0,-1.0,37078.0,2874.0,25114.0,-1.0,19526.0,6667.0,17963.0,-1.0,-1.0,6500.0,-1.0,14047.0,31023.0,45599.0,8899.0,25000.0,25099.0,-1.0,21335.0,13500.0,17183.0,36111.0,32494.0,9093.0,-1.0,9506.0,6463.0,-1.0,11000.0,5299.0,26159.0,-1.0,2129.0,6438.0,5694.0,-1.0,25000.0,9677.0,17135.0,41738.0,-1.0,-1.0,37077.0,7692.0,6520.0,8997.0,-1.0,4354.0,8212.0,16332.0,-1.0,31873.0,13198.0,14615.0,6566.0,10437.0,-1.0,3162.0,25869.0,14291.0,11353.0,36730.0,9470.0,12653.0,29978.0,9649.0,4252.0,51701.0,3311.0,5449.0,8179.0,12000.0,-1.0,49013.0,7031.0,15000.0,20288.0,18947.0,5833.0,-1.0,-1.0,3321.0,-1.0,-1.0
1983,10000.0,34778.0,5714.0,-1.0,-1.0,5639.0,17470.0,10622.0,17010.0,13040.0,-1.0,2917.0,10000.0,-1.0,15955.0,1791.0,3016.0,22483.0,23213.0,-1.0,20214.0,10796.0,13559.0,26667.0,17077.0,26400.0,-1.0,8667.0,4852.0,-1.0,7390.0,-1.0,11905.0,1504.0,7949.0,15957.0,5331.0,6594.0,9756.0,19089.0,-1.0,37636.0,2333.0,30871.0,-1.0,21890.0,8000.0,9974.0,-1.0,-1.0,6571.0,-1.0,8947.0,23365.0,45926.0,8917.0,25000.0,30865.0,-1.0,21848.0,19662.0,15906.0,29220.0,28787.0,4198.0,-1.0,10290.0,6250.0,-1.0,11000.0,5438.0,29472.0,-1.0,2194.0,5352.0,5683.0,-1.0,25000.0,10952.0,18500.0,39025.0,-1.0,-1.0,30598.0,7692.0,7555.0,9000.0,-1.0,3577.0,6066.0,16202.0,-1.0,32143.0,11815.0,15000.0,7254.0,11134.0,-1.0,3210.0,25862.0,14977.0,10877.0,31853.0,9967.0,11159.0,22765.0,9111.0,-1.0,54881.0,3077.0,5030.0,8678.0,12963.0,-1.0,44050.0,10526.0,13333.0,13559.0,17500.0,4818.0,-1.0,-1.0,4012.0,-1.0,-1.0
1984,10000.0,42018.0,5789.0,-1.0,-1.0,6155.0,19369.0,7283.0,18302.0,13191.0,-1.0,6307.0,10000.0,-1.0,17308.0,3346.0,6699.0,20043.0,22682.0,-1.0,14647.0,9881.0,25817.0,32642.0,14041.0,17425.0,-1.0,9000.0,5964.0,-1.0,7588.0,-1.0,13636.0,1165.0,9308.0,14746.0,5836.0,6175.0,12000.0,25507.0,-1.0,36667.0,2874.0,31517.0,-1.0,24815.0,10000.0,9896.0,-1.0,-1.0,6364.0,-1.0,15418.0,22737.0,45172.0,7105.0,25000.0,31484.0,-1.0,21340.0,11990.0,16472.0,39910.0,31776.0,4118.0,-1.0,11233.0,5688.0,-1.0,11000.0,3270.0,26974.0,-1.0,2188.0,7477.0,5836.0,-1.0,25000.0,13925.0,19802.0,46021.0,-1.0,-1.0,35410.0,7647.0,6871.0,9002.0,-1.0,4061.0,7543.0,10449.0,-1.0,29114.0,11955.0,15000.0,7154.0,12090.0,-1.0,2153.0,22222.0,13153.0,11930.0,30801.0,12706.0,13827.0,31323.0,8782.0,-1.0,55833.0,2963.0,6081.0,9552.0,12963.0,-1.0,46188.0,10000.0,12667.0,25817.0,17055.0,6825.0,-1.0,-1.0,11378.0,-1.0,-1.0
1985,10000.0,45581.0,6579.0,-1.0,-1.0,7407.0,13474.0,10760.0,15765.0,13862.0,-1.0,7500.0,10000.0,-1.0,21430.0,5781.0,6735.0,16310.0,19934.0,-1.0,13279.0,12350.0,18935.0,20122.0,15188.0,9111.0,-1.0,9579.0,6000.0,-1.0,8512.0,-1.0,13913.0,1783.0,11519.0,18333.0,6865.0,7256.0,7600.0,20796.0,-1.0,38252.0,4867.0,28985.0,-1.0,25970.0,10500.0,13793.0,-1.0,-1.0,8000.0,-1.0,17740.0,25740.0,46818.0,6484.0,25000.0,28823.0,-1.0,20543.0,16298.0,23572.0,39854.0,31651.0,4326.0,-1.0,9208.0,7749.0,-1.0,11000.0,6509.0,27435.0,-1.0,2250.0,7436.0,5870.0,-1.0,25000.0,10847.0,19289.0,47789.0,-1.0,-1.0,41899.0,7578.0,8152.0,9000.0,-1.0,4957.0,5726.0,10101.0,-1.0,31552.0,13012.0,15000.0,6335.0,11594.0,-1.0,2882.0,21101.0,6604.0,11800.0,35425.0,10829.0,8462.0,30278.0,7660.0,-1.0,78095.0,2963.0,6111.0,11229.0,12963.0,-1.0,37185.0,10113.0,11111.0,18935.0,16389.0,7178.0,-1.0,-1.0,15819.0,-1.0,-1.0
1986,10000.0,42735.0,6675.0,-1.0,-1.0,7601.0,14900.0,13241.0,18751.0,11501.0,-1.0,9206.0,10000.0,-1.0,26954.0,7628.0,6476.0,18566.0,18333.0,-1.0,18771.0,12904.0,19283.0,23558.0,15028.0,15385.0,-1.0,9614.0,5970.0,-1.0,8000.0,-1.0,13913.0,1649.0,11559.0,20000.0,6348.0,6443.0,5831.0,26085.0,-1.0,38926.0,5250.0,28867.0,-1.0,26451.0,9664.0,8125.0,-1.0,-1.0,8000.0,-1.0,12552.0,61162.0,37391.0,10373.0,25000.0,28699.0,-1.0,21101.0,13470.0,23236.0,39272.0,36489.0,7590.0,-1.0,10286.0,10593.0,-1.0,11000.0,6608.0,27859.0,-1.0,2281.0,8034.0,5899.0,-1.0,25000.0,9927.0,19852.0,51084.0,-1.0,-1.0,42521.0,7743.0,7556.0,5721.0,-1.0,6148.0,6385.0,10540.0,-1.0,31250.0,13193.0,15000.0,5760.0,12288.0,-1.0,3293.0,21327.0,10542.0,12293.0,31501.0,10027.0,13667.0,24822.0,7496.0,-1.0,23958.0,2941.0,6111.0,11122.0,12950.0,-1.0,62816.0,12332.0,11111.0,19283.0,22101.0,7273.0,31056.0,-1.0,18810.0,-1.0,-1.0
1987,9921.0,46159.0,6667.0,-1.0,-1.0,7208.0,14286.0,10000.0,19046.0,12001.0,-1.0,8029.0,10000.0,-1.0,36883.0,3079.0,4748.0,18267.0,18272.0,-1.0,17797.0,12100.0,17344.0,25032.0,22038.0,18889.0,-1.0,8699.0,5983.0,-1.0,8000.0,-1.0,14000.0,1583.0,17322.0,20000.0,6292.0,4405.0,6117.0,29410.0,-1.0,41377.0,7759.0,29322.0,-1.0,27132.0,11849.0,8747.0,-1.0,-1.0,10000.0,-1.0,16883.0,32008.0,58543.0,7166.0,25000.0,29120.0,-1.0,14464.0,15517.0,25673.0,29912.0,32069.0,7986.0,-1.0,7294.0,7063.0,-1.0,11000.0,4021.0,27493.0,-1.0,2273.0,7702.0,5647.0,-1.0,25000.0,9756.0,19918.0,51940.0,-1.0,-1.0,43558.0,7711.0,5516.0,5748.0,-1.0,4719.0,6111.0,10631.0,-1.0,30673.0,14308.0,15000.0,7623.0,2075.0,-1.0,2726.0,21905.0,11390.0,13103.0,34054.0,12396.0,10417.0,29200.0,11452.0,-1.0,20833.0,3000.0,6216.0,10447.0,12800.0,-1.0,55862.0,8277.0,10611.0,17344.0,25670.0,7581.0,30952.0,-1.0,20000.0,-1.0,-1.0
1988,8286.0,43220.0,4567.0,-1.0,-1.0,7788.0,14485.0,6976.0,15181.0,12386.0,-1.0,10007.0,10000.0,-1.0,10000.0,8124.0,7235.0,21650.0,22222.0,-1.0,13000.0,9257.0,21916.0,21042.0,18868.0,25233.0,-1.0,8436.0,6000.0,-1.0,7997.0,-1.0,17941.0,3870.0,10998.0,20000.0,7426.0,7000.0,6667.0,27060.0,-1.0,44426.0,6597.0,31535.0,-1.0,26534.0,12120.0,8594.0,-1.0,-1.0,16420.0,-1.0,19969.0,26850.0,56667.0,6568.0,25000.0,31357.0,-1.0,16935.0,14764.0,21069.0,37032.0,35249.0,9293.0,-1.0,8764.0,8160.0,-1.0,11000.0,7933.0,28350.0,-1.0,2294.0,7333.0,5754.0,-1.0,25000.0,9756.0,20900.0,54444.0,-1.0,-1.0,40033.0,7667.0,7614.0,6308.0,-1.0,4115.0,6009.0,10850.0,-1.0,33473.0,13421.0,15000.0,6966.0,12572.0,-1.0,3798.0,22394.0,11632.0,12969.0,32748.0,12333.0,12113.0,18292.0,8950.0,-1.0,80000.0,4000.0,6316.0,9902.0,12780.0,-1.0,43765.0,12252.0,8375.0,21916.0,22228.0,7124.0,30952.0,-1.0,7617.0,-1.0,-1.0
1989,11293.0,42376.0,4300.0,-1.0,-1.0,7276.0,14538.0,4386.0,14640.0,12977.0,-1.0,9652.0,10000.0,-1.0,10000.0,4980.0,6722.0,22092.0,22500.0,-1.0,10500.0,11103.0,19904.0,19473.0,14704.0,18632.0,-1.0,9651.0,6000.0,-1.0,8073.0,-1.0,17167.0,2631.0,10699.0,26667.0,5474.0,7689.0,7500.0,20690.0,-1.0,45581.0,7571.0,27777.0,-1.0,29100.0,12502.0,11031.0,-1.0,-1.0,8219.0,-1.0,22412.0,30132.0,42061.0,7834.0,25000.0,27615.0,-1.0,15449.0,15020.0,22780.0,49824.0,35284.0,9899.0,-1.0,11097.0,7041.0,-1.0,11000.0,4041.0,29114.0,-1.0,2353.0,7718.0,5959.0,-1.0,25000.0,9524.0,20630.0,57204.0,27698.0,-1.0,34792.0,7804.0,6491.0,6300.0,-1.0,6065.0,6847.0,9752.0,-1.0,23397.0,13452.0,15000.0,8693.0,12496.0,-1.0,2608.0,22302.0,13543.0,14580.0,30861.0,11691.0,7238.0,16695.0,9450.0,-1.0,27273.0,4000.0,5682.0,9437.0,12806.0,-1.0,63742.0,12595.0,8440.0,19904.0,24058.0,7517.0,31765.0,-1.0,7832.0,-1.0,-1.0
1990,10983.0,39442.0,4329.0,-1.0,-1.0,5827.0,14793.0,4727.0,17150.0,12590.0,-1.0,8473.0,10000.0,-1.0,20000.0,6836.0,5015.0,38298.0,41152.0,-1.0,15789.0,10688.0,24883.0,24055.0,16237.0,16571.0,-1.0,9101.0,5969.0,-1.0,8000.0,-1.0,16420.0,2500.0,12369.0,25000.0,6384.0,10112.0,7143.0,22680.0,-1.0,46920.0,5153.0,36779.0,-1.0,28476.0,12500.0,12211.0,-1.0,-1.0,8840.0,-1.0,17398.0,21466.0,41296.0,6229.0,40000.0,36735.0,-1.0,16210.0,15000.0,16335.0,35895.0,27036.0,8707.0,-1.0,6307.0,8489.0,-1.0,10497.0,4276.0,24008.0,-1.0,2052.0,7307.0,5736.0,-1.0,40000.0,7273.0,21410.0,53234.0,37006.0,17778.0,39592.0,8103.0,4042.0,6282.0,-1.0,5556.0,5496.0,10000.0,-1.0,28116.0,11646.0,13336.0,8136.0,12423.0,-1.0,1257.0,21477.0,13177.0,13935.0,32888.0,10000.0,6731.0,28273.0,10182.0,-1.0,27915.0,4286.0,5778.0,6571.0,12500.0,-1.0,48234.0,7772.0,5936.0,24883.0,26440.0,6310.0,31818.0,-1.0,11229.0,-1.0,-1.0
