,Honduras,Poland,Saint Kitts and Nevis,Vanuatu,South Africa,Lithuania,Republic of Moldova,Democratic Republic of the Congo,Brazil,Japan,Turkmenistan,Grenada,Philippines,Lesotho,Democratic People's Republic of Korea,Greece,Cameroon,Burundi,United States of America,Iraq,Indonesia,New Zealand,"China, Macao SAR",Burkina Faso,Dominica,Romania,Hungary,Niger,Nigeria,Angola,Kuwait,Malaysia,Ireland,Côte d'Ivoire,Peru,Switzerland,Fiji,Mongolia,Sri Lanka,Cuba,Algeria,Finland,Sweden,Kyrgyzstan,Congo,Kazakhstan,Malawi,El Salvador,Cook Islands,Paraguay,Ecuador,Mauritania,Samoa,Solomon Islands,Seychelles,Guyana,Kenya,United Arab Emirates,Botswana,Morocco,United Kingdom,Rwanda,Australia,Egypt,Mozambique,Panama,Portugal,Azerbaijan,Thailand,New Caledonia,Syrian Arab Republic,Mauritius,Dominican Republic,Ghana,Italy,Tunisia,Tonga,Guinea,France,Latvia,Togo,Turkey,Argentina,India,Spain,Bahamas,Sierra Leone,Djibouti,Germany,Bangladesh,Central African Republic,Aruba,Canada,Mexico,Singapore,Papua New Guinea,Haiti,Costa Rica,Namibia,Uruguay,Armenia,Bulgaria,"China, mainland",Brunei Darussalam,Iran (Islamic Republic of),Viet Nam,Belize,Antigua and Barbuda,French Polynesia,Benin,Jamaica,Comoros,Russian Federation,Netherlands,Denmark,Iceland,United Republic of Tanzania,American Samoa,Pakistan,Israel,Uzbekistan,Austria,Senegal,Saudi Arabia,Zimbabwe,Lao People's Democratic Republic,"China, Taiwan Province of",Tajikistan,Jordan,Suriname,Republic of Korea,Sudan (former),Belarus,Estonia,Sao Tome and Principe,Uganda,Swaziland,Saint Vincent and the Grenadines,Trinidad and Tobago,Guatemala,Venezuela (Bolivarian Republic of),Bolivia (Plurinational State of),Colombia,Saint Lucia,Madagascar,Gambia,Guinea-Bissau,Occupied Palestinian Territory,Barbados,Cyprus,Ukraine,Norway,Malta,Mali,Niue,Lebanon,Nepal,Chad,Chile,Gabon,Georgia,"China, Hong Kong SAR",Nicaragua
1961,144177.0,1460839.0,23579.0,18551.0,983495.0,-1.0,-1.0,127352.0,712250.0,408451.0,-1.0,18879.0,919717.0,11423.0,118675.0,241179.0,177423.0,236.0,11935961.0,32726.0,241346.0,1807022.0,6138.0,2184.0,21707.0,776271.0,428334.0,73509.0,1793704.0,130396.0,62041.0,223015.0,1366124.0,236234.0,679249.0,405039.0,97877.0,23360.0,180653.0,1524311.0,397840.0,142608.0,540210.0,-1.0,17264.0,-1.0,22490.0,23805.0,15192.0,11349.0,321380.0,-1.0,28541.0,11589.0,17577.0,152462.0,128275.0,-1.0,66479.0,627981.0,875945.0,98.0,3440263.0,186735.0,164940.0,130802.0,88492.0,-1.0,957846.0,755.0,58548.0,323658.0,506565.0,515915.0,4254683.0,285112.0,7924.0,147866.0,3933863.0,-1.0,25948.0,442824.0,1391248.0,491830.0,2501513.0,512.0,81901.0,-1.0,1602924.0,3525.0,5798532.0,-1.0,5952910.0,942841.0,680291.0,59108.0,42193.0,101952.0,15080.0,62152.0,-1.0,422395.0,563295.0,83.0,130467.0,71363.0,19737.0,44877.0,42538.0,41760.0,424431.0,18972.0,-1.0,4172425.0,2645432.0,19098.0,82944.0,340.0,93232.0,400105.0,-1.0,159245.0,387344.0,2658.0,161908.0,26.0,1310331.0,-1.0,65983.0,10035.0,12352.0,522589.0,-1.0,-1.0,24301.0,27858.0,32313.0,13271.0,276190.0,61388.0,13333.0,1691.0,118693.0,23327.0,208376.0,16079.0,44757.0,-1.0,132181.0,105608.0,-1.0,93355.0,12971.0,88456.0,122.0,66205.0,286226.0,10742443.0,110043.0,2428.0,-1.0,263690.0,52339.0
1962,140987.0,1677104.0,21374.0,18061.0,1573820.0,-1.0,-1.0,122389.0,488144.0,345049.0,-1.0,19944.0,856471.0,3565.0,99554.0,328949.0,170327.0,94.0,13308638.0,84079.0,152436.0,1853904.0,11414.0,5322.0,21643.0,810666.0,410985.0,96021.0,1751986.0,121683.0,33875.0,213913.0,1137508.0,285231.0,590546.0,289795.0,130230.0,61387.0,205292.0,1220832.0,456982.0,153062.0,506164.0,-1.0,18195.0,-1.0,32544.0,20090.0,13453.0,10841.0,353199.0,-1.0,35226.0,10697.0,18701.0,148041.0,184973.0,-1.0,26908.0,814347.0,1045206.0,78.0,4099939.0,182191.0,189984.0,120538.0,108361.0,-1.0,819308.0,388.0,327064.0,330539.0,528429.0,554428.0,4509884.0,297113.0,5339.0,119788.0,3178253.0,-1.0,20299.0,292045.0,2423457.0,622287.0,2689874.0,682.0,87991.0,-1.0,1636827.0,2386.0,5781016.0,-1.0,4900786.0,857654.0,717684.0,59348.0,25139.0,124067.0,16502.0,68230.0,-1.0,482401.0,1058537.0,58.0,146872.0,38818.0,16447.0,40628.0,52188.0,33352.0,434059.0,19297.0,-1.0,4461156.0,2965920.0,27343.0,91187.0,800.0,82956.0,471884.0,-1.0,174731.0,378372.0,1978.0,238613.0,16.0,1189034.0,-1.0,74172.0,13003.0,71172.0,672072.0,-1.0,-1.0,25950.0,26863.0,34737.0,13398.0,229538.0,47580.0,15573.0,1755.0,102648.0,27040.0,284846.0,16874.0,45513.0,-1.0,132603.0,134335.0,-1.0,223604.0,10629.0,68322.0,163.0,96178.0,284713.0,16324129.0,120469.0,2376.0,-1.0,403528.0,90505.0
1963,127882.0,1039503.0,19959.0,20493.0,1762354.0,-1.0,-1.0,101353.0,779006.0,281322.0,-1.0,23794.0,989932.0,8790.0,128921.0,304613.0,184524.0,94.0,14342325.0,53692.0,246043.0,1958017.0,2076.0,6501.0,24414.0,886741.0,500023.0,102413.0,1914514.0,90324.0,43626.0,214013.0,1469848.0,312728.0,607839.0,371732.0,172122.0,79813.0,164153.0,831539.0,526804.0,120246.0,532066.0,-1.0,20196.0,-1.0,28278.0,30532.0,14866.0,13894.0,437782.0,1041523.0,34261.0,11035.0,16840.0,129943.0,281804.0,-1.0,36933.0,969819.0,1109088.0,94.0,3416923.0,233131.0,204837.0,145747.0,95818.0,-1.0,911847.0,700.0,315741.0,367738.0,422178.0,531247.0,4186795.0,454599.0,5108.0,118724.0,4457823.0,-1.0,24166.0,254510.0,1981215.0,773890.0,2114520.0,785.0,75703.0,-1.0,1556591.0,3695.0,5931781.0,-1.0,6267667.0,1037756.0,845476.0,62382.0,56285.0,119563.0,16502.0,110914.0,-1.0,389291.0,1322888.0,121.0,139903.0,87671.0,20184.0,61024.0,45317.0,39173.0,459811.0,17926.0,-1.0,4441639.0,3173446.0,25172.0,98551.0,711.0,151344.0,603815.0,-1.0,86575.0,308239.0,5662.0,109979.0,19.0,1480449.0,-1.0,75457.0,13432.0,16432.0,601272.0,-1.0,-1.0,21166.0,34474.0,39586.0,15361.0,253705.0,71855.0,61342.0,2411.0,118412.0,28770.0,262283.0,14661.0,40020.0,-1.0,160857.0,161974.0,-1.0,125235.0,17755.0,53419.0,338.0,92968.0,263558.0,12871405.0,125033.0,2231.0,-1.0,308846.0,106361.0
1964,140788.0,2244777.0,21548.0,21455.0,1316599.0,-1.0,-1.0,96707.0,381065.0,379651.0,-1.0,18179.0,948585.0,17407.0,92478.0,309371.0,163691.0,142.0,15932739.0,42399.0,229596.0,2061498.0,5630.0,7402.0,31628.0,794618.0,484401.0,99073.0,1923063.0,108702.0,10874.0,207702.0,1024660.0,342501.0,520531.0,328224.0,195516.0,106873.0,211872.0,968734.0,505146.0,100226.0,507184.0,-1.0,17085.0,-1.0,39261.0,25229.0,13286.0,13286.0,444830.0,1249827.0,33556.0,11209.0,22308.0,117751.0,178598.0,-1.0,50598.0,925035.0,964448.0,1397.0,4831348.0,285935.0,187267.0,134186.0,113611.0,-1.0,1399959.0,1345.0,229147.0,368973.0,398433.0,509535.0,4388063.0,356897.0,6202.0,95414.0,5487144.0,-1.0,26252.0,338382.0,2980490.0,685655.0,3251636.0,930.0,74781.0,-1.0,1765018.0,2555.0,7316197.0,-1.0,7986980.0,1941369.0,660744.0,59944.0,21386.0,130949.0,18210.0,128312.0,-1.0,505954.0,1706132.0,-1.0,100218.0,31124.0,25819.0,43558.0,47696.0,43607.0,481031.0,18144.0,-1.0,4844483.0,3027708.0,27382.0,119331.0,740.0,130460.0,557870.0,-1.0,94549.0,355183.0,6112.0,84864.0,7.0,1945537.0,-1.0,84059.0,7948.0,25101.0,552961.0,-1.0,-1.0,23042.0,31123.0,47098.0,15776.0,247281.0,68260.0,28281.0,2967.0,95544.0,32824.0,267805.0,14322.0,35114.0,-1.0,133673.0,165927.0,-1.0,121983.0,15714.0,60995.0,559.0,94382.0,320818.0,24440321.0,127351.0,3039.0,-1.0,368846.0,129873.0
1965,215682.0,1809193.0,18044.0,16628.0,724238.0,-1.0,-1.0,62744.0,997473.0,422381.0,-1.0,32683.0,937334.0,4921.0,158738.0,416797.0,186352.0,93.0,16538779.0,55130.0,264037.0,2133605.0,3343.0,9789.0,36222.0,679569.0,554138.0,103188.0,2049119.0,116745.0,76249.0,232674.0,1010779.0,362248.0,447719.0,325516.0,185970.0,70347.0,167765.0,1234799.0,348849.0,86060.0,725123.0,-1.0,9847.0,-1.0,29304.0,22638.0,14507.0,14422.0,391867.0,1353980.0,25835.0,11747.0,18262.0,152573.0,180955.0,-1.0,61586.0,902119.0,977524.0,496.0,4348091.0,215456.0,173372.0,165731.0,129492.0,-1.0,1299364.0,693.0,199968.0,364557.0,311937.0,659555.0,5492213.0,431995.0,6739.0,74125.0,6116605.0,-1.0,27768.0,353326.0,3480616.0,586630.0,3061797.0,880.0,70677.0,-1.0,2086351.0,4426.0,7747224.0,-1.0,7019234.0,3115581.0,701043.0,67165.0,31388.0,139281.0,19632.0,153199.0,-1.0,412989.0,1763525.0,-1.0,139459.0,12938.0,23210.0,23475.0,40661.0,29661.0,512220.0,15243.0,-1.0,5372533.0,3526333.0,22318.0,83487.0,650.0,95285.0,673978.0,-1.0,96524.0,375820.0,11374.0,178222.0,7.0,2405576.0,-1.0,84416.0,18834.0,42882.0,575697.0,-1.0,-1.0,24501.0,17515.0,50874.0,17303.0,269617.0,46092.0,46148.0,4744.0,170527.0,42815.0,210021.0,18514.0,20409.0,-1.0,152416.0,237046.0,-1.0,94077.0,12667.0,43240.0,364.0,119687.0,279058.0,12599586.0,128296.0,3476.0,-1.0,303206.0,133938.0
1966,274778.0,1701234.0,18239.0,20041.0,741206.0,-1.0,-1.0,59875.0,1164728.0,307932.0,-1.0,31091.0,936317.0,1101.0,244055.0,905456.0,130103.0,284.0,19025411.0,66434.0,333820.0,2161449.0,2160.0,9749.0,30851.0,928355.0,495290.0,156047.0,2034482.0,96638.0,20034.0,237268.0,1131496.0,368121.0,524701.0,410382.0,147265.0,20928.0,134045.0,1032924.0,291951.0,146131.0,510262.0,-1.0,31384.0,-1.0,56425.0,41322.0,15373.0,13053.0,415398.0,416609.0,15833.0,9780.0,19491.0,145732.0,158827.0,-1.0,60061.0,750074.0,1827262.0,356.0,3895282.0,212344.0,181188.0,188878.0,137281.0,-1.0,1315967.0,728.0,68435.0,373060.0,320637.0,534386.0,5089332.0,472959.0,10366.0,122453.0,6236075.0,-1.0,30090.0,267319.0,3419720.0,632416.0,3110466.0,96.0,79519.0,-1.0,1817060.0,6553.0,5844200.0,-1.0,8368032.0,2149590.0,753166.0,71117.0,36508.0,170090.0,29784.0,202058.0,-1.0,588196.0,2251321.0,124.0,130403.0,8700.0,32543.0,16935.0,38523.0,19522.0,498289.0,19821.0,-1.0,4774549.0,3112171.0,23035.0,96834.0,227.0,174392.0,688571.0,-1.0,137867.0,426780.0,11923.0,168813.0,16.0,2462708.0,-1.0,94959.0,19003.0,68699.0,447891.0,-1.0,-1.0,24926.0,31726.0,51415.0,18315.0,222758.0,64790.0,97399.0,5626.0,201348.0,41898.0,343697.0,19716.0,16881.0,-1.0,148210.0,183476.0,-1.0,119891.0,20806.0,27602.0,265.0,115775.0,278314.0,1219290.0,100602.0,3515.0,-1.0,358666.0,108294.0
1967,294899.0,1752371.0,18634.0,24486.0,1775773.0,-1.0,-1.0,79359.0,1015018.0,322724.0,-1.0,36743.0,873685.0,7455.0,308645.0,921824.0,127904.0,4.0,16061171.0,44472.0,318669.0,2244227.0,2357.0,12409.0,33213.0,1489724.0,652542.0,153516.0,1550925.0,111103.0,12406.0,247367.0,1402670.0,390253.0,581484.0,494804.0,190019.0,51511.0,123141.0,1346412.0,226912.0,125185.0,682807.0,-1.0,58516.0,-1.0,106470.0,42868.0,12180.0,17236.0,412885.0,-1.0,11422.0,11785.0,23816.0,151268.0,334448.0,-1.0,60362.0,797031.0,1692752.0,491.0,4864845.0,213497.0,176159.0,205141.0,188683.0,-1.0,1286315.0,714.0,96947.0,330321.0,369006.0,460408.0,5317787.0,222833.0,11214.0,103813.0,5802034.0,-1.0,28793.0,282123.0,2602282.0,465210.0,3949550.0,614.0,26660.0,-1.0,1696503.0,6717.0,5644638.0,-1.0,6085800.0,3153439.0,735208.0,66986.0,37761.0,176758.0,33289.0,102361.0,-1.0,739110.0,2205063.0,111.0,209090.0,4191.0,38793.0,8946.0,30067.0,22809.0,445367.0,22610.0,-1.0,5579165.0,3048339.0,36127.0,95067.0,300.0,163928.0,801223.0,-1.0,179296.0,380090.0,10558.0,252689.0,14.0,2073319.0,-1.0,77903.0,23750.0,24591.0,358905.0,-1.0,-1.0,27838.0,29009.0,69771.0,17028.0,209282.0,63064.0,121593.0,6628.0,237885.0,39876.0,325267.0,25361.0,18665.0,-1.0,161332.0,234515.0,-1.0,139872.0,14852.0,34416.0,236.0,131729.0,292177.0,1295460.0,101195.0,3550.0,-1.0,201398.0,123735.0
1968,326332.0,2184454.0,17938.0,20115.0,2299930.0,-1.0,-1.0,71261.0,1304444.0,425667.0,-1.0,38960.0,836548.0,16849.0,219367.0,646169.0,128812.0,131.0,15676686.0,44530.0,350319.0,2449716.0,2273.0,16057.0,37685.0,1154112.0,544023.0,154379.0,1681885.0,140938.0,20902.0,302010.0,1450277.0,423309.0,572176.0,560941.0,205601.0,14159.0,145927.0,1091210.0,225707.0,142810.0,733310.0,-1.0,38308.0,-1.0,95360.0,62543.0,15925.0,15315.0,416033.0,208305.0,15049.0,8375.0,24772.0,145639.0,509779.0,-1.0,31931.0,990384.0,1461034.0,547.0,4600926.0,259232.0,284603.0,271410.0,186628.0,-1.0,1326335.0,737.0,111782.0,381972.0,343925.0,454874.0,4875674.0,174300.0,9871.0,90454.0,8101647.0,-1.0,27921.0,240779.0,2340754.0,543745.0,3831499.0,239.0,96295.0,-1.0,2032844.0,3154.0,6202659.0,-1.0,5615940.0,2488661.0,807461.0,69475.0,31688.0,252087.0,40721.0,105752.0,-1.0,581183.0,2002228.0,353.0,336920.0,3342.0,45269.0,3456.0,27320.0,31909.0,443222.0,22595.0,-1.0,6735845.0,3058207.0,32498.0,112174.0,356.0,132887.0,890548.0,-1.0,148382.0,462052.0,11945.0,210176.0,4.0,2100332.0,-1.0,88242.0,32227.0,14766.0,412660.0,-1.0,-1.0,24859.0,28716.0,73015.0,19352.0,257817.0,89542.0,118730.0,6938.0,303829.0,38871.0,342463.0,22434.0,17154.0,-1.0,133988.0,251920.0,-1.0,101642.0,25060.0,31205.0,75.0,142960.0,282332.0,1728167.0,135248.0,3967.0,-1.0,259178.0,110236.0
1969,294063.0,1292801.0,17728.0,21500.0,1021523.0,-1.0,-1.0,89634.0,1220104.0,803857.0,-1.0,37049.0,793556.0,23156.0,329797.0,564629.0,140692.0,123.0,13966683.0,58044.0,432906.0,2640633.0,1727.0,15750.0,38038.0,1061599.0,837433.0,120110.0,1529452.0,148165.0,27454.0,322303.0,1492919.0,433860.0,340748.0,604144.0,192744.0,15583.0,122746.0,1136806.0,252665.0,262984.0,930719.0,-1.0,63479.0,-1.0,68719.0,49488.0,15465.0,12800.0,390942.0,208305.0,20483.0,11295.0,17148.0,160279.0,388505.0,-1.0,33514.0,1107247.0,901495.0,130.0,4261296.0,389219.0,230253.0,295579.0,172885.0,-1.0,1360717.0,520.0,179706.0,381619.0,354163.0,418972.0,5173914.0,201771.0,7907.0,77466.0,9523863.0,-1.0,36586.0,382260.0,2856021.0,459372.0,4220479.0,4202.0,68926.0,-1.0,2807078.0,5340.0,4504826.0,-1.0,4373662.0,2485644.0,767780.0,80825.0,25536.0,308691.0,41256.0,203559.0,-1.0,658064.0,1855235.0,359.0,155624.0,10508.0,37541.0,9114.0,23799.0,39865.0,374694.0,28855.0,-1.0,7826483.0,3192085.0,37173.0,102946.0,-1.0,177317.0,881671.0,-1.0,177321.0,276203.0,19609.0,287328.0,6.0,2054545.0,-1.0,80569.0,25774.0,23578.0,395272.0,-1.0,-1.0,21597.0,29536.0,80239.0,19569.0,251364.0,95435.0,63116.0,7824.0,248376.0,36907.0,286725.0,26874.0,20501.0,40829.0,112104.0,255314.0,-1.0,126424.0,22304.0,37541.0,60.0,126580.0,252454.0,2333728.0,105903.0,3877.0,-1.0,240852.0,108293.0
1970,274240.0,1594818.0,11645.0,18390.0,1252072.0,-1.0,-1.0,84017.0,1624394.0,1059070.0,-1.0,29802.0,943770.0,4498.0,297937.0,581387.0,142641.0,56.0,17655860.0,56085.0,514337.0,2902170.0,1795.0,20343.0,28532.0,512994.0,961710.0,139487.0,1317073.0,149760.0,43700.0,366225.0,1561726.0,487353.0,540405.0,573818.0,199686.0,22518.0,119319.0,1642604.0,280624.0,340955.0,680547.0,-1.0,49172.0,-1.0,34794.0,41166.0,20160.0,22522.0,403925.0,208305.0,14434.0,10181.0,16452.0,129769.0,234028.0,-1.0,44539.0,1161715.0,1092628.0,27.0,5001459.0,341631.0,226344.0,299331.0,199473.0,-1.0,1489203.0,113.0,106670.0,367992.0,445861.0,485802.0,6128912.0,179507.0,5466.0,76021.0,8640739.0,-1.0,43514.0,281454.0,3406058.0,645574.0,4464890.0,2976.0,85885.0,155.0,4205169.0,14217.0,4434135.0,-1.0,7755664.0,1608761.0,849416.0,74466.0,21173.0,364264.0,41541.0,156842.0,-1.0,630818.0,1840868.0,421.0,157525.0,10409.0,41025.0,9859.0,20497.0,38866.0,375477.0,25196.0,-1.0,8373755.0,3172055.0,25634.0,99321.0,175.0,126667.0,997270.0,-1.0,215207.0,288518.0,24476.0,272132.0,3.0,1713500.0,-1.0,86494.0,19517.0,23754.0,345835.0,-1.0,-1.0,23133.0,25126.0,91285.0,17477.0,229215.0,115677.0,147730.0,6977.0,210257.0,21446.0,314866.0,20249.0,18525.0,56371.0,123805.0,263950.0,-1.0,143380.0,17296.0,59412.0,180.0,124469.0,233654.0,2390903.0,143250.0,3517.0,-1.0,190252.0,112663.0
