,Honduras,Poland,Saint Kitts and Nevis,Vanuatu,South Africa,Lithuania,Republic of Moldova,Democratic Republic of the Congo,Brazil,Japan,Turkmenistan,Grenada,Philippines,Lesotho,Democratic People's Republic of Korea,Greece,Cameroon,Burundi,United States of America,Iraq,Indonesia,New Zealand,"China, Macao SAR",Burkina Faso,Dominica,Romania,Hungary,Niger,Nigeria,Angola,Kuwait,Malaysia,Ireland,Côte d'Ivoire,Peru,Switzerland,Fiji,Mongolia,Sri Lanka,Cuba,Algeria,Finland,Sweden,Kyrgyzstan,Congo,Kazakhstan,Malawi,El Salvador,Cook Islands,Paraguay,Ecuador,Mauritania,Samoa,Solomon Islands,Seychelles,Guyana,Kenya,United Arab Emirates,Botswana,Morocco,United Kingdom,Rwanda,Australia,Egypt,Mozambique,Panama,Portugal,Azerbaijan,Thailand,New Caledonia,Syrian Arab Republic,Mauritius,Dominican Republic,Ghana,Italy,Tunisia,Tonga,Guinea,France,Latvia,Togo,Turkey,Argentina,India,Spain,Bahamas,Sierra Leone,Djibouti,Germany,Bangladesh,Central African Republic,Aruba,Canada,Mexico,Singapore,Papua New Guinea,Haiti,Costa Rica,Namibia,Uruguay,Armenia,Bulgaria,"China, mainland",Brunei Darussalam,Iran (Islamic Republic of),Viet Nam,Belize,Antigua and Barbuda,French Polynesia,Benin,Jamaica,Comoros,Russian Federation,Netherlands,Denmark,Iceland,United Republic of Tanzania,American Samoa,Pakistan,Israel,Uzbekistan,Austria,Senegal,Saudi Arabia,Zimbabwe,Lao People's Democratic Republic,"China, Taiwan Province of",Tajikistan,Jordan,Suriname,Republic of Korea,Sudan (former),Belarus,Estonia,Sao Tome and Principe,Uganda,Swaziland,Saint Vincent and the Grenadines,Trinidad and Tobago,Guatemala,Venezuela (Bolivarian Republic of),Bolivia (Plurinational State of),Colombia,Saint Lucia,Madagascar,Gambia,Guinea-Bissau,Occupied Palestinian Territory,Barbados,Cyprus,Ukraine,Norway,Malta,Mali,Niue,Lebanon,Nepal,Chad,Chile,Gabon,Georgia,"China, Hong Kong SAR",Nicaragua
1971,351936.0,949005.0,9965.0,19888.0,1476288.0,-1.0,-1.0,80195.0,1597080.0,1525122.0,-1.0,23741.0,1206063.0,4417.0,289785.0,693837.0,142225.0,353.0,16292077.0,43549.0,526441.0,2688003.0,1661.0,15525.0,30363.0,721318.0,653975.0,116355.0,1152022.0,112774.0,54393.0,446272.0,1673429.0,524840.0,541343.0,586327.0,200023.0,25803.0,134007.0,1308145.0,181828.0,324428.0,1219592.0,-1.0,24653.0,-1.0,42666.0,67177.0,16585.0,26733.0,449025.0,208305.0,22687.0,12993.0,13359.0,156629.0,145156.0,9926.0,44847.0,893294.0,1057823.0,59.0,6715749.0,302784.0,223920.0,313138.0,173672.0,-1.0,1823478.0,-1.0,53098.0,313524.0,558891.0,431338.0,5933344.0,280069.0,5165.0,75259.0,9779997.0,-1.0,41110.0,330379.0,3221235.0,738733.0,3745003.0,4353.0,75137.0,128.0,3178464.0,16497.0,4818868.0,-1.0,9544154.0,1876592.0,977057.0,83227.0,26007.0,393001.0,41541.0,219126.0,-1.0,676664.0,1901325.0,1671.0,142115.0,10045.0,40083.0,24851.0,15600.0,57498.0,364603.0,24114.0,-1.0,8518360.0,3035653.0,24203.0,120325.0,-1.0,138746.0,1103297.0,-1.0,161838.0,160300.0,17054.0,243123.0,6.0,2201289.0,-1.0,82056.0,32678.0,32283.0,465122.0,-1.0,-1.0,23660.0,10296.0,88174.0,16393.0,222941.0,124932.0,74308.0,7875.0,191440.0,23146.0,231695.0,16534.0,12926.0,57195.0,107871.0,318139.0,-1.0,130459.0,17895.0,67914.0,197.0,151025.0,215397.0,3062757.0,129655.0,3401.0,-1.0,208605.0,100934.0
1972,319551.0,2479530.0,12890.0,10936.0,2494402.0,-1.0,-1.0,62462.0,1977089.0,531227.0,-1.0,22807.0,1362089.0,8202.0,281400.0,749442.0,132856.0,15.0,21643934.0,56275.0,450149.0,2812546.0,1537.0,15936.0,29637.0,875636.0,920182.0,96491.0,959759.0,101952.0,56416.0,526014.0,1605918.0,630429.0,535841.0,440113.0,165194.0,27487.0,173312.0,986268.0,164386.0,527690.0,1422322.0,-1.0,23337.0,-1.0,71242.0,90711.0,10190.0,33689.0,462865.0,208305.0,19006.0,9874.0,15967.0,141225.0,250872.0,12408.0,34031.0,1091641.0,1170930.0,41.0,7119415.0,251303.0,311893.0,304242.0,198661.0,-1.0,2155652.0,241.0,181337.0,429144.0,622159.0,547050.0,6066792.0,374616.0,6203.0,59533.0,12015353.0,-1.0,32634.0,720393.0,2079653.0,684906.0,4073627.0,163.0,72266.0,53.0,3976257.0,93.0,5376263.0,-1.0,10195576.0,2210320.0,960088.0,82953.0,23917.0,452364.0,44386.0,126117.0,-1.0,760808.0,1972758.0,1495.0,141925.0,6772.0,45546.0,-1.0,20563.0,40636.0,353242.0,16173.0,-1.0,9543596.0,3299839.0,26298.0,105420.0,150.0,90012.0,1108957.0,-1.0,178893.0,368657.0,26417.0,387568.0,4.0,1901953.0,-1.0,87230.0,29990.0,48545.0,479175.0,-1.0,-1.0,26118.0,5724.0,98050.0,15361.0,241809.0,143382.0,174125.0,6287.0,219174.0,25237.0,222354.0,20234.0,13942.0,66067.0,86492.0,302031.0,-1.0,153235.0,20082.0,66227.0,190.0,158531.0,123722.0,1649527.0,80745.0,2769.0,-1.0,251941.0,160015.0
1973,303788.0,1917438.0,10531.0,13471.0,1571156.0,-1.0,-1.0,52631.0,2331490.0,1040653.0,-1.0,19486.0,1355075.0,4572.0,381199.0,666610.0,148197.0,5.0,31464841.0,71582.0,454088.0,3083668.0,1380.0,13982.0,23761.0,928589.0,1491056.0,74284.0,1048900.0,124377.0,39399.0,569443.0,2055828.0,637855.0,622873.0,489751.0,163062.0,40947.0,71032.0,1147535.0,223136.0,355636.0,1053319.0,-1.0,18677.0,-1.0,75540.0,59983.0,13147.0,34759.0,447346.0,208305.0,13537.0,7334.0,14690.0,103477.0,484290.0,4963.0,82440.0,1177800.0,1651419.0,43.0,5148710.0,267397.0,227565.0,287829.0,226171.0,-1.0,1668295.0,365.0,70661.0,448288.0,588042.0,509667.0,4978043.0,250587.0,6303.0,59828.0,13163220.0,-1.0,23567.0,710135.0,3365062.0,764288.0,4770133.0,221.0,63549.0,587.0,4988935.0,1213.0,5650894.0,-1.0,8803637.0,1938370.0,1006323.0,77970.0,16319.0,508382.0,44670.0,138807.0,-1.0,549448.0,2528434.0,1497.0,212278.0,5260.0,47320.0,66.0,21879.0,33141.0,314917.0,26792.0,-1.0,11248626.0,3500118.0,25565.0,97370.0,-1.0,290596.0,1083322.0,-1.0,219492.0,178668.0,30098.0,334960.0,6.0,1989208.0,-1.0,94063.0,31894.0,143575.0,549519.0,-1.0,-1.0,25521.0,8556.0,98407.0,14113.0,186340.0,152281.0,73923.0,35374.0,208989.0,19764.0,199969.0,18336.0,15043.0,50045.0,100234.0,319843.0,-1.0,167038.0,21871.0,61020.0,184.0,160769.0,277502.0,1702903.0,68125.0,2328.0,-1.0,203488.0,175962.0
1974,243606.0,1524833.0,12172.0,20680.0,2087727.0,-1.0,-1.0,55204.0,2957427.0,671125.0,-1.0,15378.0,1283512.0,678.0,760149.0,730698.0,188174.0,30.0,26430105.0,35985.0,566627.0,2713112.0,1718.0,16955.0,25518.0,783643.0,1575909.0,47237.0,651451.0,86767.0,21095.0,640154.0,2084481.0,865250.0,539486.0,534295.0,153086.0,36119.0,78222.0,1316765.0,117848.0,243761.0,1126960.0,-1.0,15176.0,-1.0,54207.0,73835.0,9268.0,49473.0,448141.0,208305.0,12874.0,10367.0,13517.0,132724.0,244633.0,17442.0,92121.0,939240.0,1526759.0,150.0,4808065.0,192428.0,212745.0,231662.0,142236.0,-1.0,2354209.0,141.0,27748.0,427662.0,576215.0,422634.0,5522345.0,317898.0,4561.0,50193.0,13847611.0,-1.0,23202.0,385794.0,3736174.0,727126.0,4152831.0,232.0,52610.0,-1.0,5272338.0,683.0,5194844.0,-1.0,6951672.0,1549535.0,988307.0,77243.0,12202.0,446120.0,43248.0,180334.0,-1.0,452927.0,2509370.0,1600.0,188233.0,8224.0,46293.0,55.0,14201.0,31130.0,292429.0,24033.0,-1.0,11834971.0,4398595.0,35440.0,83549.0,-1.0,232347.0,1148961.0,-1.0,247844.0,212043.0,23931.0,342934.0,25.0,1658741.0,-1.0,160390.0,34222.0,115225.0,496762.0,-1.0,-1.0,22012.0,12863.0,98585.0,15578.0,181731.0,169429.0,99055.0,24091.0,245501.0,27426.0,133264.0,22784.0,14021.0,68340.0,81403.0,273442.0,-1.0,202299.0,16831.0,36981.0,373.0,149653.0,57147.0,2571356.0,131707.0,1495.0,-1.0,159626.0,186297.0
1975,134994.0,1228476.0,11684.0,15946.0,2463492.0,-1.0,-1.0,39325.0,3079211.0,327238.0,-1.0,22169.0,1401858.0,9450.0,1150346.0,1167856.0,154153.0,24.0,28829622.0,37189.0,452174.0,2544701.0,1593.0,20917.0,22950.0,895942.0,1320484.0,22928.0,538118.0,25087.0,29482.0,796896.0,2713178.0,773220.0,543904.0,481478.0,148515.0,47986.0,137141.0,1374166.0,82689.0,180486.0,1590599.0,-1.0,7394.0,-1.0,41130.0,74665.0,13894.0,52033.0,452059.0,249965.0,17656.0,13027.0,13260.0,140255.0,299668.0,7696.0,119119.0,800457.0,2670283.0,190.0,6606904.0,171428.0,124725.0,276106.0,137159.0,-1.0,2330991.0,285.0,29365.0,318131.0,543455.0,454058.0,6209265.0,259035.0,8409.0,35942.0,10850368.0,-1.0,23918.0,372425.0,2705250.0,924982.0,4069713.0,164.0,59890.0,-1.0,5055319.0,32.0,3963696.0,-1.0,8180923.0,1204765.0,938693.0,96963.0,27490.0,469947.0,18494.0,219753.0,-1.0,454291.0,2283063.0,328.0,182183.0,23061.0,48582.0,34.0,21438.0,17296.0,272495.0,10487.0,-1.0,15035913.0,4926648.0,28767.0,87221.0,-1.0,203613.0,1194708.0,-1.0,243737.0,349296.0,34656.0,636859.0,9.0,1398087.0,-1.0,160151.0,40426.0,212875.0,470184.0,-1.0,-1.0,10686.0,7674.0,89216.0,10753.0,151014.0,167748.0,73333.0,30661.0,335062.0,18198.0,179197.0,27575.0,12985.0,83198.0,66112.0,138791.0,-1.0,189234.0,18708.0,52179.0,284.0,115045.0,97611.0,2781251.0,230304.0,3157.0,-1.0,167647.0,199032.0
1976,242197.0,1560137.0,16213.0,20029.0,1983527.0,-1.0,-1.0,32869.0,3173361.0,201295.0,-1.0,27892.0,1739661.0,13002.0,834998.0,1393799.0,136652.0,64.0,32213834.0,43883.0,344119.0,3089057.0,2568.0,17584.0,28713.0,1097036.0,1445656.0,66010.0,642225.0,24948.0,69226.0,890398.0,2721596.0,758376.0,382690.0,417243.0,147976.0,51053.0,122116.0,1379819.0,99217.0,494259.0,1400653.0,-1.0,8859.0,-1.0,44522.0,77383.0,12219.0,70704.0,315858.0,249965.0,13194.0,12756.0,12178.0,145787.0,279384.0,10863.0,100993.0,895834.0,1742507.0,220.0,6749860.0,223589.0,107013.0,292197.0,195898.0,-1.0,3480773.0,466.0,50470.0,353028.0,554724.0,444770.0,6622986.0,357209.0,6061.0,35741.0,11700380.0,-1.0,20422.0,728330.0,3540955.0,1264527.0,4903578.0,1361.0,42753.0,-1.0,5821198.0,4060.0,4110083.0,-1.0,8760040.0,1264229.0,885169.0,98664.0,12096.0,456872.0,34427.0,349287.0,-1.0,548779.0,1793504.0,196.0,129316.0,26462.0,41125.0,11.0,25394.0,34741.0,239722.0,13805.0,-1.0,15295737.0,4206676.0,36780.0,58973.0,34.0,285637.0,1221966.0,-1.0,468758.0,481398.0,32225.0,352895.0,10.0,1742695.0,-1.0,198743.0,39966.0,173491.0,697243.0,-1.0,-1.0,13310.0,1841.0,107485.0,19821.0,201780.0,225910.0,43325.0,74693.0,319661.0,23456.0,135108.0,29967.0,12808.0,98857.0,76109.0,208939.0,-1.0,103209.0,20040.0,131249.0,172.0,92701.0,110242.0,2599278.0,248416.0,2406.0,-1.0,183261.0,238428.0
1977,270536.0,1603388.0,19819.0,25484.0,2065423.0,-1.0,-1.0,20180.0,3406616.0,213865.0,-1.0,24522.0,2017977.0,4098.0,1188180.0,1333464.0,135144.0,18.0,30917905.0,31652.0,349583.0,3418829.0,1775.0,11098.0,25504.0,1485652.0,1298384.0,30795.0,483699.0,25416.0,43468.0,890074.0,2959807.0,635207.0,538809.0,463564.0,191233.0,33219.0,60695.0,1496792.0,146661.0,780543.0,1239785.0,-1.0,11214.0,-1.0,54690.0,76792.0,7206.0,75098.0,435910.0,270796.0,17258.0,17072.0,12877.0,107907.0,168595.0,19290.0,89343.0,791623.0,2077445.0,198.0,7269148.0,254543.0,69041.0,318594.0,170576.0,-1.0,3801372.0,784.0,83309.0,406872.0,614398.0,357745.0,6799767.0,296519.0,6363.0,26772.0,10134247.0,-1.0,25146.0,1144422.0,5804559.0,705091.0,4756264.0,1062.0,23746.0,-1.0,6840143.0,4564.0,3779775.0,-1.0,10056197.0,1642882.0,1304309.0,91650.0,8299.0,448642.0,38695.0,298593.0,-1.0,541623.0,1412519.0,1171.0,189992.0,24710.0,54520.0,175.0,18529.0,20871.0,242923.0,9039.0,-1.0,13380397.0,4641023.0,38321.0,51545.0,31.0,349506.0,1277795.0,-1.0,240938.0,440780.0,11175.0,394829.0,17.0,2169502.0,-1.0,200262.0,39630.0,256639.0,623002.0,-1.0,-1.0,17254.0,1661.0,112827.0,17488.0,177380.0,225947.0,38677.0,60312.0,300085.0,23313.0,134908.0,24808.0,20177.0,112859.0,91063.0,269557.0,-1.0,221063.0,36348.0,122629.0,253.0,117281.0,88125.0,1975482.0,390501.0,2499.0,-1.0,167935.0,184618.0
1978,268481.0,1132806.0,20174.0,27361.0,2381801.0,-1.0,-1.0,16157.0,1855172.0,322477.0,-1.0,23310.0,1527352.0,978.0,1268095.0,1650808.0,146937.0,65.0,38363903.0,26432.0,405668.0,3071112.0,1367.0,4382.0,31404.0,1292392.0,1222513.0,18781.0,451758.0,26567.0,45087.0,948163.0,3734794.0,829796.0,332207.0,411442.0,174461.0,46900.0,109189.0,1744112.0,130129.0,311201.0,1139268.0,-1.0,1799.0,-1.0,41848.0,72442.0,8945.0,60962.0,398943.0,312457.0,13309.0,22463.0,9892.0,144794.0,152901.0,69199.0,94786.0,875505.0,3778062.0,76.0,7955985.0,183348.0,57435.0,364762.0,158523.0,-1.0,4160326.0,685.0,72216.0,369676.0,526960.0,295144.0,6530880.0,332565.0,4721.0,18959.0,13021789.0,-1.0,20792.0,2196679.0,5178452.0,969296.0,4854577.0,341.0,26899.0,-1.0,6923947.0,12811.0,3792912.0,-1.0,10466870.0,1738540.0,1390877.0,98750.0,13983.0,469687.0,40118.0,303784.0,-1.0,467530.0,1680387.0,1019.0,137465.0,35539.0,65562.0,355.0,13987.0,10242.0,231745.0,13419.0,-1.0,13481285.0,6257280.0,41996.0,94583.0,105.0,298936.0,1254188.0,-1.0,504565.0,168328.0,20108.0,461845.0,-1.0,2050438.0,-1.0,230397.0,48968.0,280781.0,492205.0,-1.0,-1.0,16146.0,98.0,120140.0,24792.0,131436.0,186642.0,37154.0,51572.0,388766.0,28559.0,121827.0,15336.0,17628.0,98955.0,72576.0,197190.0,-1.0,181358.0,28437.0,47712.0,158.0,143026.0,34244.0,930756.0,374393.0,2506.0,-1.0,192053.0,179181.0
1979,343435.0,1371110.0,17531.0,24558.0,2049974.0,-1.0,-1.0,10386.0,1809570.0,1002665.0,-1.0,25031.0,1457776.0,1245.0,915854.0,1631729.0,128240.0,10.0,41253272.0,31456.0,586130.0,3301126.0,3717.0,11680.0,13586.0,679983.0,1183422.0,28843.0,318517.0,25162.0,51843.0,1170843.0,3685020.0,673809.0,398472.0,465057.0,247959.0,47070.0,97957.0,1749568.0,47894.0,308896.0,1350413.0,-1.0,4721.0,-1.0,52595.0,84589.0,16510.0,94136.0,390691.0,-1.0,19119.0,23896.0,11019.0,130290.0,308540.0,88453.0,110023.0,748925.0,2560755.0,6.0,6138575.0,127634.0,114219.0,342538.0,197481.0,-1.0,3834828.0,299.0,62940.0,409113.0,559467.0,267536.0,8183604.0,373006.0,3555.0,39766.0,14672878.0,-1.0,14389.0,1276774.0,5902197.0,1235384.0,5235689.0,409.0,39511.0,-1.0,7380907.0,7686.0,2188916.0,-1.0,9661103.0,1719638.0,1761475.0,100969.0,9561.0,461288.0,54060.0,240292.0,-1.0,518243.0,1781036.0,768.0,136772.0,23868.0,63129.0,-1.0,18200.0,16857.0,215839.0,15258.0,-1.0,13976844.0,5560810.0,48177.0,112761.0,15.0,369330.0,1291454.0,-1.0,576627.0,266338.0,40389.0,333328.0,-1.0,2393562.0,-1.0,288269.0,53561.0,268131.0,495968.0,-1.0,-1.0,19140.0,56.0,119858.0,20209.0,116054.0,185276.0,52919.0,66359.0,461372.0,27175.0,104004.0,15901.0,16068.0,102805.0,76177.0,226422.0,-1.0,135530.0,25915.0,21236.0,168.0,203319.0,47809.0,-1.0,412319.0,2428.0,-1.0,227136.0,167821.0
1980,361587.0,833884.0,16719.0,16400.0,2678147.0,-1.0,-1.0,16207.0,2660283.0,1202903.0,-1.0,21453.0,1807831.0,2619.0,501060.0,1769966.0,150771.0,-1.0,45274604.0,34312.0,560706.0,3508550.0,6822.0,6572.0,7318.0,1198588.0,1389641.0,72075.0,356460.0,1254.0,84890.0,1385289.0,3753530.0,872457.0,102294.0,452625.0,254224.0,39092.0,59218.0,1513238.0,18538.0,288018.0,1188387.0,-1.0,1459.0,-1.0,78157.0,46841.0,13869.0,79694.0,432204.0,-1.0,26736.0,25989.0,10850.0,123181.0,200752.0,151338.0,60021.0,930600.0,4179584.0,806.0,10720114.0,146199.0,76580.0,306982.0,232658.0,-1.0,4087347.0,588.0,45612.0,394501.0,461299.0,265891.0,8096136.0,223856.0,4498.0,34708.0,17036199.0,-1.0,23775.0,1114221.0,4379777.0,769469.0,4951573.0,2649.0,23298.0,-1.0,8076699.0,5139.0,1303716.0,-1.0,11832419.0,1637451.0,2306149.0,104800.0,26953.0,439970.0,71985.0,283336.0,-1.0,610584.0,2043755.0,1209.0,58370.0,34440.0,65836.0,41.0,22519.0,23361.0,144695.0,8190.0,-1.0,14088113.0,6082655.0,45708.0,47023.0,73.0,432253.0,1106427.0,-1.0,569828.0,130363.0,113107.0,165569.0,0.0,2264312.0,-1.0,311770.0,55538.0,460305.0,750352.0,-1.0,-1.0,15610.0,97.0,146443.0,16845.0,100918.0,274119.0,52153.0,50911.0,501492.0,19328.0,92348.0,18636.0,12004.0,92438.0,100706.0,229407.0,-1.0,119829.0,19921.0,49067.0,158.0,228177.0,19509.0,-1.0,485991.0,3784.0,-1.0,290253.0,133230.0
1981,308567.0,443210.0,15468.0,27432.0,3011261.0,-1.0,-1.0,15499.0,3045459.0,1416504.0,-1.0,21003.0,1555040.0,1602.0,573967.0,1323242.0,134549.0,154.0,45746291.0,19923.0,372653.0,3688734.0,23465.0,5362.0,20681.0,1090627.0,1784738.0,36488.0,369956.0,597.0,133554.0,1557943.0,2857926.0,1116943.0,25853.0,478068.0,236325.0,42655.0,88659.0,1673044.0,13110.0,374609.0,1100711.0,-1.0,7270.0,-1.0,80723.0,39341.0,12932.0,69151.0,404396.0,-1.0,16569.0,26159.0,10515.0,128210.0,219845.0,127510.0,85663.0,750938.0,5918584.0,661.0,7994711.0,131571.0,69127.0,324512.0,178028.0,-1.0,4967245.0,681.0,67508.0,276700.0,508796.0,250854.0,9376398.0,301607.0,4956.0,17944.0,18832081.0,-1.0,32485.0,1784421.0,6688341.0,973214.0,7345896.0,3622.0,17056.0,-1.0,8345016.0,4146.0,1562082.0,-1.0,12405366.0,1504399.0,2162575.0,115037.0,9803.0,452830.0,35566.0,539762.0,-1.0,518442.0,1997540.0,1241.0,52084.0,30388.0,64125.0,121.0,19879.0,10529.0,126303.0,12027.0,-1.0,16118391.0,5237315.0,37936.0,55372.0,7.0,451327.0,1235497.0,-1.0,720261.0,47525.0,122910.0,261051.0,-1.0,1616235.0,-1.0,423922.0,60755.0,510218.0,665794.0,-1.0,-1.0,11986.0,45.0,160555.0,23888.0,89087.0,231933.0,42771.0,12436.0,500745.0,23943.0,57831.0,7705.0,12621.0,97309.0,52398.0,239964.0,-1.0,165684.0,8562.0,34256.0,181.0,160536.0,44378.0,-1.0,491576.0,3080.0,-1.0,388543.0,152489.0
1982,342401.0,667500.0,17354.0,20360.0,2782860.0,-1.0,-1.0,10674.0,2666259.0,821341.0,-1.0,19492.0,1551874.0,10391.0,464126.0,1890775.0,116869.0,73.0,42271520.0,19744.0,319818.0,3545839.0,27332.0,9100.0,22264.0,638113.0,1912565.0,15562.0,318262.0,445.0,137898.0,1767279.0,2966282.0,937641.0,106362.0,498367.0,238495.0,40811.0,121635.0,1843196.0,4204.0,293747.0,1296842.0,-1.0,4721.0,-1.0,52632.0,37594.0,11600.0,134997.0,415233.0,-1.0,23077.0,27832.0,8775.0,107340.0,177613.0,89289.0,94155.0,686759.0,5971500.0,654.0,8541458.0,122067.0,48855.0,325884.0,189697.0,-1.0,6320320.0,354.0,251463.0,381800.0,495113.0,314174.0,9409117.0,197527.0,1517.0,27356.0,17197112.0,-1.0,21250.0,2273116.0,5479769.0,779208.0,5711934.0,1546.0,22506.0,-1.0,9035143.0,26388.0,638095.0,-1.0,14276975.0,1668315.0,2832812.0,125850.0,14463.0,438162.0,35566.0,467362.0,-1.0,747396.0,1851250.0,951.0,43838.0,63611.0,65544.0,-1.0,21107.0,7615.0,142356.0,5818.0,-1.0,16784698.0,5823175.0,32311.0,44498.0,-1.0,355717.0,1171352.0,-1.0,940189.0,243882.0,101406.0,349714.0,-1.0,2067719.0,-1.0,376164.0,68765.0,372547.0,870223.0,-1.0,-1.0,11680.0,7522.0,180789.0,25591.0,67867.0,228301.0,79923.0,35101.0,550003.0,23071.0,55551.0,15428.0,15021.0,144845.0,55371.0,256162.0,-1.0,193667.0,6618.0,39772.0,136.0,152637.0,50990.0,-1.0,503282.0,2380.0,-1.0,472183.0,107913.0
1983,284419.0,1081337.0,12236.0,22967.0,1392226.0,-1.0,-1.0,12213.0,3099526.0,872654.0,-1.0,19197.0,1279042.0,26297.0,281237.0,2408342.0,119291.0,-1.0,40173395.0,15164.0,414336.0,3922862.0,22507.0,13121.0,24105.0,582184.0,1739724.0,25023.0,383930.0,-1.0,90749.0,1829590.0,2975559.0,843407.0,136840.0,409650.0,200985.0,99801.0,120188.0,1693781.0,3834.0,428190.0,1485317.0,-1.0,4214.0,-1.0,123766.0,53679.0,5314.0,154753.0,285655.0,-1.0,19504.0,24591.0,10060.0,93222.0,394843.0,120277.0,94277.0,661785.0,5543101.0,22.0,6559953.0,153344.0,30496.0,373747.0,279872.0,-1.0,4926987.0,643.0,55085.0,389072.0,545469.0,200800.0,8721520.0,157297.0,1697.0,19005.0,20017181.0,-1.0,19526.0,2913412.0,7902431.0,762367.0,5699796.0,707.0,23755.0,-1.0,9222813.0,5386.0,9384.0,-1.0,15500812.0,1244578.0,1897673.0,128840.0,23506.0,437527.0,53351.0,500104.0,-1.0,570264.0,2054208.0,1227.0,60762.0,91295.0,69770.0,-1.0,14832.0,14058.0,147068.0,11422.0,-1.0,16345676.0,6219131.0,29286.0,16667.0,-1.0,388999.0,1021080.0,-1.0,1255122.0,289277.0,85071.0,422985.0,0.0,2080258.0,-1.0,315846.0,65567.0,491898.0,449336.0,-1.0,-1.0,11412.0,11369.0,173673.0,32232.0,76770.0,225867.0,73630.0,32980.0,527127.0,25250.0,88178.0,22814.0,12541.0,115357.0,48178.0,251854.0,-1.0,165336.0,4979.0,44230.0,160.0,139851.0,18572.0,265930.0,518033.0,2775.0,-1.0,497249.0,123043.0
1984,298700.0,1667149.0,13459.0,27089.0,864611.0,-1.0,-1.0,11758.0,3369534.0,636385.0,-1.0,18117.0,1224405.0,9890.0,332138.0,2718347.0,135090.0,-1.0,41229103.0,5685.0,489971.0,4263451.0,15195.0,8053.0,26282.0,477032.0,1745255.0,62336.0,246679.0,-1.0,119616.0,1905146.0,3819964.0,1125161.0,174518.0,500973.0,222047.0,96000.0,71510.0,1698519.0,4231.0,1054696.0,1431281.0,-1.0,19382.0,-1.0,116272.0,32479.0,9984.0,141102.0,310151.0,1875.0,13611.0,32627.0,6429.0,93708.0,206671.0,160902.0,76296.0,663016.0,7534654.0,-1.0,8570270.0,152954.0,22616.0,354009.0,288759.0,-1.0,5910072.0,112.0,40691.0,340703.0,531420.0,197273.0,8852689.0,272525.0,3071.0,16239.0,20912821.0,-1.0,20120.0,2782267.0,6809214.0,591533.0,7022223.0,1353.0,30692.0,-1.0,10078893.0,6051.0,18768.0,-1.0,14477756.0,1787417.0,4227470.0,167074.0,24481.0,476487.0,49903.0,425749.0,-1.0,503071.0,3159401.0,1835.0,52178.0,113790.0,61470.0,59.0,10608.0,24396.0,151669.0,10599.0,-1.0,16330902.0,7641246.0,34895.0,28179.0,-1.0,546838.0,1017626.0,-1.0,1394095.0,129940.0,106541.0,150307.0,6.0,1813444.0,-1.0,323551.0,53517.0,577871.0,328320.0,-1.0,-1.0,10533.0,15067.0,174171.0,41090.0,77179.0,223299.0,84921.0,16887.0,601620.0,34537.0,106188.0,20832.0,18857.0,134675.0,72309.0,271928.0,-1.0,137976.0,6944.0,29883.0,34.0,118700.0,42272.0,527492.0,589839.0,2351.0,-1.0,408234.0,124907.0
1985,340332.0,1948148.0,13049.0,20607.0,1215301.0,-1.0,-1.0,16743.0,3827894.0,417112.0,-1.0,19319.0,1044164.0,9459.0,442796.0,2254965.0,128459.0,-1.0,32894939.0,17280.0,979011.0,4771536.0,17332.0,8882.0,27093.0,749747.0,2144001.0,15495.0,186653.0,-1.0,52548.0,2062646.0,4190049.0,1178370.0,130078.0,506958.0,236749.0,91811.0,134321.0,1764817.0,9094.0,837194.0,1918440.0,-1.0,15355.0,-1.0,99475.0,75397.0,11653.0,204593.0,353298.0,-1.0,16376.0,32112.0,7782.0,90014.0,160412.0,193728.0,100268.0,710334.0,6724733.0,-1.0,12456203.0,137102.0,25816.0,370781.0,259844.0,-1.0,6063484.0,55.0,9981.0,345670.0,468570.0,232661.0,11365206.0,240778.0,2557.0,7392.0,23551358.0,-1.0,14226.0,2052516.0,7804001.0,682905.0,7630957.0,1673.0,25209.0,-1.0,10246054.0,6308.0,9384.0,-1.0,11477746.0,2225004.0,2312102.0,171822.0,16865.0,355981.0,49385.0,445095.0,-1.0,572506.0,7044604.0,2982.0,97793.0,128489.0,60052.0,-1.0,16044.0,23082.0,156898.0,14049.0,-1.0,17734324.0,8685947.0,31094.0,31379.0,-1.0,289462.0,983828.0,-1.0,1288030.0,90797.0,127475.0,281781.0,32.0,1517368.0,-1.0,312614.0,71578.0,462556.0,103237.0,-1.0,-1.0,8449.0,89.0,179975.0,53583.0,78883.0,244395.0,95752.0,9885.0,530868.0,38612.0,69737.0,16410.0,10315.0,121600.0,63142.0,210500.0,-1.0,142577.0,3335.0,49317.0,28.0,102012.0,76933.0,39890.0,664194.0,3771.0,-1.0,484484.0,94634.0
