,Cuba,Pacific Islands Trust Territory,Haiti,Micronesia (Federated States of),Venezuela (Bolivarian Republic of),Dominica,Panama,Sri Lanka,Puerto Rico,French Guiana,United Republic of Tanzania,Belize,Rwanda,Kenya,Guyana,Costa Rica,Uganda,Suriname,Equatorial Guinea,Tonga,El Salvador,Sierra Leone,Honduras,Colombia,New Caledonia,Central African Republic,Gabon,Malawi,Bahamas,Saint Lucia,Jamaica,Ecuador,Trinidad and Tobago,Melanesia,Grenada,Nicaragua,Democratic Republic of the Congo,Nigeria,Micronesia,Congo,Martinique,Dominican Republic,Bolivia (Plurinational State of),Saint Vincent and the Grenadines,Peru,Ghana,Guinea,Guadeloupe,Guinea-Bissau,Côte d'Ivoire,Polynesia,Cameroon,Myanmar,Guatemala,Liberia
1972,147680.0,6667.0,62821.0,,62368.0,,,83423.0,137405.0,176190.0,25958.0,,110000.0,100000.0,32026.0,108333.0,83295.0,127285.0,,189286.0,33333.0,37500.0,135813.0,48100.0,43750.0,27500.0,48936.0,29630.0,,,100765.0,120963.0,56000.0,43750.0,,126415.0,48858.0,55222.0,6667.0,64000.0,193333.0,90028.0,160294.0,81429.0,119938.0,54839.0,50000.0,200000.0,30120.0,16627.0,189286.0,50144.0,42354.0,64286.0,16000.0
1973,116709.0,6667.0,64103.0,,63818.0,,,188228.0,143650.0,100000.0,25965.0,,113254.0,100000.0,33320.0,128810.0,83378.0,110000.0,,185185.0,35714.0,37500.0,149541.0,50600.0,43750.0,28250.0,48980.0,31020.0,,,91431.0,126627.0,56086.0,43750.0,,123636.0,49151.0,55333.0,6667.0,64000.0,200000.0,88074.0,157838.0,83333.0,117703.0,54706.0,50909.0,162500.0,30120.0,16500.0,185185.0,47498.0,41601.0,62667.0,16000.0
1974,96541.0,6667.0,64103.0,,63858.0,,,186063.0,134282.0,100000.0,25993.0,,91036.0,100000.0,33263.0,140000.0,83496.0,60000.0,,192308.0,40000.0,40000.0,125336.0,51202.0,43750.0,29341.0,48980.0,30769.0,,,102077.0,73737.0,67210.0,43750.0,,116667.0,48835.0,56556.0,6667.0,66000.0,200000.0,89989.0,158662.0,78947.0,118078.0,54722.0,50000.0,162500.0,30120.0,16744.0,192308.0,51836.0,43775.0,66667.0,17667.0
1975,104606.0,6667.0,65385.0,,64254.0,,,274740.0,129437.0,110000.0,26036.0,,91095.0,120000.0,30713.0,155851.0,82993.0,76613.0,,132000.0,44623.0,40000.0,104623.0,52543.0,43750.0,29744.0,48800.0,31481.0,,,88815.0,53808.0,86823.0,43750.0,,116051.0,49535.0,56444.0,6667.0,61455.0,200000.0,84975.0,149072.0,74074.0,111570.0,54197.0,50000.0,162500.0,30588.0,24589.0,132000.0,47368.0,42990.0,65714.0,18667.0
1976,135227.0,6667.0,66250.0,,65053.0,67143.0,,256207.0,137405.0,50000.0,26136.0,,90890.0,120000.0,30570.0,155437.0,68952.0,78209.0,,140000.0,35755.0,40476.0,114951.0,54455.0,45000.0,30769.0,49020.0,31379.0,,,89253.0,56285.0,82500.0,45000.0,,117914.0,49719.0,56778.0,6667.0,62182.0,200000.0,90013.0,150000.0,74571.0,109121.0,59526.0,50000.0,162500.0,30588.0,23537.0,140000.0,48000.0,42644.0,67143.0,20000.0
1977,91100.0,6667.0,67352.0,,72293.0,68575.0,,272344.0,130636.0,50000.0,26070.0,,91084.0,120000.0,30008.0,161323.0,68821.0,68000.0,,160000.0,39429.0,41860.0,109071.0,47735.0,46250.0,30500.0,49286.0,31148.0,,,91685.0,78622.0,72340.0,46250.0,,111135.0,49129.0,57000.0,6667.0,62727.0,170588.0,90078.0,150000.0,76364.0,111609.0,55179.0,49091.0,166667.0,31111.0,22274.0,160000.0,50824.0,50093.0,70513.0,20667.0
1978,126222.0,6667.0,67353.0,,75436.0,68825.0,,264088.0,130846.0,50000.0,26009.0,,95604.0,120000.0,32308.0,155727.0,68718.0,71250.0,,120000.0,52744.0,43182.0,102862.0,54786.0,47500.0,30769.0,49770.0,32063.0,,39386.0,87027.0,110005.0,68468.0,47500.0,,106667.0,46974.0,57333.0,6667.0,58167.0,175000.0,95016.0,94106.0,79048.0,111193.0,56025.0,50000.0,156667.0,30588.0,23642.0,120000.0,57895.0,43404.0,70513.0,21333.0
1979,78690.0,6667.0,64259.0,,74411.0,75700.0,,533236.0,149687.0,50000.0,26013.0,,102120.0,200000.0,29474.0,155019.0,47209.0,120588.0,,160000.0,49841.0,44444.0,107085.0,54254.0,48750.0,31579.0,49394.0,31818.0,,40000.0,91962.0,104103.0,47143.0,48750.0,,100000.0,50000.0,57667.0,6667.0,66667.0,100000.0,90016.0,102059.0,78071.0,107471.0,56403.0,50000.0,85714.0,31111.0,29823.0,160000.0,53526.0,43244.0,77238.0,21333.0
1980,99903.0,6667.0,63043.0,,72498.0,67200.0,,578976.0,146326.0,50000.0,26022.0,,91857.0,125000.0,29474.0,150073.0,48585.0,67535.0,,140000.0,53571.0,45833.0,166361.0,54276.0,50000.0,31000.0,50057.0,31884.0,,39250.0,117518.0,107669.0,36820.0,50000.0,,100000.0,50000.0,57889.0,6667.0,75902.0,60000.0,94937.0,97281.0,79189.0,110537.0,59675.0,50000.0,62500.0,30000.0,29836.0,140000.0,52308.0,44606.0,75362.0,20000.0
1981,57151.0,6667.0,63140.0,,76188.0,73900.0,,403038.0,146787.0,50000.0,25974.0,,95596.0,125000.0,33684.0,223410.0,50000.0,75000.0,,120000.0,56000.0,48958.0,141899.0,55427.0,15750.0,31000.0,50645.0,33333.0,,40351.0,115683.0,113793.0,35600.0,15750.0,,100000.0,48594.0,58222.0,6667.0,76968.0,60000.0,94697.0,97080.0,84615.0,110140.0,64766.0,49231.0,53973.0,30108.0,30159.0,120000.0,52821.0,45211.0,75101.0,20000.0
1982,46104.0,6667.0,63753.0,,72415.0,74524.0,,308211.0,146790.0,50000.0,26087.0,,95544.0,125000.0,33200.0,195724.0,55013.0,93947.0,,100000.0,54348.0,49038.0,76306.0,55585.0,12500.0,29091.0,50000.0,34211.0,,38475.0,116522.0,113884.0,35499.0,12500.0,,100000.0,48561.0,58556.0,6667.0,68616.0,100000.0,94937.0,93763.0,79520.0,110613.0,54113.0,50000.0,60000.0,30108.0,30154.0,100000.0,52083.0,47888.0,75362.0,21333.0
1983,54418.0,6000.0,63545.0,,72377.0,60565.0,,318802.0,141183.0,50000.0,25983.0,,95648.0,125000.0,33774.0,154717.0,53656.0,107209.0,,80000.0,55000.0,48077.0,79031.0,62475.0,11468.0,26667.0,50000.0,33750.0,,40130.0,112966.0,108931.0,35052.0,11468.0,,100000.0,48713.0,59333.0,6000.0,73549.0,120000.0,94976.0,94424.0,69720.0,98313.0,52797.0,49231.0,86301.0,30108.0,30000.0,80000.0,27379.0,50889.0,74930.0,21333.0
1984,70455.0,6000.0,63190.0,,73655.0,66522.0,,222698.0,140932.0,50000.0,25992.0,,81105.0,125000.0,34167.0,201915.0,51696.0,121947.0,,155556.0,55003.0,48077.0,120545.0,59323.0,7738.0,27083.0,50000.0,33750.0,,40255.0,125596.0,115159.0,35052.0,7738.0,,100000.0,50000.0,60000.0,6000.0,74231.0,120000.0,95054.0,121853.0,77778.0,103516.0,52511.0,50000.0,112537.0,29897.0,32787.0,155556.0,26672.0,50494.0,75070.0,21667.0
1985,66427.0,6000.0,62591.0,,74068.0,79130.0,102267.0,155250.0,134323.0,50000.0,26008.0,,95575.0,125000.0,35588.0,196110.0,53474.0,145543.0,,170442.0,57376.0,49057.0,127105.0,58474.0,8571.0,27083.0,50909.0,34739.0,,40000.0,125684.0,138124.0,35052.0,8571.0,80000.0,100000.0,50003.0,60000.0,6000.0,72635.0,120000.0,94937.0,105788.0,93822.0,113655.0,50752.0,50000.0,122090.0,29897.0,32787.0,170442.0,30793.0,51594.0,74930.0,22000.0
1986,70592.0,6000.0,62591.0,,73544.0,90042.0,100773.0,154584.0,140331.0,50000.0,26004.0,,94132.0,125000.0,34667.0,199578.0,54252.0,107434.0,,148148.0,55998.0,50000.0,138115.0,63861.0,10000.0,27083.0,52273.0,37221.0,,36735.0,130667.0,99248.0,35000.0,10000.0,81500.0,100000.0,48900.0,60203.0,6000.0,75785.0,120000.0,100000.0,90854.0,92380.0,115695.0,56997.0,50000.0,118866.0,29897.0,33115.0,148148.0,30468.0,54130.0,76948.0,21538.0
1987,48781.0,6000.0,62418.0,,73706.0,84880.0,99300.0,142328.0,141942.0,38800.0,25984.0,,112025.0,125000.0,36129.0,205523.0,55382.0,270860.0,,127273.0,57375.0,51376.0,133208.0,67100.0,12000.0,27500.0,50000.0,37349.0,,36735.0,131009.0,104743.0,36000.0,12000.0,84125.0,100000.0,48901.0,74895.0,6000.0,78700.0,100000.0,110148.0,100000.0,92533.0,113877.0,57069.0,50000.0,118899.0,30000.0,33175.0,127273.0,47907.0,57826.0,91636.0,21818.0
1988,50509.0,6000.0,62500.0,,76440.0,103617.0,97850.0,141810.0,144034.0,39013.0,26000.0,,75006.0,128571.0,36613.0,211268.0,56014.0,260590.0,,129851.0,57500.0,53650.0,108069.0,63969.0,15000.0,26400.0,52273.0,37647.0,,38000.0,130860.0,115287.0,36000.0,15000.0,84625.0,100000.0,48000.0,75169.0,6000.0,77519.0,110000.0,110288.0,95425.0,90882.0,116805.0,56872.0,50000.0,123338.0,30000.0,31758.0,129851.0,50236.0,58113.0,86379.0,21600.0
1989,36276.0,6000.0,71479.0,,77410.0,93250.0,102850.0,151271.0,144517.0,39301.0,25983.0,206261.0,73955.0,125000.0,35968.0,67000.0,56500.0,249034.0,,130435.0,57500.0,56182.0,147890.0,60127.0,17143.0,26800.0,54023.0,38813.0,,40000.0,130000.0,126186.0,35238.0,17143.0,83250.0,100000.0,48700.0,74762.0,6000.0,76996.0,170000.0,110781.0,94138.0,90455.0,116662.0,57018.0,50685.0,116667.0,28182.0,32333.0,130435.0,56816.0,59244.0,394286.0,21818.0
1990,37941.0,6043.0,70238.0,,77950.0,60558.0,108079.0,140381.0,141119.0,36168.0,26028.0,162346.0,,125000.0,32500.0,67000.0,56499.0,206853.0,,134006.0,111714.0,54369.0,149570.0,71514.0,20667.0,26154.0,47059.0,40179.0,,44420.0,138727.0,118358.0,39129.0,20667.0,81500.0,100000.0,48730.0,75000.0,6043.0,77929.0,169231.0,98884.0,100619.0,89267.0,121397.0,61890.0,51333.0,116250.0,37114.0,31941.0,134006.0,51150.0,54443.0,394286.0,20000.0
1991,38544.0,,70000.0,,84780.0,101846.0,110078.0,129648.0,140541.0,44994.0,26087.0,268723.0,,125000.0,33281.0,67000.0,56503.0,257647.0,50000.0,136638.0,111786.0,53159.0,153416.0,72329.0,20864.0,26541.0,63261.0,40000.0,,39616.0,135699.0,99852.0,35185.0,20864.0,78675.0,100000.0,48801.0,75225.0,,78826.0,170000.0,108065.0,100867.0,90938.0,129679.0,67914.0,51774.0,119226.0,28590.0,33857.0,136638.0,53222.0,56319.0,411910.0,20960.0
1992,55429.0,,67595.0,,82550.0,100561.0,106194.0,131963.0,142072.0,41935.0,25918.0,364581.0,,125000.0,33235.0,67000.0,53502.0,212170.0,50081.0,146308.0,109740.0,53098.0,140017.0,71621.0,21483.0,26667.0,58837.0,39362.0,,39514.0,155229.0,101582.0,34870.0,21483.0,78795.0,100000.0,48656.0,75372.0,,77696.0,186667.0,79229.0,99568.0,89267.0,105298.0,68873.0,51923.0,118909.0,28829.0,33589.0,146308.0,54632.0,54993.0,418505.0,21667.0
1993,47959.0,,65854.0,,84700.0,115671.0,105204.0,136250.0,107813.0,51714.0,25814.0,383897.0,,123529.0,33042.0,67000.0,55255.0,231250.0,50185.0,123551.0,106557.0,53038.0,144636.0,67685.0,22265.0,26975.0,59232.0,38500.0,,39788.0,171181.0,93165.0,34838.0,22265.0,75595.0,100000.0,47696.0,70565.0,,78757.0,166667.0,105020.0,95304.0,88368.0,106893.0,80432.0,52031.0,118586.0,28947.0,35229.0,123551.0,56000.0,59845.0,418505.0,21391.0
1994,40603.0,,64444.0,,85800.0,98574.0,104194.0,136905.0,147662.0,44667.0,26072.0,405405.0,,125000.0,32333.0,67000.0,56667.0,192946.0,50182.0,120000.0,97402.0,52979.0,171911.0,64794.0,24138.0,27143.0,58608.0,37477.0,,39257.0,170149.0,103690.0,35000.0,24138.0,77412.0,100000.0,47662.0,67683.0,,80883.0,200000.0,71308.0,94028.0,89056.0,121814.0,80365.0,52500.0,108745.0,28966.0,38036.0,120000.0,55053.0,73592.0,418505.0,21538.0
1995,41870.0,,66881.0,6000.0,83079.0,93879.0,103143.0,131818.0,140516.0,70083.0,26225.0,251593.0,,125000.0,34194.0,66823.0,59603.0,182000.0,50357.0,123310.0,119791.0,52912.0,166370.0,73766.0,25714.0,27454.0,58130.0,37004.0,,39474.0,171784.0,82605.0,34787.0,25714.0,81513.0,100000.0,47119.0,65280.0,6000.0,80864.0,192494.0,89385.0,95555.0,93619.0,127585.0,77059.0,51829.0,109091.0,28992.0,37347.0,123310.0,54365.0,74549.0,414079.0,21667.0
1996,62288.0,,66826.0,5954.0,83079.0,88915.0,102116.0,128883.0,141000.0,68783.0,26593.0,258165.0,,123077.0,30877.0,69900.0,60000.0,245380.0,50526.0,124186.0,64137.0,52737.0,163476.0,69346.0,23800.0,27706.0,57333.0,37333.0,,40414.0,166573.0,98249.0,34773.0,23800.0,78495.0,100000.0,43824.0,65898.0,5954.0,80053.0,200000.0,81850.0,95822.0,75955.0,118111.0,79711.0,52410.0,104722.0,29016.0,38428.0,124186.0,55603.0,64620.0,394286.0,21290.0
1997,47388.0,,67144.0,5965.0,82231.0,82705.0,92699.0,124594.0,123200.0,55522.0,25025.0,104048.0,,122727.0,34000.0,69900.0,60488.0,238532.0,50517.0,123256.0,126495.0,52763.0,146964.0,70972.0,20333.0,27954.0,57239.0,38643.0,,40568.0,161101.0,99123.0,34762.0,20333.0,79268.0,100000.0,44183.0,67077.0,5965.0,79299.0,200000.0,72082.0,97871.0,126741.0,126878.0,80890.0,52252.0,107262.0,29032.0,41715.0,123256.0,56426.0,74392.0,381003.0,21875.0
1998,55792.0,,67221.0,5975.0,94447.0,71429.0,88979.0,119608.0,82339.0,68783.0,24972.0,92168.0,,126087.0,27333.0,69900.0,60000.0,227338.0,50678.0,122564.0,147857.0,51923.0,126148.0,67354.0,19333.0,28276.0,57684.0,42481.0,,39273.0,163556.0,93279.0,34755.0,19333.0,79268.0,100000.0,44375.0,67276.0,5975.0,78164.0,200000.0,79861.0,95286.0,106791.0,111944.0,77780.0,52312.0,108911.0,29170.0,39986.0,122564.0,67958.0,92560.0,381146.0,21818.0
1999,59558.0,,67372.0,5984.0,96037.0,73077.0,102462.0,118269.0,90866.0,68783.0,29708.0,266395.0,,127273.0,33795.0,69900.0,57000.0,236391.0,51000.0,119196.0,134056.0,52830.0,108108.0,69037.0,19636.0,28426.0,55208.0,48810.0,,35500.0,169483.0,93936.0,34793.0,19636.0,78947.0,100000.0,44573.0,49403.0,5984.0,77503.0,205128.0,97323.0,97634.0,107403.0,109451.0,81007.0,52357.0,109024.0,28788.0,36518.0,119196.0,61102.0,93933.0,386101.0,21765.0
2000,71360.0,,67444.0,5991.0,130212.0,74684.0,105742.0,119608.0,139928.0,68954.0,23153.0,507074.0,,128571.0,46584.0,68735.0,58999.0,217379.0,50820.0,108860.0,312986.0,52952.0,89864.0,72291.0,19182.0,28633.0,54000.0,57895.0,,35858.0,169825.0,85095.0,35000.0,19182.0,78947.0,100000.0,44776.0,51010.0,5991.0,76341.0,202961.0,94268.0,102365.0,113778.0,109501.0,79071.0,52621.0,108017.0,29186.0,36504.0,108860.0,61323.0,83002.0,389764.0,21944.0
2001,79768.0,,66667.0,5997.0,114220.0,75871.0,108803.0,118460.0,138114.0,69823.0,20250.0,323781.0,,121739.0,37611.0,86210.0,60000.0,232854.0,50816.0,120000.0,311689.0,52632.0,87408.0,77307.0,18357.0,28842.0,53847.0,65714.0,,35849.0,179276.0,90347.0,35000.0,18357.0,78571.0,95000.0,44967.0,48995.0,5997.0,75945.0,200000.0,84717.0,98953.0,124324.0,120549.0,78227.0,52343.0,106448.0,29190.0,36519.0,120000.0,62064.0,93609.0,392489.0,21913.0
2002,64314.0,,67059.0,6000.0,96931.0,75442.0,126307.0,118000.0,140210.0,69507.0,19532.0,239440.0,,121739.0,36988.0,50047.0,60000.0,237531.0,50911.0,119403.0,311690.0,52802.0,87324.0,78479.0,19500.0,29286.0,54172.0,75000.0,,35669.0,177133.0,59057.0,34400.0,19500.0,78571.0,100000.0,45389.0,49930.0,6000.0,75000.0,206250.0,78695.0,100383.0,120690.0,122667.0,82297.0,52333.0,106677.0,29241.0,36477.0,119403.0,53209.0,96036.0,394118.0,21959.0
2003,85127.0,,65814.0,5987.0,94722.0,74633.0,115383.0,113205.0,177735.0,70099.0,20621.0,198726.0,,125000.0,36180.0,62291.0,58399.0,267336.0,50903.0,118691.0,312202.0,52381.0,86385.0,75637.0,18000.0,29630.0,54132.0,90000.0,,35600.0,177877.0,57669.0,33846.0,18000.0,79365.0,98780.0,45402.0,52023.0,5987.0,75358.0,207531.0,81229.0,101508.0,121429.0,119759.0,81277.0,52308.0,106177.0,28889.0,36463.0,118691.0,53260.0,99569.0,265669.0,22105.0
2004,85527.0,,63636.0,5958.0,93109.0,74327.0,116483.0,107185.0,177745.0,70533.0,21806.0,228924.0,,123810.0,33316.0,66681.0,58000.0,306667.0,50817.0,118200.0,312202.0,52239.0,85420.0,78520.0,20071.0,29154.0,53675.0,100000.0,,35098.0,172093.0,58351.0,33333.0,20071.0,79365.0,97674.0,44928.0,55023.0,5958.0,74835.0,209129.0,85924.0,104999.0,115789.0,119010.0,84670.0,52249.0,105644.0,29819.0,37856.0,118200.0,53312.0,102008.0,259195.0,21996.0
2005,63100.0,,67156.0,5927.0,88711.0,73993.0,114609.0,106604.0,177728.0,70793.0,21498.0,229838.0,,123810.0,29892.0,64635.0,54000.0,285275.0,50772.0,117502.0,312125.0,54286.0,84440.0,78868.0,20563.0,28929.0,53217.0,96875.0,,35750.0,172173.0,60846.0,33214.0,20563.0,73333.0,100000.0,44918.0,57964.0,5927.0,75581.0,207040.0,104137.0,106089.0,115000.0,119628.0,96276.0,52211.0,105110.0,30338.0,40017.0,117502.0,79720.0,91973.0,194398.0,21993.0
2006,71599.0,,64634.0,5891.0,70096.0,73778.0,115758.0,103250.0,179070.0,71024.0,21176.0,356557.0,,121739.0,31482.0,72986.0,53989.0,200476.0,50727.0,123077.0,311678.0,52113.0,89857.0,81953.0,19652.0,28989.0,52760.0,94118.0,,34947.0,174995.0,56123.0,33744.0,19652.0,78571.0,100000.0,44815.0,60941.0,5891.0,75165.0,207013.0,121998.0,105873.0,120000.0,123128.0,96990.0,52096.0,104576.0,30856.0,40124.0,123077.0,79860.0,110241.0,162829.0,21992.0
2007,81650.0,,64865.0,6364.0,86392.0,72188.0,123096.0,104962.0,177778.0,72115.0,20854.0,227803.0,,123810.0,30976.0,90000.0,55012.0,254652.0,50651.0,122222.0,311711.0,52778.0,85951.0,81560.0,19875.0,29078.0,52303.0,94286.0,,35000.0,173834.0,55969.0,33333.0,19875.0,78333.0,99068.0,44928.0,63101.0,6364.0,74490.0,207409.0,107774.0,106189.0,112195.0,124107.0,105924.0,51905.0,104043.0,32143.0,40183.0,122222.0,120619.0,119757.0,164113.0,22051.0
2008,79280.0,,64516.0,5756.0,96480.0,71616.0,116832.0,111141.0,177081.0,72115.0,20532.0,352212.0,,124000.0,21350.0,131040.0,55780.0,282651.0,50610.0,113896.0,311771.0,54167.0,86715.0,81611.0,19412.0,29050.0,51845.0,95289.0,,34987.0,171829.0,45571.0,34615.0,19412.0,81333.0,100000.0,44927.0,59026.0,5756.0,74857.0,207481.0,94967.0,107195.0,114634.0,119548.0,107039.0,52168.0,103509.0,32000.0,43304.0,113896.0,120000.0,119545.0,164263.0,22011.0
2009,57914.0,,95921.0,5657.0,96000.0,70703.0,115586.0,106511.0,179723.0,71993.0,20209.0,554855.0,,123077.0,33056.0,86957.0,56552.0,341816.0,50552.0,111374.0,312073.0,54054.0,98922.0,78714.0,18824.0,29310.0,51388.0,96365.0,,33884.0,185819.0,49632.0,34615.0,18824.0,78621.0,98871.0,44444.0,60000.0,5657.0,74398.0,207801.0,123255.0,92391.0,120000.0,119284.0,109659.0,52216.0,102976.0,31389.0,37625.0,111374.0,119671.0,115031.0,175247.0,22021.0
2010,52773.0,,66250.0,5554.0,89669.0,62500.0,114299.0,109294.0,183891.0,71987.0,19887.0,201146.0,,125000.0,30958.0,90000.0,52741.0,280227.0,50487.0,108781.0,221778.0,54028.0,108014.0,80771.0,20149.0,29333.0,50931.0,97490.0,79048.0,33460.0,188295.0,48375.0,33333.0,20149.0,78388.0,98660.0,44158.0,59559.0,5554.0,74173.0,207931.0,117224.0,96864.0,156429.0,128578.0,107868.0,52257.0,102442.0,31279.0,37700.0,108781.0,122250.0,123076.0,161963.0,22026.0
2011,88133.0,,66250.0,5448.0,93790.0,72367.0,110551.0,112892.0,186831.0,72000.0,19565.0,205978.0,,124000.0,26306.0,94737.0,50297.0,312350.0,50444.0,106138.0,111171.0,54248.0,119975.0,79624.0,20222.0,28475.0,50473.0,98688.0,78182.0,32994.0,204013.0,51321.0,34424.0,20222.0,78418.0,98438.0,44396.0,59499.0,5448.0,74140.0,208207.0,113602.0,98206.0,114106.0,132389.0,107574.0,52614.0,101909.0,31166.0,37500.0,106138.0,110857.0,129117.0,156746.0,22143.0
