,"China, Taiwan Province of",Zambia,Syrian Arab Republic,Brazil,Nepal,Ethiopia,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Bangladesh,Malawi,Eritrea,New Caledonia,Bahamas,Mongolia,Guatemala,Latvia,Slovenia,Madagascar,Luxembourg,Guinea,Botswana,Saudi Arabia,Fiji,Sweden,Pacific Islands Trust Territory,Switzerland,Sri Lanka,Azerbaijan,Central African Republic,Bosnia and Herzegovina,China,Colombia,Libya,Czechia,Guinea-Bissau,Montenegro,Kazakhstan,Estonia,Mauritius,Saint Vincent and the Grenadines,Hungary,France,Togo,Mali,Paraguay,Melanesia,Georgia,Serbia and Montenegro,Cameroon,Grenada,Dominican Republic,Guadeloupe,Denmark,Canada,Spain,Afghanistan,Iraq,New Zealand,Belize,Djibouti,Czechoslovakia,Cuba,Egypt,Kyrgyzstan,Argentina,Democratic People's Republic of Korea,Germany,El Salvador,Morocco,Ethiopia PDR,Gabon,Romania,Ecuador,Jordan,Mexico,Albania,Slovakia,Jamaica,Trinidad and Tobago,Montserrat,Thailand,Lithuania,Finland,Netherlands,Oman,Angola,Nigeria,Norway,Guam,Turkey,Burundi,Belarus,Croatia,Myanmar,Burkina Faso,Philippines,Viet Nam,Lao People's Democratic Republic,Australia,United Republic of Tanzania,Maldives,Ireland,Zimbabwe,Yugoslav SFR,Republic of Korea,Australia & New Zealand,Papua New Guinea,Rwanda,Mozambique,Barbados,Algeria,Senegal,Saint Lucia,Haiti,Sao Tome and Principe,Dominica,Belgium,Chad,Lesotho,Comoros,Uruguay,Italy,Panama,Sudan (former),Armenia,Lebanon,Uzbekistan,Micronesia (Federated States of),Occupied Palestinian Territory,Chile,Portugal,Micronesia,Kenya,Poland,"China, mainland",Russian Federation,Nicaragua,Uganda,India,Ukraine,Bolivia (Plurinational State of),Peru,Yemen,Vanuatu,Serbia,Malaysia,Israel,Malta,South Sudan,Namibia,Benin,United Kingdom,Japan,Pakistan,Somalia,Venezuela (Bolivarian Republic of),Cyprus,Guyana,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Kuwait,French Guiana,Suriname,Cambodia,Timor-Leste,Costa Rica,Tajikistan,Austria,Niger,Bhutan,Congo,USSR,Honduras,Tunisia,Côte d'Ivoire,Gambia,Turkmenistan,South Africa,Sierra Leone,Réunion,Sudan,Ghana,Mauritania,Swaziland,Republic of Moldova,Belgium-Luxembourg
1985,1713.0,19170.0,142161.0,339514.0,16997.0,-1.0,62488.0,-1.0,57657.0,4341.0,39404.0,-1.0,27.0,24.0,35000.0,21047.0,-1.0,-1.0,4487.0,-1.0,5925.0,3294.0,3642.0,1.0,251000.0,2.0,15200.0,800.0,-1.0,4863.0,-1.0,1901790.0,24685.0,29114.0,-1.0,1365.0,-1.0,-1.0,-1.0,45.0,5.0,137784.0,603430.0,9600.0,42346.0,3126.0,115.0,-1.0,-1.0,28855.0,5.0,1570.0,0.0,227561.0,694940.0,761538.0,29670.0,154356.0,52539.0,346.0,0.0,172364.0,1965.0,58300.0,-1.0,323524.0,62310.0,817873.0,5083.0,219896.0,148367.0,420.0,308563.0,16221.0,3226.0,454104.0,17512.0,-1.0,75.0,32.0,0.0,41091.0,-1.0,228021.0,15000.0,68.0,16900.0,236184.0,67200.0,0.0,781844.0,5300.0,-1.0,-1.0,10830.0,44944.0,71260.0,10023.0,593.0,284319.0,55360.0,0.0,47052.0,47885.0,201435.0,14180.0,336858.0,22.0,5389.0,26400.0,25.0,134211.0,32318.0,0.0,10728.0,18.0,3.0,-1.0,17067.0,3369.0,60.0,14163.0,189303.0,1146.0,63520.0,-1.0,779.0,-1.0,-1.0,0.0,15829.0,52417.0,2.0,47739.0,1350794.0,1900077.0,-1.0,3869.0,24429.0,1176934.0,-1.0,21660.0,39005.0,23738.0,65.0,-1.0,353.0,3115.0,92.0,-1.0,4180.0,11018.0,346260.0,10740.0,52307.0,15053.0,11129.0,10384.0,27.0,102444.0,1573200.0,143212.0,42559.0,35.0,0.0,4.0,3010.0,759.0,1492.0,-1.0,102738.0,70744.0,2205.0,375.0,11539387.0,6917.0,37020.0,30344.0,2054.0,-1.0,78970.0,1384.0,116.0,-1.0,17480.0,3555.0,2838.0,-1.0,25409.0
1986,2011.0,19935.0,156792.0,385322.0,17004.0,-1.0,74000.0,-1.0,57414.0,3713.0,39042.0,-1.0,17.0,22.0,34447.0,23652.0,-1.0,-1.0,4246.0,-1.0,5613.0,4013.0,4861.0,1.0,249000.0,2.0,14600.0,800.0,-1.0,4231.0,-1.0,1925371.0,26988.0,30107.0,-1.0,1090.0,-1.0,-1.0,-1.0,27.0,6.0,134102.0,564517.0,10808.0,42915.0,3311.0,124.0,-1.0,-1.0,20650.0,5.0,1161.0,0.0,220960.0,706700.0,758353.0,28480.0,148279.0,23064.0,435.0,0.0,173317.0,1965.0,58000.0,-1.0,300799.0,61400.0,784592.0,5464.0,206332.0,149466.0,450.0,302298.0,15872.0,4615.0,467282.0,17676.0,-1.0,60.0,32.0,0.0,36912.0,-1.0,239035.0,16000.0,72.0,18000.0,249682.0,63835.0,0.0,788104.0,5370.0,-1.0,-1.0,9642.0,42300.0,73653.0,10140.0,495.0,319085.0,50480.0,0.0,46052.0,45751.0,189656.0,15353.0,342149.0,41.0,4959.0,24900.0,25.0,132956.0,34853.0,0.0,10747.0,23.0,3.0,-1.0,15602.0,4035.0,36.0,17105.0,176577.0,1107.0,57120.0,-1.0,971.0,-1.0,-1.0,0.0,12896.0,54388.0,2.0,48567.0,1359560.0,1923360.0,-1.0,4304.0,23400.0,1259550.0,-1.0,19837.0,40048.0,23107.0,65.0,-1.0,400.0,3076.0,92.0,-1.0,3960.0,10143.0,304260.0,11850.0,50669.0,18109.0,10277.0,9508.0,48.0,102105.0,1502980.0,161064.0,42574.0,39.0,0.0,3.0,2800.0,750.0,1364.0,-1.0,94184.0,72485.0,2163.0,375.0,11632756.0,6613.0,56920.0,30550.0,1944.0,-1.0,81130.0,1255.0,92.0,-1.0,21506.0,2810.0,3182.0,-1.0,24492.0
1987,2209.0,23349.0,59850.0,366528.0,18269.0,-1.0,69000.0,-1.0,55568.0,3329.0,40112.0,-1.0,22.0,20.0,45272.0,20050.0,-1.0,-1.0,4600.0,-1.0,5905.0,5145.0,6637.0,1.0,216000.0,2.0,17332.0,802.0,-1.0,4078.0,-1.0,1907735.0,28908.0,32096.0,-1.0,773.0,-1.0,-1.0,-1.0,25.0,10.0,133050.0,568874.0,12668.0,61966.0,3763.0,127.0,-1.0,-1.0,28515.0,5.0,1091.0,0.0,193648.0,660500.0,762907.0,27980.0,150760.0,45054.0,450.0,0.0,169393.0,1965.0,57800.0,-1.0,279736.0,66550.0,772745.0,5487.0,222514.0,160976.0,465.0,318600.0,16875.0,5053.0,449379.0,17753.0,-1.0,33.0,32.0,0.0,38672.0,-1.0,213900.0,17000.0,74.0,19000.0,233517.0,66987.0,0.0,820170.0,5680.0,-1.0,-1.0,8297.0,48126.0,74901.0,12763.0,756.0,252423.0,48546.0,0.0,44052.0,49455.0,172653.0,14252.0,297477.0,39.0,5318.0,24900.0,25.0,125582.0,33607.0,0.0,10881.0,26.0,2.0,-1.0,17555.0,4501.0,36.0,18962.0,192257.0,1284.0,42400.0,-1.0,1025.0,-1.0,-1.0,0.0,14859.0,56405.0,2.0,50243.0,1342682.0,1905526.0,-1.0,4638.0,26615.0,1113000.0,-1.0,19221.0,40064.0,23218.0,65.0,-1.0,423.0,3022.0,109.0,-1.0,4339.0,12333.0,274900.0,11895.0,53894.0,19842.0,11300.0,9430.0,52.0,109096.0,1369680.0,172154.0,47170.0,47.0,0.0,3.0,3500.0,696.0,1113.0,-1.0,89867.0,82578.0,1833.0,375.0,11218572.0,6967.0,40108.0,28476.0,1964.0,-1.0,77215.0,1685.0,116.0,-1.0,20740.0,3946.0,4227.0,-1.0,23807.0
1988,2309.0,32415.0,184139.0,376578.0,19471.0,-1.0,96000.0,-1.0,53688.0,3389.0,41891.0,-1.0,22.0,20.0,45031.0,19354.0,-1.0,-1.0,4582.0,-1.0,6327.0,5535.0,7384.0,1.0,228000.0,2.0,17974.0,891.0,-1.0,3547.0,-1.0,1946808.0,30946.0,32090.0,-1.0,944.0,-1.0,-1.0,-1.0,16.0,12.0,134379.0,558218.0,12940.0,62711.0,3812.0,127.0,-1.0,-1.0,28129.0,5.0,1345.0,0.0,230546.0,718120.0,759111.0,27200.0,160859.0,14050.0,355.0,0.0,173644.0,1965.0,45600.0,-1.0,255813.0,70470.0,721917.0,5378.0,214633.0,152551.0,414.0,330200.0,8723.0,3380.0,424895.0,17407.0,-1.0,42.0,32.0,0.0,37790.0,-1.0,240865.0,17000.0,76.0,18400.0,254676.0,68800.0,0.0,791151.0,5000.0,-1.0,-1.0,8509.0,48354.0,73785.0,12735.0,607.0,233421.0,51684.0,0.0,44052.0,43751.0,180084.0,13129.0,247471.0,40.0,5078.0,26400.0,25.0,132286.0,34927.0,0.0,10320.0,30.0,2.0,-1.0,17644.0,4435.0,37.0,20885.0,191900.0,1051.0,77154.0,-1.0,1040.0,-1.0,-1.0,0.0,16944.0,59734.0,2.0,48906.0,1299143.0,1944500.0,-1.0,5207.0,29360.0,1450000.0,-1.0,17793.0,34150.0,23332.0,65.0,-1.0,447.0,3116.0,85.0,-1.0,4556.0,12225.0,265566.0,10898.0,55048.0,18950.0,8476.0,10202.0,52.0,115168.0,1308860.0,192583.0,49932.0,49.0,0.0,2.0,3430.0,696.0,847.0,-1.0,93500.0,86027.0,1873.0,375.0,10744084.0,7360.0,56880.0,29821.0,2163.0,-1.0,78155.0,1715.0,80.0,-1.0,22310.0,3655.0,3732.0,-1.0,21466.0
1989,2206.0,24797.0,292612.0,336874.0,20172.0,-1.0,86000.0,-1.0,45706.0,3339.0,44295.0,-1.0,23.0,20.0,43936.0,19651.0,-1.0,-1.0,4762.0,-1.0,6838.0,4393.0,8133.0,1.0,209200.0,2.0,17926.0,681.0,-1.0,3518.0,-1.0,2005884.0,34153.0,33083.0,-1.0,1094.0,-1.0,-1.0,-1.0,14.0,14.0,142790.0,532782.0,13975.0,67461.0,3942.0,132.0,-1.0,-1.0,23488.0,5.0,1731.0,0.0,201563.0,643880.0,767686.0,26855.0,202679.0,13757.0,322.0,0.0,163002.0,1902.0,45965.0,-1.0,265373.0,68802.0,698358.0,5543.0,213728.0,152284.0,435.0,342655.0,14852.0,4976.0,442456.0,13320.0,-1.0,35.0,23.0,0.0,37053.0,-1.0,227251.0,17345.0,80.0,14260.0,288593.0,67000.0,0.0,758140.0,5000.0,-1.0,-1.0,8645.0,42391.0,76391.0,10795.0,733.0,200880.0,41234.0,0.0,40049.0,41168.0,163715.0,11938.0,214637.0,40.0,5714.0,26666.0,26.0,132711.0,34098.0,0.0,7680.0,42.0,2.0,-1.0,16804.0,4141.0,38.0,16282.0,167200.0,1331.0,47925.0,-1.0,1085.0,-1.0,-1.0,0.0,18082.0,55237.0,2.0,47720.0,1316074.0,2003678.0,-1.0,5253.0,28555.0,1588000.0,-1.0,16884.0,34219.0,22840.0,69.0,-1.0,470.0,2108.0,93.0,-1.0,4458.0,11830.0,267756.0,10939.0,53045.0,17250.0,5990.0,10204.0,38.0,113435.0,1219660.0,191188.0,52487.0,36.0,0.0,3.0,3150.0,973.0,704.0,-1.0,96515.0,114035.0,1956.0,120.0,10679389.0,7874.0,47331.0,32212.0,2219.0,-1.0,77183.0,2167.0,96.0,-1.0,17336.0,2121.0,3379.0,-1.0,19252.0
1990,2105.0,20525.0,275714.0,382759.0,20301.0,-1.0,87000.0,-1.0,46407.0,3240.0,45787.0,-1.0,4.0,18.0,40800.0,20629.0,-1.0,-1.0,4540.0,-1.0,7387.0,2445.0,8123.0,1.0,183460.0,2.0,16307.0,221.0,-1.0,3205.0,-1.0,2094929.0,33013.0,33888.0,-1.0,1092.0,-1.0,-1.0,-1.0,14.0,12.0,145130.0,560133.0,12530.0,60869.0,4964.0,121.0,-1.0,-1.0,30849.0,5.0,1329.0,0.0,186463.0,593950.0,794127.0,26008.0,246050.0,16991.0,360.0,0.0,163304.0,1760.0,49475.0,-1.0,258591.0,66774.0,627981.0,5891.0,210772.0,132434.0,420.0,424987.0,15203.0,5913.0,427727.0,6421.0,-1.0,42.0,23.0,0.0,31696.0,-1.0,207321.0,16446.0,101.0,16290.0,313206.0,68700.0,0.0,790113.0,5000.0,-1.0,-1.0,8794.0,46917.0,71789.0,11190.0,684.0,188249.0,50068.0,0.0,33026.0,40225.0,159552.0,9689.0,205239.0,50.0,5930.0,27512.0,24.0,154463.0,31734.0,0.0,9030.0,51.0,2.0,-1.0,21094.0,2536.0,37.0,16507.0,164400.0,1183.0,43600.0,-1.0,1086.0,-1.0,-1.0,0.0,18693.0,50422.0,2.0,45601.0,1310370.0,2092824.0,-1.0,7986.0,29548.0,1503000.0,-1.0,15431.0,28784.0,17104.0,66.0,-1.0,470.0,2299.0,64.0,-1.0,4605.0,12234.0,245666.0,9931.0,49384.0,10000.0,8507.0,10365.0,41.0,117696.0,1195520.0,174725.0,51737.0,24.0,0.0,2.0,2500.0,981.0,542.0,-1.0,92500.0,109418.0,1901.0,120.0,10789273.0,8906.0,47290.0,32405.0,2602.0,-1.0,78497.0,2300.0,88.0,-1.0,23023.0,2887.0,2362.0,-1.0,17870.0
1991,2205.0,21673.0,225951.0,387626.0,20301.0,-1.0,121000.0,-1.0,44143.0,3080.0,44963.0,-1.0,7.0,12.0,13900.0,22367.0,-1.0,-1.0,4841.0,-1.0,7980.0,1133.0,8333.0,1.0,157000.0,-1.0,16300.0,281.0,-1.0,2943.0,-1.0,2156114.0,27608.0,27840.0,-1.0,1140.0,-1.0,-1.0,-1.0,11.0,14.0,191879.0,519683.0,12704.0,67493.0,5338.0,130.0,-1.0,-1.0,33600.0,7.0,1401.0,0.0,187588.0,571630.0,731941.0,27750.0,206999.0,14398.0,385.0,0.0,161435.0,2026.0,54175.0,-1.0,292136.0,67475.0,636964.0,6325.0,202710.0,130427.0,480.0,381507.0,15274.0,7162.0,439535.0,6670.0,-1.0,46.0,33.0,0.0,29269.0,-1.0,190212.0,16355.0,110.0,18510.0,310941.0,70300.0,0.0,791109.0,5005.0,-1.0,-1.0,9562.0,47522.0,69640.0,11950.0,643.0,206524.0,53299.0,0.0,32026.0,31057.0,169162.0,8146.0,220922.0,54.0,5428.0,23235.0,21.0,154593.0,29880.0,0.0,10702.0,54.0,3.0,-1.0,21517.0,3879.0,36.0,22388.0,167556.0,1475.0,89360.0,-1.0,1104.0,-1.0,0.0,0.0,16353.0,58278.0,0.0,48335.0,1223549.0,2153910.0,-1.0,8026.0,30540.0,1224000.0,-1.0,16190.0,32351.0,19666.0,68.0,-1.0,494.0,2289.0,61.0,-1.0,4072.0,12244.0,224000.0,8792.0,53346.0,8877.0,7020.0,10456.0,53.0,120528.0,1174280.0,161732.0,53160.0,19.0,0.0,2.0,2400.0,876.0,406.0,-1.0,83500.0,125491.0,1863.0,123.0,10789273.0,8895.0,41884.0,32518.0,2216.0,-1.0,80162.0,2236.0,104.0,-1.0,23374.0,2279.0,2425.0,-1.0,17310.0
1992,2206.0,20759.0,229814.0,361384.0,21774.0,-1.0,89000.0,14477.0,44083.0,2727.0,44017.0,-1.0,5.0,10.0,8100.0,21665.0,141900.0,6986.0,5561.0,-1.0,8565.0,3581.0,20752.0,1.0,156000.0,-1.0,15300.0,629.0,16900.0,2942.0,9553.0,2021207.0,28202.0,15853.0,-1.0,1369.0,-1.0,1354600.0,59500.0,11.0,15.0,222811.0,499288.0,15707.0,81587.0,5123.0,123.0,15112.0,75757.0,36220.0,8.0,1904.0,0.0,183477.0,617420.0,713263.0,30485.0,237968.0,10645.0,428.0,0.0,172335.0,2375.0,48692.0,60420.0,289929.0,65220.0,606046.0,5995.0,197085.0,104380.0,510.0,396056.0,11929.0,8769.0,444742.0,9740.0,-1.0,37.0,45.0,0.0,29049.0,154372.0,179929.0,16285.0,136.0,22400.0,323487.0,68600.0,0.0,794410.0,4890.0,848300.0,18123.0,9409.0,44672.0,62985.0,12413.0,543.0,219054.0,51213.0,0.0,31024.0,44712.0,-1.0,8802.0,229699.0,58.0,3518.0,23237.0,18.0,134808.0,35834.0,0.0,10140.0,61.0,2.0,-1.0,20048.0,2919.0,37.0,18837.0,161230.0,1527.0,69806.0,21046.0,970.0,62571.0,0.0,0.0,15979.0,51559.0,0.0,46181.0,1250389.0,2019001.0,8611800.0,7908.0,32840.0,1723000.0,1367250.0,15137.0,34833.0,20258.0,59.0,-1.0,470.0,2284.0,56.0,-1.0,4509.0,12562.0,203000.0,7736.0,52094.0,8000.0,6155.0,11788.0,58.0,109624.0,1132280.0,154286.0,56066.0,20.0,0.0,3.0,2146.0,871.0,327.0,6146.0,82000.0,114911.0,2026.0,128.0,-1.0,8978.0,46741.0,32528.0,2280.0,22429.0,82347.0,2124.0,94.0,-1.0,24234.0,3665.0,2446.0,41432.0,17480.0
1993,2204.0,22770.0,358604.0,405681.0,21752.0,159555.0,76000.0,15440.0,43294.0,2603.0,37766.0,8658.0,6.0,7.0,5000.0,18888.0,107370.0,6750.0,4960.0,-1.0,8872.0,5340.0,29523.0,1.0,175000.0,-1.0,15500.0,751.0,17940.0,3665.0,7971.0,1982315.0,28127.0,12869.0,58704.0,1551.0,-1.0,1271050.0,65700.0,6.0,16.0,193257.0,399735.0,17057.0,82782.0,4539.0,122.0,14210.0,77973.0,34700.0,7.0,1493.0,0.0,148000.0,607400.0,734270.0,31310.0,156511.0,12342.0,389.0,0.0,-1.0,2625.0,49555.0,53910.0,264389.0,66095.0,591980.0,6018.0,226868.0,-1.0,540.0,386743.0,16750.0,5998.0,490790.0,8820.0,82871.0,48.0,49.0,0.0,30647.0,161650.0,162826.0,16240.0,150.0,17440.0,331731.0,67300.0,0.0,803698.0,4000.0,830000.0,24513.0,10202.0,46922.0,60116.0,13368.0,561.0,173848.0,35126.0,0.0,30023.0,50712.0,-1.0,6896.0,186189.0,58.0,2814.0,26034.0,15.0,132817.0,35102.0,0.0,10770.0,57.0,3.0,-1.0,26018.0,4281.0,37.0,14337.0,160379.0,1053.0,90127.0,18426.0,1062.0,65613.0,0.0,1499.0,15089.0,41000.0,0.0,50955.0,1265424.0,1980111.0,8355000.0,7443.0,34990.0,1425000.0,1417805.0,16863.0,35648.0,19631.0,57.0,-1.0,470.0,2098.0,48.0,-1.0,7279.0,12389.0,182000.0,6663.0,55408.0,23296.0,6921.0,11742.0,56.0,104823.0,1094740.0,130819.0,58667.0,20.0,1.0,3.0,1850.0,930.0,308.0,6338.0,79500.0,113937.0,2000.0,128.0,-1.0,8813.0,42976.0,32545.0,2302.0,22500.0,83550.0,2106.0,108.0,-1.0,23786.0,6039.0,2654.0,40346.0,16457.0
1994,2404.0,17567.0,313743.0,384199.0,21922.0,196284.0,70000.0,15541.0,40926.0,2458.0,41169.0,8207.0,12.0,7.0,1300.0,16731.0,82070.0,6392.0,5555.0,-1.0,9314.0,4589.0,16350.0,1.0,175000.0,-1.0,15700.0,727.0,19000.0,4156.0,7168.0,2092578.0,24241.0,7662.0,219644.0,1601.0,-1.0,1406050.0,57500.0,2.0,16.0,180234.0,369772.0,15315.0,72437.0,6794.0,143.0,14110.0,79249.0,35800.0,7.0,1505.0,0.0,150000.0,615260.0,731582.0,29944.0,142151.0,11740.0,502.0,0.0,-1.0,2495.0,68890.0,39630.0,245981.0,66840.0,566100.0,5788.0,144427.0,-1.0,555.0,304819.0,17939.0,7941.0,491979.0,8513.0,58212.0,48.0,49.0,0.0,28837.0,200550.0,175491.0,15390.0,82.0,13200.0,341816.0,69300.0,0.0,774488.0,4700.0,934200.0,22285.0,10294.0,45284.0,53847.0,13920.0,582.0,215284.0,37718.0,0.0,31023.0,49035.0,-1.0,7046.0,227024.0,65.0,2856.0,29764.0,12.0,137811.0,33814.0,0.0,10701.0,54.0,3.0,-1.0,24384.0,2043.0,38.0,20731.0,137705.0,893.0,85362.0,17510.0,1084.0,49114.0,0.0,1794.0,15747.0,39500.0,0.0,49169.0,1256337.0,2090174.0,8957400.0,12107.0,34985.0,1447000.0,1331200.0,16024.0,38577.0,19574.0,65.0,-1.0,541.0,40107.0,44.0,-1.0,6599.0,12439.0,226400.0,6730.0,57788.0,13206.0,7176.0,11826.0,73.0,102549.0,1001720.0,132444.0,54269.0,21.0,1.0,4.0,2252.0,842.0,245.0,5790.0,71049.0,117202.0,1993.0,158.0,-1.0,8578.0,34726.0,33949.0,2413.0,34500.0,76400.0,1916.0,87.0,-1.0,26043.0,5540.0,2744.0,36760.0,15304.0
1995,1805.0,22408.0,325182.0,342244.0,22299.0,217777.0,76000.0,14141.0,42046.0,2442.0,41925.0,8289.0,25.0,7.0,960.0,17601.0,82300.0,6406.0,5852.0,-1.0,9891.0,4903.0,12390.0,1.0,178000.0,-1.0,14600.0,782.0,19100.0,4492.0,9395.0,2104785.0,21510.0,9050.0,211510.0,1325.0,-1.0,776010.0,63300.0,2.0,6.0,178274.0,397791.0,18501.0,51732.0,6647.0,172.0,12310.0,87227.0,33429.0,7.0,1794.0,0.0,152000.0,705200.0,753731.0,26072.0,168086.0,10375.0,469.0,0.0,-1.0,3105.0,42235.0,29877.0,214733.0,55630.0,574017.0,5421.0,208789.0,-1.0,540.0,293747.0,16155.0,6938.0,486110.0,7810.0,52548.0,50.0,58.0,0.0,30001.0,210100.0,202294.0,13495.0,83.0,13528.0,317976.0,70300.0,0.0,801899.0,4400.0,830300.0,23258.0,10204.0,44934.0,54714.0,15380.0,748.0,231828.0,43105.0,0.0,31025.0,54644.0,-1.0,7347.0,242203.0,73.0,3316.0,28455.0,9.0,139811.0,35968.0,0.0,9834.0,60.0,3.0,-1.0,23132.0,3561.0,42.0,23224.0,133837.0,1124.0,94620.0,19575.0,1078.0,34746.0,1.0,1764.0,17738.0,39000.0,1.0,50981.0,1310263.0,2102980.0,8716200.0,10090.0,35650.0,1539000.0,1258000.0,17164.0,40664.0,18733.0,73.0,-1.0,588.0,51100.0,72.0,-1.0,6773.0,13002.0,239400.0,5851.0,61039.0,13403.0,6473.0,12070.0,54.0,80473.0,1061034.0,126130.0,57043.0,36.0,1.0,2.0,2349.0,872.0,321.0,5613.0,77141.0,117771.0,1998.0,165.0,-1.0,8497.0,60115.0,34245.0,2405.0,7225.0,78899.0,1869.0,84.0,-1.0,24988.0,5497.0,2708.0,33225.0,15053.0
1996,2006.0,21691.0,349824.0,361650.0,22500.0,205906.0,102000.0,12457.0,40876.0,2400.0,41804.0,9275.0,23.0,8.0,550.0,17632.0,92300.0,5935.0,5742.0,-1.0,10511.0,3440.0,9553.0,1.0,186000.0,-1.0,14900.0,673.0,15630.0,4460.0,12329.0,2241707.0,19605.0,12842.0,197475.0,1451.0,-1.0,769010.0,65700.0,1.0,7.0,134863.0,402709.0,18161.0,51655.0,7842.0,163.0,15510.0,80636.0,31875.0,6.0,1728.0,0.0,163000.0,670080.0,755239.0,23752.0,120466.0,11481.0,534.0,0.0,-1.0,4013.0,42580.0,22545.0,266468.0,54959.0,597002.0,5894.0,177833.0,-1.0,465.0,275593.0,14955.0,8298.0,504882.0,7616.0,59666.0,46.0,51.0,1.0,29677.0,234850.0,202806.0,15835.0,84.0,14018.0,326223.0,62600.0,0.0,841796.0,4650.0,792000.0,17459.0,10563.0,47308.0,54518.0,16573.0,760.0,229147.0,44431.0,1.0,33027.0,58424.0,-1.0,5830.0,240629.0,55.0,4517.0,31667.0,8.0,137805.0,30976.0,0.0,10980.0,54.0,4.0,-1.0,26775.0,3647.0,43.0,20564.0,124557.0,1058.0,98122.0,17660.0,1490.0,37104.0,1.0,1532.0,22308.0,40000.0,2.0,52401.0,1317408.0,2239701.0,8376300.0,11415.0,36095.0,1501000.0,1147200.0,18301.0,45986.0,19091.0,85.0,-1.0,611.0,2077.0,40.0,-1.0,7376.0,14474.0,252400.0,5893.0,60973.0,14513.0,6103.0,10970.0,52.0,85230.0,1054579.0,115448.0,64647.0,32.0,1.0,1.0,1707.0,942.0,296.0,4140.0,79254.0,105350.0,2148.0,173.0,-1.0,8213.0,43522.0,34440.0,3031.0,21646.0,82211.0,2024.0,60.0,-1.0,24484.0,3679.0,2888.0,39480.0,15466.0
1997,1805.0,17415.0,198139.0,325354.0,22661.0,178573.0,97000.0,12675.0,40031.0,2559.0,43429.0,11706.0,25.0,8.0,400.0,19218.0,89550.0,5793.0,5533.0,-1.0,11176.0,2250.0,8383.0,1.0,190000.0,-1.0,14000.0,566.0,11440.0,4634.0,20537.0,2157427.0,15130.0,20442.0,191098.0,1402.0,-1.0,640210.0,72000.0,1.0,12.0,174937.0,391129.0,17410.0,55399.0,7255.0,147.0,15510.0,80571.0,35309.0,5.0,1528.0,0.0,163000.0,654410.0,746377.0,23736.0,124586.0,8973.0,455.0,0.0,-1.0,3422.0,45192.0,22632.0,251344.0,57190.0,624950.0,5601.0,210757.0,-1.0,495.0,286712.0,13802.0,9815.0,477060.0,6921.0,62587.0,33.0,51.0,0.0,30511.0,226300.0,237606.0,20080.0,60.0,15427.0,321039.0,62600.0,0.0,847798.0,4625.0,799500.0,21499.0,19766.0,49579.0,47084.0,16243.0,928.0,213916.0,53983.0,1.0,38026.0,44307.0,-1.0,6676.0,222889.0,49.0,4489.0,34180.0,6.0,137808.0,30540.0,0.0,10142.0,21.0,3.0,-1.0,30830.0,2185.0,42.0,15992.0,125717.0,1039.0,97082.0,17330.0,1069.0,27826.0,1.0,1511.0,17403.0,31500.0,2.0,49404.0,1292787.0,2155622.0,7008300.0,9632.0,36905.0,1443000.0,1081400.0,19562.0,39422.0,20252.0,73.0,-1.0,635.0,2097.0,40.0,-1.0,5761.0,15034.0,234700.0,6096.0,62594.0,11898.0,5761.0,10688.0,47.0,87284.0,1009319.0,139967.0,67862.0,72.0,1.0,1.0,1993.0,478.0,234.0,4731.0,79100.0,125473.0,2151.0,188.0,-1.0,9352.0,39428.0,34476.0,2860.0,14040.0,76676.0,1444.0,59.0,-1.0,26030.0,3915.0,2483.0,31389.0,28885.0
